 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 收到的税费返还(万元),--,--,5,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,0,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 收到的其他与经营活动有关的现金(万元),46,79,836,26,32,135,379,242,942,35,41,41,40,50,24,1,1,7,0,55,0,56,88,30,24,54,11,14,--,31,943,129,66,61,495,387,38,1054,1495,760,208,6289,125,3,1059,712,--,20,--, 
 经营活动现金流入小计(万元),5047,24057,15928,10017,4430,19558,8291,5285,2366,3548,1258,1075,219,7142,2646,1475,466,5349,2884,1146,650,614,238,80,24,54,11,14,0,31,943,129,66,61,495,387,38,1121,1603,868,273,6848,125,3,1059,969,--,20,--, 
 购买商品、接受劳务支付的现金(万元),2604,24171,13792,7307,5579,15651,8188,2832,1269,1572,959,500,104,5849,2591,1260,475,4968,3032,710,710,2963,901,335,--,101,--,--,--,--,--,--,--,54,109,79,--,340,27,27,8,19,--,0,--,0,--,0,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 支付给职工以及为职工支付的现金(万元),437,1189,863,468,239,1123,923,689,440,292,163,132,47,199,204,126,93,94,133,59,25,148,122,62,80,218,219,170,58,110,67,46,21,88,70,47,24,130,72,49,59,166,72,44,20,45,36,27,16, 
 支付的各项税费(万元),37,368,251,216,198,659,521,259,134,1141,1129,1117,33,61,65,22,10,81,19,12,7,217,367,341,168,271,282,277,264,5,6,5,3,22,22,3,3,105,83,82,99,42,44,32,31,1,1,1,1, 
 支付的其他与经营活动有关的现金(万元),348,4244,1582,404,639,840,579,380,1159,244,166,164,78,175,277,180,67,488,61,202,142,445,170,112,21,496,428,373,156,795,845,75,44,688,509,486,235,911,1780,977,223,6489,860,480,1235,610,453,311,6, 
 经营活动现金流出小计(万元),3426,29972,16489,8396,6655,18273,10212,4160,3002,3249,2417,1913,262,6283,3137,1587,646,5631,3245,983,884,3773,1561,850,268,1087,928,819,478,910,918,126,68,853,710,615,262,1485,1963,1135,389,6716,976,556,1285,657,490,339,22, 
 经营活动产生的现金流量净额(万元),1621,-5915,-560,1622,-2225,1285,-1920,1125,-636,298,-1159,-838,-43,859,-491,-112,-180,-282,-361,163,-234,-3159,-1322,-770,-245,-1033,-918,-805,-478,-879,25,3,-3,-792,-215,-228,-224,-364,-359,-266,-116,132,-851,-554,-227,313,-490,-319,-22, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,12,12,12,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,0,0,0,0,--,15,9,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,18,14,8,--,--,--,--,--,--,--,--,--,98,--,--,0,--,--,--,--,2964,2964,2858,--,9990,--,--,--,128,128,128,128,0,--,--,--,0,--,0,--,408,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,5,--,5,--,12,--,--,--,--,--,--,--,-1,--,--,--,274,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,485,--,--,--,--,--,--,--,--,22,22,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,-0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 投资活动现金流入小计(万元),0,5,0,5,0,514,25,20,12,0,0,0,0,-1,22,22,0,375,0,0,0,0,0,0,0,2979,2973,2858,0,9990,0,0,0,128,128,128,128,0,--,--,--,0,--,0,--,408,-0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),139,424,288,513,2,426,881,779,141,0,--,--,--,59,166,133,1,0,--,--,0,173,154,37,--,7,--,--,--,44,9,9,5,0,--,--,--,0,--,--,--,4,6,5,5,0,--,0,--, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,2852,2852,2852,--,1789,1789,1789,55,5757,--,--,--,-1,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 支付的其他与投资活动有关的现金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,-0,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 投资活动现金流出小计(万元),139,3276,3140,3365,2,2215,2670,2569,196,5758,0,0,0,58,166,133,1,0,0,0,0,173,154,37,0,7,0,0,0,44,9,9,5,0,--,--,--,0,--,--,--,4,6,5,5,0,-0,0,--, 
 投资活动产生的现金流量净额(万元),-139,-3271,-3140,-3360,-2,-1701,-2645,-2549,-185,-5758,0,0,0,-59,-144,-111,-1,375,0,0,0,-173,-154,-37,0,2973,2973,2858,0,9946,-9,-9,-5,128,128,128,128,0,--,--,--,-4,-6,-5,-5,408,-0,0,0, 
 吸收投资收到的现金(万元),--,--,--,--,--,30996,30996,--,--,--,--,--,--,--,--,--,--,--,--,--,0,294,294,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,294,294,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 取得借款收到的现金(万元),--,--,--,--,--,500,1225,1225,325,--,--,--,--,--,500,--,--,--,--,--,0,--,--,--,--,--,--,--,--,1007,--,--,--,743,60,60,60,360,270,180,90,360,270,150,--,540,450,300,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 收到其他与筹资活动有关的现金(万元),10,--,41,--,4,--,--,--,--,5500,--,--,1006,500,1,1,0,-15,1,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 筹资活动现金流入小计(万元),10,0,41,0,4,31496,32221,1225,325,5500,0,0,1006,500,501,1,0,-15,1,0,0,294,294,0,0,0,0,0,0,1007,0,0,0,743,60,60,60,360,270,180,90,360,270,150,--,540,450,300,--, 
 偿还债务支付的现金(万元),--,--,--,--,--,500,7260,1271,1100,--,--,--,400,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,7755,--,--,--,--,--,--,--,0,--,--,--,1695,--,0,--,1,--,0,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,10,10,5,--,--,--,--,--,--,--,--,--,3,3,--,0,2,2,2,2,6,--,--,--,838,--,--,--,4,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,6542,836,36,36,--,400,400,1000,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,--,--,--,0,--,0,0,0,--,0,--, 
 筹资活动现金流出小计(万元),0,0,0,0,0,7052,8106,1312,1136,0,400,400,1400,0,0,0,0,3,3,0,0,2,2,2,2,6,0,0,0,8593,0,0,0,4,--,--,--,48,--,--,--,1695,0,0,0,1,--,0,--, 
 筹资活动产生的现金流量净额(万元),10,0,41,0,4,24444,24115,-87,-811,5500,-400,-400,-394,500,501,1,0,-17,-1,0,0,293,293,-2,-2,-6,0,0,0,-7585,0,0,0,740,60,60,60,312,270,180,90,-1335,270,150,-0,539,450,300,--, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 现金及现金等价物净增加额(万元),1492,-9186,-3659,-1738,-2223,24029,19550,-1511,-1632,41,-1559,-1238,-437,1300,-134,-222,-180,75,-363,163,-234,-3039,-1184,-809,-246,1933,2056,2053,-477,1482,16,-6,-8,75,-27,-40,-36,-52,-89,-86,-26,-1207,-587,-409,-231,1259,-40,-19,-22, 
 加:期初现金及现金等价物余额(万元),19931,25947,25947,25947,25947,1918,1918,1918,1918,1877,1877,1877,1877,577,577,577,577,502,452,452,502,3541,3541,3541,3541,1608,1608,1608,1608,126,126,126,126,51,51,51,51,102,102,102,102,1310,1310,1310,1310,50,50,0,50, 
 期末现金及现金等价物余额(万元),21423,16760,22287,24208,23724,25947,21468,407,286,1918,318,640,1440,1877,443,355,397,577,89,615,268,502,2357,2732,3295,3541,3663,3660,1130,1608,142,120,118,126,24,11,15,51,13,16,77,102,723,901,1078,1310,10,-19,28, 
 净利润(万元),--,2128,--,963,--,2989,--,309,--,246,--,-292,--,--,--,-15,--,318,--,-52,--,3926,--,2760,--,1944,--,-156,--,3299,--,-507,--,-1668,--,-788,0,9085,0,4195,--,10399,--,-440,--,100,--,-181,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 资产减值准备(万元),--,714,--,224,--,-92,--,-6,--,177,--,110,--,--,--,18,--,43,--,--,--,78,--,25,--,-2305,--,--,--,2947,--,--,--,592,--,289,--,522,--,242,--,307,--,60,--,2,--,-191,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,34,--,17,--,37,--,10,--,39,--,12,--,--,--,6,--,20,--,12,--,23,--,9,--,10,--,5,--,216,--,107,--,216,--,66,0,132,0,108,--,130,--,65,--,133,--,67,--, 
 无形资产摊销(万元),--,674,--,328,--,501,--,254,--,34,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,42,--,85,--,0,--,86,--,43,--,86,--,43,--, 
 长期待摊费用摊销(万元),--,30,--,15,--,30,--,16,--,36,--,10,--,--,--,--,--,--,--,1,--,3,--,1,--,1,--,--,--,1,--,1,--,--,--,--,--,0,--,0,--,0,--,0,--,16,--,0,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8013,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--, 
 固定资产报废损失(万元),--,1,--,--,--,4,--,8,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-80,--,0,--,0,--,0,--,0,--,0,--,0,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 财务费用(万元),--,--,--,--,--,10,--,5,--,--,--,-13,--,--,--,0,--,--,--,-0,--,--,--,13,--,26,--,67,--,604,--,290,--,561,--,275,--,230,--,64,--,361,--,186,--,356,--,174,--, 
 投资损失(万元),--,--,--,--,--,-5,--,-0,--,--,--,--,--,--,--,--,--,-102,--,--,--,-0,--,-0,--,-15,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--, 
 递延所得税资产减少(万元),--,-11,--,-17,--,3,--,-7,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,-25,--,0,--,0,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-22,--,--,--,-6,--,-3,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,--,0,--,0,--, 
 存货的减少(万元),--,--,--,--,--,28,--,28,--,53,--,-333,--,--,--,580,--,-252,--,-106,--,-322,--,-72,--,--,--,--,--,--,--,--,--,--,--,--,--,33,--,0,--,28,--,0,--,56,--,0,--, 
 经营性应收项目的减少(万元),--,-10241,--,-279,--,-9183,--,-471,--,1498,--,206,--,--,--,-1229,--,97,--,351,--,-2219,--,-210,--,2540,--,-55,--,-102,--,-6,--,60,--,-122,0,-1415,0,55,--,-478,--,64,--,-189,--,-143,--, 
 经营性应付项目的增加(万元),--,755,--,371,--,6957,--,977,--,-1790,--,-837,--,--,--,456,--,-385,--,-50,--,-3454,--,-3155,--,-3398,--,-667,--,168,--,117,--,-553,--,90,0,1306,0,-323,--,515,--,-507,--,-248,--,-88,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,301,--,--,--,72,--,--,--,7,--,-1187,--,-138,--,164,--,--,--,--,--,--,--,--,--,--,--,-10342,--,-4609,--,-11216,--,0,--,0,--,0,--, 
 经营活动产生现金流量净额(万元),--,-5915,--,1622,--,1285,--,1125,--,298,--,-838,--,--,--,-112,--,-282,--,163,--,-3159,--,-770,--,-1033,--,-805,--,-879,--,3,--,-792,--,-228,--,-364,--,-266,--,132,--,-554,--,313,--,-319,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--, 
 现金的期末余额(万元),21423,16760,22287,24208,23724,25947,21468,407,286,1918,318,640,1440,1877,443,355,397,577,89,615,268,502,2357,2732,3295,3541,3663,3660,1130,1608,142,120,118,126,24,11,15,51,13,16,77,102,723,901,1078,1310,10,-19,28, 
 现金的期初余额(万元),19931,25947,25947,25947,25947,1918,1918,1918,1918,1877,1877,1877,1877,577,577,577,577,502,452,502,502,3541,3541,3541,3541,1608,1608,1608,1608,126,126,126,126,51,51,51,51,102,102,102,102,1310,1310,1310,1310,50,50,0,50, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--, 
 现金及现金等价物的净增加额(万元),1492,-9186,-3659,-1738,-2223,24029,19550,-1511,-1632,41,-1559,-1238,-437,1300,-134,-222,-180,75,-363,163,-234,-3039,-1184,-809,-246,1933,2056,2053,-477,1482,16,-6,-8,75,-27,-40,-36,-52,-89,-86,-26,-1207,-587,-409,-231,1259,-40,-19,-22, 

