 报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),154010,116142,66856,178741,119436,85469,53220,146222,98313,67406,42818,111818,79304,55796,33538,93240,71743,49022,29430,66352,51245,36757,22986,56150,35389,28674,14921,51510,40508,29331,17643,38405,29323,20501,11699,26833,18245,12214,7660,12698, 
 支付的各项税费(万元),798506,601018,246393,805816,688385,545516,195262,779396,581651,412679,131638,625146,464070,267425,86734,376369,329384,230213,89368,270791,233035,162182,63257,142634,107819,68965,29368,80201,65866,45023,17180,54732,42004,26170,10057,41908,33280,20961,6596,31302, 
 支付的其他与经营活动有关的现金(万元),943790,779836,585154,684072,563813,262386,219943,575178,628676,735702,276554,676821,663265,287472,147699,458201,359528,210491,110591,410471,183646,107952,46111,205720,132450,78325,27231,33670,92025,78253,21074,45757,30057,20290,11563,34302,55520,17328,3796,5420, 
 经营活动现金流出小计(万元),4898988,3523172,1890404,5656821,4079065,2955882,1458050,4678773,3324150,2277991,925954,3760434,2387647,1377100,667598,2821755,2159291,1423345,581074,2298073,1401373,925104,346823,1241529,689741,440555,232394,1102863,788854,628578,333512,960214,537840,355861,183826,612962,354737,192935,113445,415298, 
 经营活动产生的现金流量净额(万元),-265297,-736110,-685198,-644706,-549463,-733232,-433063,49592,79374,-127551,79002,509878,368826,242031,-23245,-211234,-274140,-302494,-92818,-444629,-223807,-199855,-79386,705473,515204,314642,9461,-391984,-278763,-317046,-137643,-400259,-219298,-168935,-124320,-158281,-2274,50777,-16612,-137391, 
 收回投资所收到的现金(万元),0,--,--,--,--,--,--,8,8,8,--,--,--,--,--,--,--,--,--,2062,--,--,--,--,152,0,--,4070,4070,4070,4070,1497,1235,266,--,10533,549,--,--,342, 
 取得投资收益所收到的现金(万元),7039,6520,2400,2055,3997,2055,--,32682,32682,31130,8,--,--,--,--,14158,128,72,--,36,36,--,--,41,41,41,--,1287,1252,1252,--,3542,1754,1722,--,139,122,18,--,1027, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),27,17,0,11,6,5,0,37,9,7,5,44,4,3,3,41,5,2,0,48,9,3,0,25,16,3,2,277,23,18,1,30427,22,20,10,41,16,9,3,28, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,2929,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15883,17172,--,--,1330,--,0,--,68191,10,0,--,0,0,--,--,--,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),63024,63024,--,353,--,--,--,--,--,--,--,--,--,--,--,16184,--,--,--,--,--,1,--,48592,7534,7728,4184,0,--,0,1001,0,0,--,--,1589,1658,1168,--,3413, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 投资活动现金流入小计(万元),70090,69561,2400,5347,4003,2059,0,32727,32699,31145,13,44,4,3,3,30383,134,75,0,18030,17217,5,0,49989,7744,7772,4186,73826,5355,5340,5073,35465,3011,2008,10,12302,2345,1196,3,4810, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2145,1239,629,5592,4118,2760,1283,32444,3824,2712,1439,6753,1910,846,375,6905,5404,2256,1920,4377,2204,632,203,7563,3120,2338,1080,8384,5656,4510,3441,103982,90850,1463,578,13706,7549,2209,408,8351, 
 投资所支付的现金(万元),79271,48393,16712,7667,7667,5867,5867,3396,3050,2390,2425,25180,21202,8656,8569,21068,23402,12782,9800,3863,2813,2813,2813,87004,734,533,--,101352,15796,14796,2000,62857,0,2422,--,24022,--,250,--,2636, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),1060,--,--,--,--,--,--,15480,13238,--,510,31710,19096,12222,524,15555,--,--,--,1531,--,--,--,--,--,0,400,525,-301,-301,13679,22758,2422,-47,--,--,21329,24003,24021,-20, 
 支付的其他与投资活动有关的现金(万元),74618,--,--,--,--,--,--,56122,56122,56122,--,865,871,871,--,3657,2219,2260,682,258,197,--,698,--,--,0,--,5489,6087,2180,--,1991,1358,243,1,--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 投资活动现金流出小计(万元),157094,49632,17341,13259,11785,8627,7150,107443,76235,61224,4374,64508,43078,22594,9468,47186,31025,17298,12402,10028,5214,3445,3713,94568,3853,2871,1480,115750,27238,21186,19120,191588,94630,4081,579,37729,28879,26462,24429,10967, 
 投资活动产生的现金流量净额(万元),-87004,19929,-14941,-7912,-7783,-6568,-7150,-74715,-43536,-30079,-4361,-64464,-43074,-22591,-9465,-16803,-30891,-17223,-12402,8001,12004,-3440,-3713,-44579,3891,4901,2706,-41924,-21883,-15846,-14047,-156123,-91620,-2073,-569,-25426,-26534,-25266,-24426,-6158, 
 吸收投资收到的现金(万元),102448,88918,51530,159605,25427,5269,3679,161089,11804,11621,400,51100,51100,23800,9800,6325,5125,5125,5125,61767,49067,47567,--,33861,7500,7500,--,644420,22699,22699,12699,318836,264324,15727,--,2110,1000,1000,1000,90, 
 其中：子公司吸收少数股东投资收到的现金(万元),102448,88918,51530,159605,25427,5269,3679,161089,11804,11621,400,51100,51100,23800,9800,6325,5125,5125,5125,61767,49067,47567,--,33861,7500,7500,--,0,--,22699,12699,89486,34974,15727,--,2110,1000,1000,1000,0, 
 取得借款收到的现金(万元),1422969,1355522,566513,2015782,1621639,992428,344578,1969974,1470029,1296188,709770,1040053,733520,529264,361544,1220661,799701,424099,214608,776625,685962,573049,210923,561211,503706,216707,122278,894364,581254,441112,226652,875878,516228,268626,141126,356512,301628,166519,114380,517827, 
 发行债券收到的现金(万元),474090,274953,100000,--,--,--,--,300338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,148573,148573,--,--,0, 
 收到其他与筹资活动有关的现金(万元),338598,--,338598,--,--,--,--,--,--,--,--,--,406,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 筹资活动现金流入小计(万元),2338104,1719393,1056640,2175387,1647066,997697,348257,2131063,1481833,1307809,710170,1091153,785027,553064,371344,1226986,804826,429224,219733,838393,735029,620616,210923,595072,511206,224207,122278,1538784,603953,463810,239351,1194714,780552,284353,141126,507195,451201,167519,115380,517917, 
 偿还债务支付的现金(万元),1384950,714975,263804,1329687,1108771,671577,357926,1291487,978989,525639,183042,857147,664791,319499,62719,385179,160524,144516,90591,304254,177390,150715,98966,1004449,710718,374428,134007,632914,276558,180659,41063,324058,224191,83193,13764,241370,231111,121301,58798,366354, 
 分配股利、利润或偿付利息所支付的现金(万元),280833,213087,48107,270985,214369,152271,16725,216173,153237,106426,20770,222642,153761,91411,32050,135682,81629,63835,25034,81703,52579,23985,12480,109537,62659,48926,17652,89425,62429,39156,16378,51083,41846,30608,8847,20438,16380,10669,4772,17261, 
 其中：子公司支付给少数股东的股利、利润(万元),20399,16187,5270,27191,27168,23286,500,14967,14967,166,--,43923,38500,24469,--,40439,29245,27946,15463,23694,25664,6156,6156,30368,--,0,--,0,--,0,--,199,188,--,--,303,290,219,--,0, 
 支付其他与筹资活动有关的现金(万元),1800,--,--,52190,246,92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87120,88289,88945,--,--,0,--,0,--,0,--,0,10,10,10,407,80,--,--,0, 
 筹资活动现金流出小计(万元),1667583,928062,311911,1652863,1323387,823941,374651,1507660,1132225,632065,203812,1079789,818552,410910,94769,520862,242153,208351,115625,385957,317088,262990,200391,1113986,773377,423353,151659,722339,338987,219815,57441,375141,266046,113811,22621,262215,247571,131970,63570,383615, 
 筹资活动产生的现金流量净额(万元),670522,791331,744729,522524,323679,173756,-26394,623403,349608,675744,506359,11364,-33526,142155,276575,706124,562673,220873,104108,452435,417941,357627,10533,-518914,-262170,-199147,-29381,816445,264965,243996,181910,819573,514506,170542,118504,244980,203630,35549,51810,134302, 
 汇率变动对现金及现金等价物的影响(万元),8093,2717,3228,1301,1457,1071,2217,3437,-2714,-1787,-161,-924,1102,951,10,-3549,-3208,-1881,266,-1914,-1467,-361,-58,-220,-44,-33,-15,-1229,1437,1829,-155,-634,5783,3657,1408,135,2436,1196,-20,-111, 
 现金及现金等价物净增加额(万元),326314,77868,47818,-128792,-232110,-564973,-464391,601717,382732,516327,580839,455853,293328,362545,243875,474538,254434,-100726,-846,13893,204671,153971,-72624,141760,256880,120364,-17228,381307,-34243,-87067,30065,262558,209371,3191,-4976,61408,177258,62256,10752,-9358, 
 加:期初现金及现金等价物余额(万元),2294776,2294776,2294776,2423568,2424046,2423568,2423568,1821851,1821851,1821851,1823927,1365997,1365997,1365997,1365997,891460,891460,891460,891460,877566,877566,877566,877566,735806,735806,735806,735806,354498,354498,354498,354498,91941,91003,91003,91003,30533,30099,30099,33034,39890, 
 期末现金及现金等价物余额(万元),2621090,2372644,2342594,2294776,2191936,1858595,1959177,2423568,2204582,2338178,2404767,1821851,1659326,1728543,1609872,1365997,1145893,790734,890613,891460,1082237,1031537,804942,877566,992686,856170,718578,735806,320255,267431,384563,354498,300374,94194,86027,91941,207357,92355,43786,30533, 
 净利润(万元),--,238815,--,550985,--,239407,--,550831,--,325789,--,427752,--,170823,--,331295,--,181973,--,248399,--,139893,--,175447,--,48204,0,109200,0,21873,--,115788,0,--,--,66291,--,--,--,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,3725,0,--,--,--,--,--,--,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 资产减值准备(万元),--,-122,--,54076,--,89,--,-35377,--,-17237,--,28846,--,20686,--,325,--,-0,--,585,--,-0,--,48,--,-11,--,40765,--,1,--,-468,0,--,--,108,--,--,--,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,18005,--,37521,--,8212,--,9267,--,9528,--,5130,--,2153,--,3569,--,1491,--,2619,--,1692,--,3732,--,1750,0,3222,0,1741,--,4706,0,--,--,6783,--,--,--,0, 
 无形资产摊销(万元),--,894,--,1827,--,12775,--,23955,--,--,--,15320,--,7632,--,15468,--,7738,--,14080,--,6887,--,12664,--,6284,--,11673,--,5563,--,8680,0,--,--,7550,--,--,--,0, 
 长期待摊费用摊销(万元),--,2929,--,5709,--,2848,--,4974,--,1182,--,3390,--,1696,--,2052,--,913,--,2032,--,961,--,1888,--,1117,--,1351,--,170,--,350,0,--,--,225,--,--,--,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,--,39,--,16,--,169,--,91,--,141,--,-4,--,26,--,41,--,33,--,21,--,61,--,30,--,185,--,0,--,-7594,0,--,--,16,--,--,--,0, 
 固定资产报废损失(万元),--,88,--,--,--,--,--,--,--,-47,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,153,0,--,--,0,--,--,--,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,-158,--,-158,--,-1839,--,-1588,--,1414,--,-2992,--,10366,--,10837,--,-14547,--,-6,--,5059,0,--,--,266,--,--,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 财务费用(万元),--,63171,--,107451,--,46163,--,96295,--,28817,--,49601,--,16767,--,-3158,--,-7228,--,21548,--,305,--,6898,--,3452,--,8136,--,198,--,1060,0,--,--,1073,--,--,--,0, 
 投资损失(万元),--,-49311,--,-32504,--,-14332,--,-56927,--,-28218,--,-557,--,-2488,--,-5334,--,-5126,--,-6531,--,-2545,--,-30457,--,-18875,--,-80282,--,3492,--,-20106,0,--,--,-9293,--,--,--,0, 
 递延所得税资产减少(万元),--,-9688,--,-46957,--,-35405,--,17189,--,22879,--,-20785,--,11935,--,-27385,--,11599,--,-16997,--,-14768,--,-24961,--,-5612,--,-3186,--,2729,--,-553,0,--,--,63,--,--,--,0, 
 递延所得税负债增加(万元),--,39805,--,-7277,--,-1473,--,10860,--,9371,--,--,--,--,--,--,--,--,--,-73,--,-12,--,--,--,44,0,0,0,-7,--,0,0,--,--,0,--,--,--,0, 
 存货的减少(万元),--,-1168990,--,-2254213,--,-1276251,--,-444903,--,152132,--,-2247625,--,-124907,--,-1472725,--,-577143,--,-606126,--,-333984,--,-439870,--,-204247,--,-631833,--,-309239,--,-863978,0,--,--,-299162,--,--,--,0, 
 经营性应收项目的减少(万元),--,-280110,--,394656,--,-173884,--,-744391,--,-478218,--,-7679,--,-230901,--,166047,--,-80233,--,-245790,--,88875,--,-232766,--,48452,0,-23130,0,-2141,--,-28086,0,--,--,-36769,--,--,--,0, 
 经营性应付项目的增加(万元),--,408405,--,543982,--,458602,--,617649,--,-153621,--,2256502,--,368798,--,780426,--,165070,--,140177,--,-84188,--,1222422,--,423217,0,176672,0,-41419,--,381005,0,--,--,104567,--,--,--,0, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 经营活动产生现金流量净额(万元),--,-736110,--,-644706,--,-733232,--,49592,--,-127551,--,509878,--,242031,--,-211234,--,-302494,--,-444629,--,-199855,--,705473,--,314642,--,-391984,--,-317046,--,-400259,0,--,--,-158281,--,--,--,0, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 现金的期末余额(万元),2621090,2372644,2342594,2294776,2191936,1858595,1959177,2423568,2204582,2338178,2404767,1821851,1659326,1728543,1609872,1365997,1145893,790734,890613,891460,1082237,1031537,804942,877566,992686,856170,718578,735806,320255,267431,384563,354498,300374,94194,86027,91941,207357,92355,43786,30533, 
 现金的期初余额(万元),2294776,2294776,2294776,2423568,2424046,2423568,2423568,1821851,1821851,1821851,1823927,1365997,1365997,1365997,1365997,891460,891460,891460,891460,877566,877566,877566,877566,735806,735806,735806,735806,354498,354498,354498,354498,91941,91003,91003,91003,30533,30099,30099,33034,39890, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0, 
 现金及现金等价物的净增加额(万元),326314,77868,47818,-128792,-232110,-564973,-464391,601717,382732,516327,580839,455853,293328,362545,243875,474538,254434,-100726,-846,13893,204671,153971,-72624,141760,256880,120364,-17228,381307,-34243,-87067,30065,262558,209371,3191,-4976,61408,177258,62256,10752,-9358, 

