 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 投资活动现金流出小计(万元),904,10933,1164,608,312,30133,6345,4554,1644,61239,46886,42857,13055,182816,58663,25565,10636,188026,126670,77527,4787,186932,175980,119212,69343,46503,31573,19733,3377,21855,10315,6597,5732,14284,12766,7618,5725,44107,40821,19170,12030,22595,17388,10663,7895,34858,23061,21810,20425, 
 投资活动产生的现金流量净额(万元),-904,-7473,1022,1156,725,-25170,-4228,-4102,-1644,-33560,-21523,-19019,9295,-109595,2087,18602,22317,-42935,-32256,-26151,-1339,-44703,-6913,-12071,-27191,-29190,-22739,-16789,-2080,-12807,-3365,334,-5090,3783,-1286,-1871,-5091,-15280,-19577,-12026,-11523,4012,-3208,-713,-2577,3390,-15736,-20026,-19456, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,960,960,560,--,406,--,--,--,--,--,--,--,3000,--,--,--,3000,3000,3000,3000,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,960,960,560,--,--,--,--,--,--,--,--,--,3000,--,--,--,3000,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,35000,15000,15000,15000,60120,30000,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,9900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,45,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,35000,15000,15000,15000,71025,30960,30560,0,406,0,0,0,0,0,0,0,3000,0,0,0,3000,3000,3000,3000,0,0,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 偿还债务支付的现金(万元),--,35000,35000,15000,15000,30000,--,--,--,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,13978,--,0,0,25140,2, 
 分配股利、利润或偿付利息所支付的现金(万元),--,20822,15397,15247,385,10930,10074,9463,353,12804,10102,5327,734,11071,11059,7693,2339,6381,6381,3015,--,8720,5354,2339,2339,6628,6628,--,--,8474,6411,6411,--,15260,11650,8843,--,21566,17440,14830,4126,22050,20711,--,7396,29262,29262,--,4560, 
 其中：子公司支付给少数股东的股利、利润(万元),--,2296,1950,1950,--,--,--,--,--,734,734,734,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,66,661,660,--,0,0,264,--, 
 支付其他与筹资活动有关的现金(万元),--,9285,8750,--,--,29276,29156,29156,29156,20175,12213,5079,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,5,--,0,--,--,0,--,--,--,2,1,1,0,--,--,--,0,0,--,--, 
 筹资活动现金流出小计(万元),0,65106,59147,30247,15385,70206,39230,38619,29510,62979,22314,10406,734,11071,11059,7693,2339,6381,6381,3015,0,8720,5354,2339,2339,6628,6628,0,0,8478,6411,6411,--,15260,11650,8843,--,21566,17442,14831,4126,22051,20711,13978,7396,29262,29262,25140,4562, 
 筹资活动产生的现金流量净额(万元),0,-65106,-59147,-30247,-15385,-35206,-24230,-23619,-14510,8046,8646,20154,-734,-10665,-11059,-7693,-2339,-6381,-6381,-3015,0,-5720,-5354,-2339,-2339,-3628,-3628,3000,3000,-8478,-6411,-6411,--,-15260,-11650,-8843,--,-21566,-17442,-14831,-4126,-22051,-20711,-13978,-7396,-29262,-29262,-25140,-4562, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 现金及现金等价物净增加额(万元),-25427,22415,12106,6631,-2877,-6840,5738,-7073,-7121,6117,8912,12186,13927,-78579,18380,30290,27800,-26254,-26729,-25868,-8528,-18204,-17163,4017,-22423,11,-2184,1786,8007,11925,11527,10884,3258,20609,10087,4777,1195,-5777,-13521,-4017,-2948,17300,1545,2649,-3613,7963,-17899,-29302,-18637, 
 加:期初现金及现金等价物余额(万元),58157,35742,35742,35742,35742,42582,42582,42582,42582,36465,36465,36465,36465,115044,116525,115044,115044,141298,141298,141298,141298,159502,159502,159502,159502,159491,159491,159491,159491,147567,147567,147567,147567,126957,126957,126957,126957,132735,132735,132735,132735,115435,115435,115435,115435,107472,107472,107472,107472, 
 期末现金及现金等价物余额(万元),32731,58157,47848,42373,32865,35742,48320,35510,35461,42582,45378,48651,50392,36465,134905,145334,142844,115044,114569,115430,132770,141298,142339,163519,137079,159502,157308,161277,167499,159491,159094,158451,150824,147567,137044,131734,128152,126957,119214,128718,129787,132735,116980,118084,111821,115435,89573,78170,88835, 
 净利润(万元),--,39707,--,18630,--,31560,--,17754,--,15235,--,16197,--,24632,--,17180,--,26441,--,12017,--,18896,--,13639,--,24624,--,13791,--,24682,--,15372,--,28959,0,17115,0,25007,0,18334,--,31214,--,15032,--,27286,0,11058,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,76,--,--,--,0,0,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 资产减值准备(万元),--,2182,--,161,--,1688,--,218,--,12509,--,-116,--,2704,--,-24,--,234,--,371,--,1162,--,58,--,113,--,20,--,138,--,19,--,37,0,35,--,43,--,-14,--,55,--,82,--,13,0,3,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,22831,--,11378,--,22825,--,11397,--,22749,--,11274,--,14056,--,6716,--,12130,--,6084,--,11621,--,5782,--,11543,--,5752,--,10858,--,5418,--,11099,0,5068,0,9753,0,4840,--,9664,--,4847,--,10271,0,4822,--, 
 无形资产摊销(万元),--,126,--,62,--,58,--,18,--,31,--,15,--,54,--,13,--,24,--,12,--,24,--,12,--,19,--,9,--,16,--,8,--,16,0,8,--,16,--,8,--,16,--,1,--,16,0,--,--, 
 长期待摊费用摊销(万元),--,146,--,67,--,489,--,238,--,498,--,100,--,139,--,16,--,7,--,4,--,7,--,4,--,5,--,4,--,7,--,4,--,7,0,4,--,7,--,4,--,341,--,359,--,972,0,486,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-11,--,-31,--,225,--,-2,--,57,--,14,--,-66,--,-197,--,-10,--,28,--,8,--,4,--,111,--,--,--,8,--,8,--,171,0,0,--,7,--,6,--,0,--,--,--,72,0,22,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,0,0,122,--,--,--,0,--,0,--,1,--,0,0,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,15,--,15,--,-47,--,16,--,-10,--,14,--,-89,--,45,--,44,--,605,--,91,--,286,--,-199,0,-2139,--,1507,--,1253,--,1588,--,1577,--,-1661,0,-566,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 财务费用(万元),--,1041,--,711,--,2624,--,1605,--,3898,--,1578,--,--,--,-6,--,-1,--,-1,--,-635,--,-1,--,-228,--,-1436,--,-2818,--,-1242,--,-3100,0,-1622,--,-5805,--,-3904,--,-897,--,-694,--,-1450,0,-1014,--, 
 投资损失(万元),--,-3626,--,-277,--,-1255,--,-222,--,-655,--,-748,--,-2766,--,-1513,--,-3463,--,-1514,--,-3575,--,-1129,--,-1230,--,-1462,--,-1525,--,-1679,--,-5339,0,-2401,--,-2235,--,-2558,--,-6006,--,-3378,--,-1361,0,-105,--, 
 递延所得税资产减少(万元),--,-466,--,--,--,-49,--,--,--,625,--,--,--,-572,--,23,--,8,--,4,--,-144,--,-24,--,19,--,-109,--,-50,--,-30,--,4,0,6,--,8,--,1,--,-11,--,--,--,-2,0,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,-3044,--,-4,--,-4,--,--,--,-1429,--,--,--,--,--,0,--,1389,--,-47,--,-3140,--,3,--,-39,--,30,0,428,0,-27,0,-14,--,-262,--,--,--,176,0,--,--, 
 存货的减少(万元),--,-84,--,-39,--,4,--,58,--,4,--,37,--,-18,--,26,--,48,--,29,--,374,--,-602,--,-126,--,213,--,-249,--,-105,--,-52,0,15,--,220,--,191,--,-283,--,-14,--,-7,0,-416,--, 
 经营性应收项目的减少(万元),--,31908,--,7523,--,-19932,--,-9822,--,-37060,--,-16915,--,-23073,--,62,--,-5883,--,-6717,--,1849,--,1768,--,1237,--,-1395,--,-6377,--,1085,--,-2107,0,-1141,0,-207,0,-1429,--,1349,--,1048,--,-723,0,-2625,--, 
 经营性应付项目的增加(万元),--,1243,--,-2463,--,15299,--,2419,--,13730,--,-398,--,26639,--,-934,--,-6462,--,-7033,--,2722,--,-1604,--,-2341,--,2723,--,9343,--,-2123,--,2559,0,-6,0,2774,0,6121,--,-1508,--,-1520,--,232,0,4200,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-569,--,--,--,--,--,--,--,-915,--,-915,--,--,--,-915,--,0,--,0,0,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 经营活动产生现金流量净额(万元),--,94994,--,35722,--,53536,--,20648,--,31631,--,11051,--,41681,--,19381,--,23062,--,3298,--,32219,--,18427,--,32828,--,15575,--,33210,--,16961,--,32086,0,15490,--,31068,--,22840,--,35339,--,17341,--,33835,0,15865,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 现金的期末余额(万元),32731,58157,47848,42373,32865,35742,48320,35510,35461,42582,45378,48651,50392,36465,134905,145334,142844,115044,114569,115430,132770,141298,142339,163519,137079,159502,157308,161277,167499,159491,159094,158451,150824,147567,137044,131734,128152,126957,119214,128718,129787,132735,116980,118084,111821,115435,89573,--,88835, 
 现金的期初余额(万元),58157,35742,35742,35742,35742,42582,42582,42582,42582,36465,36465,36465,36465,115044,116525,115044,115044,141298,141298,141298,141298,159502,159502,159502,159502,159491,159491,159491,159491,147567,147567,147567,147567,126957,126957,126957,126957,132735,132735,132735,132735,115435,115435,115435,115435,107472,107472,--,107472, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,--,0,0,78170,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,--,0,0,107472,--, 
 现金及现金等价物的净增加额(万元),-25427,22415,12106,6631,-2877,-6840,5738,-7073,-7121,6117,8912,12186,13927,-78579,18380,30290,27800,-26254,-26729,-25868,-8528,-18204,-17163,4017,-22423,11,-2184,1786,8007,11925,11527,10884,3258,20609,10087,4777,1195,-5777,-13521,-4017,-2948,17300,1545,2649,-3613,7963,-17899,-29302,-18637, 

