报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
存货(万元),569,572,571,571,571,571,571,571,571,571,571,572,614,681,670,694,692,691,662,682,699,679,681,680,697,702,727,685,686,686,735,736,736,739,763,769,749,1320,2480,3104,3016,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
流动资产合计(万元),2431,2453,2408,2433,2479,2518,2455,2483,2516,2595,2567,2596,2676,2737,2694,2670,2729,2688,2641,2616,2674,2671,2588,2645,2656,2750,2892,2884,2916,3020,2676,2710,3390,3452,3560,3641,3823,4785,5466,5205,5644,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期股权投资(万元),349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,360,360,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
固定资产原值(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3965,--,3965,--,3965,--,3965,--,3964,--,3964,--,3964,--,4045,--,4089,4089,31970,--,--,--,
累计折旧(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1968,--,1922,--,1875,--,1829,--,1782,--,1734,--,1722,--,1670,--,1684,1589,14989,--,--,--,
固定资产净值(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1998,--,2043,--,2090,--,2136,--,2182,--,2230,--,2242,--,2375,--,2405,2499,16982,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,8030,--,--,--,
固定资产(万元),--,1583,1603,1623,1643,1663,1683,1704,1724,1744,1766,1788,1807,1861,1883,1905,1927,1952,1975,1998,2020,2043,2067,2090,2113,2136,2159,2182,2206,2230,2200,2242,2330,2375,2358,2405,2499,8952,9842,10726,11569,
在建工程(万元),--,--,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
无形资产(万元),127,129,129,129,132,132,135,135,137,140,140,140,143,143,145,145,148,148,151,151,153,153,156,156,159,159,161,161,164,164,166,166,169,169,172,172,174,180,185,190,196,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
非流动资产合计(万元),3316,3338,3358,3378,3401,3421,3444,3464,3487,3509,3531,3553,3575,3629,3654,3675,3700,3725,3751,3774,3799,3822,3848,3871,3897,3920,3946,3969,3995,4019,3992,4034,4125,4169,4155,4202,4299,10757,11652,12552,13401,
资产总计(万元),5747,5791,5765,5811,5880,5939,5898,5947,6003,6104,6098,6149,6251,6367,6348,6346,6430,6413,6392,6390,6473,6493,6436,6516,6554,6670,6838,6853,6911,7039,6668,6743,7515,7621,7715,7843,8123,15542,17118,17757,19046,
短期借款(万元),21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,21395,30449,30462,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付账款(万元),--,243,243,243,243,243,243,243,243,253,253,253,273,273,328,328,326,281,392,331,336,280,280,285,263,255,256,245,240,238,236,236,238,244,243,246,247,259,272,273,265,
预收账款(万元),1255,1257,1221,1232,1232,1232,1221,1221,1221,1212,1209,1207,1207,1164,1054,985,983,940,906,911,906,908,916,920,911,916,930,896,868,856,858,843,843,808,811,800,792,906,979,151,459,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付职工薪酬(万元),271,271,271,271,272,270,270,270,270,270,270,270,270,270,270,270,270,270,268,268,268,268,268,268,262,268,268,268,268,268,265,267,267,268,276,290,290,433,416,571,518,
应交税费(万元),2557,2555,2556,2547,2547,2547,2547,2545,2546,2545,2545,2544,2539,2544,2548,2544,2539,2544,2548,2542,2545,2547,2548,2546,2543,2536,2529,2528,2548,2541,2504,2504,2546,2542,2548,2541,2551,2509,2518,2491,2458,
应付利息(万元),--,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,17658,16839,16839,16021,16021,15203,15203,14385,14385,13567,13567,12748,12748,11930,11930,11009,11009,10155,9480,7396,5328,3225,
应付股利(万元),--,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他应付款(万元),--,9985,10381,10394,10385,10388,10326,10324,10323,10352,10323,10323,10321,10317,10344,10344,10345,10349,10233,10233,10232,10231,10137,10138,10135,10133,10061,10053,10053,10088,10079,10078,10657,10658,10592,10590,10577,15434,15635,3817,3494,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
流动负债合计(万元),54020,54016,54377,54391,54384,54386,54312,54309,54308,54337,54306,54303,54316,54273,54249,54176,54169,54089,54052,53990,53173,53120,52218,52225,51364,51359,50477,50422,49590,49605,48738,48724,48527,48498,47526,47522,46660,51070,49263,43731,41533,
长期借款(万元),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,4083,4175,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
专项应付款(万元),--,--,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,
预计非流动负债(万元),1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他非流动负债(万元),95,95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
非流动负债合计(万元),2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,5760,5852,
负债合计(万元),56697,56693,57054,57069,57061,57063,56989,56986,56985,57014,56984,56980,56993,56950,56926,56854,56846,56767,56730,56668,55850,55797,54895,54903,54041,54037,53154,53100,52268,52282,51415,51402,51205,51176,50203,50200,49337,53747,51940,49491,47385,
实收资本(或股本)(万元),26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,26120,
资本公积(万元),25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,25186,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
盈余公积(万元),3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
未分配利润(万元),-106771,-106723,-107111,-107078,-107003,-106947,-106915,-106864,-106808,-106735,-106713,-106659,-106571,-106413,-106409,-106340,-106250,-106188,-106173,-106113,-105214,-105142,-104298,-104226,-103329,-103210,-102160,-102091,-101202,-101090,-100599,-100512,-99544,-99409,-98472,-98341,-97198,-94195,-90817,-87732,-84356,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),-51813,-51765,-52153,-52120,-52045,-51988,-51956,-51905,-51850,-51777,-51755,-51701,-51613,-51455,-51451,-51382,-51292,-51230,-51215,-51155,-50256,-50184,-49340,-49268,-48371,-48252,-47202,-47133,-46244,-46131,-45641,-45553,-44585,-44451,-43513,-43383,-42240,-39236,-35859,-32774,-29398,
少数股东权益(万元),862,863,864,863,864,865,865,866,867,868,869,870,871,872,872,874,875,876,877,877,879,880,881,881,883,885,886,886,887,888,894,895,896,897,1026,1026,1026,1031,1037,1040,1059,
所有者权益(或股东权益)合计(万元),-50950,-50903,-51289,-51257,-51182,-51124,-51091,-51039,-50983,-50910,-50886,-50831,-50742,-50583,-50579,-50508,-50416,-50354,-50338,-50278,-49377,-49304,-48459,-48387,-47488,-47367,-46316,-46247,-45357,-45244,-44747,-44658,-43689,-43554,-42488,-42357,-41214,-38205,-34822,-31734,-28339,
负债和所有者权益(或股东权益)总计(万元),5747,5791,5765,5811,5880,5939,5898,5947,6003,6104,6098,6149,6251,6367,6348,6346,6430,6413,6392,6390,6473,6493,6436,6516,6554,6670,6838,6853,6911,7039,6668,6743,7515,7621,7715,7843,8123,15542,17118,17757,19046,		
  
