报告日期,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
存货(万元),30033,32397,30450,18522,20030,24130,26500,25921,23589,18791,20105,19100,17822,22037,21750,15986,
待摊费用(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
待处理流动资产损益(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他流动资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
流动资产合计(万元),126185,135656,112865,93757,111878,99277,95656,83533,88816,93157,81942,77617,70950,67114,61953,62982,
发放贷款及垫款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
可供出售金融资产(万元),--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
持有至到期投资(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期应收款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期股权投资(万元),45,45,2030,30,1204,2416,4146,4146,3309,3447,3336,3339,3031,3110,2113,1653,
其他长期投资(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
投资性房地产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
固定资产原值(万元),--,246421,--,207048,--,204355,--,185013,--,188715,--,188981,--,187395,--,184135,
累计折旧(万元),--,102390,--,96375,--,94417,--,83685,--,80943,--,75484,--,69878,--,64368,
固定资产净值(万元),--,144031,--,110673,--,109938,--,101328,--,107771,--,113497,--,117516,--,119766,
固定资产减值准备(万元),--,0,--,0,--,49,--,49,--,49,--,49,--,49,--,49,
固定资产(万元),141152,144031,108097,110673,106140,109889,99923,101279,106051,107722,110272,113448,116294,117467,120014,119717,
在建工程(万元),34167,16662,7354,2909,13462,11708,9957,9556,7500,6506,4201,3751,6704,5479,4767,4780,
工程物资(万元),27189,2154,13770,7857,2257,3797,3730,3492,3788,2231,2494,2481,593,597,581,581,
固定资产清理(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
生产性生物资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
公益性生物资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
油气资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
无形资产(万元),13381,12225,3715,3738,3772,3800,2830,2858,2882,2675,2710,2740,868,704,752,2967,
开发支出(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
商誉(万元),5722,4491,95,95,25,25,--,--,7,7,7,7,187,187,187,0,
长期待摊费用(万元),19,20,22,23,24,25,12,13,14,14,15,15,16,17,17,18,
股权分置流通权(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
递延所得税资产(万元),1726,1587,1926,1588,1436,1519,1439,1360,1402,1374,1384,1346,1191,1102,1129,1171,
其他非流动资产(万元),111,116,121,126,131,136,141,146,152,157,162,167,--,0,--,187,
非流动资产合计(万元),223513,181332,137130,127038,128451,133315,122179,122851,125104,124135,124580,127294,128884,128663,129559,131074,
资产总计(万元),349698,316988,249996,220796,240330,232593,217835,206384,213920,217292,206522,204911,199834,195777,191513,194057,
短期借款(万元),57910,68060,55610,49260,49960,38110,43450,50050,50900,52750,49550,46850,50060,47500,44900,43900,
向中央银行借款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
吸收存款及同业存放(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆入资金(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融负债(万元),--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
衍生金融负债(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付票据(万元),--,1600,--,0,5000,14600,9600,--,3600,4120,4120,520,520,0,--,0,
应付账款(万元),60850,49504,36580,24382,30525,34900,24211,23059,26186,23822,20654,22535,19122,22975,22384,23882,
预收账款(万元),13016,8495,12076,6545,5661,5532,8464,5385,7231,11417,10490,9785,5394,6078,4815,4542,
卖出回购金融资产款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付手续费及佣金(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付职工薪酬(万元),1117,1068,1019,1015,975,1023,1043,893,914,922,1041,1056,822,1019,1076,1283,
应交税费(万元),879,1367,-1767,645,2441,712,1456,815,656,771,661,525,695,-229,-547,-437,
应付利息(万元),--,43,22,10,41,26,--,15,26,48,50,6,82,83,100,82,
应付股利(万元),1002,2082,743,543,671,1103,569,570,770,790,470,570,995,939,731,581,
其他应交款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付保证金(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
内部应付款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他应付款(万元),21405,24154,14827,14973,23806,22644,23161,22431,20872,20751,20416,18108,21273,12699,12130,10580,
预提费用(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
预计流动负债(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付分保账款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
保险合同准备金(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
代理买卖证券款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
代理承销证券款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
国际票证结算(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
国内票证结算(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
递延收益(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付短期债券(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动负债(万元),--,5000,5000,5000,--,0,--,--,3000,8000,8000,12000,--,7546,10546,10546,
其他流动负债(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
流动负债合计(万元),156179,161372,124110,102372,119080,118651,111954,103219,114155,123390,115452,111957,98963,98610,96135,94958,
长期借款(万元),69000,39000,14600,6600,14600,14600,11600,8000,5000,--,--,--,12000,12000,12000,12000,
应付债券(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期应付款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
专项应付款(万元),--,0,--,0,362,362,362,362,362,520,362,362,362,362,362,362,
预计非流动负债(万元),7946,7946,7744,7744,--,0,--,--,--,--,--,--,--,0,--,0,
长期递延收益(万元),--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1944,0,--,0,--,0,--,--,--,--,--,--,151,151,151,0,
其他非流动负债(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
非流动负债合计(万元),78889,46946,22344,14344,14962,14962,11962,8362,5362,520,362,362,12513,12513,12513,12362,
负债合计(万元),235068,208318,146454,116716,134042,133612,123916,111580,119517,123910,115814,112318,111476,111123,108648,107320,
实收资本(或股本)(万元),38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,
资本公积(万元),22314,22301,22301,22232,21752,21752,21752,21752,21858,21752,21752,21752,21753,21753,21752,21809,
减:库存股(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
专项储备(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8600,8600,8600,8600,8309,8309,8309,8309,8186,8186,8186,8186,9260,9260,9260,8186,
一般风险准备(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
未确定的投资损失(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
未分配利润(万元),25611,21972,18158,18768,21135,15816,12064,12650,12272,11299,7832,9414,6056,3358,2055,5694,
拟分配现金股利(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
外币报表折算差额(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
归属于母公司股东权益合计(万元),94526,90873,87058,87600,89195,83877,80124,80710,80317,79238,75771,77352,75068,72370,71067,73689,
少数股东权益(万元),20104,17797,16483,16480,17093,15103,13795,14093,14086,14144,14937,15241,13290,12284,11797,13047,
所有者权益(或股东权益)合计(万元),114630,108670,103542,104080,106288,98980,93920,94804,94403,93382,90708,92593,88358,84654,82864,86737,
负债和所有者权益(或股东权益)总计(万元),349698,316988,249996,220796,240330,232593,217835,206384,213920,217292,206522,204911,199834,195777,191513,194057,		
  
