 报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 投资活动产生的现金流量净额(万元),-167164,-56574,-33884,-193517,-6724,-6077,-2226,10284,-4345,-1469,-1006,-3467,-2538,-2081,-143,-17742,4666,-3076,257,-16655,-19949,-4296,-52,2156,2904,-74,-43,-97,1622,1736,-99,-9354,-3292,-3236,-3167,2293,-546,-118,-35, 
 吸收投资收到的现金(万元),--,--,--,27000,27000,8000,7000,900,300,--,--,--,--,--,--,5500,5000,5000,--,--,--,0,--,--,--,0,0,3360,3360,941,--,0,--,20000,--,3838,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,27000,27000,8000,7000,900,--,--,--,--,--,--,--,5500,5000,5000,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,3838,--,--,--, 
 取得借款收到的现金(万元),442392,303075,206300,482690,435933,313533,174933,859083,661020,479386,111437,392549,221744,124688,99018,521866,318550,260050,79700,640300,432600,288600,188050,272242,192042,130200,76700,210420,178020,89920,76920,243530,213130,97550,66050,108500,104500,56000,51000, 
 发行债券收到的现金(万元),--,--,--,197852,197922,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,823,823,823,--,55632,--,--,--,8200,--,--,--,--,--,--,--,6500,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),442392,303075,206300,708365,661678,322356,181933,915615,661320,479386,111437,400749,221744,124688,99018,527366,323550,265050,79700,646800,432600,288600,188050,272242,192042,130200,76700,213780,181380,90861,76920,243530,213130,117550,66050,112338,104500,56000,51000, 
 偿还债务支付的现金(万元),210200,132950,49700,871420,457905,265070,126452,705912,342767,252867,58400,564057,364883,271850,184370,374235,235390,188390,112195,302917,180130,75500,22200,258900,165730,123640,100210,184500,143208,72893,21000,102050,79550,15500,15500,82357,63857,40857,40857, 
 分配股利、利润或偿付利息所支付的现金(万元),70950,32259,10140,76007,60763,46928,13284,85735,61134,46747,11955,77213,50379,38374,15675,71107,29704,22912,8523,42803,29497,17093,6374,26858,22659,15973,5754,24718,20682,12270,5406,14874,9594,4600,1970,13917,11643,8655,1298, 
 其中：子公司支付给少数股东的股利、利润(万元),12600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3780,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),33698,33698,12980,21860,--,--,--,823,--,--,--,74,--,--,--,8200,--,--,--,1000,--,0,--,2250,--,0,0,2360,--,--,--,0,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),314848,198907,72820,969287,518668,311998,139736,792470,403901,299614,70355,641344,415262,310224,200045,453542,265094,211302,120718,346720,209627,92593,28574,288008,188389,139613,105964,211578,163890,85163,26406,116924,89144,20100,17470,96274,75500,49512,42155, 
 筹资活动产生的现金流量净额(万元),127544,104168,133480,-260922,143010,10358,42197,123145,257419,179772,41082,-240594,-193519,-185537,-101027,73825,58456,53748,-41018,300080,222973,196007,159476,-15766,3653,-9413,-29264,2202,17490,5698,50514,126606,123986,97450,48580,16064,29000,6488,8845, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),45535,82638,-67810,-151091,-68335,-108124,-186199,112046,27105,-80497,-91977,-44247,-28365,-61581,-93137,66524,-136472,-114411,-182842,108171,21980,-55180,114655,111981,59222,70008,5637,-1700,39510,9903,15743,12007,34725,65384,5826,22399,47807,15992,-10876, 
 加:期初现金及现金等价物余额(万元),275971,275971,275971,427062,427062,427062,427062,315016,315016,315016,315016,359264,359264,359264,359264,292739,292739,292739,292739,184569,184569,184569,184569,72588,72588,72588,74288,74288,74288,74288,74288,62282,62282,62282,62282,39882,42852,42778,39882, 
 期末现金及现金等价物余额(万元),321507,358609,208161,275971,358727,318938,240863,427062,342122,234519,223040,315016,330899,297683,266126,359264,156267,178329,109897,292739,206549,129389,299224,184569,131809,142596,79926,72588,113799,84191,90031,74288,97007,127666,68108,62282,90659,58770,29006, 
 净利润(万元),--,78497,--,120350,--,28990,--,163691,--,40855,--,134708,--,46202,--,116831,--,32863,--,67325,--,17125,--,51633,--,22286,0,40458,0,12841,--,42940,--,6453,--,30323,--,14099,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,1206,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,5016,--,34116,--,4904,--,4157,--,--,--,--,--,--,--,39873,--,1034,--,1259,--,0,--,5689,--,3003,0,3895,--,--,--,0,--,--,--,-2188,--,-1242,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2488,--,1676,--,505,--,850,--,420,--,787,--,381,--,703,--,399,--,492,--,226,--,427,--,220,0,429,0,205,--,385,--,187,--,313,--,146,--, 
 无形资产摊销(万元),--,204,--,233,--,88,--,128,--,57,--,43,--,54,--,61,--,22,--,42,--,21,--,44,--,22,0,28,--,14,--,30,--,17,--,38,--,18,--, 
 长期待摊费用摊销(万元),--,191,--,266,--,89,--,657,--,--,--,716,--,370,--,590,--,359,--,148,--,92,--,78,--,113,0,87,--,79,--,46,--,29,--,17,--,-18,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,6,--,17,--,56,--,1479,--,446,--,6,--,2,--,-440,--,-512,--,72,--,33,--,15,--,16,0,-41,--,--,--,0,--,--,--,-0,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,13,--,0,0,4,--,0,--,12,--,--,--,0,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 财务费用(万元),--,2472,--,1749,--,1209,--,6713,--,2141,--,5076,--,2520,--,4832,--,5383,--,5519,--,818,--,7821,--,3364,0,7117,--,2619,--,1780,--,196,--,642,--,483,--, 
 投资损失(万元),--,-11559,--,79,--,-214,--,482,--,-398,--,7,--,-450,--,-5375,--,-375,--,-2583,--,0,--,-297,--,0,0,-128,--,-45,--,0,--,--,--,--,--,236,--, 
 递延所得税资产减少(万元),--,940,--,7639,--,5820,--,-9674,--,-1882,--,-2178,--,-4373,--,-15533,--,-1970,--,-4671,--,-2659,--,-4051,--,-2746,0,-1757,--,-1144,--,2238,--,-1751,--,1710,--,1507,--, 
 递延所得税负债增加(万元),--,-5796,--,5357,--,4675,--,2162,--,-53,--,5178,--,6133,--,2805,--,2463,--,1667,--,1279,--,346,--,-444,0,147,0,-26,--,-993,--,493,--,2817,--,--,--, 
 存货的减少(万元),--,44618,--,127659,--,-227830,--,-412390,--,-363885,--,208305,--,-180436,--,-498832,--,-273079,--,-576623,--,-313690,--,-77176,--,-21312,0,-115714,--,-114266,--,-319667,--,-138659,--,-54693,--,-17399,--, 
 经营性应收项目的减少(万元),--,31501,--,-47546,--,-151825,--,131625,--,-41671,--,-204076,--,-8840,--,29497,--,-161425,--,-203357,--,-136348,--,-327279,--,3825,0,-44451,0,25123,--,-78075,--,-27670,--,-72869,--,-8987,--, 
 经营性应付项目的增加(万元),--,-111091,--,56820,--,220596,--,103311,--,104376,--,61662,--,264474,--,335430,--,229754,--,535457,--,172118,--,454606,--,58042,0,88284,0,70234,--,232453,--,143536,--,94452,--,22112,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14094,--,13723,--,13106,0,17837,--,6836,--,12401,--,-11661,--,3482,--,-1335,--, 
 经营活动产生现金流量净额(万元),--,35044,--,303348,--,-112405,--,-21384,--,-258800,--,199814,--,126037,--,10442,--,-165083,--,-175254,--,-246891,--,125592,--,79495,0,-3806,--,2470,--,-105245,--,-28830,--,4042,--,9621,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 现金的期末余额(万元),321507,358609,208161,275971,358727,318938,240863,427062,342122,234519,223040,315016,330899,297683,266126,359264,156267,178329,109897,292739,206549,129389,299224,184569,131809,142596,79926,72588,113799,84191,90031,74288,97007,127666,68108,62282,90659,58770,29006, 
 现金的期初余额(万元),275971,275971,275971,427062,427062,427062,427062,315016,315016,315016,315016,359264,359264,--,359264,292739,292739,292739,292739,184569,184569,184569,184569,72588,72588,72588,74288,74288,74288,74288,74288,62282,62282,62282,62282,39882,42852,42778,39882, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,359264,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),45535,82638,-67810,-151091,-68335,-108124,-186199,112046,27105,-80497,-91977,-44247,-28365,-61581,-93137,66524,-136472,-114411,-182842,108171,21980,-55180,114655,111981,59222,70008,5637,-1700,39510,9903,15743,12007,34725,65384,5826,22399,47807,15992,-10876, 

