 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,3341,6681,3381,3381,3341,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,--,--,--,0,0,0,24,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,--,--,--,--,--,1,1,1,--,2,2,2,1,1,1,1,1,3,2,--,--,0,0,0,--,1,1,1,1,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资所支付的现金(万元),--,3300,3560,--,--,3300,3300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),0,3300,3560,0,0,3300,3301,1,1,0,2,2,2,1,1,1,1,1,3,2,0,0,0,0,0,0,1,1,1,1,--,0,0,--,--,--,0,0,0,0,0,0, 
 投资活动产生的现金流量净额(万元),0,41,3121,3381,3381,41,-3301,-1,-1,0,271,-2,-2,-1,-1,-1,-1,-1,-3,-2,0,0,-0,-0,-0,0,-1,-1,-1,-1,--,0,0,--,--,--,0,0,0,24,0,0, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,6650,6650,6650,6500,8000,116,66,--,--,35,22,--,--,44,24,--,--,36,24,--,--,53,29,--,--,51,36,--,--,--,--,--,--,12,18,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,6650,6650,6650,6500,8000,116,66,0,0,35,22,0,0,44,24,0,0,36,24,0,0,53,29,0,--,51,36,--,--,--,0,0,0,12,18,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1913,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0, 
 筹资活动产生的现金流量净额(万元),0,0,0,0,0,0,6650,6650,6650,6500,8000,116,66,0,0,35,22,-0,-1913,44,24,0,0,36,24,0,0,53,29,0,--,51,36,--,--,--,0,0,0,12,18,0, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-0,-2008,968,1255,1275,-2008,1742,5102,5196,5454,1470,15,14,11,-5,-5,-5,-5,5,5,1,-0,0,1,1,0,0,1,0,-0,-0,-1,-1,-0,1,-33,-33,0,-0,-16,-16,0, 
 加:期初现金及现金等价物余额(万元),4180,3212,3212,3212,3212,3212,1470,1470,1470,1470,0,0,0,0,6,6,6,6,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,--,33,33,33,33,33,33,33, 
 期末现金及现金等价物余额(万元),4179,1204,4180,4467,4487,1204,3212,6572,6666,6924,1470,15,14,11,0,0,1,1,6,6,2,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,33,33,18,18,33, 
 净利润(万元),--,--,-16,--,--,--,53406,--,--,--,-3440,--,--,--,-18938,--,--,--,-1211,--,--,--,-1296,--,--,--,-423,--,--,--,-272,--,-700,--,-1374,--,-862,--,-1759,--,-887,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,0,--,--,--,-1,--,--,--,2,--,--,--,1,--,--,--,-0,--,--,--,-43,--,--,--,-916,--,--,--,-1122,--,--,--,-53,--,--,--,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,1,--,--,--,2,--,--,--,24,--,--,--,22,--,--,--,22,--,--,--,18,--,--,--,18,--,--,--,18,--,9,--,18,--,9,--,26,--,16,--, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,4,--,--,--,4,--,2,--,4,--,2,--,4,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1062,--,--,--,1110,--,--,--,1254,--,--,--,1254,--,--,--,1281,--,654,--,1308,--,834,--,1667,--,834,--, 
 投资损失(万元),--,--,-81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,-13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,--,-1980,--,--,--,29,--,--,--,-19,--,--,--,--,--,--,--,1982,--,--,--,29,--,--,--,34,--,--,--,-2,--,--,--,69,--,--,--,-8,--,124,--, 
 经营性应付项目的增加(万元),--,--,-65,--,--,--,-55041,--,--,--,-3370,--,--,--,17848,--,--,--,17,--,--,--,35,--,--,--,31,--,--,--,93,--,--,--,29,--,--,--,45,--,5,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,--,--,-16,--,24,--,-125,--, 
 经营活动产生现金流量净额(万元),--,--,-2154,--,--,--,-1607,--,--,--,-6801,--,--,--,-5,--,--,--,1920,--,--,--,1,--,--,--,1,--,--,--,-0,--,-36,--,1,--,-33,--,-0,--,-34,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),4179,1204,4180,4467,4487,1204,3212,6572,6666,6924,1470,15,14,11,0,0,1,1,--,6,2,1,--,2,2,1,--,1,1,0,0,0,0,0,--,0,--,33,33,18,18,33, 
 现金的期初余额(万元),4180,3212,3212,3212,3212,3212,1470,1470,1470,1470,0,0,0,0,6,6,6,6,--,1,1,1,--,1,1,1,--,0,0,0,1,1,1,1,--,33,33,33,33,33,33,33, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,--,--,1,--,--,--,1,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,1,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-0,-2008,968,1255,1275,-2008,1742,5102,5196,5454,1470,15,14,11,-5,-5,-5,-5,5,5,1,-0,0,1,1,0,0,1,0,-0,-0,-1,-1,-0,1,-33,-33,0,-0,-16,-16,0, 

