 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1379,572,4651,2510,965,958,5964,3614,2544,422,4784,4824,3598,1785,5303,3376,3376,1885,3880,2619,2544,1988,10360,8303,4805,1874,2976,--,--,--,--,--,--,--,--,741,741,659,--,2818,2817,965,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),110,32,153,506,150,--,1103,706,674,146,4565,925,716,138,1499,573,351,20,91,238,17,8,573,208,128,--,--,95,80,--,4,250,3,55,11441,73,65,100,37,901,879,1,28,237,183,2170,2500,6516,4034,3348,994,2962,1210,8378, 
 经营活动现金流入小计(万元),65249,30700,117916,67178,55352,20278,150424,103051,77458,43261,138441,92729,66914,43978,165175,97931,58113,32738,86595,85659,42799,27486,74933,53594,13085,7603,97062,53118,31575,8485,37281,21297,14773,12487,225380,162029,135678,109896,68143,112028,61899,29166,112082,88548,64120,22799,262263,147685,74377,37831,192167,128914,91659,42291, 
 购买商品、接受劳务支付的现金(万元),49372,31804,73137,37365,26838,8601,118774,72892,43639,13000,118575,83370,64001,30425,109845,65809,46269,13638,42414,25461,16267,6154,49433,37209,25936,11512,68138,20061,16316,9766,49215,32867,16337,3659,82991,39438,29378,16422,20651,66739,57202,47097,174019,115145,79596,43377,239466,124611,61801,32804,229947,161517,123167,50903, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10510,4495,20230,14791,10249,5105,20887,17440,11973,5759,18689,18637,13134,3597,18204,16843,11012,4227,17837,13020,8620,3742,16039,12658,8646,3663,16625,12238,8346,3493,15507,11749,7602,2834,14809,10839,7513,3173,14660,11683,6612,3450,13095,9592,6343,3346,11333,8204,5435,2870,6190,7200,5403,2337, 
 支付的各项税费(万元),4023,1399,2025,4791,2433,1188,2253,6343,4183,2181,3928,5670,5318,3742,2802,3912,1109,413,841,953,580,462,291,625,581,196,978,1598,681,165,723,703,472,987,1834,1906,572,511,890,860,506,231,4214,3826,3510,486,14517,14164,13392,7442,12164,6503,3538,1811, 
 支付的其他与经营活动有关的现金(万元),2890,1912,2941,5037,2928,1552,4056,4553,2806,1695,5075,3207,1458,1124,3169,2806,1949,915,3225,3881,2201,808,3996,5082,2843,784,2954,6252,3499,713,2911,5727,3650,1656,3988,5732,3634,1812,4096,4623,2722,1619,3712,3686,2308,2090,5940,7844,5380,2119,9889,8686,4681,6615, 
 经营活动现金流出小计(万元),66795,39610,98334,61984,42449,16446,145970,101229,62602,22635,146267,110883,83911,38888,134021,89371,60340,19193,64317,43314,27668,11167,69759,55574,38005,16155,88694,40149,28842,14137,68356,51046,28061,9135,103622,57914,41097,21918,40297,83906,67042,52398,195040,132249,91758,49300,271256,154822,86007,45234,258190,183907,136788,61666, 
 经营活动产生的现金流量净额(万元),-1546,-8911,19582,5194,12903,3833,4454,1822,14856,20627,-7826,-18155,-16997,5090,31154,8560,-2227,13545,22279,42345,15131,16319,5174,-1981,-24920,-8552,8368,12969,2733,-5652,-31075,-29749,-13288,3353,121758,104115,94581,87978,27846,28121,-5143,-23232,-82959,-43701,-27638,-26500,-8993,-7137,-11631,-7403,-66023,-54992,-45129,-19374, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,32,--,--,--,--,504,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,55,--,--,--,0,--,--,--,14,--,--,--,14,--,--,--,26,25,6,6,49,56,52,52,1,1,1,--,3,1,1,1,376,188,187,187,1241,991,404,--,137,86,41,32,408,6,4,--,602,619,280,26, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,186,--,--,--,--,--,--,--,0,--,--,39,--,0,--,--,--,--,--,--,--,612,--, 
 收到的其他与投资活动有关的现金(万元),14,--,29,14,14,8,20,16,12,4,25,19,15,10,142,21,15,1,158,142,134,17,23,19,15,6,16,11,9,4,190,--,95,91,194,1128,1043,1018,605,101,17,1,8149,667,1,0,7866,71,47,22,17985,12410,9520,2645, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14,0,132,14,14,8,20,16,12,4,39,19,15,10,156,21,15,1,184,167,140,23,71,76,67,58,17,12,10,4,193,186,96,91,569,1316,1230,1205,1845,1092,421,1,8325,753,42,32,8307,77,51,22,18587,13533,10411,2671, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),180,112,1155,156,--,--,656,456,319,120,1000,844,557,176,3710,2585,1911,472,796,539,316,49,1778,1686,180,65,2113,1957,1637,306,1357,1314,847,501,7803,8052,7385,6307,30149,28648,23205,8306,36003,29206,15271,2129,4710,296,173,89,941,606,450,257, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,1098,--,0,--,--,15,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,424,--,--,--,2819,--,--,--,--,--,--,--,--,--,--,--,--,162,116,30,--,45,43,27,42,30,22,6,78,37,16,9,27,43,39,13,118,187,148,--,276,391,0,--,--,1365,5455,1774,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),180,112,1579,156,0,0,3476,456,319,120,1000,844,557,176,3710,2585,1911,472,796,700,432,79,1778,1731,223,92,2155,1987,1659,312,1435,1350,862,511,7830,8094,7424,6320,30267,28835,23353,8306,37377,29598,15271,2129,4710,1675,5629,1863,941,606,450,257, 
 投资活动产生的现金流量净额(万元),-167,-112,-1447,-141,14,8,-3456,-440,-307,-115,-962,-825,-542,-166,-3553,-2564,-1896,-471,-612,-533,-292,-56,-1707,-1655,-156,-33,-2138,-1975,-1649,-308,-1242,-1164,-767,-419,-7261,-6778,-6194,-5115,-28422,-27743,-22933,-8305,-29052,-28845,-15229,-2097,3597,-1598,-5578,-1841,17646,12927,9961,2414, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,163300,7500,3000,--,47000,44000,21500,5500,60451,54451,31472,7372,74953,72200,72200,35000,174260,104480,73580,25080,104100,86200,73900,23000,95900,51300,40800,29700,75100,56800,34000,11600,102000,89500,79000,68500,405900,205200,116800,80310,264000,180400,118000,54500,96140,68500,54600,34600,93200,66600,46400,31100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,100,78,42,--,383,290,71,3,758,373,228, 
 筹资活动现金流入小计(万元),0,0,163300,7500,3000,0,47000,44000,21500,5500,60451,54451,31472,7372,74953,72200,72200,41352,174260,104480,73580,25080,104100,86200,73900,23000,95900,51300,40800,29700,75100,56800,34000,11600,102000,89500,79000,68500,405900,205200,116800,80310,264000,180500,118078,54542,96140,68883,54890,34671,93203,67358,46773,31328, 
 偿还债务支付的现金(万元),3000,--,169980,14000,14000,5000,33479,35479,31479,18979,60425,40825,25453,14000,77300,60300,60300,40300,185900,130400,81500,20000,111680,86260,56360,23500,81700,56100,36900,22000,34000,19300,16700,13000,210300,181700,163600,150000,393800,198800,75500,48200,146250,105000,74600,27600,85700,52100,34900,16900,60254,39971,24271,22350, 
 分配股利、利润或偿付利息所支付的现金(万元),3069,1491,6134,4573,3082,1546,5829,4167,2696,1365,5944,4415,2854,1344,7270,3822,3822,1943,9990,7891,5611,3234,8498,6434,4159,2223,9104,6931,4748,2388,7603,5263,3210,1446,7949,6359,4647,2829,12680,9822,6468,3072,10117,6878,4070,1776,7220,5630,3664,1377,5458,3964,2207,858, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,249,--,--,--,266,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,184,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,199,46,10,--,60,38,20,--,24,0,0, 
 筹资活动现金流出小计(万元),6069,1491,176298,18573,17082,6546,39308,39646,34175,20344,66369,45240,28307,15344,84570,64122,64122,42243,195890,138291,87111,23234,120178,92694,60519,25723,90804,63031,41648,24388,41603,24563,19910,14446,218249,188059,168247,152829,406480,208622,81968,51272,156367,112077,78716,29386,92920,57790,38602,18297,65712,43958,26478,23208, 
 筹资活动产生的现金流量净额(万元),-6069,-1491,-12998,-11073,-14082,-6546,7692,4354,-12675,-14844,-5918,9211,3165,-7972,-9616,8078,8078,-891,-21630,-33811,-13531,1846,-16078,-6494,13381,-2723,5096,-11731,-848,5312,33497,32237,14090,-2846,-116249,-98559,-89247,-84329,-580,-3422,34832,29038,107633,68423,39362,25156,3220,11092,16289,16374,27491,23400,20295,8120, 
 汇率变动对现金及现金等价物的影响(万元),2,8,65,13,8,-1,-732,-0,-0,7,-863,-633,-705,-444,-1432,-2266,-2486,-2111,-196,-28,53,45,332,-168,256,80,-259,-696,-371,-50,-191,-21,-40,-19,89,-234,-240,-227,106,38,7,-20,-3,-4,-3,-5,-71,5,2,1,-53,--,--,-1, 
 现金及现金等价物净增加额(万元),-7780,-10506,5202,-6007,-1157,-2707,7960,5736,1874,5675,-15569,-10402,-15079,-3493,16553,11809,1470,10072,-160,7973,1362,18154,-12279,-10298,-11439,-11228,11068,-1434,-135,-697,990,1303,-5,69,-1662,-1457,-1100,-1693,-1050,-3005,6763,-2520,-4381,-4126,-3508,-3446,-2247,2363,-917,7131,-20939,-18665,-14873,-8840, 
 加:期初现金及现金等价物余额(万元),14813,14813,9611,9611,9611,9611,1652,1652,1652,1652,17221,17221,17221,17221,668,668,668,668,828,828,828,828,13107,13107,13107,13107,2039,2039,2039,2039,1049,1049,1049,1049,2711,2711,2711,2711,3761,3761,3761,3761,8143,8143,8143,8145,10389,10389,9839,10389,31329,31329,31329,31329, 
 期末现金及现金等价物余额(万元),7033,4308,14813,3605,8455,6905,9611,7388,3526,7327,1652,6819,2142,13728,17221,12477,2138,10740,668,8802,2190,18983,828,2809,1668,1879,13107,605,1904,1341,2039,2352,1044,1118,1049,1255,1611,1018,2711,756,10524,1241,3761,4016,4635,4699,8143,12752,8921,17520,10389,12663,16455,22488, 
 净利润(万元),-283,--,2665,--,7880,--,12790,--,2003,--,545,--,-880,--,4612,--,1571,--,-10226,--,819,--,-12120,--,-3645,--,-9493,--,-2496,--,-26354,--,-11860,--,824,--,-8263,--,-67674,0,-18935,0,-35767,0,-9954,--,-47826,--,681,--,1692,--,958,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),49,--,331,--,309,--,-3284,--,-5914,--,-4559,--,-1432,--,-4334,--,-4032,--,9207,--,-3215,--,1118,--,-1831,--,-14719,--,-16649,--,6763,--,2976,--,-17236,--,-8258,--,22404,0,-1688,--,6704,--,3176,--,17953,--,-975,--,3477,--,2226,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1571,--,3312,--,1647,--,3319,--,1665,--,3638,--,1751,--,3414,--,1705,--,3498,--,1758,--,3873,--,2004,--,4209,--,2123,--,4061,--,1994,--,3665,--,1832,--,2024,0,959,0,2314,0,1216,--,2474,--,1262,--,2624,--,1357,--, 
 无形资产摊销(万元),193,--,426,--,229,--,490,--,243,--,459,--,226,--,487,--,222,--,532,--,259,--,627,--,329,--,793,--,404,--,669,--,348,--,780,--,376,--,723,0,370,--,558,--,199,--,537,--,310,--,620,--,310,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,0,8,--,15,--,8,--,299,--,8,--,15,--,8,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,--,-3,--,-0,--,-0,--,--,--,13,--,--,--,15,--,13,--,-13,--,-6,--,-32,--,-33,--,-0,--,-1,--,5,--,11,--,-76,--,-81,--,-54,0,-141,--,47,--,20,--,148,--,10,--,-20,--,-22,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,1,--,--,--,--,--,0,--, 
 公允价值变动损失(万元),146,--,-92,--,129,--,278,--,404,--,608,--,190,--,-839,--,-1667,--,45,--,116,--,7,--,255,--,-236,--,-285,--,708,--,1155,--,-14,--,77,--,-1,0,84,--,102,--,0,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3170,--,5980,--,3130,--,6392,--,3892,--,6142,--,2602,--,8252,--,6005,--,9094,--,4437,--,9172,--,4020,--,9529,--,5637,--,8070,--,3150,--,7985,--,4499,--,10790,0,5386,--,9605,--,3913,--,6435,--,3076,--,3533,--,1372,--, 
 投资损失(万元),--,--,517,--,--,--,2819,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,135,--,0,--,-32,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),69,--,895,--,147,--,1266,--,1432,--,2777,--,324,--,1653,--,433,--,-2790,--,17,--,502,--,310,--,2333,--,2768,--,-1856,--,-533,--,2268,--,1080,--,-1107,0,--,--,-1623,--,196,--,-4684,--,--,--,-224,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,0,--,0,0,0,0,--,-0,--,--,--,--,--,--,--, 
 存货的减少(万元),-6719,--,-6839,--,1953,--,-13606,--,-3038,--,23484,--,16102,--,-13050,--,-10430,--,2113,--,2200,--,4811,--,3883,--,20713,--,34806,--,-4394,--,-7093,--,1091,--,2484,--,74762,0,49605,--,2501,--,-12663,--,-33471,--,-66496,--,-12875,--,27307,--, 
 经营性应收项目的减少(万元),-3837,--,4697,--,6779,--,34015,--,23891,--,680,--,-1659,--,-14420,--,-17924,--,9432,--,8354,--,6177,--,16006,--,12517,--,14813,--,1284,--,-11627,--,56854,--,35119,--,12607,0,-20566,0,-17051,0,21992,--,56983,--,52936,--,-30063,--,-89863,--, 
 经营性应付项目的增加(万元),4094,--,7691,--,-9299,--,-40024,--,-9721,--,-41612,--,-34220,--,45365,--,21876,--,1386,--,391,--,-8961,--,-46217,--,-17278,--,-38388,--,-20031,--,8191,--,65619,--,65715,--,-26638,0,-20225,0,-50497,0,-35741,--,-7809,--,-2442,--,-34801,--,11219,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-1546,--,19582,--,12903,--,4454,--,14856,--,-7826,--,-16997,--,31154,--,-2227,--,22279,--,15131,--,5174,--,-24920,--,8368,--,2733,--,-31075,--,-13288,--,121758,--,94581,--,27846,0,-5143,--,-82959,--,-27638,--,-8993,--,-11631,--,-66023,--,-45129,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),7033,4308,14813,3605,8455,6905,9611,7388,3526,7327,1652,6819,2142,13728,17221,12477,2138,10740,668,8802,2190,18983,828,2809,1668,1879,13107,605,1904,1341,2039,2352,1044,1118,1049,1255,1611,1018,2711,756,10524,1241,3761,4016,4635,4699,8143,12752,9472,17520,10389,12663,16455,22488, 
 现金的期初余额(万元),14813,14813,9611,9611,9611,9611,1652,1652,1652,1652,17221,17221,17221,17221,668,668,668,668,828,828,828,828,13107,13107,13107,13107,2039,2039,2039,2039,1049,1049,1049,1049,2711,2711,2711,2711,3761,3761,3761,3761,8143,8143,8143,8145,10389,10389,10389,10389,31329,31329,31329,31329, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7780,-10506,5202,-6007,-1157,-2707,7960,5736,1874,5675,-15569,-10402,-15079,-3493,16553,11809,1470,10072,-160,7973,1362,18154,-12279,-10298,-11439,-11228,11068,-1434,-135,-697,990,1303,-5,69,-1662,-1457,-1100,-1693,-1050,-3005,6763,-2520,-4381,-4126,-3508,-3446,-2247,2363,-917,7131,-20939,-18665,-14873,-8840, 

