 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,294,233,189,--,1636,13,--,--,148,--,0,--, 
 收到的其他与经营活动有关的现金(万元),4235,1875,149,578,543,2044,200,835,540,1935,383,821,577,1883,792,774,523,1817,467,903,405,2446,273,963,428,2172,102,1063,973,890,125,3902,3636,2572,88,19918,13622,3502,405,9372,4950,3144,5347,622,79,48,8837,5775,5761,3625,28888,17267,17226,114, 
 经营活动现金流入小计(万元),6124,3208,31433,28841,27676,23713,89175,55142,37420,23020,74450,50294,38511,20375,100143,54053,33744,17559,104582,57540,44358,23003,85895,61223,44396,26315,81969,110178,71589,31348,105279,83175,60523,28217,32862,37811,24485,6752,2246,9604,5124,3208,47965,38804,28053,14291,58446,33491,23759,12554,93871,53485,42515,15594, 
 购买商品、接受劳务支付的现金(万元),3209,1558,34796,32945,32113,25297,73830,48039,32623,17739,76231,44862,35902,18174,86151,50365,34076,17855,96347,51143,40542,23084,47122,54711,42248,23712,62232,97516,64073,27768,87318,66911,47475,24366,31664,25655,9257,251,1451,868,307,74,46464,40471,32667,14791,42351,19690,12228,5431,59995,36118,24153,14181, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3045,1828,1917,3345,3088,1679,6651,4682,3322,1889,6492,4769,3316,1920,8454,4928,3177,1962,7363,5295,3725,2009,7555,5467,3936,2181,7800,5846,3930,2137,7508,5583,3739,2008,6515,3863,2247,762,4457,3845,2710,1519,7901,5592,3846,1966,10807,9058,7325,5641,7750,5461,3797,2200, 
 支付的各项税费(万元),--,--,251,261,257,38,1233,945,588,284,2084,1569,739,559,111,90,56,28,198,57,93,41,147,54,36,36,141,46,46,31,159,74,58,53,59,11,7,2,13,10,7,4,3268,3150,2221,1085,2138,1450,525,61,900,219,153,97, 
 支付的其他与经营活动有关的现金(万元),89,50,98,328,279,1754,1491,597,344,1633,1117,413,174,1958,890,365,128,1913,861,637,141,2307,976,635,130,2192,309,565,423,308,403,1239,994,1748,283,13010,12892,5238,257,5273,5207,4870,436,628,485,242,1039,820,639,191,11506,559,419,187, 
 经营活动现金流出小计(万元),6343,3436,37062,36879,35737,28768,83205,54263,36877,21544,85924,51612,40132,22611,95606,55748,37436,21757,104769,57131,44501,27441,55800,60867,46350,28120,70481,103974,68471,30244,95388,73807,52264,28176,38521,42539,24403,6252,6177,9996,8231,6467,58068,49841,39219,18083,56335,31019,20717,11324,80150,42358,28522,16665, 
 经营活动产生的现金流量净额(万元),-220,-228,-5629,-8039,-8061,-5054,5970,879,543,1476,-11474,-1318,-1621,-2237,4537,-1695,-3692,-4199,-187,409,-143,-4437,30095,356,-1954,-1806,11488,6204,3118,1104,9891,9367,8259,41,-5659,-4727,82,499,-3931,-392,-3108,-3259,-10103,-11037,-11166,-3792,2111,2472,3042,1231,13721,11127,13994,-1071, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4662,4662,4662,4614,12489,1,--,--,5000,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,4662,4662,4662,4614,12489,1,--,--,5000,--,--,--,--,--,--,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,--,45,3,3,2,358,46,46,35,211,1,1,1,608,4,3,--,10048,83,75,38,1424,243,208,172,1288,959,927,830,2553,1797,1768,--,6774,5435,5033,3635,23328,18885,13021,6503,20393,9088,8434,5116,23122,11853,7236,2632,2864,368,103,60, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),0,0,45,3,3,2,358,46,46,35,211,1,1,1,608,4,3,0,10048,83,75,38,1424,243,208,172,1288,959,927,830,2553,1797,1768,0,6774,5435,5033,3635,23328,18885,13021,6503,20393,9088,8434,5116,23122,11853,7236,2632,2864,368,103,60, 
 投资活动产生的现金流量净额(万元),0,0,-45,-3,-3,-2,-358,-46,-46,-35,-211,-1,-1,-1,-608,-4,-3,0,-10048,-83,-75,-38,-1424,-243,-208,-172,-1288,-959,-927,-830,-2553,-1797,-1768,0,-6774,-5435,-5033,-3635,-18666,-14222,-8359,-1889,-7904,-9087,-8434,-5116,-18122,-11853,-7236,-2632,-2864,-368,-103,-60, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,15000,14000,14000,4000,24617,16617,12000,4000,16617,16617,12000,4000,10617,6000,6000,4000,11860,11860,7000,5000,12400,12400,7000,5000,7400,7400,2000,--,11000,6000,--,--,15185,10185,4185,4185,21815,18900,9030,2624,6000,6000,--,--,6000,6000,--,--,16200,16700,10200,6600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2855,3855,3855,2855,14,--,--,--,6000,--,--,2200,--,12700,12700,2200,12500,6299,6118,104,--,6000,6000,--,7448,--,--,--,--,--,--,--,8653,4984,4984,8884,23146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,17855,17855,17855,6855,24631,16617,12000,4000,22617,16617,12000,6200,10617,18700,18700,6200,24360,18159,13118,5104,12400,18400,13000,5000,14848,7400,2000,0,11000,6000,0,0,23838,15169,9169,13069,44961,18900,9030,2624,6000,6000,--,--,6000,6000,--,--,16200,16700,10200,6600, 
 偿还债务支付的现金(万元),--,--,12000,12000,12000,4000,24617,16617,12000,4000,10617,10631,6014,4000,11360,5500,4500,1250,12900,7400,--,--,17400,7400,2000,--,16000,6000,--,--,11000,6000,--,--,11000,6000,--,--,6000,6000,--,--,6000,6000,--,--,6000,6000,--,--,16200,13100,6600,6600, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,659,519,519,254,1031,774,513,253,937,695,413,160,1125,816,576,359,1206,746,446,279,1480,1089,724,338,1781,1573,898,443,1652,1181,753,373,1450,1085,715,345,401,321,222,110,435,304,209,104,412,308,204,101,500,374,201,70, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,1940,--,--,--,2200,--,--,1000,--,4000,4000,--,2200,10500,10500,--,--,11000,11000,--,22735,8000,8000,--,7900,--,--,--,9120,9095,9095,--,--,--,--,--,15000,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 筹资活动现金流出小计(万元),0,0,14599,12519,12519,4254,27848,17391,12513,5253,11554,15327,10427,4160,14685,16816,15576,1609,14106,19146,11446,279,41615,16489,10724,338,25681,7573,898,443,21772,16275,9848,373,12450,7085,715,345,21401,6321,222,110,6435,6304,209,104,6412,6308,204,101,16700,13474,6801,6670, 
 筹资活动产生的现金流量净额(万元),0,0,3256,5336,5336,2601,-3217,-774,-513,-1253,11063,1290,1573,2040,-4068,1884,3124,4591,10254,-987,1672,4825,-29215,1911,2276,4662,-10833,-173,1102,-443,-10772,-10275,-9848,-373,11389,8083,8453,12724,23560,12579,8808,2514,-435,-304,-209,-104,-412,-308,-204,-101,-500,3226,3399,-70, 
 汇率变动对现金及现金等价物的影响(万元),--,--,-3,-3,-3,-3,-16,-15,-8,-2,21,9,7,-2,18,12,-0,-2,1,3,3,3,-9,-7,-5,-1,--,2,1,--,-15,-13,-7,--,--,-6,-2,-0,-0,--,--,--,-22,--,--,--,-24,--,--,--,-8,-2,-2,1, 
 现金及现金等价物净增加额(万元),-220,-228,-2420,-2709,-2731,-2458,2379,44,-24,186,-600,-19,-42,-200,-121,198,-571,390,21,-658,1457,352,-552,2018,108,2683,-633,5074,3294,-168,-3449,-2717,-3365,-332,-1045,-2085,3501,9588,963,-2035,-2658,-2634,-18464,-20428,-19809,-9012,-16446,-9689,-4399,-1502,10349,13983,17287,-1200, 
 加:期初现金及现金等价物余额(万元),331,332,2751,2751,2751,2751,373,373,373,373,973,973,973,973,1094,1094,1094,11594,1073,1073,1073,24073,1625,1625,1625,9625,2258,2358,2358,2358,5707,5707,5707,5707,6752,6752,6752,6752,5789,5789,5789,5789,24253,24253,24253,24253,40700,40700,40700,40700,30351,30351,30351,30351, 
 期末现金及现金等价物余额(万元),111,104,331,43,21,293,2751,417,348,559,373,953,930,773,973,1291,523,11984,1094,414,2529,24425,1073,3643,1733,12308,1625,7433,5652,2190,2258,2990,2342,5375,5707,4667,10253,16340,6752,3754,3131,3155,5789,3825,4444,15241,24253,31011,36301,39198,40700,44333,47638,29151, 
 净利润(万元),-6541,--,-13864,--,-4798,--,2881,--,2410,--,-8725,--,-2691,--,-9444,--,-2929,--,927,--,-2466,--,-12766,--,-5212,--,-3623,--,377,--,1037,--,-791,--,-11641,--,-3958,--,-7526,--,-2460,0,677,0,-257,--,1632,--,-1141,--,-15917,--,-7612,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),63,--,188,--,-174,--,413,--,-220,--,808,--,-467,--,446,--,-49,--,543,--,219,--,2100,--,-70,--,150,--,0,--,31,--,--,--,639,--,--,--,-120,--,--,--,429,--,--,--,448,--,--,--,-1246,--,-1305,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2395,--,4803,--,2382,--,4750,--,2374,--,4771,--,2437,--,4649,--,2320,--,4575,--,2321,--,4471,--,2236,--,4447,--,2214,--,4422,--,2406,--,3729,--,1028,--,16,--,9,0,849,0,469,--,2273,--,1495,--,3403,--,1439,--, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,367,--,--,--,--,--,--,--,0,--,--,--,4,--,--,--,206,--,--,--,-12,--,--,--,-6265,--,--,--,-13,--,--,--,2,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,2,--,1,--,30,--,30,--,178,--,176,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),0,--,2765,--,519,--,1015,--,513,--,956,--,413,--,1125,--,576,--,1205,--,499,--,1489,--,665,--,1781,--,899,--,1624,--,683,--,1283,--,370,--,--,--,--,--,--,--,209,--,412,--,204,--,500,--,2,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-1639,--,2633,--,2207,--,-2775,--,-1368,--,1242,--,-1608,--,106,--,-1229,--,4076,--,-1397,--,-3327,--,1302,--,-678,--,-1434,--,2040,--,3781,--,-4366,--,-1654,--,442,--,-15,--,110,--,55,--,255,--,-430,--,6334,--,4311,--, 
 经营性应收项目的减少(万元),-1169,--,-1717,--,-784,--,375,--,529,--,-9613,--,1844,--,841,--,-29,--,-2468,--,-4507,--,-524,--,-5110,--,320,--,-6089,--,484,--,-1391,--,-3060,--,-760,--,-85,--,-45,0,304,0,-1963,--,1003,--,361,--,14842,--,10637,--, 
 经营性应付项目的增加(万元),6670,--,-437,--,-7413,--,-688,--,-3695,--,-913,--,-1549,--,6814,--,-2352,--,-9411,--,5187,--,38653,--,4235,--,9091,--,7150,--,250,--,3570,--,7551,--,5056,--,2864,--,-597,0,-6209,0,-9679,--,-3929,--,2522,--,5623,--,6345,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,489,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-220,--,-5629,--,-8061,--,5970,--,543,--,-11474,--,-1621,--,4537,--,-3692,--,-187,--,-143,--,30095,--,-1954,--,11488,--,3118,--,9891,--,8259,--,-5659,--,82,--,-3931,--,-3108,--,-10103,--,-11166,--,2111,--,3042,--,13721,--,13994,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),111,104,331,43,21,293,2751,417,348,559,373,953,930,773,973,1291,523,11984,1094,414,2529,24425,1073,3643,1733,12308,1625,7433,5652,2190,2258,2990,2342,5375,5707,4667,10253,16340,6752,3754,3131,3155,5789,3825,4444,15241,24253,31011,36301,39198,40700,44333,47638,29151, 
 现金的期初余额(万元),331,332,2751,2751,2751,2751,373,373,373,373,973,973,973,973,1094,1094,1094,11594,1073,1073,1073,24073,1625,1625,1625,9625,2258,2358,2358,2358,5707,5707,5707,5707,6752,6752,6752,6752,5789,5789,5789,5789,24253,24253,24253,24253,40700,40700,40700,40700,30351,30351,30351,30351, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-220,-228,-2420,-2709,-2731,-2458,2379,44,-24,186,-600,-19,-42,-200,-121,198,-571,390,21,-658,1457,352,-552,2018,108,2683,-633,5074,3294,-168,-3449,-2717,-3365,-332,-1045,-2085,3501,9588,963,-2035,-2658,-2634,-18464,-20428,-19809,-9012,-16446,-9689,-4399,-1502,10349,13983,17287,-1200, 

