 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31, 
 收到的其他与经营活动有关的现金(万元),0,0,61,0,1,0,129,41,23,0,241,241,131,45,56,1238,424,126,1486,798,571,475,3999,1966,1681,631,2095,1096,868,631,6351,2775,1513,588,2987,2323,648,549,1981,1374,1377,1210, 
 经营活动现金流入小计(万元),0,0,61,0,1,0,169,41,23,0,241,241,131,45,3689,4247,2087,897,5498,3980,3253,1011,6327,4560,3565,2250,8538,5966,4020,2250,15716,9819,4347,1483,11664,12451,9232,4349,24978,18645,12256,5851, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,1,--,--,--,--,--,--,--,--,--,3211,3006,1427,719,4112,3313,2756,649,2527,2749,1889,1413,6277,3396,2822,1413,9152,7134,3471,617,7738,7863,7830,3692,21376,15922,9952,4611, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13,6,25,4,12,6,410,56,42,18,114,101,76,35,180,88,57,29,200,99,68,32,148,102,71,36,147,107,72,36,130,94,58,34,1191,943,778,342,1131,917,699,343, 
 支付的各项税费(万元),--,--,1,0,8,8,9,0,--,1,0,0,0,--,50,24,6,2,13,3,2,1,16,16,4,13,52,29,22,13,196,94,71,24,753,715,228,126,798,536,239,53, 
 支付的其他与经营活动有关的现金(万元),232,148,1647,5,60,11,719,65,61,4,48,36,32,13,170,1194,633,146,1132,579,385,294,3673,1742,1616,449,1996,1638,1080,449,6811,3154,1251,769,1718,3240,323,413,932,822,815,383, 
 经营活动现金流出小计(万元),245,155,1673,8,81,25,1138,122,103,23,162,137,108,47,3611,4312,2123,896,5457,3995,3211,977,6364,4609,3580,1911,8472,5170,3995,1911,16290,10475,4852,1445,11400,12761,9159,4573,24238,18197,11706,5390, 
 经营活动产生的现金流量净额(万元),-245,-154,-1612,-8,-80,-25,-969,-80,-80,-23,79,103,23,-3,79,-65,-35,1,41,-15,43,34,-38,-48,-15,339,66,796,25,339,-574,-656,-505,38,265,-310,73,-224,741,448,550,461, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,3,--,1,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,277,48,--,79,47,47,47,379,240,15,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,277,48,--,79,47,47,47,379,240,15,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43,0,--,--,0,0,0,--,80,0,--,--,--,4,4,--,37,37,35,26,139,107,20,5, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,183,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,43,0,0,0,0,0,0,0,80,0,0,0,0,4,4,--,37,37,35,26,139,107,20,5, 
 投资活动产生的现金流量净额(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183,0,0,0,-40,3,1,1,-0,-0,-0,0,-80,0,0,0,0,273,44,--,42,10,12,21,241,134,-4,-3, 
 吸收投资收到的现金(万元),--,--,--,--,168,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,932,1666,1655,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,168,--,--,168,2581,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1,1,1,0, 
 筹资活动现金流入小计(万元),0,0,168,0,168,168,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,933,1667,1656,0, 
 偿还债务支付的现金(万元),--,--,--,--,1494,1514,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,25,25,--,--,--,--,--,--,--,--,--,9,9,9,9,1139,1208,1000,0, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,784,787,772,387, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,0,0,0,1494,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,--,9,10,10,10,1923,1994,1772,387, 
 筹资活动产生的现金流量净额(万元),0,0,168,0,-1326,-1346,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-25,-25,0,0,0,0,0,0,0,0,--,-9,-9,-9,-9,-990,-327,-116,-386, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-245,-154,-1445,-8,-1406,-1370,1613,0,-80,-23,79,103,23,-3,-105,-65,-35,1,2,-12,44,35,-63,-74,-41,339,-14,796,25,339,-470,-383,-461,38,297,-309,76,-213,-9,255,430,72, 
 加:期初现金及现金等价物余额(万元),250,250,1695,289,1695,1695,82,--,82,82,3,3,3,3,108,108,108,108,106,106,106,106,169,169,169,183,183,183,183,183,653,270,653,653,356,356,356,356,364,364,364,364, 
 期末现金及现金等价物余额(万元),5,96,250,281,289,324,1695,-80,1,58,82,107,26,0,3,43,73,109,108,95,150,141,106,95,129,522,169,979,208,522,183,-114,192,691,653,47,432,143,356,619,794,436, 
 净利润(万元),--,--,-145,--,--,--,-2755,--,--,--,-1598,--,-1072,--,-9609,--,--,--,-3466,--,-1459,--,-4397,--,-2321,--,-3270,--,-2165,--,-1407,--,--,--,-20489,--,-5266,--,-10271,--,-4252,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,-2,--,--,--,1,--,--,--,9,--,--,--,6049,--,--,--,3,--,--,--,-131,--,--,--,-300,--,-12,--,-1529,--,--,--,787,--,319,--,-72,--,-479,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,932,--,--,--,1558,--,782,--,1458,--,673,--,1722,--,828,--,1682,--,--,--,4911,--,2338,--,6155,--,3224,--, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,4,--,2,--,4,--,2,--,4,--,2,--,4,--,--,--,80,--,55,--,111,--,60,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,--,--,-17,--,--,--,-823,--,--,--,-207,--,-230,--,--,--,--,--,-636,--,--,--,-1222,--,--,--,8266,--,-889,--,-25,--,-0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,-0,--,--,--,1128,--,656,--,2948,--,--,--,1684,--,840,--,2362,--,1210,--,2488,--,1236,--,2681,--,--,--,4174,--,2214,--,4678,--,1344,--, 
 投资损失(万元),--,--,--,--,--,--,2200,--,--,--,335,--,335,--,258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,45,--,--,--,0,--,--,--,86,--,--,--,63,--,-90,--,660,--,418,--,-664,--,-9,--,249,--,-624,--,6395,--,3533,--,-1806,--,-453,--, 
 经营性应收项目的减少(万元),--,--,60,--,--,--,459,--,--,--,127,--,111,--,6190,--,--,--,310,--,295,--,1730,--,1112,--,330,--,-77,--,-1862,--,-671,--,354,--,534,--,-930,--,-1132,--, 
 经营性应付项目的增加(万元),--,--,-1526,--,--,--,-918,--,--,--,96,--,-6,--,-6028,--,--,--,92,--,-97,--,-1723,--,-1109,--,391,--,222,--,830,--,873,--,-4214,--,-2765,--,2900,--,2237,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,--,-1612,--,--,--,-969,--,--,--,79,--,23,--,79,--,--,--,41,--,43,--,-38,--,-15,--,66,--,25,--,-574,--,-505,--,265,--,73,--,741,--,550,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),5,96,250,281,289,324,1695,-80,1,58,82,107,26,0,3,43,73,109,108,95,150,141,106,95,129,522,169,979,208,522,183,-114,192,691,653,47,432,143,356,619,794,436, 
 现金的期初余额(万元),250,250,1695,289,1695,1695,82,--,82,82,3,3,3,3,108,108,108,108,106,106,106,106,169,169,169,183,183,183,183,183,653,270,653,653,356,356,356,356,364,364,364,364, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-245,-154,-1445,-8,-1406,-1370,1613,0,-80,-23,79,103,23,-3,-105,-65,-35,1,2,-12,44,35,-63,-74,-41,339,-14,796,25,339,-470,-383,-461,38,297,-309,76,-213,-9,255,430,72, 

