 报告日期,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 收到的其他与投资活动有关的现金(万元),4200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1056,0,5098,171,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 投资活动现金流入小计(万元),36227,23408,10242,9946,14999,11651,7486,6876,27136,4457,2012,2012,27356,4765,342,0,84357,5788,27,4,10983,10929,5091,0,10685,10631,4930,0,77295,51794,24791,--,9478,151944,3489,934,6954,6313,1386,1214,9035,1251,1051,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),339767,255859,231131,27570,137784,111154,90799,57989,238800,49065,28453,10994,228947,17526,11914,8483,439507,85791,47715,28092,675759,199575,164942,63356,374672,236448,182633,57979,349825,361900,295500,148444,1021461,891087,608802,295368,1038283,750832,444922,176888,830212,528861,367833,176974, 
 投资所支付的现金(万元),--,--,--,--,1950,1950,500,--,50098,--,--,--,37600,--,--,--,60250,410,410,410,445410,1500,1500,5360,1500,--,--,--,1627,--,--,--,150230,150230,--,--,834,--,0,--,25560,25560,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,592865,592865,--,--,--,--,--,5372,--,--,--,421709,--,--,--,443264,--,0,--,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),75800,--,--,--,--,--,--,--,44065,--,--,--,--,--,--,--,--,--,--,277,--,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 投资活动现金流出小计(万元),415567,255859,231131,27570,139734,113104,91299,57989,332963,49065,28453,10994,266547,17526,11914,8483,499757,86201,48125,28779,1121168,793954,759307,68716,376172,236448,182633,57979,356824,361900,295500,148444,1593399,1041317,608802,295368,1482380,750832,444922,176888,855772,554421,367833,176974, 
 投资活动产生的现金流量净额(万元),-379340,-232451,-220889,-17624,-124735,-101453,-83813,-51113,-305827,-44607,-26441,-8982,-239191,-12761,-11572,-8483,-415400,-80413,-48098,-28774,-1110185,-783025,-754215,-68716,-365488,-225817,-177702,-57979,-279529,-310106,-270709,-148444,-1583921,-889373,-605313,-294434,-1475427,-744519,-443537,-175674,-846737,-553170,-366783,-176971, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,6980,1980,1980,--,340,340,--,250,3300,3300,--,--,833819,833819,833819,--,--,--,--,--,2824,2824,146,--,--,--,--,--,14584,--,0,734250,16455,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,6980,1980,1980,--,--,--,--,--,--,--,--,--,4995,4995,4995,--,--,--,--,--,2678,--,--,--,--,--,--,--,2233,--,0,--,2336,--,0,0, 
 取得借款收到的现金(万元),5076164,3601406,2174173,793913,8688700,6251185,3487888,1902766,7264241,2759884,1210595,449240,3064034,2108878,840363,298240,3789022,2652625,1238814,589998,2464597,1550399,889214,379233,1990600,1436828,823178,435395,1376706,1050423,774175,656175,1614380,1185871,793541,586799,888911,675326,470636,90810,274260,222700,140300,82700, 
 发行债券收到的现金(万元),--,--,--,--,--,695240,--,--,--,--,--,--,--,--,--,--,715680,715680,715680,715680,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,733802,734250,734250,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),100000,418310,197548,100000,1084390,387001,--,--,--,300,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 筹资活动现金流入小计(万元),5176164,4019716,2371721,893913,9773090,7333426,3487888,1902766,7271221,2762164,1212575,449240,3064375,2109218,840363,298490,4508002,3371605,1954494,1305679,3298416,2384218,1723032,379233,1990600,1436828,823178,435395,1379530,1053247,774321,656175,1614380,1185871,793541,586799,1637297,1409576,1204886,825060,290715,222700,140300,82700, 
 偿还债务支付的现金(万元),5264495,3499601,2115699,944025,8302169,6868190,3549743,1880275,7552499,2856555,1281819,461356,3036079,2154714,892076,323316,4282109,3193358,1798267,1321558,2200935,1628512,1025199,387166,2116240,1596582,807512,505140,1527960,1164343,871700,623632,874944,746908,572594,178700,673701,546532,501732,1000,91075,66829,56829,21000, 
 分配股利、利润或偿付利息所支付的现金(万元),165696,120058,87699,26251,224929,188415,149160,63640,229582,155503,107589,65602,174563,140146,102465,66175,210474,171084,135308,43680,229847,193139,158332,22710,165020,139898,124622,21804,280001,243364,229448,25608,403492,356024,342296,21018,303540,255742,19891,8405,269766,254137,246140,6225, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120,120,120,--,210,210,210,--,46,46,46,--,128,128,128,--,--,--,135,--,51,--,0,--,60,--,0,0, 
 支付其他与筹资活动有关的现金(万元),50000,237928,135828,17658,720000,--,--,--,1351,1301,1301,1301,2268,2268,2268,2268,2291,2291,2356,-67579,2435,2630,2435,--,--,--,--,--,--,--,--,--,1737,--,--,--,0,402,402,--,0,203,203,0, 
 筹资活动现金流出小计(万元),5480192,3857588,2339227,987934,9247098,7056604,3698903,1943916,7783433,3013358,1390709,528259,3212910,2297128,996809,391759,4494874,3366733,1935931,1297659,2433217,1824282,1185965,409875,2281260,1736480,932134,526944,1807961,1407707,1101148,649240,1280173,1102931,914890,199718,977241,802676,522025,9405,360841,321170,303173,27225, 
 筹资活动产生的现金流量净额(万元),-304027,162128,32494,-94021,525992,276822,-211016,-41149,-512211,-251194,-178134,-79019,-148536,-187910,-156446,-93269,13128,4871,18563,8020,865199,559936,537067,-30643,-290660,-299653,-108956,-91550,-428431,-354460,-326827,6935,334207,82940,-121349,387081,660057,606900,682861,815655,-70127,-98470,-162873,55475, 
 汇率变动对现金及现金等价物的影响(万元),-11664,-4105,-24354,-8219,12330,-16033,-2,-2196,-1077,-18,15,10,-596,-24,-24,0,46,-14,-3,13,-318,-221,-60,-7,-5,-18,-18,-17,-41,-17,-16,-14,-30,-395,-335,-122,-70,-40,-26,-10,-118,-80,-65,-59, 
 现金及现金等价物净增加额(万元),-101003,283946,102361,-64697,143589,135433,-68650,-30608,-48711,-14461,-52935,-49937,34492,15204,1709,-23901,-16762,25133,15541,65829,-169775,-253195,-194895,-91518,-83239,-181859,-187843,-46684,85383,-34784,-68749,-40721,-240572,-283786,-194651,183912,169137,439127,649303,819579,-227475,-167227,-214741,-115708, 
 加:期初现金及现金等价物余额(万元),446766,446766,446766,446766,303177,303177,303177,303177,351888,195859,195859,195859,161367,161367,161367,161367,178129,178129,178129,178129,347903,347903,347903,225178,308417,308417,308417,308417,223034,223034,223034,223034,463606,463606,463606,463606,294469,264570,264570,264570,521944,494192,494192,494192, 
 期末现金及现金等价物余额(万元),345763,730712,549127,382069,446766,438610,234526,272569,303177,181398,142924,145922,195859,176571,163075,137465,161367,203261,193670,243958,178129,94708,153009,133660,225178,126558,120573,261732,308417,188250,154285,182313,223034,179819,268954,647517,463606,703697,913873,1084149,294469,326964,279450,378483, 
 净利润(万元),13374,--,27326,--,-751064,--,53472,--,129260,--,44231,--,44124,--,46442,--,4111,--,13928,--,94891,--,122960,--,170734,--,96289,--,151943,--,50591,--,519042,0,491165,--,651872,--,342318,--,389605,--,126324,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79,--,0,--,0,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 资产减值准备(万元),-42385,--,-19254,--,47745,--,723,--,14832,--,2157,--,14477,--,1708,--,3510,--,-912,--,16755,--,10113,--,42773,--,23718,--,6768,--,1001,--,157046,--,656,--,-5925,--,-14346,--,-694,--,-13313,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),504762,--,245319,--,474385,--,236480,--,530904,--,260323,--,507938,--,255290,--,523736,--,269179,--,596329,--,296912,--,515558,--,242306,--,437245,--,198696,--,400847,0,201775,--,346946,--,130883,--,312296,--,116124,0, 
 无形资产摊销(万元),7461,--,1585,--,3123,--,1254,--,4996,--,1153,--,1936,--,949,--,1871,--,445,--,896,--,451,--,97,--,48,--,97,--,48,--,68,--,27,--,43,--,0,--,0,--,0,0, 
 长期待摊费用摊销(万元),440,--,10,--,9,--,-1,--,21,--,--,--,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2545,--,8,--,147,--,-7,--,-600,--,-183,--,-10934,--,-287,--,-14370,--,-48,--,504,--,-249,--,982,--,937,--,-2650,--,-126,--,-663,--,-1653,--,5940,--,2505,--,9001,--,3539,0, 
 固定资产报废损失(万元),--,--,--,--,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 财务费用(万元),151098,--,79267,--,197418,--,62987,--,217504,--,81709,--,131699,--,70478,--,159442,--,83472,--,129912,--,51730,--,86787,--,45279,--,86102,--,33218,--,87327,--,34253,--,15347,--,-5415,--,2540,--,5899,0, 
 投资损失(万元),30183,--,22170,--,1040,--,-5650,--,-61905,--,-4973,--,-11826,--,-6306,--,-10928,--,-5886,--,-8157,--,-8586,--,-16919,--,-4509,--,-81585,--,-30916,--,-47749,--,-3550,--,-1437,--,-1313,--,-1310,--,-1234,0, 
 递延所得税资产减少(万元),7280,--,1425,--,-55096,--,-3783,--,-8911,--,5134,--,-1730,--,-7042,--,-11802,--,16881,--,4034,--,-1942,--,-3238,--,-19192,--,29460,--,28257,--,-31207,--,-4296,--,9099,--,7420,--,2832,--,4651,0, 
 递延所得税负债增加(万元),-1823,--,-1061,--,-356,--,-907,--,-1741,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,-1942,--,-3941,--,20179,--,0,--,0,0, 
 存货的减少(万元),-267593,--,-128978,--,26171,--,-38597,--,116886,--,-21199,--,53669,--,34764,--,409898,--,-78786,--,-260718,--,-144638,--,-485313,--,-265368,--,205747,--,83995,--,-370628,--,-443454,--,-256844,--,-37377,--,7488,--,59144,0, 
 经营性应收项目的减少(万元),456538,--,44918,--,83103,--,-444733,--,135912,--,-482315,--,245544,--,9036,--,-593287,--,-488894,--,-152081,--,-221828,--,-156505,--,-70811,--,29353,--,66363,--,-31245,0,56760,--,25850,--,-86718,--,66145,--,27028,0, 
 经营性应付项目的增加(万元),-262761,--,42376,--,-296646,--,364943,--,-306756,--,265588,--,-552096,--,-235280,--,-86716,--,235700,--,-346835,--,-82609,--,417957,--,57640,--,-69097,--,90128,--,330949,0,196679,--,197946,--,-8432,--,-98398,--,-74110,0, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7505,--,--,--,7546,--,-4612,--,5926,--,-398,--,60301,--,0,--,60926,0, 
 经营活动产生现金流量净额(万元),594029,--,315110,--,-269998,--,226181,--,770404,--,151625,--,422815,--,169751,--,385464,--,45079,--,75530,--,22313,--,572914,--,98833,--,793383,--,528803,--,1009173,--,532345,--,984577,--,410004,--,689506,--,314979,0, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 现金的期末余额(万元),345763,730712,549127,382069,446766,438610,234526,272569,303177,181398,142924,145922,195859,176571,163075,137465,161367,203261,193670,243958,178129,94708,153009,133660,225178,126558,120573,261732,308417,188250,154285,182313,223034,179819,268954,647517,463606,703697,913873,1084149,294469,326964,279450,378483, 
 现金的期初余额(万元),446766,446766,446766,446766,303177,303177,303177,303177,351888,195859,195859,195859,161367,161367,161367,161367,178129,178129,178129,178129,347903,347903,347903,225178,308417,308417,308417,308417,223034,223034,223034,223034,463606,463606,463606,463606,294469,264570,264570,264570,521944,494192,494192,494192, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 现金及现金等价物的净增加额(万元),-101003,283946,102361,-64697,143589,135433,-68650,-30608,-48711,-14461,-52935,-49937,34492,15204,1709,-23901,-16762,25133,15541,65829,-169775,-253195,-194895,-91518,-83239,-181859,-187843,-46684,85383,-34784,-68749,-40721,-240572,-283786,-194651,183912,169137,439127,649303,819579,-227475,-167227,-214741,-115708, 

