 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 收回投资所收到的现金(万元),118,118,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1127,1066,1066,659,2624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,203,150,150,--,0,54,54,54,0,--,--,0,105,30,--,--, 
 取得投资收益所收到的现金(万元),--,--,65,20,20,--,44,44,--,--,36,36,36,--,131,131,100,--,30,30,30,--,90,30,--,--,115,75,--,--,8,8,8,--,24,24,24,--,30,27,2,2,25,25,25,--,125,0,46,0,4,79,4,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),40,4,4037,3542,3024,18,44,--,3,--,33,15,3,0,17,17,1,1,55,3,0,3,16,32,4,--,268,197,201,--,23,21,--,--,105,2,--,--,25,9,5,--,113,11,0,0,48,18,33,18,240,53,221,6, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1098,1098,1098,--,0,--,--,0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,3000,--,--,--,--,--,--,--,--,--,--,--,--,359,359,328,--,--,--,--,--,--,--,0,--,1512,--,--,--,--,--,--,--,772,--,0,--,0,--,0,--,0,--,--,0,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),158,122,4101,3562,3044,3018,88,44,3,0,70,51,39,0,148,147,101,1,1571,1458,1423,662,2730,62,4,0,383,272,201,0,1544,30,8,0,129,26,24,--,1029,186,157,2,1236,1187,1177,54,173,18,79,18,349,162,225,6, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),731,447,1775,1148,794,346,1535,892,438,378,891,454,167,81,667,447,366,273,773,806,713,480,1835,1222,944,463,1783,1352,863,400,1751,1094,643,217,1117,972,823,267,1291,606,363,186,4076,1629,1190,433,2383,3609,1859,600,1232,653,318,283, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,500,500,--,--,--,--,--,1995,--,--,--,1354,1354,--,--,225,--,0,--,781,566,38,--,2270,441,441,500,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,--,--,--,276, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),731,447,1775,1148,794,346,1535,892,2438,378,891,454,167,81,667,447,366,273,773,806,713,480,2335,1722,1444,463,1783,1352,863,400,3746,1094,643,217,2471,2326,823,267,1516,606,363,186,4857,2195,1228,433,4653,4050,2300,1100,1232,653,318,559, 
 投资活动产生的现金流量净额(万元),-572,-325,2326,2414,2251,2672,-1447,-847,-2435,-378,-822,-403,-127,-81,-519,-300,-265,-272,799,652,711,182,394,-1660,-1440,-463,-1400,-1080,-662,-400,-2202,-1065,-634,-217,-2343,-2301,-800,-267,-486,-420,-207,-184,-3620,-1008,-51,-380,-4480,-4032,-2221,-1083,-883,-491,-93,-553, 
 吸收投资收到的现金(万元),--,--,--,--,217,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,217,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),29540,17802,45551,40651,26651,19651,48250,39550,23235,12150,54350,46250,31750,13150,48100,41600,35100,17500,44300,34600,19400,8500,46700,37100,17600,5000,49910,40330,10000,5600,64000,41500,27100,6500,44700,45400,27000,10000,61500,44400,34600,5600,58900,53600,38600,10100,48200,58000,30700,20800,46380,40190,31190,8700, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8000,--,--,--,--,--,5000,--,--,--,2000,--,0,--,1010,--,0,--,9276,--,--,0,2066,--,--,78, 
 筹资活动现金流入小计(万元),29540,17802,45551,40651,26868,19651,48250,39550,23235,12150,54350,46250,31750,13150,48100,41600,35100,17500,44300,34600,19400,8500,46700,37100,17600,5000,49910,40330,18000,5600,64000,41500,27100,6500,49700,45400,27000,10000,63500,44400,34600,5600,59910,53600,38600,10100,57476,58000,30700,20800,48446,40190,31190,8778, 
 偿还债务支付的现金(万元),21354,11934,40205,38555,20655,14655,56845,48850,33750,13150,52800,46100,36100,17500,42600,35600,28300,12500,50510,38610,17100,6500,49810,41810,16180,5000,43750,36650,13020,5020,57200,34700,20300,3600,41100,45200,25800,10000,53000,44500,35500,6700,52400,46100,32100,8500,55190,60490,30690,24300,45490,48892,42100,11900, 
 分配股利、利润或偿付利息所支付的现金(万元),1515,748,2980,2371,1309,482,2878,2011,969,341,3774,2390,1788,1064,3534,2690,1327,602,4351,3030,1758,622,4694,3404,1362,573,5726,4043,2380,818,4403,3018,1831,1001,3043,2190,1502,469,3358,2061,1186,417,3559,2253,1551,440,3116,2025,1347,565,2491,1740,1129,570, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,602,562,217,--,815,647,--,--,1325,647,--,542,350,320,--,25,567,542,--,--,851,936,--,--,1210,1073,--,134,696,665,542,474,780,687,542,--,--,--,0,--,0,--,0,--,333,--,--,--,56,--,56,--, 
 支付其他与筹资活动有关的现金(万元),2005,2,84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,--,--,--,--,--,0,--,--,4000,100,--,--,--,2000,7000,--,--,0,--,3418,3400,2000,--,2000,--,--,0,98,--,--,4001, 
 筹资活动现金流出小计(万元),24875,12684,43269,40926,21964,15137,59723,50861,34719,13491,56574,48490,37888,18564,46134,38290,29627,13102,54861,41640,18858,7122,54543,45214,17542,5573,49476,40693,15400,5838,61603,41718,22231,4601,44143,47390,29302,17469,56358,46561,36686,7117,59377,51753,35651,8940,60306,62515,32037,24865,48079,50632,43229,16470, 
 筹资活动产生的现金流量净额(万元),4665,5118,2282,-275,4904,4514,-11473,-11311,-11484,-1341,-2224,-2240,-6138,-5414,1966,3310,5473,4398,-10561,-7040,542,1378,-7843,-8114,58,-573,434,-363,2600,-238,2397,-218,4869,1899,5557,-1990,-2302,-7469,7142,-2161,-2086,-1517,533,1847,2949,1160,-2830,-4515,-1337,-4065,367,-10442,-12039,-7692, 
 汇率变动对现金及现金等价物的影响(万元),--,2,-35,-9,-9,-9,279,-2,-2,--,35,-27,-27,--,11,2,1,2,-7,-1,6,0,13,-1,13,1,44,3,1,1,-104,-22,10,--,-17,--,-1,--,3,--,-4,--,93,-5,-5,--,-92,-0,-11,-0,-5,12,21,3, 
 现金及现金等价物净增加额(万元),-12317,-14849,-10969,-23037,-15382,-10998,-17362,-31815,-27538,-21434,7903,-12969,-15951,-23522,3055,-8946,-8379,-14820,-2666,-17229,-4393,-7434,-2766,-16914,-14895,-14290,11924,-5614,-882,-12345,1901,-8737,-8102,-11023,-13141,-27538,-13252,-15253,18280,-7020,-6162,-6595,2232,-5268,-2570,-5215,6067,-5342,95,-3093,-2879,-15733,-15973,-10484, 
 加:期初现金及现金等价物余额(万元),20137,20137,31106,31133,31106,31133,48495,48495,48495,48495,40592,40592,40592,40592,37537,37537,37537,37537,40204,40204,40204,40204,42969,42969,42969,42969,31045,31045,31045,31045,29145,29145,29145,29145,42285,42285,42285,42285,24005,32015,24005,32015,21773,28773,21773,28773,15706,27377,26423,26423,18584,29710,29203,30429, 
 期末现金及现金等价物余额(万元),7820,5288,20137,8096,15724,20135,31133,16681,20957,27061,48495,27623,24641,17070,40592,28591,29158,22717,37537,22974,35811,32770,40204,26055,28075,28679,42969,25432,30163,18700,31045,20408,21043,18122,29145,14747,29034,27032,42285,24995,17843,25420,24005,23505,19202,23558,21773,22035,26518,23330,15706,13977,13230,19945, 
 净利润(万元),-5390,--,2411,--,-265,--,2829,--,-859,--,788,--,-1721,--,-479,--,-1366,--,-852,--,-506,--,1295,--,-148,--,1864,--,1234,--,2337,--,1475,--,3936,--,1483,--,2325,--,1222,0,1639,0,509,--,849,--,437,0,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,1983,--,303,--,1709,--,147,--,704,--,173,--,265,--,52,--,1021,--,120,--,406,--,59,--,548,--,200,--,804,--,200,--,93,--,19,--,772,--,150,--,-455,--,-179,--,2147,--,-984,0,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),477,--,1103,--,507,--,1096,--,548,--,1025,--,516,--,1066,--,505,--,1121,--,565,--,1576,--,538,--,1128,--,468,--,933,--,468,--,987,--,522,--,1060,--,496,0,1667,0,525,--,1530,--,683,0,--,--,--,--, 
 无形资产摊销(万元),99,--,147,--,69,--,127,--,60,--,128,--,58,--,153,--,70,--,133,--,106,--,181,--,72,--,110,--,71,--,119,--,65,--,120,--,53,--,112,--,56,--,112,--,51,--,215,--,145,0,--,--,--,--, 
 长期待摊费用摊销(万元),72,--,134,--,139,--,185,--,30,--,136,--,29,--,34,--,11,--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,48,--,37,0,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-10,--,-3352,--,-3016,--,48,--,63,--,-21,--,-1,--,-9,--,2,--,-7,--,10,--,-15,--,-4,--,-42,--,-28,--,-3,--,--,--,-1,--,-3,--,-165,--,-5,--,56,--,6,--,-10592,--,19,0,--,--,--,--, 
 固定资产报废损失(万元),--,--,4,--,--,--,--,--,3,--,--,--,--,--,--,--,2,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,-0,--,0,0,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 财务费用(万元),1776,--,2454,--,1163,--,1785,--,975,--,2438,--,1247,--,3162,--,1371,--,3765,--,1575,--,3686,--,1362,--,4578,--,1802,--,3707,--,1289,--,2263,--,1016,--,2469,--,1186,--,3584,--,1509,--,2875,--,1358,0,--,--,--,--, 
 投资损失(万元),44,--,309,--,-41,--,-34,--,62,--,-159,--,-92,--,-159,--,-165,--,-453,--,-23,--,-1935,--,188,--,-327,--,-146,--,-1200,--,-285,--,-294,--,-300,--,-542,--,-511,--,-274,--,-146,--,-87,--,-122,0,--,--,--,--, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,--,--,--,--, 
 存货的减少(万元),3149,--,19217,--,14111,--,2995,--,9598,--,-14048,--,690,--,6032,--,2983,--,-2704,--,-2732,--,3284,--,78,--,8156,--,-4329,--,-22512,--,-13189,--,-10345,--,-3063,--,-3177,--,-2574,--,-398,--,-131,--,2261,--,-2513,0,--,--,--,--, 
 经营性应收项目的减少(万元),14674,--,-31817,--,-26370,--,-14132,--,-57910,--,490,--,-15390,--,-4990,--,-26107,--,4441,--,-10671,--,-9703,--,-15343,--,10672,--,-15800,--,-26740,--,-25556,--,-9309,--,-17161,--,-2570,--,-10788,0,-4279,0,-5840,--,18585,--,1724,0,--,--,--,--, 
 经营性应付项目的增加(万元),-31367,--,-8134,--,-9128,--,-1331,--,33665,--,19434,--,4834,--,-3480,--,9053,--,629,--,5904,--,5895,--,-328,--,-13841,--,13707,--,44364,--,23188,--,-3787,--,7284,--,11336,--,6902,0,3573,0,-1767,--,-4362,--,2880,0,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 经营活动产生现金流量净额(万元),-16410,--,-15542,--,-22528,--,-4722,--,-13616,--,10915,--,-9658,--,1597,--,-13588,--,7102,--,-5651,--,4670,--,-13526,--,12847,--,-2821,--,1811,--,-12346,--,-16339,--,-10149,--,11621,--,-3866,--,5226,--,-5463,--,13469,--,3664,0,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 现金的期末余额(万元),7820,5288,20137,8096,15724,20135,31133,16681,20957,27061,48495,27623,24641,17070,40592,28591,29158,22717,37537,22974,35811,32770,40204,26055,28075,28679,42969,25432,30163,18700,31045,20408,21043,18122,29145,14747,29034,27032,42285,24995,17843,25420,24005,23505,19202,23558,21773,22035,26518,23330,15706,13977,13230,19945, 
 现金的期初余额(万元),20137,20137,31106,31133,31106,31133,48495,48495,48495,48495,40592,40592,40592,40592,37537,37537,37537,37537,40204,40204,40204,40204,42969,42969,42969,42969,31045,31045,31045,31045,29145,29145,29145,29145,42285,42285,42285,42285,24005,32015,24005,32015,21773,28773,21773,28773,15706,27377,26423,26423,18584,29710,29203,30429, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-12317,-14849,-10969,-23037,-15382,-10998,-17362,-31815,-27538,-21434,7903,-12969,-15951,-23522,3055,-8946,-8379,-14820,-2666,-17229,-4393,-7434,-2766,-16914,-14895,-14290,11924,-5614,-882,-12345,1901,-8737,-8102,-11023,-13141,-27538,-13252,-15253,18280,-7020,-6162,-6595,2232,-5268,-2570,-5215,6067,-5342,95,-3093,-2879,-15733,-15973,-10484, 

