 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 取得借款收到的现金(万元),190,114,3607,624,624,302,1388,901,895,--,2000,--,--,176,4000,--,--,176,--,609,433,237,--,657,449,311,--,3743,1094,--,--,4901,4447,210,0,368,6236,523,--,241,722,367, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,19007,19007,10200,--,--,--,--,--,1010,--,--,--,3302,161,161,433,4952,--,--,--,6992,0,304,--,2350,31,--,--, 
 筹资活动现金流入小计(万元),190,114,3607,624,624,302,1388,901,895,0,2000,0,0,176,23007,19007,10200,176,0,609,433,237,1010,657,449,311,3302,3905,1256,433,4952,4901,4447,210,6992,368,6540,523,2350,272,722,367, 
 偿还债务支付的现金(万元),80,80,2029,100,100,0,800,500,500,--,4037,--,--,--,1842,1499,1499,--,--,--,--,--,--,46,--,127,--,722,354,--,--,1353,1227,140,0,0,5736,--,--,--,0,0, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,613,--,--,--,--,--,--,--,79,--,--,--,--,--,--,--,--,--,--,--,--,--,46,0,--,--,0,0,--,0,0,0,0,-0,0,0,--,0,0,0, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,63,150,66,--,--,--,--,0,115,314,314,--,--,20,--, 
 筹资活动现金流出小计(万元),80,80,2642,100,100,0,800,500,500,0,4116,0,0,0,1842,1499,1499,0,0,0,0,0,0,46,46,127,0,806,504,66,0,1353,1227,140,0,115,6050,314,0,0,20,0, 
 筹资活动产生的现金流量净额(万元),110,34,964,524,524,302,588,401,395,0,-2116,0,0,176,21164,17508,8701,176,0,609,433,237,1010,611,403,185,3302,3099,752,367,4952,3548,3220,70,6992,253,490,209,2350,272,702,366, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-6,110,6,0,1,13,-17,13,-3,50,-3136,-3087,-3032,-978,3132,3436,8753,-21,17,-3,2,-4,2,23,3,4,0,4,-0,5,-62,18,10,-90,53,17,-11,2,2,1,6,41, 
 加:期初现金及现金等价物余额(万元),7,7,1,1,1,1,18,18,18,18,3154,3154,3154,3154,21,21,21,21,4,4,4,4,2,2,2,0,1,1,1,1,64,64,64,64,10,10,10,10,9,9,9,9, 
 期末现金及现金等价物余额(万元),1,117,7,1,2,14,1,30,14,68,18,66,121,2175,3154,3457,8774,0,21,1,6,1,4,24,5,5,2,5,1,6,1,81,73,-27,64,28,-1,12,10,9,14,50, 
 净利润(万元),--,--,-3733,--,--,--,-2092,--,91,--,2157,--,-187,--,260361,--,-9166,--,--,--,-4707,--,-10729,--,-4879,--,-12974,--,-5115,--,-11319,--,-5877,--,-10551,0,-5432,--,-11466,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,2983,--,--,--,1064,--,17,--,-28,--,-35,--,164,--,30,--,--,--,--,--,1031,--,--,--,745,--,0,--,490,--,--,--,199,0,267,--,815,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,178,--,--,--,178,--,89,--,38,--,--,--,102,--,102,--,--,--,579,--,1163,--,607,--,1247,--,630,--,1405,--,918,--,1523,0,918,--,1552,--,--,--, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,29,--,--,--,35,--,3,--,6,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,--,--,10,0,--,--,10,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,218,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,--,--,--,0,0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 财务费用(万元),--,--,143,--,--,--,548,--,39,--,63,--,92,--,1304,--,1287,--,--,--,3862,--,7723,--,3860,--,7723,--,3861,--,7723,--,3916,--,7723,0,3862,--,7723,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,--,--,--,--,--,7,--,-2,--,33,--,9,--,-40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,-89,--,-113,--,-505,--,--,--,43,--,43,--,--,--,--,--,-6,--,--,--,--,--,0,--,399,--,389,--,0,0,22,--,3,--,--,--, 
 经营性应收项目的减少(万元),--,--,-34,--,--,--,-441,--,17,--,247,--,-730,--,-2954,--,251,--,--,--,-254,--,36,--,-495,--,154,--,-50,--,-869,--,-162,--,-1053,0,-154,--,-508,--,--,--, 
 经营性应付项目的增加(万元),--,--,-581,--,--,--,-196,--,-541,--,108,--,-2185,--,-19221,--,5470,--,--,--,89,--,-223,--,27,--,-198,--,-58,--,-2875,--,-2108,--,-4790,0,156,--,-461,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-260162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,-17,--,--,--, 
 经营活动产生现金流量净额(万元),--,--,-954,--,--,--,-985,--,-398,--,2119,--,-3032,--,-20404,--,-1765,--,--,--,-431,--,-1004,--,-400,--,-3302,--,-730,--,-5015,--,-3210,--,-6939,0,-768,--,-2349,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 现金的期末余额(万元),1,117,7,1,2,14,1,30,14,68,18,66,121,2175,3154,3457,8774,0,21,1,6,1,4,24,5,5,2,5,1,6,1,81,73,-27,64,28,10,12,10,9,14,50, 
 现金的期初余额(万元),7,7,1,1,1,1,18,18,18,18,3154,3154,3154,3154,21,21,21,21,4,4,4,4,2,2,2,0,1,1,1,1,64,64,64,64,10,10,10,10,9,9,9,9, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-6,110,6,0,1,13,-17,13,-3,50,-3136,-3087,-3032,-978,3132,3436,8753,-21,17,-3,2,-4,2,23,3,4,0,4,-0,5,-62,18,10,-90,53,17,-1,2,2,1,6,41, 

