 报告日期,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 购买商品、接受劳务支付的现金(万元),172001,124725,83366,47695,212988,127705,60901,36076,169616,128299,112541,34871,53192,38537,25379,13297,87538,85599,64070,36441, 
 客户贷款及垫款净增加额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),74224,32206,25081,12937,51464,24049,23798,10256,37617,25318,14151,6073,5518,4007,2477,1184,5199,4122,2738,1457, 
 支付的各项税费(万元),190078,151912,112427,21620,119673,84675,72034,31393,116361,74817,50782,17734,2679,2104,925,258,2296,2033,1162,485, 
 支付的其他与经营活动有关的现金(万元),23744,13275,10991,16978,46980,54,4302,18582,20755,48953,11015,23233,3345,11413,7907,3742,7716,15090,7488,9907, 
 经营活动现金流出小计(万元),460046,322118,231866,99230,431105,236482,161036,96307,344349,277387,188490,81910,64734,56060,36688,18481,102750,106844,75457,48289, 
 经营活动产生的现金流量净额(万元),298574,264442,188376,13794,126904,98439,110178,42442,265485,171390,92754,49954,3607,1930,75,951,3523,-4718,-2848,-1441, 
 收回投资所收到的现金(万元),2821,212,12,--,1174,--,0,--,3341,209,209,203,820,135,135,135,1006,381,82,--, 
 取得投资收益所收到的现金(万元),481,34,26,8,2430,94,21,6,1437,83295,26339,5500,10,210,200,--,60,69,60,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),961,940,918,3,75,71,10,1,44,80,12,2,38,0,0,0,150,184,193,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 收到的其他与投资活动有关的现金(万元),14614,10822,6921,804,13166,5682,4190,226,15313,339956,339476,781,12,12,12,0,-205,0,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 投资活动现金流入小计(万元),18877,12008,7878,815,16845,5847,4220,234,20136,423540,366036,6486,880,357,347,135,1010,634,335,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),334923,247671,142989,38310,245444,112447,105044,30658,345401,185624,136972,48500,661,386,409,114,490,340,218,109, 
 投资所支付的现金(万元),231,289,341,--,771,6000,0,--,5288,92911,53413,0,1430,0,--,--,--,300,600,10, 
 质押贷款净增加额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 支付的其他与投资活动有关的现金(万元),14965,8949,5407,5948,18123,54140,7846,929,7565,14458,6549,762,0,0,--,--,--,0,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 投资活动现金流出小计(万元),350120,256909,148737,44258,264338,172587,112891,31587,358253,292993,196935,49263,2091,386,409,114,490,640,818,119, 
 投资活动产生的现金流量净额(万元),-331243,-244901,-140859,-43443,-247493,-166740,-108670,-31354,-338117,130547,169101,-42776,-1212,-29,-62,21,520,-6,-483,-105, 
 吸收投资收到的现金(万元),--,--,--,--,6800,--,6000,6000,3660,3260,2760,0,0,0,--,--,--,0,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,0,--,6000,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 取得借款收到的现金(万元),219254,125534,120457,31000,174200,79680,42880,40000,270625,191485,191485,94970,8150,810,300,400,10405,5139,3828,2300, 
 发行债券收到的现金(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,2983,0,686,0,--,288306,4099,400,264728,0,0,--,--,--,0,--,--, 
 筹资活动现金流入小计(万元),219254,125534,120457,33983,181000,80366,48880,46000,562591,198844,194645,359698,8150,810,300,400,10405,5139,3828,2300, 
 偿还债务支付的现金(万元),113150,80880,46680,43000,78015,57595,56065,42915,62604,54414,48789,63571,9658,2080,--,50,12204,3740,2237,1605, 
 分配股利、利润或偿付利息所支付的现金(万元),78817,65106,43122,4884,55462,99781,76713,7926,64058,11277,8465,10509,733,506,347,175,1054,529,301,178, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 支付其他与筹资活动有关的现金(万元),47,58,58,510,180,191,180,--,130,147,0,0,6,0,0,0,3921,0,61,--, 
 筹资活动现金流出小计(万元),192014,146044,89860,48394,133657,157567,132958,50841,126792,65838,57255,74080,10397,2586,347,225,17179,4269,2599,1783, 
 筹资活动产生的现金流量净额(万元),27240,-20510,30597,-14411,47343,-77202,-84078,-4841,435800,133006,137390,285619,-2247,-1776,-47,175,-6774,870,1229,517, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 现金及现金等价物净增加额(万元),-5430,-969,78115,-44060,-73246,-145503,-82571,6247,363167,434943,399246,292796,148,125,-34,1147,-2730,-3855,-2103,-1029, 
 加:期初现金及现金等价物余额(万元),293286,293286,293286,293286,366532,366532,366532,366532,3365,3365,3365,3365,3216,2843,2843,2843,5946,5875,5875,5875, 
 期末现金及现金等价物余额(万元),287856,292317,371400,249225,293286,221029,283961,372779,366532,438308,402610,296161,3365,2968,2809,3990,3216,2020,3772,4846, 
 净利润(万元),236887,--,152694,--,241267,--,148894,0,283189,0,117415,0,-16766,0,--,--,271,0,--,--, 
 少数股东损益(万元),--,--,--,--,0,--,0,--,--,--,--,0,-199,0,--,--,--,0,--,--, 
 未确认的投资损失(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 资产减值准备(万元),3797,--,377,--,7190,--,2946,--,2600,--,-2882,0,10487,0,--,--,-1454,0,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),24993,--,11490,--,20366,--,11411,0,22428,0,11204,0,2839,0,--,--,2855,0,--,--, 
 无形资产摊销(万元),3569,--,1250,--,2513,--,1284,--,552,--,1931,0,244,0,--,--,271,0,--,--, 
 长期待摊费用摊销(万元),114,--,55,--,96,--,59,--,110,--,34,0,377,0,--,--,363,0,--,--, 
 待摊费用的减少(万元),--,--,--,--,0,--,0,--,--,--,-5,0,0,0,--,--,196,0,--,--, 
 预提费用的增加(万元),--,--,--,--,0,--,178,--,--,--,859,0,0,0,--,--,634,0,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1981,--,-738,--,7,--,-30,--,1923,--,1827,0,123,0,--,--,240,0,--,--, 
 固定资产报废损失(万元),--,--,--,--,0,--,0,--,113,--,--,0,160,0,--,--,22,0,--,--, 
 公允价值变动损失(万元),339,--,292,--,-455,--,-286,--,513,--,400,0,-466,0,--,--,-111,0,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 预计负债(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 财务费用(万元),13369,--,7263,--,14219,--,4476,--,16024,--,6819,0,3512,0,--,--,1824,0,--,--, 
 投资损失(万元),-481,--,-26,--,-2539,--,-18,--,-4318,--,-3574,0,-182,0,--,--,-2103,0,--,--, 
 递延所得税资产减少(万元),1541,--,2597,--,-297,--,-3328,--,-9730,--,49,0,545,0,--,--,-1986,0,--,--, 
 递延所得税负债增加(万元),-83,--,-3,--,83,--,0,0,-70,0,-60,0,70,0,--,--,--,0,--,--, 
 存货的减少(万元),-4385,--,25060,--,-20059,--,-28504,--,-101994,--,-40061,0,256,0,--,--,6639,0,--,--, 
 经营性应收项目的减少(万元),-60123,--,119480,--,-235428,--,1730,0,-11204,0,-48910,0,-5918,0,--,--,19858,0,--,--, 
 经营性应付项目的增加(万元),77054,--,-131711,--,96941,--,-28632,0,65349,0,47705,0,8524,0,--,--,-23994,0,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 其他(万元),--,--,295,--,3000,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 经营活动产生现金流量净额(万元),298574,--,188376,--,126904,--,110178,--,265485,--,92754,0,3607,0,--,--,3523,0,--,--, 
 债务转为资本(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 融资租入固定资产(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 现金的期末余额(万元),287856,292317,371400,249225,293286,221029,283961,372779,366532,438308,402610,296161,3365,2968,2809,3990,3216,2020,3772,4846, 
 现金的期初余额(万元),293286,293286,293286,293286,366532,366532,366532,366532,3365,3365,3365,3365,3216,2843,2843,2843,5946,5875,5875,5875, 
 现金等价物的期末余额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,0,--,0,--,--,--,--,0,0,0,--,--,--,0,--,--, 
 现金及现金等价物的净增加额(万元),-5430,-969,78115,-44060,-73246,-145503,-82571,6247,363167,434943,399246,292796,148,125,-34,1147,-2730,-3855,-2103,-1029, 

