 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 经营活动现金流入小计(万元),23952,81735,59657,36381,17885,76816,55130,35780,18680,73055,53590,33439,17350,78902,56504,32742,15195,76223,54202,33928,15788,60378,42867,24091,11665,48578,40333,20459,10044,41898,33996,18525,7402,32389,28938,17215,6564,36299,26556,19202,5812,24837,17606,11581,5611,19667,16008,10715,4146, 
 购买商品、接受劳务支付的现金(万元),3659,14215,10199,6231,3117,13872,10335,6440,3711,13206,9844,5802,2701,12648,8029,5563,2816,10323,7197,4213,2051,9560,6602,4283,1553,5929,4068,2819,1296,4367,3293,1890,1148,3981,2902,1691,761,2498,2369,1507,724,1997,1766,1065,458,3489,1854,1124,545, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),4347,9604,7864,5455,3444,9160,7287,5326,3532,8878,6884,5240,3272,8314,7905,4733,2744,7995,6018,4166,2474,6679,4696,3261,1917,5558,3837,2639,1448,4465,3143,2235,1274,4302,3099,2320,1564,3853,2693,1949,1142,2922,2622,1733,956,2387,1531,1073,682, 
 支付的各项税费(万元),3812,15302,11040,7883,3735,12240,9390,6766,3262,13829,11288,8157,2561,12791,9979,7088,1962,9215,7160,4969,1881,8252,6730,4737,1833,7976,6659,4959,1199,4985,3941,2975,872,4292,3362,2661,681,3642,2723,2066,516,2481,2111,1509,509,2253,1995,1512,422, 
 支付的其他与经营活动有关的现金(万元),1615,4569,3901,2695,1376,4398,3321,2136,721,3876,2379,1847,1014,3712,2423,1702,941,5144,1899,1259,572,3120,2102,1454,616,2350,3105,1312,790,2569,2403,1373,909,1896,1401,896,477,2052,1247,941,385,1906,1129,389,194,765,2413,2093,252, 
 经营活动现金流出小计(万元),13433,43689,33005,22265,11672,39669,30333,20669,11226,39789,30395,21045,9548,37465,28337,19086,8462,32677,22274,14607,6978,27610,20129,13735,5918,21813,17669,11728,4733,16386,12781,8473,4203,14471,10764,7567,3483,12046,9033,6463,2767,9306,7628,4696,2116,8895,7794,5802,1901, 
 经营活动产生的现金流量净额(万元),10519,38046,26652,14116,6213,37147,24796,15111,7455,33266,23195,12393,7802,41437,28167,13656,6733,43546,31929,19321,8810,32768,22738,10356,5747,26765,22664,8732,5311,25512,21215,10052,3199,17919,18174,9648,3080,24253,17523,12739,3045,15531,9979,6885,3495,10773,8214,4913,2246, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,3000,3010,3010,--,0,0,0,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,1291,1291,1291,1291,1433,1433,1433,1433,4800,4800,4800,4800,2240,2240,2240,--,--,--,--,--,4800,--,--,--,--,--,--,0,70,70,70,70,10,--,0,23,6172,0,0,1,--,0,0,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,4038,13,11,6,112,8,8,4,12,5,3,1,18,0,0,--,33,2,1,1,3,3,1,--,52,50,49,--,97,7,--,0,1,1,0,0,17,5,3,3,108,91,84,75,42,35,32,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,12423,--,0,--,0,0,0,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),13674,3788,1930,243,--,28231,28267,25759,28323,153992,110108,76194,44489,327052,222034,163896,94766,387455,296000,210137,75526,205280,88752,47949,37716,7690,--,--,--,10185,1492,1570,1300,9477,200,200,200,6599,--,0,3017,109,0,49,33,78,0,40,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 投资活动现金流入小计(万元),13677,7826,1943,254,6,29635,29566,27058,29619,155436,111546,77630,45923,331869,226834,168697,99566,389728,298243,212379,75527,205284,88756,47950,37716,12541,50,49,0,10282,1499,1570,1300,9548,271,270,270,22048,3015,3013,3043,6390,91,133,109,120,35,71,28, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),56535,83886,58923,42313,23984,164438,137877,51323,35943,54280,36821,23489,17450,74393,50453,34866,18336,48854,36891,18105,15684,31889,26323,15720,9762,38022,27570,14447,6988,32082,20624,10620,7369,28584,19297,14977,12496,44001,30329,12078,4030,35977,21277,3314,265,34964,33127,6108,3548, 
 投资所支付的现金(万元),--,4000,200,200,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,10000,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,3446,0,0,--,--,0,0,4983, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),105,1055,--,--,--,35968,25447,25401,17149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,3130,--,--,0,--,0,0,--,--,--,0,--,0,446,446,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),223,10822,5,4,--,9506,5423,4500,6106,132501,107600,70600,36300,297402,219699,158899,73399,401061,327061,237000,114130,203500,86000,33000,10000,38830,--,--,--,1480,--,--,0,--,0,0,--,5104,--,0,--,0,0,65,1999,--,1238,489,5, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 投资活动现金流出小计(万元),56863,99763,59128,42517,23984,209912,168747,81225,59197,186781,144421,94089,53750,371795,270152,193765,91735,449915,363952,255105,129815,245389,112323,48720,19762,76851,27570,14447,6988,36692,20624,10620,7369,28584,19297,14977,12496,49105,30329,12078,4030,39423,21722,3824,2264,34964,34365,6598,8535, 
 投资活动产生的现金流量净额(万元),-43186,-91937,-57185,-42264,-23978,-180277,-139180,-54166,-29579,-31345,-32876,-16459,-7827,-39926,-43318,-25069,7831,-60188,-65710,-42726,-54288,-40105,-23567,-770,17954,-64310,-27520,-14399,-6988,-26411,-19124,-9050,-6069,-19036,-19026,-14707,-12226,-27057,-27314,-9065,-987,-33033,-21631,-3691,-2156,-34844,-34329,-6527,-8507, 
 吸收投资收到的现金(万元),773,102400,--,--,--,52108,49808,49808,49808,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18012,18012,14616,14616,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),773,102400,--,--,--,52108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18012,18012,14616,14616,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 取得借款收到的现金(万元),101400,153400,108400,91400,86400,178803,101457,44957,10167,51013,40188,37570,6452,20651,17186,8028,3579,6868,3405,1687,1646,77376,65649,25357,13940,56500,54500,12500,11500,27837,8918,1918,1918,117418,100918,14000,7000,107500,69500,17500,--,34752,23252,10000,10000,57000,57000,0,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97000,40000,40000,40000,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),86400,170400,165400,120400,49400,146400,76400,29400,29400,600,--,--,--,56673,32735,--,--,2076,1019,479,--,4642,4642,1726,1726,70000,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,4,--,0,0,0, 
 筹资活动现金流入小计(万元),188573,426200,273800,211800,135800,377311,227665,124165,89375,51613,40188,37570,6452,77323,49921,8028,3579,8944,4425,2166,1646,179018,110291,67083,55666,144512,72512,27116,26116,27837,8918,1918,1918,117418,100918,14000,7000,107500,69500,17500,--,34752,23252,10000,10004,57000,57000,0,0, 
 偿还债务支付的现金(万元),96829,149537,101536,60536,50519,52591,20911,20596,10316,10490,30275,30170,105,31100,31035,30,10,40660,40640,20730,220,106042,76022,26042,6027,61381,41500,7000,11800,14337,11918,1918,1918,99500,82500,12500,2500,89895,38895,2500,--,4000,4000,4000,4000,30000,29000,0,0, 
 分配股利、利润或偿付利息所支付的现金(万元),3036,17585,11638,8295,4848,11396,5830,4377,3350,11907,9273,3708,3030,8441,4536,3953,3140,11638,7661,4594,3599,10635,8363,3158,1594,9679,7934,5967,2393,11289,9778,2532,1251,8856,7586,2375,1178,10219,8679,2226,1001,9075,8205,955,448,7204,6758,177,88, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,702,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),102551,159396,119275,118091,72027,149865,73792,27489,131,36527,120,120,120,31733,1143,348,120,6000,660,120,--,5863,460,--,--,14420,14616,15524,--,5202,--,--,0,--,0,0,--,--,--,0,--,0,0,28,28,--,0,0,0, 
 筹资活动现金流出小计(万元),202416,326518,232449,186922,127394,213851,100533,52462,13797,58924,39669,33998,3255,71274,36715,4332,3270,58298,48961,25444,3819,122541,84844,29200,7621,85480,64050,28492,14193,30828,21697,4450,3170,108356,90086,14875,3678,100114,47575,4726,1001,13075,12205,4983,4476,37204,35758,177,88, 
 筹资活动产生的现金流量净额(万元),-13844,99682,41351,24878,8406,163459,127132,71703,75578,-7311,520,3571,3197,6049,13206,3696,309,-49354,-44536,-23277,-2173,56478,25447,37884,48045,59032,8462,-1376,11923,-2992,-12778,-2532,-1251,9063,10832,-875,3322,7386,21925,12774,-1001,21677,11047,5017,5529,19796,21242,-177,-88, 
 汇率变动对现金及现金等价物的影响(万元),--,-31,-0,-0,-0,19,-1,--,--,-30,-52,3,1,-18,--,--,--,-7,1,-0,--,-16,-18,--,--,67,9,8,0,8,16,0,0,1,2,0,0,109,124,-21,-1,21,-1,-1,-0,16,-1,-1,0, 
 现金及现金等价物净增加额(万元),-46511,45760,10817,-3270,-9360,20349,12747,32648,53454,-5421,-9212,-491,3173,7542,-1945,-7717,14873,-66002,-78316,-46683,-47650,49124,24600,47470,71746,21554,3615,-7035,10246,-3882,-10671,-1529,-4121,7947,9981,-5934,-5823,4692,12258,16428,1055,4196,-607,8210,6868,-4260,-4874,-1791,-6349, 
 加:期初现金及现金等价物余额(万元),98221,52461,52461,52461,52461,32112,32112,32112,32112,37533,37533,37533,37533,29991,23333,23333,23333,89335,89335,89335,89335,40211,40212,40212,40212,18657,18659,18659,18659,22539,21086,21086,21075,13128,13139,13139,13128,8436,8457,8457,8457,4240,4261,4261,4261,8500,8510,8510,8510, 
 期末现金及现金等价物余额(万元),51711,98221,63278,49191,43101,52461,44859,64760,85567,32112,28321,37042,40706,37533,21388,15617,38207,23333,11019,42653,41685,89335,64813,87682,111958,40211,22275,11625,28906,18657,10415,19557,16954,21075,23120,7205,7304,13128,20715,24885,9512,8436,3654,12471,11129,4240,3636,6719,2161, 
 净利润(万元),--,-4281,--,2046,--,2104,--,3100,--,11067,--,5247,--,23886,--,13396,--,22427,--,10898,--,17547,--,7389,--,12523,--,5485,--,13306,--,6268,0,11256,0,5169,0,6874,0,2314,--,11217,0,6791,--,13975,0,7320,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,22,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 资产减值准备(万元),--,140,--,-1,--,-10,--,2,--,98,--,--,--,-2,--,--,--,7,--,--,--,36,--,--,--,-1,--,--,--,-7,--,--,0,20,0,0,--,6,--,0,--,-22,0,0,--,45,0,0,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,6979,--,6516,--,5967,--,5811,--,5670,--,5127,--,4101,--,3734,--,4023,--,3828,--,3762,--,3252,--,5675,--,2704,--,5171,--,2552,0,3621,0,1950,0,3250,0,1391,--,1307,0,1492,--,2903,0,1034,0, 
 无形资产摊销(万元),--,7038,--,3453,--,5357,--,2275,--,4157,--,2003,--,3868,--,1824,--,3601,--,1608,--,2952,--,1479,--,2911,--,1455,--,2791,--,1304,0,2427,0,1152,--,2308,--,1037,--,1807,0,905,--,1603,0,774,0, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130,--,--,--,163,0,--,0,257,--,--,--,441,--,0,0,2,--,--,0,247,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,-132,--,0,0,-50,--,--,0,-21,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,607,--,0,0,257,--,--,0,278,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-157,--,-7,--,176,--,1,--,30,--,-4,--,-19,--,-13,--,-22,--,-33,--,-3,--,-1,--,-55,--,-52,--,-61,--,2,0,84,0,0,--,105,--,0,--,-9,0,-5,--,26,0,-16,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,64,0,1,--,--,--,26,--,0,0,0,--,--,0,26,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 财务费用(万元),--,21751,--,9186,--,18407,--,8679,--,16772,--,7628,--,14629,--,6174,--,14370,--,7466,--,12672,--,5055,--,7593,--,3245,--,5659,--,2395,0,4091,0,1811,--,4340,--,2126,--,2091,0,747,--,845,0,185,0, 
 投资损失(万元),--,1100,--,-1703,--,-3379,--,-1496,--,-7511,--,-3616,--,-9389,--,-3807,--,-9547,--,-3493,--,-7711,--,-2568,--,-2246,--,-986,--,-3465,--,-1266,0,-3700,0,-1033,--,-579,--,717,--,-4130,0,-2769,--,-7812,0,-3823,0, 
 递延所得税资产减少(万元),--,-1973,--,-706,--,456,--,-1044,--,-1176,--,-650,--,-44,--,186,--,75,--,251,--,-41,--,-86,--,-512,--,-1,--,-496,--,-32,0,-387,0,0,--,-203,--,0,--,-201,0,0,--,-124,0,0,0, 
 递延所得税负债增加(万元),--,-102,--,-16,--,2281,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,-339,0,0,--,0,0,0,--,--,0,0,0, 
 存货的减少(万元),--,-103,--,18,--,-5,--,7,--,14,--,7,--,-6,--,3,--,7,--,3,--,6,--,-2,--,-21,--,61,--,29,--,68,0,21,0,54,--,52,--,41,--,-28,0,13,--,55,0,79,0, 
 经营性应收项目的减少(万元),--,-6299,--,-2995,--,780,--,-2374,--,-2780,--,-1049,--,-1328,--,-6113,--,1165,--,-1166,--,-1415,--,-3080,--,453,--,641,--,958,--,1475,0,-5257,0,3430,0,-568,0,2355,--,213,0,-21,--,-483,0,-1641,0, 
 经营性应付项目的增加(万元),--,7211,--,-1676,--,-663,--,152,--,1810,--,-2300,--,2043,--,-1729,--,3894,--,-41,--,1758,--,-1132,--,445,--,-3981,--,1626,--,-3325,0,5677,0,-3301,0,8949,0,-2100,--,1584,0,-106,--,-260,0,403,0, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,--,--,--,449,0,--,0,158,--,57,--,3229,--,0,0,-370,--,--,0,45,0, 
 经营活动产生现金流量净额(万元),--,38046,--,14116,--,37147,--,15111,--,33266,--,12393,--,41437,--,13656,--,43546,--,19321,--,32768,--,10356,--,26765,--,8732,--,25512,--,10052,0,17919,0,9648,--,24253,--,12739,--,15531,0,6885,--,10773,0,4913,0, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 现金的期末余额(万元),51711,98221,63278,49191,43101,52461,44859,64760,85567,32112,28321,37042,40706,37533,21388,15617,38207,23333,11019,42653,41685,89335,64813,87682,111958,40211,22275,11625,28906,18657,10415,19557,16954,21075,23120,7205,7304,13128,20715,24885,9512,8436,3654,12471,11129,4240,3636,6719,2161, 
 现金的期初余额(万元),98221,52461,52461,52461,52461,32112,32112,32112,32112,37533,37533,37533,37533,29991,23333,23333,23333,89335,89335,89335,89335,40211,40212,40212,40212,18657,18659,18659,18659,22539,21086,21086,21075,13128,13139,13139,13128,8436,8457,8457,8457,4240,4261,4261,4261,8500,8510,8510,8510, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-46511,45760,10817,-3270,-9360,20349,12747,32648,53454,-5421,-9212,-491,3173,7542,-1945,-7717,14873,-66002,-78316,-46683,-47650,49124,24600,47470,71746,21554,3615,-7035,10246,-3882,-10671,-1529,-4121,7947,9981,-5934,-5823,4692,12258,16428,1055,4196,-607,8210,6868,-4260,-4874,-1791,-6349, 

