 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 投资活动现金流出小计(万元),264590,371293,451480,165519,78273,20940,3538,53147,1921, 
 投资活动产生的现金流量净额(万元),-5126,-12093,-144746,-25100,-2978,-4583,-1430,16968,-844, 
 吸收投资收到的现金(万元),240,160,1331,128269,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),240,160,1331,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,1000,2000,3040,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),240,160,1331,128269,0,1000,2000,3040,--, 
 偿还债务支付的现金(万元),--,--,--,--,1000,1000,4040,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),4417,3450,2298,2580,22,31,5664,27903,--, 
 其中：子公司支付给少数股东的股利、利润(万元),84,243,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,493,60,40,50,165,841,--, 
 筹资活动现金流出小计(万元),4417,3450,2791,2640,1062,1081,9869,28743,--, 
 筹资活动产生的现金流量净额(万元),-4177,-3290,-1460,125629,-1062,-81,-7869,-25703,--, 
 汇率变动对现金及现金等价物的影响(万元),--,--,0,0,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),13479,-728,-130196,121856,13555,224,802,-2825,6527, 
 加:期初现金及现金等价物余额(万元),14156,14884,145080,23224,9668,9444,8642,11468,4640, 
 期末现金及现金等价物余额(万元),27635,14156,14884,145080,23224,9668,9444,8642,11168, 
 净利润(万元),19126,12954,19521,27037,23846,15291,13196,11080,7965, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2211,-352,117,505,320,765,-60,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2852,1605,1095,900,703,630,588,858,412, 
 无形资产摊销(万元),296,248,205,162,106,70,38,-2428,195, 
 长期待摊费用摊销(万元),8,18,135,30,28,17,1,--,55, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2,19,48,1,-2,3,2,-1042,-48, 
 固定资产报废损失(万元),22,--,--,--,--,--,--,--,30, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-298,-375,-581,-46,3,-19,-10,128,-43, 
 投资损失(万元),-7332,-3595,-1475,-673,-331,-107,-7,--,-114, 
 递延所得税资产减少(万元),-178,-357,-162,-151,36,-160,213,--,--, 
 递延所得税负债增加(万元),14,-17,-2,61,33,--,--,--,--, 
 存货的减少(万元),-384,-3922,822,-1802,-1674,-4566,3637,-4516,-3757, 
 经营性应收项目的减少(万元),8406,5705,2719,-6844,-9242,-11687,-6577,-449,3184, 
 经营性应付项目的增加(万元),-2694,2584,-6198,4757,4041,4602,-1305,2279,-959, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),733,138,-234,-2610,-272,50,384,--,450, 
 经营活动产生现金流量净额(万元),22782,14655,16010,21327,17596,4889,10101,5910,7372, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),27635,14156,14884,145080,23224,9668,9444,8642,11168, 
 现金的期初余额(万元),14156,14884,145080,23224,9668,9444,8642,11468,4640, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),13479,-728,-130196,121856,13555,224,802,-2825,6527, 

