 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 支付的其他与投资活动有关的现金(万元),128184,35836,44482,7570,9176,600,1425,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),135970,41410,84571,106830,178816,65021,39907,14599,15229, 
 投资活动产生的现金流量净额(万元),-41994,2740,-83977,-103923,-170987,-39619,-39862,-14480,-15160, 
 吸收投资收到的现金(万元),44672,--,--,--,--,--,--,30,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,30,--, 
 取得借款收到的现金(万元),1878,16294,90003,119555,67982,2490,9000,12400,10000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,78920,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),46550,16294,90003,119555,67982,2490,87920,12430,10000, 
 偿还债务支付的现金(万元),29500,89948,20123,--,2000,6000,14400,16000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),22086,23949,20160,19391,13390,12446,6580,3411,125, 
 其中：子公司支付给少数股东的股利、利润(万元),408,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3037,3000,2150,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),54623,116898,42433,19391,15390,18446,20980,19411,125, 
 筹资活动产生的现金流量净额(万元),-8072,-100604,47570,100163,52592,-15956,66940,-6981,9875, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),7882,-29439,8991,26732,-92082,-10268,75392,7417,9809, 
 加:期初现金及现金等价物余额(万元),28283,57722,48731,21999,114081,124349,48957,41541,31731, 
 期末现金及现金等价物余额(万元),36166,28283,57722,48731,21999,114081,124349,48957,41541, 
 净利润(万元),24050,26726,19276,15007,26554,29569,29406,22309,7081, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-90,12146,34,26,89,145,111,-2945,295, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),20310,20097,16883,10255,8745,10017,9708,8820,7977, 
 无形资产摊销(万元),30,30,30,3,--,--,--,--,26, 
 长期待摊费用摊销(万元),143,143,149,171,180,110,26,22,37, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-157,-82,-0,270,135,193,-9,-9,-336, 
 固定资产报废损失(万元),26,323,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),12148,15428,16224,4773,50,2765,3014,863,125, 
 投资损失(万元),--,-11450,--,--,--,--,--,--,-10, 
 递延所得税资产减少(万元),-94,-1174,-7,-20,-22,-41,-28,762,-87, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-31,-23,-21,-16,24,-43,0,-1,77, 
 经营性应收项目的减少(万元),2577,3725,-7204,1943,-1748,72,98,2011,183, 
 经营性应付项目的增加(万元),-961,2535,477,-1921,-7694,2520,5987,-2955,-1984, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,-442,--,--,--,--,--,1711, 
 经营活动产生现金流量净额(万元),57949,68425,45398,30491,26313,45307,48314,28878,15095, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),36166,28283,57722,48731,21999,114081,124349,48957,41541, 
 现金的期初余额(万元),28283,57722,48731,21999,114081,124349,48957,41541,31731, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7882,-29439,8991,26732,-92082,-10268,75392,7417,9809, 

