 报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 投资活动产生的现金流量净额(万元),-38490,-178693,10731,-14017,-3682,-455,-904,-532,-7470, 
 吸收投资收到的现金(万元),3262,120,161676,--,--,41261,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,120,0,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,5000,--,--,--,7700,4970,3000, 
 发行债券收到的现金(万元),--,--,0,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,25,--,--,--,--,200,300,300, 
 筹资活动现金流入小计(万元),3262,145,166676,0,0,41261,7900,5270,3300, 
 偿还债务支付的现金(万元),550,5650,15000,--,--,7700,6970,3500,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),28961,14570,325,1040,1440,1761,1386,382,348, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,4687,--,--,--, 
 筹资活动现金流出小计(万元),29511,20220,15325,1040,1440,14148,8356,3882,2348, 
 筹资活动产生的现金流量净额(万元),-26250,-20075,151352,-1040,-1440,27113,-456,1388,952, 
 汇率变动对现金及现金等价物的影响(万元),-251,189,120,10,-44,1,-86,-63,6, 
 现金及现金等价物净增加额(万元),-16402,-168928,180917,-13309,-3235,34114,2875,2116,-520, 
 加:期初现金及现金等价物余额(万元),37944,206871,25954,36869,40103,5989,3115,999,1519, 
 期末现金及现金等价物余额(万元),21542,37944,206871,23560,36869,40103,5989,3115,999, 
 净利润(万元),56767,42859,29308,1418,3574,6880,7272,4787,3336, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1181,-468,2462,214,206,85,17,97,-65, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2822,2471,1976,968,856,697,604,586,502, 
 无形资产摊销(万元),737,735,723,59,54,49,48,78,82, 
 长期待摊费用摊销(万元),5,2,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-14,-1,135,-29,11,-0,4,1,47, 
 固定资产报废损失(万元),532,5,55,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-7,-1055,-7,-10,44,184,487,445,342, 
 投资损失(万元),-7423,-2524,-16,-438,--,--,-90,-68,--, 
 递延所得税资产减少(万元),-2676,-634,-484,-32,-28,-13,-3,-17,8, 
 递延所得税负债增加(万元),94,-60,-1,--,--,--,--,--,--, 
 存货的减少(万元),2698,1989,-6499,49,1014,-3326,-2611,-4817,424, 
 经营性应收项目的减少(万元),-16435,-17318,-5542,-163,-481,893,-652,-642,1666, 
 经营性应付项目的增加(万元),9982,6854,-4222,-11,-2758,87,-757,953,-383, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),325,-3204,827,-286,-560,1917,--,-79,34, 
 经营活动产生现金流量净额(万元),48589,29652,18714,1738,1932,7454,4320,1322,5993, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),21542,37944,206871,23560,36869,40103,5989,3115,999, 
 现金的期初余额(万元),37944,206871,25954,36869,40103,5989,3115,999,1519, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-16402,-168928,180917,-13309,-3235,34114,2875,2116,-520, 

