 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2010-12-31,2009-12-31,2008-12-31, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,866,--,--, 
 支付的其他与投资活动有关的现金(万元),69,--,181,--,6005,3050,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),69923,28172,10730,2106,10629,6313,5118,1271,617, 
 投资活动产生的现金流量净额(万元),-16381,-26598,-10533,6557,-6021,-5719,-4554,-1027,-172, 
 吸收投资收到的现金(万元),2038,31133,2250,--,--,--,2200,165,36, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,36, 
 取得借款收到的现金(万元),18002,36448,22244,27076,19114,4717,622,1000,5250, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),770,2359,--,650,861,--,--,--,--, 
 筹资活动现金流入小计(万元),20810,69940,24494,27726,19976,4717,2822,1165,5286, 
 偿还债务支付的现金(万元),18809,34852,14980,30346,8835,3500,622,2150,4930, 
 分配股利、利润或偿付利息所支付的现金(万元),2100,518,286,1455,1440,1558,1242,802,121, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),927,1923,10718,211,--,1300,40,--,--, 
 筹资活动现金流出小计(万元),21837,37292,25984,32012,10275,6358,1904,2952,5051, 
 筹资活动产生的现金流量净额(万元),-1027,32647,-1490,-4287,9701,-1641,918,-1787,235, 
 汇率变动对现金及现金等价物的影响(万元),346,-363,780,78,-18,-7,-62,2,-11, 
 现金及现金等价物净增加额(万元),-7450,12423,-7354,9636,6179,-4675,-1330,4916,-183, 
 加:期初现金及现金等价物余额(万元),22555,10132,17486,7849,1671,6346,5874,958,1142, 
 期末现金及现金等价物余额(万元),15105,22555,10132,17486,7849,1671,4544,5874,958, 
 净利润(万元),5759,6283,6008,5086,2719,3523,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),521,478,376,-104,833,319,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2092,1944,1389,1172,1043,870,--,--,--, 
 无形资产摊销(万元),172,136,82,51,51,45,--,--,--, 
 长期待摊费用摊销(万元),118,16,--,15,44,45,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),61,-2,--,20,-15,-11,--,--,--, 
 固定资产报废损失(万元),--,17,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),246,--,74,-74,--,384,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),106,705,-299,-162,65,52,--,--,--, 
 投资损失(万元),-955,-47,-123,-68,-109,-417,--,--,--, 
 递延所得税资产减少(万元),110,213,-818,-4,-121,-58,--,--,--, 
 递延所得税负债增加(万元),86,50,8,33,11,-58,--,--,--, 
 存货的减少(万元),-658,-6422,-6539,-291,-1727,-855,--,--,--, 
 经营性应收项目的减少(万元),-1466,-2836,-2134,-880,-637,-1198,--,--,--, 
 经营性应付项目的增加(万元),2505,6274,5252,2556,414,187,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),913,-72,614,-61,-55,-136,--,--,--, 
 经营活动产生现金流量净额(万元),9612,6737,3889,7287,2517,2693,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15105,22555,10132,17486,7849,1671,4544,5874,958, 
 现金的期初余额(万元),22555,10132,17486,7849,1671,6346,5874,958,1142, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7450,12423,-7354,9636,6179,-4675,-1330,4916,-183, 

