 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31, 
 支付给职工以及为职工支付的现金(万元),12058100,11467600,11220700,11060400,10840300,10393600,9548300,8436700,7011500,5966000,5252000,4276600,3359800,3179700,1912700,2002200, 
 支付的各项税费(万元),12070600,11649200,14332500,13113600,13139200,11425600,10010300,7560600,6064400,7890800,5840400,3521400,3164100,1214100,875500,832700, 
 支付的其他与经营活动有关的现金(万元),26856600,12408000,13249700,1572800,9367000,6585600,7102600,5919600,5318800,3521600,3944300,7152300,5001100,3511000,2351400,2190700, 
 经营活动现金流出小计(万元),299977700,270682900,268078500,205633400,225925100,255257000,202160200,208309000,202884500,202067800,150602900,123805600,77684300,47098300,56990900,68759200, 
 经营活动产生的现金流量净额(万元),72413300,77086400,23922100,113176400,20145700,-194700,53350800,34812300,27817600,40386200,37091300,29612900,38227100,36749400,12076400,16088400, 
 收回投资所收到的现金(万元),149563300,215312400,205972200,137807900,101177100,111777900,96522900,134932400,184039900,99240600,112744800,121742500,108510100,32679300,26987900,22185900, 
 取得投资收益所收到的现金(万元),173200,173100,135600,109400,114500,65300,91400,126800,107100,54400,65200,7400,3400,200,1700,300, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),285500,319500,285000,348100,380200,108800,127100,127800,66600,140700,52000,282300,152200,517700,173000,135400, 
 处置子公司及其他营业单位收到的现金净额(万元),116800,63300,48700,--,--,49300,--,--,27800,--,226100,9400,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,29700,37300,12300, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 投资活动现金流入小计(万元),150138800,215868300,206441500,138265400,101671800,112001300,96741400,135187000,184241400,99438200,113088100,122056000,108665700,33226900,27644900,22333900, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5302400,688000,3691500,3348600,4462300,3248500,1870700,1140500,1325800,1303700,1097500,722600,458500,762300,673000,753100, 
 投资所支付的现金(万元),217183800,263324000,249269300,200731800,110950200,123974700,105850900,138570700,197852600,155937600,108604800,145583300,162389800,71999600,46793600,34622700, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),79900,160500,137300,--,--,--,372300,--,345700,500,3920300,13400,--,--,--,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 投资活动现金流出小计(万元),223313300,264794100,253334700,204961500,116345900,128417400,109408400,140860300,200200000,157966600,114080500,146535200,163050500,72968000,47651600,35546300, 
 投资活动产生的现金流量净额(万元),-73174500,-48925800,-46893200,-66696100,-14674100,-16416100,-12667000,-5673300,-15958600,-58528400,-992400,-24479200,-54384800,-39741100,-20006700,-13212400, 
 吸收投资收到的现金(万元),12500,79200,152000,32300,139300,95500,60000,3100,23000,8000,--,--,--,16600,146700,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 发行债券收到的现金(万元),104574600,94395400,89666500,11621400,9555400,4436700,2964000,10380300,5028600,4000000,--,--,--,3500000,329400,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,6600,--,--,--,--,0, 
 筹资活动现金流入小计(万元),104587100,94474600,90487600,16153700,13149600,4532200,3024000,10383400,9536400,4008000,6600,--,18867600,15931400,476100,0, 
 偿还债务支付的现金(万元),96822200,75909500,85401200,9420500,5459400,1708400,--,321200,2200000,--,124000,120500,110800,13800,--,0, 
 分配股利、利润或偿付利息所支付的现金(万元),11357300,10381600,10165000,10406400,10324600,9368600,7951900,6428900,5968800,5636700,4475000,1549000,2213000,72800,22600,9100, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,35700,--,--,--,--,--,--,0, 
 筹资活动现金流出小计(万元),108179500,86291100,95566200,19826900,15784000,11078700,7951900,6782900,9131800,5636700,4599000,1709300,2649200,86600,22800,9100, 
 筹资活动产生的现金流量净额(万元),-3592400,8183500,-5078600,-3673200,-2634400,-6546500,-4927900,3600500,404600,-1628700,-4592400,-1709300,16218400,15844800,453300,-9100, 
 汇率变动对现金及现金等价物的影响(万元),3272900,-3247900,2856700,1896300,849000,-1267200,-422000,-805800,-305900,-18800,-946100,-791700,-245900,-212600,16900,32200, 
 现金及现金等价物净增加额(万元),-1080700,33096200,-25193000,44703400,3686200,-24424500,35333900,31933700,11957700,-19789700,30560400,2632700,-185200,12640500,-7460100,2899100, 
 加:期初现金及现金等价物余额(万元),152033000,118936800,144129800,99426400,95740200,120164700,84830800,52897100,40939400,60729100,30168700,27536000,27721200,16801900,24262000,0, 
 期末现金及现金等价物余额(万元),150952300,152033000,118936800,144129800,99426400,95740200,120164700,84830800,52897100,40939400,60729100,30168700,27536000,29442400,16801900,2899100, 
 净利润(万元),29872300,28745100,27910600,27772000,27628600,26296500,23869100,20844500,16602500,12935000,11115100,8199000,4943600,3740500,3076300,2237400, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,46400,35500,12000, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 资产减值准备(万元),16159400,12776900,8789400,8699300,5672900,3832100,3374500,3112100,2798800,2321900,5552800,3740600,3218900,2701400,3085900,3629300, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1944700,1702200,1869400,1697600,1505300,1338600,1228800,1121800,1009500,904300,781500,804500,933700,1010100,897700,865400, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-178700,-137700,-18100,-84800,-94400,-84800,-96100,-88100,6400,-57500,-51800,-67800,-32800,-62600,-81400,-48200, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 公允价值变动损失(万元),692000,84000,-416800,-279600,-68000,15100,37100,21100,-10800,10100,7100,12800,1200,-533200,-43700,33700, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 财务费用(万元),2317500,1621900,1423700,1334900,1170500,1078500,987600,510300,294800,179000,124100,118100,113300,49000,4000,0, 
 投资损失(万元),-625900,-544700,-712500,-725000,-396000,-272000,-327300,-266600,-317500,-922600,-160100,-46800,-15000,-38700,-23900,-63200, 
 递延所得税资产减少(万元),-818800,-931200,147900,-386900,-767300,197200,-28400,-172200,-88500,-427200,-853900,-555800,2500,1017100,--,0, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1978800,1108600, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 经营性应收项目的减少(万元),-94279800,-150183000,-179525200,-121046700,-163006500,-155272000,-151838300,-167893400,-142145000,-166850400,-84502200,-94918900,-53975400,-29905200,-41552300,-39047800, 
 经营性应付项目的增加(万元),115246600,182418600,165798300,197166000,148511100,121968500,175567800,177466000,150491600,192126900,102460500,112720200,83850900,59513200,45616100,48270400, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 经营活动产生现金流量净额(万元),72413300,77086400,23922100,113176400,20145700,-194700,53350800,34812300,27817600,40386200,37091300,29612900,38227100,36749400,12076400,16088400, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 现金的期末余额(万元),7004700,7521400,8457200,8522600,8871400,8091300,7606000,6014500,4892400,3884200,4002500,3912300,3144600,3008500,2989400,2958500, 
 现金的期初余额(万元),7521400,8457200,8522600,8871400,8091300,7606000,6014500,4892400,3884200,4002500,3912300,3144600,3008500,2989400,2958500,2827700, 
 现金等价物的期末余额(万元),143947600,144511600,110479600,135607200,90555000,87648900,112558700,78816300,48004700,37055200,56726600,26256400,24391400,26433900,13812500,21303500, 
 现金等价物的期初余额(万元),144511600,110479600,135607200,90555000,87648900,112558700,78816300,48004700,37055200,56726600,26256400,24391400,24712700,13812500,21303500,18535200, 
 现金及现金等价物的净增加额(万元),-1080700,33096200,-25193000,44703400,3686200,-24424500,35333900,31933700,11957700,-19789700,30560400,2632700,-185200,12640500,-7460100,2899100, 

