 报告日期,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 投资活动现金流出小计(万元),79757,171279,127541,142207,33821,32927,204064,34614,45577, 
 投资活动产生的现金流量净额(万元),89259,-114488,-97740,-124595,-15132,-6718,-182316,19736,-12843, 
 吸收投资收到的现金(万元),2000,--,--,--,8349,15967,60600,105105,1991, 
 其中：子公司吸收少数股东投资收到的现金(万元),2000,--,--,--,8349,--,--,--,--, 
 取得借款收到的现金(万元),313059,469669,7381,7620,47180,100000,172500,236248,138400, 
 发行债券收到的现金(万元),--,--,--,70000,130000,--,200000,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),315059,469669,7381,77620,185529,115967,433100,341353,140391, 
 偿还债务支付的现金(万元),327430,449880,15680,3000,100000,230000,302500,231000,134100, 
 分配股利、利润或偿付利息所支付的现金(万元),42851,78103,53860,40962,35590,15672,9817,4490,30364, 
 其中：子公司支付给少数股东的股利、利润(万元),6567,--,4498,3447,3233,4303,--,3309,3736, 
 支付其他与筹资活动有关的现金(万元),44629,165,--,674,1503,52,--,507,--, 
 筹资活动现金流出小计(万元),414909,528148,69540,44636,137093,245724,312317,235997,164464, 
 筹资活动产生的现金流量净额(万元),-99850,-58479,-62159,32984,48436,-129757,120783,105356,-24073, 
 汇率变动对现金及现金等价物的影响(万元),7,-93,44,-33,12,1,-42,-23,-92, 
 现金及现金等价物净增加额(万元),137862,14491,-91640,-33140,134156,-64951,-1396,179985,20155, 
 加:期初现金及现金等价物余额(万元),208403,183366,275006,308145,173989,238940,240336,60351,40196, 
 期末现金及现金等价物余额(万元),346265,197857,183366,275006,308145,173989,238940,240336,60351, 
 净利润(万元),131611,73080,61085,50743,68530,49797,48998,66977,46280, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2675,65,36,-28,358,-13,-110,-60,85, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),12194,12947,12829,13453,16291,15168,14040,15034,13816, 
 无形资产摊销(万元),5444,4551,4548,4692,3628,3331,3440,3440,3443, 
 长期待摊费用摊销(万元),524,548,530,534,443,421,218,391,39, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-16109,-5708,-31,124,569,41,93,155,63, 
 固定资产报废损失(万元),--,--,--,--,--,22,--,16,95, 
 公允价值变动损失(万元),--,--,--,--,--,-291,677,-387,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3458,10629,10504,8870,4020,7172,8255,3845,4057, 
 投资损失(万元),-59053,-20235,-24824,-12994,-34933,-16755,-18398,-40312,-8036, 
 递延所得税资产减少(万元),-1485,-207,-139,-54,7480,-1,155,-352,-1464, 
 递延所得税负债增加(万元),--,--,--,--,--,--,-70,70,11819, 
 存货的减少(万元),8197,-44697,-16738,10598,18563,-4434,-14795,1519,5231, 
 经营性应收项目的减少(万元),-54331,-34687,-31285,1415,-3327,-16287,4187,699,248675, 
 经营性应付项目的增加(万元),115324,191267,51699,-18847,19218,33350,13490,3882,-266941, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),148447,187552,68215,58505,100840,71522,60179,54916,57163, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),346265,197857,183366,275006,308145,173989,238940,240336,60351, 
 现金的期初余额(万元),208403,183366,275006,308145,173989,238940,240336,60351,40196, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),137862,14491,-91640,-33140,134156,-64951,-1396,179985,20155, 

