 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 汇率变动对现金及现金等价物的影响(万元),435,0,16,0,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),30069,55768,-1235,13906,857,-3004,23638,6491,14748, 
 加:期初现金及现金等价物余额(万元),130151,74383,75618,61712,59488,62491,38854,31498,23735, 
 期末现金及现金等价物余额(万元),160220,130151,74383,75618,60345,59488,62491,37989,38483, 
 净利润(万元),36457,26329,15852,5026,6689,5553,4632,3787,2153, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),4072,15609,4916,12832,591,9793,4403,2312,84, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4470,4270,4222,3126,2145,1834,1826,1557,1374, 
 无形资产摊销(万元),737,454,182,182,184,176,79,16,15, 
 长期待摊费用摊销(万元),458,424,377,410,149,25,--,7,24, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-38,-71,-115,-81,28,-352,-57,49,28, 
 固定资产报废损失(万元),--,--,--,--,--,6,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),10668,7754,2496,3647,5929,4734,2936,1507,75, 
 投资损失(万元),-20972,38,-3762,-42,-129,5,-12,--,-55, 
 递延所得税资产减少(万元),-621,-2323,-511,-2026,-348,-585,119,-359,-16, 
 递延所得税负债增加(万元),--,-320,107,107,--,--,--,--,--, 
 存货的减少(万元),-12784,-117185,-24507,11829,-29164,-21652,-17574,-1485,-3730, 
 经营性应收项目的减少(万元),-80435,-344621,2363,-559,-3607,-64858,-17696,-37382,-2327, 
 经营性应付项目的增加(万元),24310,282300,28699,-21299,-7608,43162,32360,-9786,19245, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,437,1477,1285,136,--, 
 经营活动产生现金流量净额(万元),-33678,-127344,30320,13152,-24704,-20682,12303,-39640,16869, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),160220,130151,74383,75618,60345,59488,62491,37989,38483, 
 现金的期初余额(万元),130151,74383,75618,61712,59488,62491,38854,31498,23735, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),30069,55768,-1235,13906,857,-3004,23638,6491,14748, 

