 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1492,4546,3316,8329,8117,3138,22058,4388,3446, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1122,--,--,16650,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,4667,2793,4669,5377,17730,5440,1530,14550, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),322231,241567,317252,267249,289974,213257,165469,174866,121871, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),209121,621109,664529,708763,881672,1024913,723843,607160,635378, 
 投资所支付的现金(万元),249362,459942,21556,21260,31610,271351,181038,32242,54454, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),53052,86655,--,--,--,--,--,--,328, 
 支付的其他与投资活动有关的现金(万元),--,--,--,4287,--,480,--,30225,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),511534,1167705,686085,734309,913282,1296744,904882,669628,690160, 
 投资活动产生的现金流量净额(万元),-189303,-926139,-368834,-467061,-623308,-1083487,-739412,-494761,-568289, 
 吸收投资收到的现金(万元),11448,24754,6490,18008,39009,30820,161610,30702,57661, 
 其中：子公司吸收少数股东投资收到的现金(万元),11448,12718,6490,18008,39009,30820,28607,30702,27829, 
 取得借款收到的现金(万元),714100,869900,1062465,984659,1968694,2096200,2181500,1921861,1485444, 
 发行债券收到的现金(万元),--,--,--,--,993000,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),16249,40000,66304,--,--,37,--,--,--, 
 筹资活动现金流入小计(万元),741797,934654,1135259,1002667,3000703,2127057,2343110,1952563,1543105, 
 偿还债务支付的现金(万元),841279,750753,1143030,1390174,2475094,1473634,2039999,1568011,1342744, 
 分配股利、利润或偿付利息所支付的现金(万元),418910,531660,626255,618675,507032,634414,350899,517447,262182, 
 其中：子公司支付给少数股东的股利、利润(万元),45417,83428,119492,101811,111013,64403,47816,60253,52197, 
 支付其他与筹资活动有关的现金(万元),71746,31594,1269,909,570,883,--,--,--, 
 筹资活动现金流出小计(万元),1331935,1314006,1770554,2009758,2982695,2108932,2390898,2085457,1604925, 
 筹资活动产生的现金流量净额(万元),-590138,-379353,-635295,-1007090,18008,18125,-47788,-132894,-61821, 
 汇率变动对现金及现金等价物的影响(万元),24,-50,33,-462,-834,1,-76,-86,67, 
 现金及现金等价物净增加额(万元),-101996,-306902,330978,-209035,436203,260856,119521,-90366,146147, 
 加:期初现金及现金等价物余额(万元),1280782,1587684,1245634,1454668,1018465,757610,638088,728454,582307, 
 期末现金及现金等价物余额(万元),1178785,1280782,1576612,1245634,1454668,1018465,757610,638088,728454, 
 净利润(万元),432818,474464,719717,840593,707808,769970,462414,281094,332649, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),14513,164,413,-5406,-436,4574,27610,3068,20422, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),582233,557844,545986,528487,497480,450529,426622,406409,405604, 
 无形资产摊销(万元),9730,8870,8167,7080,6580,6399,5746,4787,4347, 
 长期待摊费用摊销(万元),7780,8090,7000,3500,3058,2879,4027,1108,186, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1630,21416,6209,8571,2317,29634,-3071,174,-1027, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-322,516,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),139981,123469,127302,171921,179763,182170,187651,158592,149610, 
 投资损失(万元),-277443,-247824,-275156,-315529,-299871,-282837,-209580,-146098,-117865, 
 递延所得税资产减少(万元),-444,1075,5499,9099,6526,-13029,2587,-3133,2810, 
 递延所得税负债增加(万元),-1938,-1272,-13,-324,--,-129,-296,-154,-154, 
 存货的减少(万元),-61549,-29614,-63663,71329,28106,-7475,56088,-118553,-78685, 
 经营性应收项目的减少(万元),-89950,-300298,12326,56053,-165542,100832,16644,-187046,-354, 
 经营性应付项目的增加(万元),-79615,381739,241288,-109794,76548,82701,-69575,137127,58649, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,-70,--,--, 
 经营活动产生现金流量净额(万元),677421,998640,1335075,1265578,1042337,1326217,906798,537375,776190, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),27949,27330,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1178785,1280782,1576612,1245634,1454668,1018465,757610,638088,728454, 
 现金的期初余额(万元),1280782,1587684,1245634,1454668,1018465,757610,638088,728454,582307, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-101996,-306902,330978,-209035,436203,260856,119521,-90366,146147, 

