 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 收回投资所收到的现金(万元),338537,309559,191735,182313,371475,68071,--,--,--, 
 取得投资收益所收到的现金(万元),15540,6425,3246,1214,2147,684,--,1919,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8127,556,227,268,528,155,--,371,--, 
 处置子公司及其他营业单位收到的现金净额(万元),-1231,--,27941,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,345000,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),360972,316539,223148,183794,374150,68910,--,347290,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),259471,85371,52998,191412,199290,44710,--,164315,--, 
 投资所支付的现金(万元),298489,335348,212016,179269,373703,83564,--,12185,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),31778,11229,--,47289,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,349500,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),589738,431948,265014,417970,572993,128274,--,526000,--, 
 投资活动产生的现金流量净额(万元),-228765,-115409,-41866,-234176,-198843,-59363,--,-178710,--, 
 吸收投资收到的现金(万元),34578,168740,15500,490,102649,5180,--,50129,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),34578,13190,15500,490,2760,5180,--,--,--, 
 取得借款收到的现金(万元),528371,564550,168378,378519,280059,232278,--,397118,--, 
 发行债券收到的现金(万元),--,--,498785,449493,159515,49883,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,67996,--,--,--,90059,--, 
 筹资活动现金流入小计(万元),562949,733291,682663,896497,542224,287341,--,537306,--, 
 偿还债务支付的现金(万元),585746,723301,628972,632272,415154,254691,--,313950,--, 
 分配股利、利润或偿付利息所支付的现金(万元),67820,47927,42192,60003,48569,39691,--,16515,--, 
 其中：子公司支付给少数股东的股利、利润(万元),19428,6856,5301,6504,7845,7216,--,6931,--, 
 支付其他与筹资活动有关的现金(万元),--,--,47526,43496,--,--,--,266475,--, 
 筹资活动现金流出小计(万元),653566,771227,718689,735771,463724,294381,--,596940,--, 
 筹资活动产生的现金流量净额(万元),-90617,-37937,-36026,160727,78500,-7040,--,-59634,--, 
 汇率变动对现金及现金等价物的影响(万元),-1423,62,-40,34,-0,-28,--,-6,--, 
 现金及现金等价物净增加额(万元),21065,-5181,32050,-4991,10588,41319,--,-125298,--, 
 加:期初现金及现金等价物余额(万元),108091,113271,81221,86212,75624,34305,--,168303,--, 
 期末现金及现金等价物余额(万元),129156,108091,113271,81221,86212,75624,--,43005,--, 
 净利润(万元),89430,84288,79103,78648,91255,87962,--,66044,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),6547,398,874,124,995,1298,--,-80,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),96926,92218,84026,75361,67617,66885,--,51443,--, 
 无形资产摊销(万元),7795,7304,9065,6646,5312,5236,--,4670,--, 
 长期待摊费用摊销(万元),849,368,391,486,468,476,--,377,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),100,80,-206,144,-43,186,--,152,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),22050,23501,24236,23878,26754,20467,--,16538,--, 
 投资损失(万元),-15686,-8568,-5994,-2229,-3272,-2603,--,-3119,--, 
 递延所得税资产减少(万元),-1350,375,637,1149,-1014,385,--,216,--, 
 递延所得税负债增加(万元),1839,--,-296,-7,-0,-0,--,-5,--, 
 存货的减少(万元),-12022,-17901,-3984,-649,3486,-3927,--,-0,--, 
 经营性应收项目的减少(万元),-4254,-10634,-58070,-14052,-8468,-18269,--,-81372,--, 
 经营性应付项目的增加(万元),149649,-23327,-19800,-101074,-52157,-50345,--,58189,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),341872,148103,109982,68424,130931,107750,--,113052,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),129156,108091,113271,81221,86212,75624,--,43005,--, 
 现金的期初余额(万元),108091,113271,81221,86212,75624,34305,--,168303,--, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),21065,-5181,32050,-4991,10588,41319,--,-125298,--, 

