报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
应付利息(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
应付股利(万元),--,--,--,0,--,--,--,--,--,0,0,199,119,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),1111,1137,907,881,893,1661,1651,482,164,820,19,616,134,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动负债(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),4217,4175,4541,3752,2839,3737,3456,6813,1502,5138,3569,5429,4530,
长期借款(万元),--,--,--,0,--,--,--,--,7500,5500,0,0,0,
应付债券(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,6,21,35,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),161,138,103,105,70,--,--,--,--,0,--,--,--,
递延所得税负债(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,2350,3225,3650,50,150,185,535,420,
非流动负债合计(万元),161,138,103,111,91,2385,3225,3650,7550,5650,185,535,420,
负债合计(万元),4378,4313,4644,3864,2930,6122,6681,10463,9052,10788,3754,5964,4950,
实收资本(或股本)(万元),13360,13360,13360,13360,13360,13360,13360,6680,6680,6680,5000,4076,4076,
资本公积(万元),60246,60246,60246,60246,60246,60246,60246,66926,66926,66926,7407,758,758,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),2522,2085,1709,1413,1287,1225,1128,1047,781,632,315,788,349,
一般风险准备(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),19058,15183,12078,9266,8299,6355,7194,6362,6237,5701,3999,7142,7795,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,-1,-1,-1,-0,-0,-0,0,0,
归属于母公司股东权益合计(万元),95498,90857,87809,84391,83190,81184,81927,81015,80623,79938,16721,12763,12977,
少数股东权益(万元),--,--,--,0,--,--,--,--,--,0,0,0,0,
所有者权益(或股东权益)合计(万元),95498,90857,87809,84391,83190,81184,81927,81015,80623,79938,16721,12763,12977,
负债和所有者权益(或股东权益)总计(万元),99876,95170,92453,88255,86120,87306,88608,91478,89675,90726,20475,18727,17927,		
  
