报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
递延所得税资产(万元),1272,1094,738,575,424,460,300,513,--,
其他非流动资产(万元),13058,620,--,--,--,--,--,--,11525,
非流动资产合计(万元),154054,48648,42727,28417,14566,13401,7338,6655,--,
资产总计(万元),286643,276373,266398,254408,94243,68476,46499,42234,66116,
短期借款(万元),--,--,--,--,--,1000,1000,3040,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,2230,1200,350,--,384,--,
应付账款(万元),10095,13369,13476,16483,8973,10038,4177,4182,6630,
预收账款(万元),2582,3188,1832,3089,2724,828,1582,3740,27,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),613,267,172,4,5,--,--,30,--,
应交税费(万元),1529,981,2152,2417,3639,2712,1692,556,425,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),1610,943,406,--,--,--,--,5586,--,
其他应交款(万元),--,--,--,--,--,--,--,--,4,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),517,863,1045,904,450,255,245,108,497,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,3447,
流动负债合计(万元),16947,19611,19082,25127,16992,15182,8696,17627,11126,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,70,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),23,151,214,362,278,200,--,--,--,
递延所得税负债(万元),89,75,92,94,33,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),112,227,306,456,311,200,0,0,70,
负债合计(万元),17059,19837,19389,25583,17303,15382,8696,17627,11196,
实收资本(或股本)(万元),16000,16000,16000,16000,12000,12000,12000,12000,3000,
资本公积(万元),135747,134473,134173,134174,10747,10747,10747,10747,1118,
减:库存股(万元),2759,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),9596,9596,9596,6616,4670,2952,1550,245,8508,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),108190,94407,85041,72034,49523,27396,13505,1615,42293,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),266774,254477,244810,228824,76940,53094,37803,24607,54919,
少数股东权益(万元),2811,2059,2199,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),269585,256536,247009,228824,76940,53094,37803,24607,54919,
负债和所有者权益(或股东权益)总计(万元),286643,276373,266398,254408,94243,68476,46499,42234,66116,		
  
