报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
吸收存款及同业存放(万元),247612500,235278300,225320300,198023900,187684800,162914500,133090400,98197600,18329800,14096900,9785300,7966500,7019000,
拆入资金(万元),2460600,2802400,5258600,1306100,1511900,2548200,3926800,2627900,479900,503900,3300,17500,99200,
交易性金融负债(万元),1697500,1406000,2588300,850600,474700,369200,172200,--,--,--,0,--,0,
衍生金融负债(万元),2224700,1795000,871500,452700,277000,291800,95200,73200,1500,1000,26500,18900,17800,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
应付账款(万元),977900,546800,856500,473500,272100,261800,361500,7063900,28000,161400,0,--,0,
预收账款(万元),4722700,5948500,5882100,3702800,2948100,2107200,1551000,1053000,703400,408100,221000,298100,135200,
卖出回购金融资产款(万元),18902800,13398100,8916600,11923600,9967200,12164200,15497700,9973400,10785000,6036400,4133400,1398000,1457300,
应付手续费及佣金(万元),1119500,981800,928300,667300,472500,349500,270100,270600,228600,142200,124300,110400,89400,
应付职工薪酬(万元),3599900,3560600,3089200,2699000,1701300,1206000,956700,764900,401600,303300,215600,473200,213300,
应交税费(万元),3999500,3538500,2884800,2056800,1562300,824400,581600,726700,273600,139100,307300,190700,116600,
应付利息(万元),--,3069600,2458200,2535200,2606800,1710600,1149700,964500,178200,137800,97500,57400,28700,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,1100700,741300,539800,548500,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
应付分保账款(万元),1058700,951600,1417700,921200,874600,1230300,647500,468900,331900,299100,357100,241600,74600,
保险合同准备金(万元),160541100,139154800,115405600,99829600,84474800,71866600,61392600,52956300,44403500,36596300,42006400,38094700,29868500,
代理买卖证券款(万元),2531500,2229100,2608300,3281400,1434400,1004300,761100,823000,1310300,1349200,692900,1439400,375000,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
长期借款(万元),14806900,10916500,7125800,5239000,3663500,2365600,973400,1113400,990400,1314800,388400,321800,15500,
应付债券(万元),55687500,45128300,34982500,26441300,8811900,5675600,3879300,2663300,754000,499000,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
递延所得税负债(万元),1847600,2589100,1127400,991100,616000,623800,559900,461200,86900,100700,47200,482200,144100,
其他非流动负债(万元),21453200,26881400,20393300,16232000,7809300,3518200,1326400,1505200,878900,762200,697100,421100,197100,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
负债合计(万元),645931700,590515800,509044200,435158800,365209500,312060700,263461700,211408200,105474400,84396900,62617100,54188600,41666200,
实收资本(或股本)(万元),1828000,1828000,1828000,1828000,889200,791600,791600,791600,764400,734500,734500,734500,619500,
资本公积(万元),13114800,12093400,12251000,11796500,12937400,8300600,8412100,7222600,6896900,5608700,4809500,7211100,2324600,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
盈余公积(万元),1216400,1216400,1136600,849800,747000,698200,698200,698200,668900,620800,612500,762900,612000,
一般风险准备(万元),5579400,4496400,3679900,2824800,1919600,39500,39500,39500,39500,39500,39500,193900,51700,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
未分配利润(万元),33418200,23686300,17593200,13501100,9874800,8429900,6010300,4321900,2828200,1489200,1682000,1825200,918200,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,11100,10000,12900,5100,4300,-2300,-4200,0,
归属于母公司股东权益合计(万元),55650800,47335100,38344900,33424800,28956400,18270900,15961700,13086700,11203000,8497000,7875700,10723400,4526000,
少数股东权益(万元),12713500,11456600,10301200,7932300,6425200,5699600,5003200,4047500,485300,677300,271200,198400,136600,
所有者权益(或股东权益)合计(万元),68364300,58791700,48646100,41357100,35381600,23970500,20964900,17134200,11688300,9174300,8146900,10921800,4662600,
负债和所有者权益(或股东权益)总计(万元),714296000,649307500,557690300,476515900,400591100,336031200,284426600,228542400,117162700,93571200,70764000,65110400,46328800,		
  
