报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
长期递延收益(万元),360,343,447,353,302,--,--,--,--,
递延所得税负债(万元),1865,1940,2015,2090,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,365,913,553,93,
非流动负债合计(万元),228779,4904,9856,6294,9802,365,17563,12163,5093,
负债合计(万元),330108,182788,147004,140827,53057,39688,43570,38352,38431,
实收资本(或股本)(万元),105607,105607,66004,33002,15001,11816,11816,11816,11816,
资本公积(万元),142,142,142,33097,50598,--,--,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),9530,9530,8453,7809,6368,5120,3915,2687,1697,
一般风险准备(万元),724,1001,827,575,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),-368848,48815,78561,58857,52426,45236,34733,24016,15274,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),-252845,165095,153988,133341,124393,62172,50464,38519,28787,
少数股东权益(万元),6968,13027,11087,6200,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),-245878,178122,165075,139541,124393,62172,50464,38519,28787,
负债和所有者权益(或股东权益)总计(万元),84230,360910,312079,280368,177450,101859,94034,76871,67218,		
  
