报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
固定资产减值准备(万元),--,--,385,--,--,--,--,--,--,0,0,0,
固定资产(万元),32231,35033,51770,40355,44274,31389,24658,23633,16235,15035,14517,14908,
在建工程(万元),572,655,903,3076,2157,3206,7959,141,5713,687,1600,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),2529,2627,9225,2718,2806,2787,2858,1658,1701,1743,1753,1794,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),--,317,11664,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),1965,2205,794,897,573,--,--,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),803,711,685,499,478,346,337,282,184,186,148,179,
其他非流动资产(万元),414,--,642,1136,66,4736,--,--,--,0,0,0,
非流动资产合计(万元),54803,58017,77102,55710,50580,42710,37272,25996,24014,17843,18209,17118,
资产总计(万元),212902,207431,242629,152475,151072,139159,131554,129269,110156,56978,57965,47268,
短期借款(万元),--,2000,12800,--,--,--,1500,3500,1300,8800,12615,10515,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),282,--,--,--,--,--,0,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,34,--,--,--,--,0,0,0,
应付票据(万元),13264,8915,10411,11654,6629,2668,7320,13383,4402,2213,7222,3150,
应付账款(万元),17032,16618,23994,11082,17313,16649,16708,16191,11833,8559,7238,6025,
预收账款(万元),5884,6318,7826,3831,3828,5518,4706,3692,3050,2933,1537,1335,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),1451,635,811,525,896,984,1156,1031,710,1115,1170,665,
应交税费(万元),1773,1013,3174,1646,2133,1967,1397,780,401,913,442,336,
应付利息(万元),--,2,21,--,--,--,2,6,2,20,40,21,
应付股利(万元),--,--,--,--,--,--,31,--,--,0,0,29,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),2414,2123,4688,1134,961,435,212,178,306,205,145,100,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,2000,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),42100,37624,63724,29872,31795,28222,33031,38761,22003,26758,30409,22176,
长期借款(万元),16,23,--,--,--,--,--,--,--,1000,4000,4000,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,500,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),35,55,75,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),--,--,--,--,--,29,19,24,9,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
非流动负债合计(万元),67,205,679,0,0,29,19,24,9,1000,4000,4000,
负债合计(万元),42167,37829,64403,29872,31795,28250,33050,38785,22012,27758,34409,26176,
实收资本(或股本)(万元),42850,42850,42850,35100,23400,23400,11700,11700,7800,5800,5800,5800,
资本公积(万元),66485,66308,66298,28432,40132,40163,51863,51863,55763,2578,2578,2578,
减:库存股(万元),9440,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),11001,9451,8703,7729,6569,5170,3944,3043,2712,2373,1816,1420,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),60256,50453,44234,48388,45914,38682,29093,22207,20376,17091,12181,9483,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),171090,169090,162096,119650,116015,107414,96600,88813,86652,27842,22375,19281,
少数股东权益(万元),-355,512,16131,2954,3262,3494,1904,1671,1493,1378,1182,1811,
所有者权益(或股东权益)合计(万元),170735,169602,178226,122603,119278,110908,98504,90484,88144,29220,23557,21092,
负债和所有者权益(或股东权益)总计(万元),212902,207431,242629,152475,151072,139159,131554,129269,110156,56978,57965,47268,		
  
