报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),50150,149989,59971,20657,31105,75446,--,--,--,
其他流动负债(万元),--,57,273359,354344,101483,51288,--,--,--,
流动负债合计(万元),471843,640844,585020,556543,428030,426641,--,315563,--,
长期借款(万元),180534,53259,121826,125779,184187,36116,--,149684,--,
应付债券(万元),119878,119598,219248,159785,59893,--,--,--,--,
长期应付款(万元),--,43,54,26856,18126,72,--,--,--,
专项应付款(万元),201564,1453,3226,4448,7417,10610,--,4391,--,
预计非流动负债(万元),--,--,--,--,--,--,--,63961,--,
长期递延收益(万元),8169,6370,6456,6376,5755,3757,--,--,--,
递延所得税负债(万元),17363,1099,2093,3488,2638,558,--,22,--,
其他非流动负债(万元),--,--,--,--,--,--,--,1017,--,
非流动负债合计(万元),544613,200843,375250,356835,367571,136573,--,219075,--,
负债合计(万元),1016456,841686,960271,913379,795601,563214,--,534637,--,
实收资本(或股本)(万元),619318,619318,549450,549450,549450,500000,--,500000,--,
资本公积(万元),186106,186195,100513,100513,100513,50058,--,31252,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),2629,2218,1674,1153,400,214,--,--,--,
盈余公积(万元),47969,41620,35775,29997,24129,17327,--,5167,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),407728,363276,314447,266352,220297,163686,--,55319,--,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),1255989,1207990,999633,945935,900603,744674,756700,591738,612100,
少数股东权益(万元),246290,162850,136786,128577,115608,110544,--,90039,--,
所有者权益(或股东权益)合计(万元),1502280,1370840,1136419,1074512,1016211,855218,--,681777,--,
负债和所有者权益(或股东权益)总计(万元),2518736,2212527,2096689,1987891,1811812,1418432,1315200,1216415,--,		
  
