报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
交易性金融负债(万元),106,--,19,--,--,--,--,--,--,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应付票据(万元),138821,137697,85247,73306,46325,21720,19596,7245,4659,5198,6881,0,
应付账款(万元),631714,437265,291397,136531,126406,74031,54637,28625,24006,14933,5627,7338,
预收账款(万元),5890,23379,2012,2260,846,464,491,835,42,17,68,65,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应付职工薪酬(万元),30734,16087,15748,5189,4661,3581,3282,1545,1321,793,686,542,
应交税费(万元),14126,11040,8795,962,1339,951,273,-3678,-505,764,323,1760,
应付利息(万元),4475,4849,3830,783,496,231,291,108,--,0,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
其他应付款(万元),5170,13234,104157,2092,7474,803,742,79,68,10,3,49,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,--,
一年内到期的非流动负债(万元),65233,73515,9182,--,7269,4966,--,--,--,0,0,--,
其他流动负债(万元),--,60000,--,--,--,--,--,--,--,0,0,--,
流动负债合计(万元),1839906,1408898,1000794,417307,354571,185922,141641,47942,30092,31727,22941,18621,
长期借款(万元),278519,7000,225279,--,--,--,--,--,--,0,0,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,--,
长期应付款(万元),119162,14177,10842,--,5731,7312,--,--,--,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
预计非流动负债(万元),799,340,445,--,--,--,--,--,--,0,0,--,
长期递延收益(万元),28417,1684,1848,2114,188,--,--,--,--,0,0,--,
递延所得税负债(万元),3195,--,--,--,--,--,--,--,--,0,0,--,
其他非流动负债(万元),--,--,--,--,--,233,278,323,368,413,0,0,
非流动负债合计(万元),430091,23201,238415,2114,5918,7544,278,323,368,413,0,0,
负债合计(万元),2269997,1432099,1239209,419421,360489,193466,141919,48264,30459,32140,22941,18621,
实收资本(或股本)(万元),160657,107105,84739,84739,76800,38400,38400,19200,16000,12000,12000,12000,
资本公积(万元),533218,586795,164707,164556,57005,82036,82105,97465,100665,8202,8202,8202,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,--,
盈余公积(万元),4515,3735,3411,3301,3149,3066,2793,2793,2102,1381,781,199,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,--,
未分配利润(万元),156453,81479,30255,16792,13772,10260,7856,25957,19876,14595,7964,2056,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,--,
归属于母公司股东权益合计(万元),841478,777318,273248,268619,149930,133762,131154,145415,138642,36177,28946,22457,
少数股东权益(万元),2091,1931,1424,3204,989,908,889,879,613,0,0,--,
所有者权益(或股东权益)合计(万元),843568,779249,274673,271823,150919,134670,132043,146294,139255,36177,28946,22457,
负债和所有者权益(或股东权益)总计(万元),3113566,2211348,1513881,691243,511408,328137,273962,194558,169714,68317,51887,41078,		
  
