报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),12400,12690,14020,11450,6630,750,--,--,--,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),324183,197247,154807,113598,85527,66126,53296,47350,39901,32088,33424,33552,
长期借款(万元),15550,7860,7990,11520,18940,13200,--,--,--,10000,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,415,93,118,118,166,166,191,214,233,251,
专项应付款(万元),--,--,--,--,--,--,--,506,--,1135,927,180,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),2245,1156,947,1176,--,--,--,--,--,0,0,0,
递延所得税负债(万元),824,218,230,118,--,--,--,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,1180,573,629,--,--,0,0,0,
非流动负债合计(万元),18619,9234,9582,12907,20238,13891,795,673,191,11349,1160,431,
负债合计(万元),342803,206481,164388,126504,105765,80016,54091,48022,40092,43437,34583,33983,
实收资本(或股本)(万元),123026,55560,52250,20900,20900,20900,20900,20900,8360,6260,6260,5000,
资本公积(万元),81645,52242,12998,44255,44255,44255,44255,44504,56795,3012,3012,4,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),303,59,58,61,46,28,71,--,--,0,0,0,
盈余公积(万元),4903,4296,2890,2432,2166,2038,1947,1947,1356,757,231,297,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),39006,31052,20439,16611,13759,12698,12534,16348,12568,7140,2217,1991,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),248883,143208,88634,84259,81126,79919,79707,83699,79079,17169,11720,7292,
少数股东权益(万元),1739,519,1346,2498,693,791,680,1789,554,523,487,163,
所有者权益(或股东权益)合计(万元),250622,143728,89980,86758,81819,80710,80388,85489,79633,17692,12207,7455,
负债和所有者权益(或股东权益)总计(万元),593425,350209,254369,213262,187584,160726,134479,133511,119725,61129,46791,41438,		
  
