报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),1991,1927,2117,2011,1909,1202,--,--,--,0,0,0,
无形资产(万元),5011,5105,1380,1488,1779,922,2584,2040,2261,2959,2924,957,
开发支出(万元),174,645,738,365,214,68,--,--,--,0,0,0,
商誉(万元),87372,83659,41406,39393,9917,--,--,--,--,0,0,0,
长期待摊费用(万元),987,83,168,140,104,300,33,54,75,95,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),5434,5214,6170,3764,2088,312,93,153,37,24,15,11,
其他非流动资产(万元),3117,--,--,--,124,--,--,--,--,0,0,0,
非流动资产合计(万元),180040,162018,121621,93129,65897,48218,30651,17332,12135,8176,6998,3150,
资产总计(万元),291505,272012,210010,202450,170106,153040,149680,137126,51457,37022,22056,17148,
短期借款(万元),13993,7334,4000,16234,3000,6000,2500,--,1213,2000,1800,1800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),915,958,680,2586,600,263,10147,7360,3900,2348,1764,1237,
应付账款(万元),12873,11909,14188,17282,20188,18984,14843,9857,11167,6326,4492,2601,
预收账款(万元),50,--,--,107,2,2,2,2,--,0,74,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),2192,1537,561,646,522,339,279,224,274,153,96,71,
应交税费(万元),760,607,434,952,-2225,-2364,-844,1461,1398,1593,1067,1713,
应付利息(万元),77,187,80,7,8,16,35,33,31,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),29864,5098,345,525,3602,28,7,40,34,159,62,72,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),11981,22213,--,--,--,--,--,--,--,0,0,0,
其他流动负债(万元),37,24,--,--,--,--,--,533,--,0,0,0,
流动负债合计(万元),72742,49865,20288,38337,25697,23268,26969,19509,18018,12580,9355,7493,
长期借款(万元),26853,12940,20798,--,10158,10131,--,--,--,0,0,0,
应付债券(万元),--,--,--,--,--,--,3591,3580,3570,0,0,0,
长期应付款(万元),2156,657,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,210,200,850,850,
预计非流动负债(万元),60,55,55,49,44,--,--,--,--,0,0,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),5984,6208,3774,2647,1862,--,--,--,--,0,0,0,
其他非流动负债(万元),691,830,968,1147,1285,1486,1495,--,--,0,0,0,
非流动负债合计(万元),35745,20690,25595,3843,13349,11616,5086,3580,3780,200,850,850,
负债合计(万元),108486,70555,45883,42180,39045,34884,32055,23090,21798,12780,10205,8343,
实收资本(或股本)(万元),45120,44926,44043,40510,38016,23760,15840,7920,4900,4900,4000,4000,
资本公积(万元),87724,89599,78099,65862,54258,68621,76596,84516,7568,7568,368,366,
减:库存股(万元),3724,4327,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),39,10,75,59,88,--,--,--,--,0,0,0,
盈余公积(万元),4185,3974,3974,3974,3974,3847,3574,2907,2112,1530,1047,691,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),34474,25223,21251,19053,21314,21439,21626,18694,15080,10244,6436,3739,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,-108,-11,--,--,0,0,0,
归属于母公司股东权益合计(万元),171225,160388,149317,130566,117550,117559,117624,114036,29660,24242,11851,8795,
少数股东权益(万元),11794,41069,14810,29704,13511,596,--,--,--,0,0,10,
所有者权益(或股东权益)合计(万元),183019,201457,164127,160270,131060,118155,117624,114036,29660,24242,11851,8805,
负债和所有者权益(或股东权益)总计(万元),291505,272012,210010,202450,170106,153040,149680,137126,51457,37022,22056,17148,		
  
