报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
长期借款(万元),93663,162849,36322,23162,36515,8972,6294,395,3045,4741,0,3600,5501,3500,4617,2132,
应付债券(万元),99725,--,--,--,--,--,--,--,2075,4194,7092,6958,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
预计非流动负债(万元),14342,13259,3994,2889,2375,2274,2531,794,624,512,521,1401,0,0,0,0,
长期递延收益(万元),12942,13170,9135,8814,5432,--,--,--,0,0,0,0,0,0,0,0,
递延所得税负债(万元),21487,21565,1327,1188,1061,833,778,3,0,0,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,5818,3475,1839,1224,387,104,0,0,0,0,0,
非流动负债合计(万元),242353,211054,50893,36227,45618,17897,13078,3031,6967,9833,7716,11959,5501,3500,4617,2132,
负债合计(万元),885525,827940,205321,231695,163838,144508,68975,47661,73719,57650,38528,34306,31273,20611,11302,5517,
实收资本(或股本)(万元),183722,181502,174003,153770,69652,27800,27800,27800,20800,2000,2000,2000,2000,2000,2000,2000,
资本公积(万元),275883,267899,198807,7135,86744,127576,127292,125262,3577,988,3123,786,3651,3059,100,100,
减:库存股(万元),8795,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
专项储备(万元),72,50,72,43,47,69,--,--,0,0,0,0,0,0,0,0,
盈余公积(万元),16510,14399,11378,8251,5155,4534,2628,2561,1626,2085,1506,225,3063,3063,3063,3063,
一般风险准备(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
未分配利润(万元),148223,107194,91839,59854,39027,37546,27531,25934,12267,15770,9690,5488,11617,10334,5722,3063,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,267,477,126,162,176,213,0,0,0,0,0,
归属于母公司股东权益合计(万元),611454,565018,475493,228676,200335,197792,185729,181683,38432,21019,16533,8500,20331,18456,10886,8226,
少数股东权益(万元),25,25,--,--,--,--,--,--,0,0,78,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),611479,565043,475493,228676,200335,197792,185729,181683,38432,21019,16611,8500,20331,18456,10886,8226,
负债和所有者权益(或股东权益)总计(万元),1497004,1392983,680814,460371,364173,342300,254703,229344,112152,78669,55139,42806,51604,39067,22188,13743,		
  
