报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,
投资性房地产(万元),3542,3675,2213,2293,2372,--,--,--,--,0,--,--,
固定资产原值(万元),361649,318760,290564,287233,267422,181918,158650,103677,89699,75999,--,--,
累计折旧(万元),104267,85535,71392,57788,46349,40584,30950,24970,19219,14615,--,--,
固定资产净值(万元),257382,233225,219172,229445,221073,141335,127700,78707,70480,61384,--,--,
固定资产减值准备(万元),1821,1103,1486,2515,1833,211,--,--,--,0,--,--,
固定资产(万元),255560,232122,217686,226930,219239,141124,127700,78707,70480,61384,54323,46355,
在建工程(万元),11366,19763,849,2945,16663,68669,9981,11002,1574,1843,5957,4754,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,
无形资产(万元),12503,12661,13791,14069,14423,15733,7098,7030,6986,7034,5956,5221,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,
商誉(万元),6,6,6,6,6,6,--,--,--,0,0,0,
长期待摊费用(万元),14,21,28,5,22,58,94,130,173,11,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,
递延所得税资产(万元),5468,7151,5054,4070,3630,3167,2674,2555,2145,1411,1676,1043,
其他非流动资产(万元),10444,2368,4214,583,1006,3812,11601,--,--,0,0,0,
非流动资产合计(万元),298904,277768,243842,250901,257362,232570,159148,99424,81357,71683,67912,57373,
资产总计(万元),514591,579185,451246,454428,455000,449286,342575,282099,324067,147940,144924,114587,
短期借款(万元),34718,51838,3000,28577,21435,18201,56163,40080,76106,48988,42100,40833,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,
应付票据(万元),6824,--,2577,556,--,1379,3313,1039,10184,7444,18123,4720,
应付账款(万元),50912,58600,31080,32559,32465,26056,28830,20978,19100,13311,19436,12387,
预收账款(万元),5937,6159,5553,1856,2257,4329,1535,2667,2472,6094,1588,3549,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,
应付职工薪酬(万元),7351,5727,5708,3515,2737,3132,3434,1398,1619,1483,1279,875,
应交税费(万元),4571,5564,5615,2002,2870,2409,3198,-3222,585,1079,1380,355,
应付利息(万元),84,3817,3760,3760,3760,3760,--,--,--,0,0,0,
应付股利(万元),214,191,92,--,--,--,--,--,--,0,0,149,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
其他应付款(万元),44830,42352,38934,25100,16011,17586,16810,9739,9856,9914,5243,11420,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,
一年内到期的非流动负债(万元),14710,82992,--,14759,12692,8742,2916,361,623,919,5117,1730,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),170151,257239,96320,112684,94227,85594,116198,73040,120545,89232,94266,76020,
长期借款(万元),7460,15000,--,13000,40392,48809,--,--,3621,5740,8331,11945,
应付债券(万元),--,--,82860,82735,82617,82505,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,2147,4532,--,--,240,240,320,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,
长期递延收益(万元),4455,2551,2395,2583,2759,--,--,--,--,0,--,--,
递延所得税负债(万元),1400,--,33,29,23,--,--,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,1999,1289,1307,219,231,243,0,
非流动负债合计(万元),13316,17551,85288,98347,125791,135460,5821,1307,3840,6210,8814,12265,
负债合计(万元),183467,274790,181608,211031,220017,221053,122019,74347,124385,95443,103080,88284,
实收资本(或股本)(万元),128669,75746,50526,48672,40560,31200,20800,16000,16000,12000,12000,6000,
资本公积(万元),60940,113270,136185,127436,135548,144908,155770,160452,160452,19280,19491,2134,
减:库存股(万元),12292,5294,7886,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,
盈余公积(万元),4730,4512,2708,2708,2708,2466,2466,1534,1446,812,312,1447,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,
未分配利润(万元),149076,116159,88105,64581,56167,49659,41185,29426,21461,11207,2643,10455,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),331124,304394,269639,243397,234983,228232,220221,207412,199359,43299,34445,20036,
少数股东权益(万元),--,--,--,--,--,--,336,339,323,9199,7398,6267,
所有者权益(或股东权益)合计(万元),331124,304394,269639,243397,234983,228232,220557,207752,199682,52498,41843,26302,
负债和所有者权益(或股东权益)总计(万元),514591,579185,451246,454428,455000,449286,342575,282099,324067,147940,144924,114587,		
  
