报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
无形资产(万元),57898,925,8743,8935,9139,9134,14760,2243,2238,1535,1490,920,
开发支出(万元),--,--,--,--,--,--,0,--,--,0,0,0,
商誉(万元),242,--,--,--,--,--,0,--,--,0,0,0,
长期待摊费用(万元),1628,1976,2962,4296,6095,7284,6894,6585,5132,3542,2419,299,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),2239,2543,2970,3157,3121,1582,621,451,428,662,268,216,
其他非流动资产(万元),246,--,1362,1419,3595,--,0,--,--,0,0,0,
非流动资产合计(万元),252129,83506,149102,154362,159741,145516,136110,74425,53489,40647,31026,24571,
资产总计(万元),332154,232458,244498,275117,271711,279303,260744,223046,232084,95875,86699,67390,
短期借款(万元),--,--,18000,1940,5000,2000,30923,--,--,20000,6000,0,
向中央银行借款(万元),--,--,--,--,--,--,0,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,0,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,0,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,0,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,--,--,2705,4362,6718,5129,10778,10967,9067,19035,0,
应付账款(万元),12951,1451,14124,13327,12558,14066,12187,6744,3924,5335,6212,13326,
预收账款(万元),15796,4671,6148,8318,3996,3807,4101,3986,5584,7962,7294,6447,
卖出回购金融资产款(万元),--,--,--,--,--,--,0,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,0,--,--,0,0,0,
应付职工薪酬(万元),1292,430,1856,2569,3229,3157,2289,2063,1734,1472,1349,2349,
应交税费(万元),2090,2117,1097,1454,1088,2044,2559,379,725,2399,1581,207,
应付利息(万元),--,--,629,2212,2212,2212,0,--,--,0,0,0,
应付股利(万元),--,--,--,--,80,17,0,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),49614,20476,1022,1593,1871,2142,1652,1199,1139,1084,624,23086,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,0,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,0,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,0,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,0,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),2200,--,--,39509,--,--,0,--,--,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,0,--,--,0,0,0,
流动负债合计(万元),83943,29146,42875,73627,34396,36164,58838,25149,24072,47318,42094,45416,
长期借款(万元),5400,--,--,--,--,--,0,--,20000,2000,4000,0,
应付债券(万元),--,--,--,484,39863,39738,0,--,--,0,0,0,
长期应付款(万元),8466,--,--,--,--,--,0,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,0,--,--,0,0,0,
预计非流动负债(万元),2236,2037,1963,2037,2111,2102,2107,2084,2105,1964,1862,1685,
长期递延收益(万元),--,--,2056,2111,742,--,--,--,--,0,0,0,
递延所得税负债(万元),5584,--,--,--,--,--,0,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,762,0,--,--,0,0,0,
非流动负债合计(万元),21686,2037,4019,4632,42716,42602,2107,2084,22105,3964,5862,1685,
负债合计(万元),105628,31183,46894,78259,77112,78766,60945,27233,46177,51282,47956,47101,
实收资本(或股本)(万元),54400,32000,32000,32000,32000,32000,32000,20000,20000,15000,15000,413,
资本公积(万元),103895,126203,126203,126203,126203,126203,126203,138203,138203,16253,16253,0,
减:库存股(万元),--,--,--,--,--,--,0,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,0,--,--,0,0,0,
盈余公积(万元),8752,8116,7699,7624,7399,7399,6685,5286,3295,1859,759,2008,
一般风险准备(万元),--,--,--,--,--,--,0,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),53558,34950,31702,31030,28998,34937,34911,32325,24409,11481,6730,17868,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,0,--,--,0,0,0,
归属于母公司股东权益合计(万元),222303,201269,197604,196857,194599,200538,199799,195814,185907,44593,38742,20289,
少数股东权益(万元),4222,6,--,--,--,--,0,--,--,0,0,0,
所有者权益(或股东权益)合计(万元),226525,201275,197604,196857,194599,200538,199799,195814,185907,44593,38742,20289,
负债和所有者权益(或股东权益)总计(万元),332154,232458,244498,275117,271711,279303,260744,223046,232084,95875,86699,67390,		
  
