报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),2435,3868,--,--,208,--,--,--,--,0,0,0,
其他流动负债(万元),--,--,--,--,1367,--,--,--,--,0,0,270,
流动负债合计(万元),167491,165911,142213,100683,139832,51909,58303,34810,25016,10321,3704,5452,
长期借款(万元),7000,7500,3000,--,--,--,--,--,--,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,1937,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),409,--,--,--,396,--,--,--,--,0,0,0,
长期递延收益(万元),447,137,140,384,623,--,--,--,--,0,0,0,
递延所得税负债(万元),646,715,784,855,930,--,--,2,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,928,333,--,--,0,0,0,
非流动负债合计(万元),8502,10289,3924,1238,1950,928,333,2,0,0,0,0,
负债合计(万元),175993,176200,146137,101921,141782,52837,58636,34812,25016,10321,3704,5452,
实收资本(或股本)(万元),109412,84163,47944,50013,48589,40882,20446,20000,10000,7500,7500,3756,
资本公积(万元),41345,66554,130509,155728,149100,55188,74652,71914,81956,2255,2255,1533,
减:库存股(万元),--,--,28173,27294,1367,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),6576,6576,3825,3825,3888,3220,2603,1783,1281,849,539,869,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),-36288,46900,44282,40962,40654,36268,33322,23727,18216,10352,5429,5279,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,-103,-12,-9,-0,0,0,0,
归属于母公司股东权益合计(万元),119632,203467,196714,222658,240760,135454,131011,117415,111453,20956,15723,11437,
少数股东权益(万元),6302,12284,8731,6881,7622,3983,7902,6380,3952,1920,1123,765,
所有者权益(或股东权益)合计(万元),125934,215752,205446,229539,248382,139437,138913,123795,115405,22876,16846,12202,
负债和所有者权益(或股东权益)总计(万元),301927,391951,351583,331460,390164,192274,197549,158607,140421,33196,20550,17653,		
  
