报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
无形资产(万元),317800,316200,218800,205900,170700,146100,136300,116500,122100,115100,136700,125800,75000,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
递延所得税资产(万元),2197500,1645600,1256700,1668400,1607700,1722400,1250100,792600,734100,582100,414700,380000,457200,
其他非流动资产(万元),5793100,18218800,14877100,13708500,14672800,11377400,8605400,5364700,3925900,2194000,1240400,7133100,5167900,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
资产总计(万元),953117100,903825400,840316600,715536200,626829900,596093700,527337900,461117700,395159300,330913700,267825500,210362600,171626300,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
向中央银行借款(万元),52013800,53286700,44359700,13532000,8366900,587100,15000,--,2000,1100,--,3800,--,
吸收存款及同业存放(万元),689464800,623786600,598257600,569902400,505170500,491394100,443749400,394593900,346811200,291789400,234889000,181953900,154158400,
拆入资金(万元),40331800,44437300,35426700,24184400,21299600,20921600,20419700,16417800,9825100,8572900,5156300,3886300,3823300,
交易性金融负债(万元),2310900,2696400,4970000,2929700,1874900,1196500,1541000,1292800,922900,646800,433800,670900,815200,
衍生金融负债(万元),2810500,3334400,3459900,3316400,1007400,1667500,765000,599300,515000,290700,567500,331900,56800,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
应付账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
卖出回购金融资产款(万元),13751300,9798300,17920900,4986500,8957300,15536800,2956000,2761400,1849600,2159300,3481500,2772100,12100,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
应付职工薪酬(万元),930900,877000,781400,727100,616300,567300,689900,692000,626900,474400,396800,323200,218400,
应交税费(万元),679400,1188200,969300,1278400,1119000,971100,1072800,736600,690900,553300,618300,765900,379300,
应付利息(万元),--,9257900,7963500,7440900,7089200,5981200,5075700,3905300,3271500,2515600,2225900,1275600,872600,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
应付债券(万元),31768800,28766200,22951500,17010600,12954700,8223800,7957200,8180300,5200000,5300000,4000000,3700000,1229200,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
预计非流动负债(万元),606300,44900,44800,46300,27900,46700,48100,71000,63500,65300,70600,87500,99500,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
递延所得税负债(万元),59800,52000,14500,11900,3200,1800,500,2100,6600,3500,400,18100,1500,
其他非流动负债(万元),11182700,9777300,8061100,7433900,7122400,4387900,4902900,4586400,3008400,2098900,1421200,1693700,1101800,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
负债合计(万元),882586300,836198300,777075900,661727000,579469400,553945300,489193200,433838900,372793600,314471200,253261300,197482900,162768100,
实收资本(或股本)(万元),7426300,7426300,7426300,7426300,7426300,7426300,7426300,6188600,5626000,4899400,4899400,4899400,4580400,
资本公积(万元),11366300,11366300,11339200,11339200,11349600,10848100,11240800,6881800,6887600,4540500,4714700,4595900,2405700,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
盈余公积(万元),20431200,19722800,19041400,18386200,14276400,10950900,8294700,6701100,4505200,2593600,1608000,473900,217000,
一般风险准备(万元),11428100,10447000,8773200,7565300,7154900,6275700,3430900,2909400,2396200,1845600,1257400,1063600,442800,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,
未分配利润(万元),12916100,12451400,10069800,7309800,7182500,6733000,7786700,4683400,2994100,2604600,2150800,1861200,1212300,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,1078800,
外币报表折算差额(万元),--,--,--,--,--,-277900,-187600,-184100,-131800,-98900,-109400,-56100,--,
归属于母公司股东权益合计(万元),69840500,67114300,62914200,53488500,47105500,41956100,37991800,27180200,22277300,16384800,14520900,12837900,8858200,
少数股东权益(万元),690300,512800,326500,320700,255000,192300,152900,98600,88400,57700,43300,41800,--,
所有者权益(或股东权益)合计(万元),70530800,67627100,63240700,53809200,47360500,42148400,38144700,27278800,22365700,16442500,14564200,12879700,8858200,
负债和所有者权益(或股东权益)总计(万元),953117100,903825400,840316600,715536200,626829900,596093700,527337900,461117700,395159300,330913700,267825500,210362600,171626300,		
  
