报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),91514,15240,--,--,4000,--,--,--,--,1900,0,0,
其他流动负债(万元),80701,226705,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),726871,812611,45066,22593,34095,16202,20837,11856,11924,19624,24650,19587,
长期借款(万元),410755,30000,--,--,5763,--,--,--,--,7500,0,0,
应付债券(万元),--,--,15217,26858,26798,26741,--,--,--,0,0,0,
长期应付款(万元),608503,--,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,13594,--,--,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),10502,246,50,512,128,--,--,--,--,0,0,0,
递延所得税负债(万元),15795,--,--,--,--,--,--,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,710,862,1021,1164,1146,729,0,
非流动负债合计(万元),1045555,30246,15267,27370,46282,27450,862,1021,1164,8646,729,0,
负债合计(万元),1772426,842857,60333,49963,80378,43652,21699,12877,13088,28270,25379,19587,
实收资本(或股本)(万元),136766,46946,46946,46946,31297,31297,31434,24030,13350,10000,10000,10000,
资本公积(万元),1375170,54484,54484,54484,70133,70133,70564,76316,86996,3995,3995,3995,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),1704,1704,1704,1704,1704,1447,1332,1257,933,689,454,239,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),-22793,-26256,-27790,-30408,34063,33404,32991,29956,21333,13476,6985,1567,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),1490847,76877,75344,72726,137197,136281,136320,131559,122611,28160,21434,15800,
少数股东权益(万元),424077,--,--,--,--,--,--,--,--,0,0,0,
所有者权益(或股东权益)合计(万元),1914924,76877,75344,72726,137197,136281,136320,131559,122611,28160,21434,15800,
负债和所有者权益(或股东权益)总计(万元),3687350,919735,135677,122689,217574,179933,158019,144435,135699,56429,46813,35387,		
  
