报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),25583,12041,12322,4682,4811,3587,3213,3282,3332,3403,3059,2564,
开发支出(万元),2975,2728,--,--,--,--,--,--,--,0,0,0,
商誉(万元),181673,168709,152498,592,592,592,592,592,592,592,592,506,
长期待摊费用(万元),7018,681,1081,186,216,110,145,49,100,127,153,164,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),1661,1386,930,832,812,477,387,303,210,195,164,167,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
非流动资产合计(万元),295945,233831,205643,44554,40117,33975,32208,26382,24123,19223,18309,12646,
资产总计(万元),518798,479342,427711,99963,100125,85340,84184,82291,86057,39405,38629,31510,
短期借款(万元),8200,22310,18700,1700,2000,1300,1150,1030,2895,5345,5550,2700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),10610,30,--,--,--,--,--,--,--,0,0,0,
应付账款(万元),15707,18139,11568,6604,5715,5058,4845,6313,6085,3862,3599,2557,
预收账款(万元),23223,18119,12219,8581,12895,7853,10288,11173,10180,5377,7844,6597,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),2201,1460,1137,905,701,555,544,549,556,244,370,769,
应交税费(万元),2779,3146,1557,373,680,293,834,387,543,142,-155,192,
应付利息(万元),24,23,8,6,6,--,--,--,--,0,0,0,
应付股利(万元),--,--,--,122,102,102,98,82,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),9733,8786,2059,277,329,392,432,461,1459,923,2449,1812,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),910,--,--,2900,50,--,--,--,--,0,0,900,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),73387,72012,47249,21468,22478,15552,18192,19996,21718,15893,19658,15527,
长期借款(万元),8898,215,--,--,2900,200,--,--,3000,3000,3000,3000,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),2273,2224,2349,1964,1263,--,--,--,--,0,0,0,
递延所得税负债(万元),804,766,851,76,78,80,82,84,86,87,89,0,
其他非流动负债(万元),--,--,--,--,--,1470,1051,898,929,915,600,450,
非流动负债合计(万元),11976,3205,3200,2040,4240,1749,1133,982,4015,4002,3689,3450,
负债合计(万元),85363,75217,50449,23508,26718,17302,19325,20978,25733,19896,23347,18977,
实收资本(或股本)(万元),78519,49074,49074,26800,26800,26800,26800,13400,13400,10000,10000,7500,
资本公积(万元),264497,295385,295444,21020,21038,20948,20947,34347,34446,796,806,2056,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),3358,3026,2853,2787,2495,2215,1785,1311,818,584,242,125,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),71753,45690,22816,19031,16742,15088,12821,9893,8212,5096,1565,849,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),418126,393175,370187,69637,67075,65052,62353,58951,56875,16476,12613,10531,
少数股东权益(万元),15309,10950,7074,6817,6331,2986,2506,2362,3449,3034,2669,2003,
所有者权益(或股东权益)合计(万元),433435,404125,377262,76455,73406,68038,64859,61313,60324,19510,15282,12534,
负债和所有者权益(或股东权益)总计(万元),518798,479342,427711,99963,100125,85340,84184,82291,86057,39405,38629,31510,		
  
