报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
无形资产(万元),28359,1856,1216,556,582,465,427,273,2377,2189,0,922,
开发支出(万元),--,--,--,--,--,0,--,0,0,--,--,0,
商誉(万元),302898,84356,36959,811,811,811,811,811,0,--,0,0,
长期待摊费用(万元),7318,1095,623,1,4,38,59,84,0,--,0,260,
股权分置流通权(万元),--,--,--,--,--,--,--,0,0,--,--,0,
递延所得税资产(万元),28546,13720,748,3315,302,491,1289,648,736,675,357,187,
其他非流动资产(万元),23837,155238,1700,45670,17470,0,--,0,0,--,--,0,
非流动资产合计(万元),875042,362702,109009,219180,213130,192397,28771,14006,21658,32581,35128,48700,
资产总计(万元),4518157,3325888,2005459,1781990,1160940,897408,607382,550777,29730,41157,46904,73884,
短期借款(万元),475639,199900,170101,49900,133600,50000,86800,50000,10136,47268,47464,49932,
向中央银行借款(万元),--,--,--,--,--,0,--,0,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,0,--,0,0,--,--,0,
拆入资金(万元),--,--,--,--,--,0,--,0,0,--,--,0,
交易性金融负债(万元),180,--,--,--,--,0,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,0,0,--,--,0,
应付票据(万元),14055,--,940,--,--,0,--,0,1098,1414,1700,1617,
应付账款(万元),188820,141282,43223,42674,65878,51566,46845,44714,2017,2030,1809,4891,
预收账款(万元),193909,86707,20401,1770,3856,1501,8625,2382,2045,2080,2237,2234,
卖出回购金融资产款(万元),--,--,--,--,--,0,--,0,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,0,--,0,0,--,--,0,
应付职工薪酬(万元),10111,4252,4371,2763,1052,737,512,350,349,278,347,524,
应交税费(万元),15629,32745,19288,20026,14782,21041,16324,48476,18267,-691,-825,-869,
应付利息(万元),86665,46024,19075,9084,8018,12522,631,3375,7901,14949,10328,4982,
应付股利(万元),--,--,--,--,--,0,--,0,0,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,0,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,0,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,0,0,--,--,0,
其他应付款(万元),320168,194654,60814,9032,13013,8950,40347,8123,9741,6316,6243,6250,
预提费用(万元),--,--,--,--,--,--,--,0,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,0,--,0,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,0,--,0,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,0,--,0,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,0,--,0,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,0,--,0,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,0,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,0,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,0,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,0,0,--,--,0,
一年内到期的非流动负债(万元),497665,346376,116355,447829,55000,84000,40000,60000,0,--,0,0,
其他流动负债(万元),2396,2396,77681,95848,99514,101663,80830,69749,0,--,0,0,
流动负债合计(万元),1805238,1054335,532250,678927,394714,331980,320914,287169,51554,73644,69303,69562,
长期借款(万元),1517785,868827,790420,536300,504837,278970,53000,86921,0,--,0,0,
应付债券(万元),342530,381672,94349,--,--,0,--,0,0,--,0,0,
长期应付款(万元),--,--,--,--,--,0,--,0,61,61,61,61,
专项应付款(万元),--,--,--,--,--,0,--,0,0,--,--,30,
预计非流动负债(万元),--,--,--,--,--,--,--,0,0,--,0,0,
长期递延收益(万元),--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,0,--,0,0,--,0,0,
其他非流动负债(万元),2455,100,--,--,--,0,--,0,0,--,0,0,
非流动负债合计(万元),1866021,1250598,884770,536300,504837,278970,53000,86921,61,61,61,91,
负债合计(万元),3671258,2304933,1417019,1215227,899551,610950,373914,374090,51615,73705,69364,69653,
实收资本(或股本)(万元),839060,599329,461031,288144,192298,101209,101209,56227,12400,12400,12400,12400,
资本公积(万元),40972,278248,25802,200089,--,0,8470,53402,29993,32037,32037,32037,
减:库存股(万元),--,--,--,--,--,0,--,0,0,--,0,0,
专项储备(万元),--,--,--,--,--,0,--,0,0,--,--,--,
盈余公积(万元),15370,15370,9066,9066,9066,4910,6733,5155,1250,1250,1250,1250,
一般风险准备(万元),--,--,--,--,--,0,--,0,0,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,0,0,--,--,0,
未分配利润(万元),-164007,93108,89700,64171,36017,174742,105967,51610,-65435,-78113,-67992,-44156,
拟分配现金股利(万元),--,--,--,--,--,--,--,0,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,0,--,0,0,--,--,0,
归属于母公司股东权益合计(万元),732589,981562,584937,561471,237381,280861,222380,166394,-21792,-32426,-22306,1530,
少数股东权益(万元),114310,39393,3502,5291,24008,5597,11088,10292,-94,-122,-154,2702,
所有者权益(或股东权益)合计(万元),846899,1020955,588440,566763,261389,286458,233468,176687,-21886,-32548,-22460,4232,
负债和所有者权益(或股东权益)总计(万元),4518157,3325888,2005459,1781990,1160940,897408,607382,550777,29730,41157,46904,73884,		
  
