报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
可供出售金融资产(万元),50,--,--,--,--,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),6483,--,--,--,--,--,--,--,--,--,0,0,
长期股权投资(万元),3629,4063,5322,3144,2273,2403,--,--,--,--,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,0,0,
投资性房地产(万元),5109,797,773,646,62,--,--,--,--,--,0,0,
固定资产原值(万元),70193,59855,52738,33257,29279,15637,9999,9965,9747,9408,0,0,
累计折旧(万元),26381,18149,12981,6139,4320,3459,2963,2632,2181,1726,0,0,
固定资产净值(万元),43812,41706,39757,27118,24959,12179,7036,7333,7565,7682,0,0,
固定资产减值准备(万元),11,2,2,--,--,--,--,--,--,--,0,0,
固定资产(万元),43801,41704,39755,27118,24959,12179,7036,7333,7565,7682,7253,6186,
在建工程(万元),22067,13949,13491,9481,7983,5663,6588,2459,52,--,0,0,
工程物资(万元),--,176,--,--,--,--,--,--,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,13,--,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
无形资产(万元),14812,14897,10278,8098,7344,5437,1216,1188,1174,1370,1482,1591,
开发支出(万元),3395,1902,2490,91,--,39,--,--,--,--,0,0,
商誉(万元),35965,--,--,--,--,--,--,--,--,--,0,0,
长期待摊费用(万元),45,63,120,22,--,--,--,--,--,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,0,0,
递延所得税资产(万元),4955,2620,1605,387,282,215,115,145,99,86,58,85,
其他非流动资产(万元),1252,2632,5241,1913,3633,--,--,--,--,--,0,0,
非流动资产合计(万元),141564,82805,79076,50901,46536,25937,14967,11125,8890,9138,8793,7862,
资产总计(万元),559254,364862,318572,115808,109917,102688,87109,88085,88481,27252,25613,20761,
短期借款(万元),93199,52000,34100,3850,689,3350,--,--,--,--,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付票据(万元),25513,12967,4497,510,364,1084,1482,780,696,--,0,350,
应付账款(万元),97911,71159,58868,12264,10397,7124,5301,6632,6512,5678,4682,4171,
预收账款(万元),61409,40465,45402,2003,4000,2629,1485,952,1422,3574,4257,3941,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付职工薪酬(万元),3180,1597,1135,810,993,807,217,261,180,174,101,30,
应交税费(万元),8793,8669,7334,608,409,412,180,97,354,266,30,204,
应付利息(万元),158,69,54,11,1,6,--,--,--,--,0,0,
应付股利(万元),924,920,920,--,--,--,--,--,--,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他应付款(万元),49945,13848,6566,223,272,247,56,122,75,44,22,36,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,0,0,
一年内到期的非流动负债(万元),2584,5438,5324,--,--,--,--,--,1000,600,1400,1000,
其他流动负债(万元),100,100,100,100,--,265,160,460,170,--,0,0,
流动负债合计(万元),343717,207231,164300,20380,17125,15924,8881,9304,10408,10337,10492,9732,
长期借款(万元),6080,3000,5500,2500,--,--,--,--,--,1000,600,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期应付款(万元),3053,1676,4745,--,--,--,--,--,--,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
预计非流动负债(万元),980,508,448,--,--,--,--,--,--,--,0,0,
长期递延收益(万元),2746,1499,825,413,379,--,--,--,--,--,0,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他非流动负债(万元),914,429,--,--,100,--,--,--,150,350,170,176,
非流动负债合计(万元),13773,7113,11518,2913,479,0,0,0,150,1350,770,176,
负债合计(万元),357490,214344,175818,23292,17604,15924,8881,9304,10558,11687,11262,9908,
实收资本(或股本)(万元),37567,34515,34515,24400,12200,12200,12200,12200,6100,4550,4550,4550,
资本公积(万元),96294,49874,49815,37564,49764,49764,49764,49764,55864,--,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,0,0,
专项储备(万元),1771,1852,1906,168,169,90,--,--,--,--,0,0,
盈余公积(万元),5468,5468,5468,3368,3359,3303,3231,3103,2698,2206,1721,1328,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,
未分配利润(万元),42154,40894,33296,12889,13450,13876,13033,13714,13201,8755,8027,4928,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,0,0,
归属于母公司股东权益合计(万元),183255,132603,125001,78389,78941,79232,78228,78782,77864,15511,14298,10807,
少数股东权益(万元),18510,17915,17754,14126,13372,7531,--,--,59,54,53,46,
所有者权益(或股东权益)合计(万元),201765,150518,142755,92515,92313,86764,78228,78782,77923,15565,14352,10853,
负债和所有者权益(或股东权益)总计(万元),559254,364862,318572,115808,109917,102688,87109,88085,88481,27252,25613,20761,		
  
