报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
长期借款(万元),--,--,2000,18561,59379,62097,40000,39500,5000,5000,0,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,
长期递延收益(万元),13961,14973,20043,23922,25742,--,--,--,--,0,0,--,
递延所得税负债(万元),590,464,1096,--,--,--,--,--,--,0,0,--,
其他非流动负债(万元),--,--,--,--,2778,26940,28502,1168,1361,439,401,313,
非流动负债合计(万元),14551,15436,23139,42483,87899,89037,68502,40668,6361,5439,401,313,
负债合计(万元),38269,66997,44356,90100,110798,129449,83509,54671,13960,10249,7569,7200,
实收资本(或股本)(万元),142719,142719,95245,95245,47578,26800,26800,13400,6700,5000,5000,3080,
资本公积(万元),16405,--,48841,46516,90128,30061,30061,43461,50161,4985,4985,960,
减:库存股(万元),--,--,--,486,441,--,--,--,--,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,--,
盈余公积(万元),2337,2378,13108,10504,8018,5730,4059,2450,1421,819,388,619,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,--,
未分配利润(万元),-850,62722,109376,85269,65272,46560,33586,20041,12793,7375,3494,5325,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,--,
归属于母公司股东权益合计(万元),160574,207834,266570,237049,210554,109151,94506,79352,71076,18180,13867,9985,
少数股东权益(万元),-203,-48,8573,--,--,--,--,--,--,0,0,--,
所有者权益(或股东权益)合计(万元),160372,207787,275143,237049,210554,109151,94506,79352,71076,18180,13867,9985,
负债和所有者权益(或股东权益)总计(万元),198641,274784,319499,327149,321351,238600,178015,134023,85036,28429,21435,17186,		
  
