报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),328,333,289,423,362,375,392,50,30,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),--,0,26,--,--,--,--,--,--,
其他非流动资产(万元),675,256,6001,5212,5265,3183,4917,--,--,
非流动资产合计(万元),98795,102848,101138,93391,86699,82040,64413,36248,31116,
资产总计(万元),309838,258002,248526,145111,149832,137633,118164,77817,61062,
短期借款(万元),9500,2000,1200,9000,25500,23000,13780,8960,7660,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,289,246,257,1109,1267,280,760,--,
应付账款(万元),18286,14276,14545,12366,14338,12002,14888,9379,12729,
预收账款(万元),1019,983,909,394,437,329,939,1690,4275,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),8386,8410,8133,5144,4192,3297,3397,2695,1320,
应交税费(万元),200,195,273,170,300,163,125,-1785,-1331,
应付利息(万元),13,3,2,13,63,51,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),23341,19517,17502,17579,15216,14230,13238,12160,14951,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,4376,100,--,--,--,
其他流动负债(万元),--,--,35,50,50,50,50,--,--,
流动负债合计(万元),60745,45672,42845,44974,65581,54490,46696,33858,39605,
长期借款(万元),--,--,--,--,3624,6900,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,466,1017,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),430,447,192,302,353,403,454,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,130,--,
非流动负债合计(万元),430,447,192,302,3977,7303,920,1147,0,
负债合计(万元),61175,46119,43037,45277,69558,61793,47616,35005,39605,
实收资本(或股本)(万元),30913,18184,18184,15935,11950,11950,11950,11950,10000,
资本公积(万元),105996,118725,118725,38326,25086,25086,24556,24135,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),8276,4844,4844,3038,3038,2340,2196,271,1009,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),99620,70129,63608,42456,40200,36464,31846,6455,9899,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),244805,211883,205361,99754,80274,75840,70548,42812,20908,
少数股东权益(万元),3858,--,128,80,--,--,--,--,548,
所有者权益(或股东权益)合计(万元),248663,211883,205489,99834,80274,75840,70548,42812,21457,
负债和所有者权益(或股东权益)总计(万元),309838,258002,248526,145111,149832,137633,118164,77817,61062,		
  
