报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
应付票据(万元),--,--,--,--,--,--,--,--,0,
应付账款(万元),--,--,--,--,1798,1798,1798,1798,1798,
预收账款(万元),--,--,--,--,2170,2170,2450,2450,2450,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),28,17,91,19,391,120,120,120,153,
应交税费(万元),4,2,343,97,-105,1959,1959,1959,1959,
应付利息(万元),--,--,--,--,--,--,--,--,0,
应付股利(万元),--,--,--,--,544,544,544,544,544,
其他应交款(万元),--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,0,
其他应付款(万元),0,--,284,--,25343,17939,17253,16816,18773,
预提费用(万元),--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,1958,1958,1958,1958,1958,
其他流动负债(万元),--,--,--,--,--,--,--,--,0,
流动负债合计(万元),33,19,718,116,34284,28884,28478,28042,30031,
长期借款(万元),--,--,--,--,--,--,--,--,0,
应付债券(万元),--,--,--,--,--,--,--,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,0,
预计非流动负债(万元),--,--,--,--,49571,47367,46075,44774,43471,
长期递延收益(万元),--,--,--,--,--,--,--,--,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,0,
非流动负债合计(万元),0,0,0,0,49571,47367,46075,44774,43471,
负债合计(万元),33,19,718,116,83855,76251,74553,72815,73502,
实收资本(或股本)(万元),30687,30687,28569,28569,38093,38093,38093,38093,38093,
资本公积(万元),36559,36559,38676,38676,24717,22786,22786,22786,22786,
减:库存股(万元),--,--,--,--,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,0,
盈余公积(万元),3312,3312,3312,3312,3312,3312,3312,3312,3312,
一般风险准备(万元),--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,0,
未分配利润(万元),-69117,-69156,-69363,-70226,-149530,-140421,-138727,-136953,-129259,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,0,
归属于母公司股东权益合计(万元),1442,1402,1195,332,-83408,-76231,-74537,-72763,-65069,
少数股东权益(万元),--,--,--,227,131,--,--,--,0,
所有者权益(或股东权益)合计(万元),1442,1402,1195,559,-83276,-76231,-74537,-72763,-65069,
负债和所有者权益(或股东权益)总计(万元),1475,1421,1913,675,579,21,17,53,8434,		
  
