报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2010-12-31,2009-12-31,2008-12-31,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),381,--,--,--,--,--,45,4,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),3892,2011,1901,1472,1449,1162,1013,2204,890,
应付账款(万元),15226,14934,8857,6198,5257,5108,3321,1991,1022,
预收账款(万元),1407,2364,2266,1507,843,974,817,670,176,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1875,2170,1555,1045,926,785,278,175,--,
应交税费(万元),813,1295,914,904,482,222,156,210,143,
应付利息(万元),11,25,14,14,21,4,--,--,2,
应付股利(万元),--,--,--,--,--,--,--,510,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),2431,409,121,74,196,169,72,94,45,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),5000,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,56,44,366,
流动负债合计(万元),42312,35522,26213,19439,20670,9641,5758,5903,3792,
长期借款(万元),--,5000,5000,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),299,334,326,391,402,302,--,--,--,
递延所得税负债(万元),189,103,53,45,11,--,24,--,8,
其他非流动负债(万元),--,--,--,--,--,--,192,199,72,
非流动负债合计(万元),489,5437,5379,435,413,302,217,199,80,
负债合计(万元),42801,40959,31592,19875,21083,9943,5975,6101,3871,
实收资本(或股本)(万元),8740,8600,6450,6000,6000,6000,6000,2572,993,
资本公积(万元),34227,31382,4484,2005,2005,2005,1997,380,41,
减:库存股(万元),2038,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),4273,3471,3060,2361,1727,1350,263,557,393,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),28686,25449,19577,14268,10566,9573,3166,3009,3740,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),73879,68730,33692,24654,20301,18925,11426,6519,5167,
少数股东权益(万元),-0,-0,--,--,--,--,--,778,580,
所有者权益(或股东权益)合计(万元),73879,68730,33692,24654,20301,18925,11426,7297,5748,
负债和所有者权益(或股东权益)总计(万元),116680,109689,65284,44528,41384,28868,17401,13399,9619,		
  
