报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
固定资产减值准备(万元),469500,164000,136800,88700,63500,51900,46600,50900,49600,44100,54100,65700,43300,7600,195800,195800,
固定资产(万元),25352500,21615600,22065100,19540100,17143400,13586300,11027500,10024600,9056900,8462600,7975900,7662800,7897400,10997600,7657600,7808600,
在建工程(万元),3508100,2953100,2296800,2610100,2480400,2484100,2260400,1605400,1027000,869300,518900,251800,256300,266500,267400,335200,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
无形资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
递延所得税资产(万元),5837500,4839200,2839800,2106600,2475800,2886000,2278900,2193800,2171200,1869600,1077500,586500,--,--,880500,2738100,
其他非流动资产(万元),20091000,33501200,36823200,34700400,26319300,26527900,26000300,14993300,12246200,10878100,10574900,9339600,7306200,4605600,4224100,4289700,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
资产总计(万元),2769954000,2608704300,2413726500,2220978000,2060995300,1891775200,1754221700,1547686800,1345862200,1178505300,975765400,868428800,750948900,645723900,507287400,456017400,
短期借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
向中央银行借款(万元),48100,45600,54500,21000,63100,72400,113300,10000,5100,0,0,0,--,--,2840200,3238300,
吸收存款及同业存放(万元),2273718000,2044095000,1934199400,1807020600,1666337700,1548791900,1487553300,1335271300,1206792600,1070228700,881605300,762602200,669388400,593841600,535698900,490067000,
拆入资金(万元),48624900,49194800,50010700,47759300,43246300,40216100,25418200,24979600,12563300,7062400,5364700,7756500,3282400,3136000,2498800,2520000,
交易性金融负债(万元),8740000,42594800,36675200,30392700,58938500,55360700,31974200,17197300,667000,1583100,1183400,1559000,3273100,--,0,--,
衍生金融负债(万元),7357300,7855600,8996000,7682600,2419100,1916800,1326100,1261700,1056400,777300,1361200,712700,261300,353000,355600,279800,
应付票据(万元),--,--,--,--,--,--,--,--,1116800,147200,0,0,--,--,0,--,
应付账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
卖出回购金融资产款(万元),51480100,104633800,58930600,33719100,38095700,29930400,23776400,20625400,8488800,3606000,464800,19350800,4861000,3230100,2633900,1625300,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
应付职工薪酬(万元),3363600,3314200,3286400,3171700,2814800,2452900,2501300,2381900,2030500,2077200,1994200,1920600,707300,512600,363700,297000,
应交税费(万元),9567800,8255000,6355700,7523400,7227800,6705100,6816200,6104600,4091700,2862600,4497900,4086700,2200400,1923600,641800,282400,
应付利息(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
长期借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
应付债券(万元),61784200,52694000,35793700,30662200,27959000,25301800,23218600,20416100,10041000,7500000,3572600,3556200,3670700,4378000,697400,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
递延所得税负债(万元),121700,43300,60400,99500,45100,42000,55200,10300,31800,17800,1600,33700,138400,141800,0,--,
其他非流动负债(万元),36524600,55845200,59404900,54538800,42493000,40083000,34822100,19503700,16811500,14749600,15005900,12425200,15985500,12108800,12006600,10918400,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
负债合计(万元),2535465700,2394598700,2215610200,2040926100,1907264900,1763928900,1641375800,1451904500,1263696500,1110611900,915051600,814003600,703768500,619625500,557736900,509565800,
实收资本(或股本)(万元),35640700,35640700,35640700,35640700,35349500,35139000,34962000,34908400,34901900,33401900,33401900,33401900,33401900,24800000,16066900,16067100,
资本公积(万元),15196800,15195200,15199800,15196300,14487400,10802300,12852400,12639500,12282000,10215600,11224300,10620700,10970100,203200,381800,575700,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
盈余公积(万元),26172000,23270300,20502100,17804000,15075200,12387000,9806300,7442000,5378200,3748400,2465000,1353600,546400,37500,1481800,1481000,
一般风险准备(万元),27906400,26489200,25134900,24635600,22162200,20294000,18907100,10430100,9307100,8422200,6935500,4083400,1271900,170000,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,
未分配利润(万元),120666600,109754400,94066300,78198800,65023600,51194900,37254100,31333400,20115700,11793100,7214600,4544000,571500,500900,-68783700,-71859200,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,353700,0,--,
外币报表折算差额(万元),--,--,--,--,--,-2403800,-1282200,-1079200,58100,-191900,-923000,-108900,-35100,-16900,36900,25500,
归属于母公司股东权益合计(万元),233000100,212749100,196975100,178947400,153085900,127413400,112499700,95674200,82043000,67389300,60318300,53894700,46726700,25694700,-50816300,-53709900,
少数股东权益(万元),1488200,1356500,1141200,1104500,644500,432900,346200,108100,122700,504100,395500,530500,453700,403700,366800,161500,
所有者权益(或股东权益)合计(万元),234488300,214105600,198116300,180051900,153730400,127846300,112845900,95782300,82165700,67893400,60713800,54425200,47180400,26098400,-50449500,-53548400,
负债和所有者权益(或股东权益)总计(万元),2769954000,2608704300,2413726500,2220978000,2060995300,1891775200,1754221700,1547686800,1345862200,1178505300,975765400,868428800,750948900,645723900,507287400,456017400,		
  
