报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
应付利息(万元),560,652,586,146,238,--,--,--,--,13,5,0,
应付股利(万元),40,--,1282,--,--,--,--,899,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),18058,23481,8808,6471,8836,4818,5572,6515,474,6,417,6,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),32020,75090,35053,8900,10000,--,--,--,--,0,0,0,
其他流动负债(万元),1013,948,754,1088,640,400,200,110,--,0,0,0,
流动负债合计(万元),567254,514041,270146,180549,121093,27242,24201,16519,2319,5896,4384,3282,
长期借款(万元),19980,39090,117124,36917,40107,--,--,--,--,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),49,77,388,1761,3124,--,--,--,--,0,0,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,1294,--,--,--,0,0,0,
非流动负债合计(万元),20029,39166,117513,38679,43230,1294,0,0,0,0,0,0,
负债合计(万元),587283,553207,387658,219228,164324,28536,24201,16519,2319,5896,4384,3282,
实收资本(或股本)(万元),177321,176970,174663,109025,64685,58070,38406,19203,5648,4236,2500,2500,
资本公积(万元),300854,297044,284883,349018,183816,54407,69072,85141,98663,9058,0,0,
减:库存股(万元),13589,11562,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),12423,11068,7976,4660,4580,3733,3184,2318,1381,508,660,276,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),246910,233686,178612,138884,95333,59761,37572,20774,13090,4345,5846,2403,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),692398,690130,637826,590807,335330,175972,148234,127437,118782,18147,9006,5179,
少数股东权益(万元),7599,10554,12901,5216,2701,6025,4292,3342,--,0,93,91,
所有者权益(或股东权益)合计(万元),699996,700684,650727,596023,338031,181997,152527,130779,118782,18147,9100,5269,
负债和所有者权益(或股东权益)总计(万元),1287279,1253891,1038385,815250,502355,210533,176728,147297,121101,24043,13484,8551,		
  
