报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
无形资产(万元),2448,2610,2210,2485,3284,2533,2707,2694,2247,71,39,30,
开发支出(万元),--,91,--,--,--,--,--,--,--,--,--,0,
商誉(万元),--,--,--,2122,53599,--,--,--,--,--,--,0,
长期待摊费用(万元),394,379,400,57,74,94,89,126,165,54,55,14,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),4245,3707,3697,8383,1137,375,125,119,88,104,28,62,
其他非流动资产(万元),163,55,145,305,227,--,--,--,--,--,--,0,
非流动资产合计(万元),39466,47216,49375,56283,99033,40640,40307,27689,10228,6275,4577,2584,
资产总计(万元),131180,130131,130861,145278,187644,148871,152139,156884,34825,27096,15136,11425,
短期借款(万元),--,--,--,--,919,--,--,--,--,--,--,200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),2116,1658,2017,1996,1312,1504,972,--,--,--,--,0,
应付账款(万元),5534,5916,6100,6586,3674,4951,6127,9437,9741,5879,3783,6113,
预收账款(万元),2970,1398,1000,1845,1188,698,385,1150,1068,569,890,185,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),883,912,1247,1435,990,527,453,537,734,673,268,331,
应交税费(万元),127,342,437,696,443,372,-247,-215,902,851,245,-96,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,8000,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),1630,2099,2892,26465,33253,770,422,417,621,376,194,133,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他流动负债(万元),5,--,--,--,--,--,--,--,--,--,--,0,
流动负债合计(万元),13266,12325,13693,39024,41777,8822,8113,11327,13066,16348,5380,6867,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
长期递延收益(万元),999,992,1156,1205,167,--,--,--,--,--,--,0,
递延所得税负债(万元),265,202,139,1595,18,--,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,100,--,--,--,--,--,0,
非流动负债合计(万元),1264,1193,1295,2800,185,100,0,0,0,0,0,0,
负债合计(万元),14530,13518,14988,41823,41963,8922,8113,11327,13066,16348,5380,6867,
实收资本(或股本)(万元),28288,28308,28335,28398,28288,28288,21760,12800,9600,8604,5870,826,
资本公积(万元),95785,96052,97474,98650,95785,95785,102313,111273,910,--,--,50,
减:库存股(万元),--,286,686,1591,--,--,--,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,0,
盈余公积(万元),3365,3365,3365,3365,3365,3365,2881,2123,1083,1658,717,375,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,
未分配利润(万元),-8387,-9194,-11082,-31752,13071,12532,17081,19361,10165,487,3169,3307,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,-21,-10,-1,-0,--,--,0,
归属于母公司股东权益合计(万元),118024,117897,116468,96772,140518,139950,144026,145557,21758,10749,9756,4558,
少数股东权益(万元),-1374,-1284,-595,6683,5163,--,--,--,--,--,--,0,
所有者权益(或股东权益)合计(万元),116650,116612,115873,103455,145681,139950,144026,145557,21758,10749,9756,4558,
负债和所有者权益(或股东权益)总计(万元),131180,130131,130861,145278,187644,148871,152139,156884,34825,27096,15136,11425,		
  
