报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,
营业税金及附加(万元),142,121,53,248,172,160,109,191,119,104,51,733,-1455,-1519,267,6,2,0,0,35,19,16,9,31,22,16,9,30,22,15,8,29,22,15,9,28,22,15,9,28,19,13,7,26,20,14,3,22,23,
销售费用(万元),93,92,7,116,--,--,--,84,44,66,13,152,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,--,--,
管理费用(万元),3974,2670,1308,5882,4416,2953,1355,5456,6095,4022,1685,7966,5354,3394,1619,479,228,208,87,277,410,291,186,587,453,273,174,442,329,216,121,467,276,176,91,379,253,192,106,480,257,183,82,479,346,306,193,376,518,
财务费用(万元),181,132,-247,-2364,-3179,-1019,311,-1087,677,267,267,763,508,560,279,-57,-36,-4,0,0,647,432,216,860,645,429,213,885,645,432,216,1039,647,432,216,1040,647,432,216,1040,647,432,216,1040,647,431,216,1040,1033,
资产减值损失(万元),--,--,-604,-578,-1043,-1403,-704,1718,-82,82,39,405,-1160,-766,-290,-28,-22,-17,0,22,--,--,--,7,--,0,--,11,--,0,0,7,-0,-0,--,22,--,0,0,-39,--,--,--,146,0,0,0,-33,3159,
公允价值变动收益(万元),--,--,--,--,--,--,--,42,42,42,-36,283,334,274,-107,1,-31,--,0,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,-264,-286,-286,--,-191,-191,-174,-109,1268,939,2173,0,--,--,--,--,--,--,0,--,0,--,-0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3863,3672,1285,12463,3348,3149,274,16960,5112,5085,2199,13969,7662,5199,664,1150,762,1988,-87,3,-1140,-728,-387,-1493,-1125,-708,-373,-1389,-1008,-658,-338,-1559,-965,-623,-297,-1503,-937,-635,-305,-1567,-1010,-681,-326,-1788,-1078,-792,-403,-1448,-4767,
营业外收入(万元),24,5,7,22,53,47,33,7,1180,1149,24,642,577,544,25,63884,63884,63884,0,1826,0,0,0,0,0,0,0,24,--,0,0,--,--,--,--,--,--,0,0,928,--,--,--,3,3,3,3,18,4,
营业外支出(万元),109,108,26,44,7,6,1,42,30,4,1,208,54,1,0,5,0,0,0,50,--,--,--,--,--,0,0,89,--,0,0,0,0,--,0,1,1,1,1,48,0,--,--,1,0,0,0,401,1,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,0,--,6,--,--,--,0,--,--,--,0,--,--,0,--,--,0,0,--,--,0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,401,--,
利润总额(万元),3777,3568,1266,12441,3394,3190,306,16925,6262,6231,2221,14403,8185,5742,689,65029,64646,65872,-87,1779,-1140,-728,-386,-1493,-1125,-708,-373,-1454,-1008,-658,-338,-1559,-965,-623,-297,-1504,-939,-636,-306,-686,-1010,-681,-326,-1786,-1075,-789,-400,-1831,-4765,
所得税费用(万元),1155,1098,447,3449,1206,1056,187,4580,1652,1636,590,3763,2076,1505,243,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2622,2470,819,8992,2189,2133,120,12345,4610,4595,1631,10640,6109,4237,445,65029,64646,65872,-87,1779,-1140,-728,-386,-1493,-1125,-708,-373,-1454,-1008,-658,-338,-1559,-965,-623,-297,-1504,-939,-636,-306,-686,-1010,-681,-326,-1786,-1075,-789,-400,-1831,-4765,
归属于母公司所有者的净利润(万元),2622,2470,819,8992,2189,2133,120,12345,4610,4595,1631,10640,6109,4237,445,65029,64646,65872,-87,1778,-1139,-727,-386,-1493,-1124,-708,-373,-1442,-1007,-658,-337,-1465,-964,-623,-297,-1408,-938,-635,-306,-682,-1009,-681,-326,-1759,-1073,-788,-400,-1830,-4764,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,421,--,--,--,--,1,-2,-1,-0,-0,-0,-0,0,-12,-0,-0,-0,-95,-1,-0,-0,-96,-1,-0,-0,-5,-1,-1,-0,-27,-1,-1,-1,-1,-1,
基本每股收益,0.04,0.04,0.01,0.13,0.03,0.03,0,0.18,0.07,0.07,0.02,0.16,0.09,0.07,0.01,2.61,2.6,2.65,0,0.07,-0.05,-0.03,-0.02,-0.06,-0.05,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,-0.03,-0.04,-0.03,-0.01,-0.07,-0.04,-0.02,-0.02,-0.07,-0.19,
稀释每股收益,0.04,0.04,0.01,0.13,0.02,0.03,0,0.18,0.06,0.07,0.02,0.16,0.09,0.07,0.01,2.61,2.6,2.65,0,0.07,-0.05,-0.03,-0.02,-0.06,-0.05,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,-0.03,-0.04,-0.03,-0.01,-0.07,-0.04,-0.02,-0.02,-0.07,-0.19,
