报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),2400,--,--,--,--,--,--,--,2172,--,--,--,852,--,--,--,--,--,--,--,--,--,--,1,310,--,--,--,25,--,--,--,104,--,--,362,0,0,0,289,289,289,289,289,289,409,409,--,377,377,377,
其他应收款(万元),--,--,--,1226,1612,1092,1466,920,1812,775,990,1817,1795,1506,1124,1438,1598,1149,935,1338,1509,1181,1057,1403,1451,1059,831,1313,1209,1221,817,2514,1517,1328,1402,1729,1309,1248,822,1501,1139,991,1042,2041,2282,1813,1620,2061,1757,1650,1211,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),24,21,25,25,21,25,25,29,28,33,30,27,30,30,31,30,27,30,31,32,32,31,30,30,34,33,33,33,32,37,37,231,225,238,266,271,274,392,382,269,270,268,289,294,294,297,277,275,312,290,346,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,461,--,0,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),--,--,15,--,--,--,7,--,--,--,--,--,167,167,167,--,--,--,--,--,--,7,2450,450,450,--,--,--,--,--,--,4000,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
流动资产合计(万元),51948,64747,71627,39665,45298,35738,38049,42471,46932,61576,64255,71982,73520,58520,58816,72843,74868,59141,56812,69620,68271,53740,54107,70289,69738,56305,56324,69642,68818,53255,55348,64695,56228,48865,52429,58889,58796,45786,45097,48523,42410,43217,43684,45872,45537,40933,43981,41103,37741,33241,35740,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),--,--,46326,76872,74140,88468,94743,97548,95787,71068,73048,76219,75000,81777,92344,89293,98831,88129,87146,55309,49597,51499,52322,57184,43328,52619,52590,45782,48432,51795,50389,53048,60860,64795,66728,72371,68830,86578,88247,70185,77260,57607,37959,46886,72097,85027,114746,75730,52680,6659,27549,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2500,1800,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,1947,1934,1838,0,
长期股权投资(万元),7593,7421,7295,7002,6852,6689,6540,6445,6308,7568,7434,7239,7026,6753,6712,6631,6444,6209,6161,5910,5200,5032,5062,4925,4882,4976,5340,5313,5345,5747,5965,6572,6509,6792,6880,6622,6282,6135,6453,6337,6346,6340,6459,6346,6389,6277,6313,6594,6488,6265,6205,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),16278,16410,16541,16673,16807,14435,14548,13514,13617,13721,13824,13928,14031,14135,14238,14342,14445,14549,14652,14756,14859,14963,15066,15170,15274,15377,16000,16107,16214,16321,16428,16535,16643,16750,16857,16964,17071,17178,17285,17392,17500,17607,17714,16318,16425,18035,16639,18250,18357,17740,18356,
固定资产原值(万元),4331,--,4397,--,4608,--,8722,--,11080,--,11039,--,11130,--,11147,--,11133,--,11108,--,11477,--,11819,--,11074,--,10279,--,10307,--,10763,--,12125,--,12179,--,12016,0,11971,--,12520,--,12523,--,14271,--,14285,--,12097,--,12309,
累计折旧(万元),3322,--,3287,--,3364,--,4780,--,5716,--,5476,--,5272,--,4997,--,4742,--,4396,--,4619,--,4990,--,5230,--,4858,--,4752,--,5002,--,5719,--,5539,--,5338,0,5147,--,5646,--,5408,--,5512,--,5351,--,4902,--,4903,
固定资产净值(万元),1009,--,1109,--,1243,--,3942,--,5364,--,5563,--,5859,--,6150,--,6392,--,6713,--,6859,--,6829,--,5844,--,5421,--,5556,--,5760,--,6406,--,6640,--,6678,0,6823,--,6874,--,7115,--,8759,--,8935,--,7195,--,7406,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,387,--,387,--,387,0,387,--,388,--,388,--,0,--,0,--,0,--,0,
固定资产(万元),--,--,1109,1164,1243,3831,3942,5222,5364,5505,5563,5713,5859,6001,6150,6278,6392,6536,6713,6919,6859,6650,6829,5993,5844,5927,5421,5466,5556,5633,5760,5906,6019,6109,6253,6227,6291,6348,6437,6541,6486,6584,6727,8655,8759,7276,8935,7345,7195,7941,7406,
在建工程(万元),--,--,--,819,719,527,397,278,206,66,66,66,81,57,48,45,53,53,16,217,445,680,594,833,832,753,505,488,344,203,141,285,275,90,20,298,250,251,253,196,237,187,139,64,35,81,5,296,295,251,349,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
无形资产(万元),3,4,5,6,6,7,8,22,36,51,66,101,90,104,118,116,129,142,155,64,77,90,102,115,128,141,154,167,180,192,205,225,239,253,266,12,15,17,20,29,37,46,45,46,58,69,80,91,100,108,117,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
商誉(万元),63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期待摊费用(万元),481,388,427,243,145,176,207,105,125,147,165,186,208,230,236,223,246,268,292,352,369,97,117,129,163,180,214,233,271,322,355,230,256,286,318,336,376,371,374,245,255,271,281,296,303,305,249,1,8,10,8,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),1040,1039,1122,1510,1510,1510,1510,1000,1000,1125,1000,474,496,550,558,373,291,284,457,423,331,227,446,467,216,319,445,361,252,393,447,410,382,395,515,249,250,257,352,--,0,--,--,--,--,--,--,--,--,0,0,
其他非流动资产(万元),297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,349,349,359,359,359,359,375,375,400,400,411,411,394,436,436,426,453,1020,1078,1078,1808,1808,1808,1838,1850,--,--,0,1838,
非流动资产合计(万元),94081,76916,73221,104648,101783,116002,122255,124492,122804,99610,101527,104286,103151,109966,120763,117660,127191,116530,115953,84247,78034,79535,80889,85165,71024,80651,81027,74275,76968,80980,80091,86110,93395,95882,98230,103515,99800,117562,119873,101946,109198,89719,71132,80418,105875,118909,148816,110253,87057,40811,61827,
资产总计(万元),146029,141664,144848,144312,147080,151740,160304,166963,169736,161186,165782,176268,176672,168486,179580,190503,202059,175671,172765,153867,146305,133275,134996,155455,140762,136957,137351,143917,145785,134235,135439,150805,149623,144747,150660,162403,158597,163348,164970,150469,151608,132936,114816,126290,151412,159842,192797,151356,124798,74052,97567,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付账款(万元),13259,--,--,--,--,6575,7646,5565,7642,5905,8875,10825,12605,7411,10110,12566,12023,9317,9734,11424,10882,7682,8246,10227,10501,7671,8695,8118,9215,4232,6718,7298,6865,5152,9167,4483,7677,4233,6498,4954,5136,4435,6268,5625,5719,6882,9756,6931,7685,7247,9543,
预收账款(万元),17220,15999,16422,18846,20199,15419,15990,24174,22337,18340,17216,24288,22823,17944,16306,29828,29901,21314,19515,30542,29478,20880,20642,32791,29745,21833,20967,33356,32951,24721,23742,34989,24957,20951,20823,30029,27768,19031,16458,17905,14966,18523,17576,17969,19065,14920,14373,13896,11217,10137,9187,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),4690,4650,6475,1898,1278,885,2395,1560,1911,766,2666,922,744,677,1865,1618,1218,742,2081,1537,1145,677,2052,2242,1032,862,2029,1552,798,706,2163,1756,1300,1144,2562,2314,2022,1282,2357,2044,1804,1008,1967,1436,883,405,1872,734,482,247,1593,
应交税费(万元),622,1487,6585,136,1433,1641,793,427,2077,1133,1205,1215,1267,680,903,554,459,635,466,601,159,462,487,1117,388,442,945,555,299,550,566,893,537,719,1059,798,741,556,546,496,385,455,348,340,260,358,284,320,291,193,187,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付股利(万元),3181,--,--,--,--,--,--,1544,3075,--,--,1531,3049,--,--,--,2943,--,--,--,2929,--,--,--,2121,--,--,--,--,--,--,--,2784,--,--,--,2651,0,0,--,1060,--,--,--,2651,--,--,--,1591,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),--,--,--,4110,7009,3795,5250,3791,4626,3308,3979,4115,4408,4154,4030,4236,4455,3939,3947,4642,4515,3963,4252,4939,4347,4189,3867,5193,5278,3792,4037,5941,5755,3654,4088,6750,4639,4572,4635,7463,4708,5159,5367,8742,5849,5941,5706,8027,6560,5372,5537,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
流动负债合计(万元),46526,40552,48930,31185,37040,28316,32074,37060,41668,29453,33942,42896,44897,30866,33212,48802,50999,35948,35742,48746,49108,33665,35679,51317,48134,34996,36504,48773,48540,34001,37227,50877,42197,31619,37699,44374,45499,29674,30493,32861,28059,29579,31526,34112,34428,28506,31991,29907,27824,23196,26047,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),3279,3908,2900,9117,8434,11973,13517,14215,13774,14840,15209,15842,15488,17078,19605,18666,21050,18375,18037,10078,8650,9125,9318,10534,8316,10639,10614,9529,10188,11029,10671,11328,13281,14265,14247,15635,14749,19716,20129,16113,17873,12952,8036,10268,16570,19803,27232,17500,15451,0,7146,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
非流动负债合计(万元),9858,10496,9511,9117,8434,11973,13517,14215,13774,14840,15209,15842,15488,17078,19605,18666,21050,18375,18037,10078,8650,9125,9318,10534,8316,10639,10614,9529,10188,11029,10671,11328,13281,14265,14247,15635,14749,19716,20129,16113,17873,12952,8036,10268,16570,19803,27232,17500,15451,0,7146,
负债合计(万元),56384,51048,58440,40302,45474,40290,45591,51274,55442,44292,49151,58738,60385,47944,52817,67468,72049,54323,53780,58824,57757,42790,44997,61851,56449,45635,47118,58302,58728,45030,47898,62204,55478,45884,51946,60009,60248,49389,50622,48974,45932,42531,39562,44379,50998,48309,59224,47407,43276,23196,33193,
实收资本(或股本)(万元),13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,13256,
资本公积(万元),19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,19995,50228,45944,47370,47949,51596,44943,51911,51838,48583,50558,53081,52008,53978,59837,62788,62735,66899,64242,79142,80381,68333,73613,58851,44102,50797,69706,79403,101692,72495,51493,20856,34503,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14780,14157,14157,14157,14157,13585,13585,13585,13585,13158,13158,13158,13158,12777,12777,12777,12777,12205,12205,12205,12205,11660,11660,11660,11660,11292,11292,11292,11292,10862,10862,10862,10807,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
未分配利润(万元),31386,30859,29421,28593,28202,27606,26176,25277,25136,24540,23128,22232,22015,21474,20063,19187,18974,18317,16931,17417,15197,15702,14624,15134,12476,12502,11475,10533,9999,9620,9014,8300,7940,9800,9558,9541,8158,8857,7654,7434,6344,5773,5362,5464,5060,6432,6178,6216,4807,4759,4633,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
归属于母公司股东权益合计(万元),89252,90371,86152,103974,101534,111556,114756,115951,114489,117088,116786,117786,116509,120738,126907,123213,130155,121470,119072,95057,88553,90485,89985,93570,84260,91254,90154,85529,86971,89115,87436,88311,93810,98621,98326,101901,97861,113459,113496,100682,104873,89539,74379,80808,99313,110382,132417,102828,80418,49733,63199,
