报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应收利息(万元),142,58,--,--,170,153,--,94,104,66,1,174,101,100,114,563,402,242,359,1048,802,393,11,527,515,419,523,899,380,502,165,9,9,7,13,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
其他应收款(万元),2229,--,2994,3818,2705,2351,3532,2967,3769,3188,4038,3221,2561,2602,4949,9441,3393,3783,3487,3038,2543,3033,3234,1379,2728,3288,4152,1799,2129,4132,3613,4353,1867,2938,6042,3038,2280,4312,1485,2386,1626,2096,2899,2957,3261,4003,2644,3970,4522,3615,5565,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
存货(万元),23445,23007,24326,19797,22886,18807,19571,16043,19078,17615,22357,19530,20111,22340,26409,19830,20796,16365,19315,20552,21102,19190,20982,20984,21301,21742,24258,24817,28610,31717,31487,41227,33690,20420,27659,43051,40297,37955,35026,37563,36052,39050,45123,47128,44278,46432,59042,52201,60260,71991,91936,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,23,144,243,311,362,466,272,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
其他流动资产(万元),60401,59382,52750,48692,37771,40600,41312,41437,28149,30133,13935,29241,23850,23799,8986,23488,24411,34764,1309,27000,33000,30000,5000,17000,7000,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
流动资产合计(万元),158420,154382,155961,153921,129444,133952,149345,137467,139172,134166,143420,141432,124843,121804,139811,157138,151916,152738,139588,171650,183752,177221,140807,167738,149972,142479,135996,182823,165521,151239,149325,172840,152587,142116,145209,153436,136783,128694,139904,117798,99270,98597,130862,160854,155961,156891,174826,179579,203128,199432,234309,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
可供出售金融资产(万元),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,30,25,43,29,19,19,16,11,18,15,22,25,--,--,0,10,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,78,78,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,52,177,337,4453,4629,5513,4975,5577,6025,6557,7119,10686,10921,11079,9966,10565,10470,8506,6849,4659,4385,4597,4842,5338,5778,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,57,57,57,4,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
投资性房地产(万元),2427,2461,2501,2998,3042,3127,3213,3822,3943,4156,4216,4304,4385,4494,4619,3866,4900,4831,5173,5242,5448,5655,5873,6146,5570,5644,3932,3817,6204,6415,6559,2814,2776,2821,2934,2076,2210,3204,3367,3624,3679,3710,3745,649,1594,3834,3890,--,--,0,--,
固定资产原值(万元),123278,--,123928,--,128238,--,128998,--,143539,--,146132,--,147574,--,147670,--,155677,--,156777,--,164920,--,168701,--,176395,--,180863,--,172456,--,185029,--,221304,--,225592,--,243960,--,253568,0,274052,0,289988,0,311368,0,316358,--,320377,--,323767,
累计折旧(万元),100937,--,101050,--,107329,--,124284,--,121959,--,124284,--,125983,--,126476,--,135698,--,136035,--,143333,--,145715,--,151347,--,153474,--,144545,--,152115,--,182226,--,182155,--,193347,--,193737,0,205434,0,207342,0,213953,0,212138,--,198385,--,189108,
固定资产净值(万元),22341,--,22878,--,20908,--,4714,--,21580,--,21848,--,21591,--,21194,--,19978,--,20743,--,21588,--,22986,--,25048,--,27389,--,27911,--,32915,--,39078,--,43437,--,50613,--,59830,0,68618,0,82646,0,97415,0,104220,--,121992,--,134659,
固定资产减值准备(万元),3676,--,3771,--,3550,--,569,--,4016,--,4395,--,3659,--,3868,--,4086,--,4187,--,5004,--,5671,--,5322,--,5452,--,5288,--,5596,--,6195,--,6662,--,7537,--,7863,0,5805,0,6237,0,5628,0,5473,--,12146,--,12007,
固定资产(万元),18666,--,19107,19772,17359,16905,17336,17294,17564,17247,17453,17732,17932,17742,17325,17193,15892,16375,16556,16920,16583,17511,17315,18303,19726,20564,21937,23504,22623,25776,27319,30648,32883,34863,36775,39660,43075,46745,51967,57748,62813,69507,76409,87911,91786,94141,98747,107169,109846,116076,122652,
在建工程(万元),--,--,90,109,300,412,206,78,50,40,27,91,40,19,15,54,35,46,23,21,462,507,1089,878,803,817,709,753,1120,489,682,387,221,268,284,446,392,569,466,450,241,538,342,1106,1359,1718,2568,3499,5910,4842,7028,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
无形资产(万元),3121,2743,2777,2819,2812,2830,2950,2916,2836,2534,2384,1800,1652,1496,1414,1725,1384,1271,1215,1124,1138,1174,1180,1248,1703,1623,2546,2627,1376,302,351,2335,2377,2452,2502,2576,2619,2691,2774,2858,2941,2978,3059,3146,3022,3034,2896,2674,2361,2387,3041,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,100,100,100,250,100,100,100,100,74,7,0,0,0,0,0,0,--,--,0,--,
长期待摊费用(万元),676,739,806,855,810,605,439,344,345,377,414,346,331,422,348,507,463,453,480,525,491,391,436,494,544,582,615,806,827,824,698,579,614,628,595,480,135,102,129,77,83,94,87,93,193,108,111,562,591,321,30,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
递延所得税资产(万元),2661,2561,2655,2393,2287,2256,2268,1387,1374,1647,1710,1427,1425,1435,1441,1713,1715,1936,1871,1671,1904,2240,2376,1864,1900,1826,1907,1699,1688,1699,1699,2401,2703,2693,2838,2614,2890,2852,3071,1859,2026,2085,2268,1496,1777,3314,2908,--,0,222,3120,
其他非流动资产(万元),428,336,350,329,2253,2489,2122,1655,305,86,125,131,199,351,626,457,320,278,193,218,207,169,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
非流动资产合计(万元),28185,27584,28290,29279,28866,28629,28538,27500,26421,26093,26333,25836,25968,25963,25792,25519,24713,25194,25515,25726,26236,27651,28274,28944,30301,31238,31989,37664,38471,41023,42288,44845,47703,50385,53301,58670,62371,67387,71872,77278,82282,87440,92775,99082,104136,110772,115991,119299,124543,123983,135963,
资产总计(万元),186605,181966,184251,183200,158309,162580,177883,164966,165593,160259,169753,167268,150811,147768,165604,182657,176629,177932,165102,197376,209988,204872,169080,196682,180273,173717,167985,220487,203992,192262,191613,217686,200290,192501,198511,212106,199154,196081,211776,195076,181552,186037,223637,259936,260097,267663,290818,298878,327671,323416,370273,
短期借款(万元),1045,1023,1043,8537,1791,1556,1083,2958,12533,2511,--,11285,7083,220,--,22265,29510,27253,6119,29532,48176,37097,3048,22502,20831,15672,3143,43074,30604,10700,--,2554,--,--,--,--,0,--,0,66,2248,2294,0,4706,25602,31742,29845,54722,77328,124634,118915,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
交易性金融负债(万元),340,22,--,387,601,--,--,116,--,--,--,0,284,337,846,485,3,74,396,49,565,284,--,0,0,--,36,--,256,--,--,--,--,--,--,23,22,--,0,29,55,0,0,889,0,0,0,--,--,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
应付票据(万元),2454,--,1712,--,1994,2953,2002,1123,1052,1305,2325,2235,1957,2082,2697,3411,2451,1745,2975,2355,775,839,3058,7606,5431,5192,7085,5929,3762,3779,4443,8415,5864,5554,7716,6889,5836,7175,5637,8778,8575,12565,17760,17175,17484,23674,20821,18296,21060,32593,41374,
应付账款(万元),56706,--,65578,--,43249,45236,58354,55010,47369,48664,58942,49115,39742,42495,57407,53265,43665,45409,53307,52638,50026,52508,64863,53769,42540,47907,64783,69459,64935,66799,85766,87566,78190,67742,83651,98795,89929,87120,83718,66303,52234,54734,75441,91943,82848,74389,101591,101993,99492,80038,117551,
预收账款(万元),979,1171,975,1253,1194,2492,1166,1918,1484,1317,1119,862,1351,1805,1583,1373,1188,1706,1477,1586,1864,1777,1043,1590,2652,1357,1249,1808,1864,1447,1393,1632,1407,1547,1588,1866,1457,1972,1468,2133,2404,1585,2145,2175,1866,1597,1283,3584,1186,4647,7533,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应付职工薪酬(万元),4014,3731,4859,4586,3912,3414,4480,4578,3907,3625,4567,4470,3746,3099,4213,4633,3993,3898,4591,4461,3663,3314,4075,3856,3347,3219,4012,3738,3506,3199,4583,4256,3979,3259,3791,4267,3892,4068,4893,4233,4068,3557,4881,6407,5613,4959,5516,5053,4630,3782,5392,
应交税费(万元),989,646,377,596,467,386,282,452,338,804,1697,852,440,364,616,540,536,641,652,-298,-81,78,-1713,-1231,-2492,-3336,-2384,-4239,-2921,734,-1131,1194,1314,4617,4836,4488,4834,4991,4009,4958,5827,6144,4428,6104,7480,8348,7556,4081,5569,6873,8182,
应付利息(万元),--,--,2,--,1,2,0,7,17,1,--,42,14,0,--,121,112,35,7,327,327,116,11,0,0,--,1,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
其他应付款(万元),6338,--,5279,6201,6360,5552,5114,5193,5644,6937,5841,5956,5362,6548,6475,6007,6644,5900,5316,18133,19153,20532,6938,22471,23220,17604,5344,14888,17864,19961,9456,22082,20566,21335,9070,8793,8606,8527,25653,24640,23808,24399,39625,51633,38245,43125,35195,26184,35410,27670,30869,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,6828,6829,6832,0,0,0,0,0,10000,--,--,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
流动负债合计(万元),72866,69424,79825,81124,59569,61591,72483,71354,72345,65164,74491,74817,59978,56950,73837,92099,88101,86663,74840,108782,124466,116546,81323,110562,95528,87615,83268,134657,119870,106620,104510,127698,111320,104054,110651,125121,114576,113852,132206,117969,106052,105278,144279,181032,179138,187834,211808,213913,244674,280238,329816,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,6836,6835,6818,10709,10869,11155,21361,21501,10000,10000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
长期应付款(万元),--,--,--,10914,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,5338,5778,0,--,
专项应付款(万元),--,--,--,--,10914,10914,10914,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,2,1,1,--,--,--,--,--,--,--,--,--,0,88,162,0,0,0,0,0,0,0,0,--,--,0,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,4649,4660,4468,4340,4357,4290,4597,4842,--,--,--,--,
递延所得税负债(万元),4840,4873,2751,101,97,174,143,101,103,76,76,25,25,24,24,31,135,81,62,22,22,22,326,237,113,7,4,70,70,70,70,179,241,365,35,6,1,20,30,5,3,71,64,146,127,1076,580,--,64,0,1,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,22,22,22,22,22,22,4015,4015,3992,3992,3992,3975,4275,3975,4401,4428,4487,4011,0,0,0,0,0,0,0,0,--,--,0,--,
非流动负债合计(万元),4879,4910,2787,11034,11029,11105,11073,128,128,95,95,25,25,24,24,31,135,81,62,22,44,44,348,261,137,31,28,4084,4084,4062,4062,4172,4216,4640,4009,4407,4430,4596,4202,4654,4663,11375,11238,11321,15126,16543,16577,26698,27343,10000,10001,
负债合计(万元),77745,74334,82612,92158,70598,72696,83555,71482,72472,65259,74585,74842,60004,56974,73861,92130,88236,86744,74902,108804,124510,116590,81671,110823,95665,87645,83296,138741,123954,110682,108572,131869,115536,108694,114661,129528,119006,118447,136408,122623,110715,116653,155518,192353,194264,204377,228384,240611,272016,290238,339817,
实收资本(或股本)(万元),18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,18539,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,111235,
资本公积(万元),29681,29681,29681,29681,29681,29681,29681,29681,29681,29681,29681,29681,29681,29681,27841,27846,27846,27846,27846,27846,27845,27845,27845,27845,27845,27845,27845,12873,12873,12504,12504,12504,12504,12504,12504,12522,12518,12532,12521,12514,12513,12511,12507,12667,12664,12670,12673,12961,12961,12961,12967,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,
盈余公积(万元),3777,3777,3780,3389,3389,3389,3389,2995,2995,2995,2995,2096,2096,2096,2096,1640,1640,1640,1640,1150,1150,1150,1150,612,612,612,612,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,0,4942,4942,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
未分配利润(万元),16359,15804,12287,7036,4693,6823,9011,8401,7904,9702,9022,8090,6877,7580,7163,6749,5453,7522,6722,5954,3564,5218,4673,3506,1547,2838,2080,-77569,-79284,-77699,-76622,-74539,-75343,-76003,-77597,-78566,-80344,-82194,-84035,-86112,-87294,-88384,-89311,-89561,-90789,-92817,-93564,-96914,-99077,-108601,-106938,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-111,15,-138,74,-8,43,-272,-99,-11,-31,-31,-56,-0,-0,0,--,0,-31,-65,-90,-84,-69,-54,-65,-62,-45,-25,25,20,12,7,
