报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
投资性房地产(万元),471,471,477,--,--,--,1506,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
固定资产原值(万元),7678,--,7673,--,8110,--,6883,--,8059,--,8059,--,12571,--,12452,--,8184,--,8338,--,12704,--,12704,--,12705,--,12812,--,12895,--,12921,--,15274,--,20223,--,21390,--,21516,0,46657,--,49018,--,50661,--,51327,--,42094,--,44825,
累计折旧(万元),4299,--,4177,--,4055,--,3887,--,3789,--,3658,--,5132,--,4940,--,3581,--,3547,--,4531,--,4329,--,4107,--,3980,--,3853,--,3693,--,4597,--,8820,--,10473,--,10152,0,12319,--,12292,--,12737,--,12032,--,10405,--,9752,
固定资产净值(万元),3378,--,3497,--,4054,--,2996,--,4270,--,4401,--,7439,--,7512,--,4603,--,4790,--,8173,--,8375,--,8598,--,8832,--,9041,--,9228,--,10677,--,11403,--,10917,--,11364,0,34338,--,36725,--,37924,--,39294,--,31689,--,35072,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,--,--,--,--,--,--,48,--,0,--,--,--,--,--,315,--,11,--,11,0,9917,--,10901,--,9592,--,9592,--,0,--,0,
固定资产(万元),3378,--,3497,3992,4054,4122,2996,4219,4270,4336,4401,7462,7439,7469,7512,4539,4603,4710,4778,8072,8173,8274,8375,8486,8598,8717,8785,8929,9041,9170,9228,10547,10677,10877,11087,10619,10905,11105,11353,23467,24421,25226,25824,28090,28332,28897,29702,31074,31689,34498,35072,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,486,486,486,104,551,551,220,220,336,286,240,206,10507,11784,12186,12174,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,153,153,153,153,0,0,--,--,--,0,--,--,--,0,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
无形资产(万元),818,825,844,887,894,901,574,915,922,929,936,2520,2536,2553,2570,970,977,984,991,2654,2671,2688,2705,2722,2738,2755,2772,2789,2806,2823,2839,6531,6569,6607,6644,6682,6719,6757,6794,6833,6871,6909,6948,7000,7035,7083,7125,7115,7159,8081,8121,
开发支出(万元),--,--,30,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
商誉(万元),--,--,--,240,240,240,240,240,240,240,240,240,240,240,240,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,1088,1088,1088,1436,
长期待摊费用(万元),48,51,54,33,44,59,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,--,--,43,43,63,--,--,63,--,--,--,87,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
递延所得税资产(万元),379,400,400,357,357,433,433,458,458,462,462,346,346,346,346,335,335,499,499,647,647,711,711,858,858,858,858,954,954,892,892,775,777,1006,1006,1023,1023,1178,1210,1091,1093,1021,1021,290,290,146,146,396,379,614,607,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,24,24,--,44,43,--,--,--,63,63,--,82,82,235,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
非流动资产合计(万元),15155,15249,15362,32534,32589,32754,32778,32833,32891,32966,21038,10567,10562,10608,10668,5843,5915,6193,6268,11402,11520,11702,11820,12114,12243,12379,12463,12740,12869,12952,13027,17941,18110,18729,18829,18962,19286,19679,19614,32955,33949,34389,35026,36433,36659,37083,37895,58913,60221,57764,58708,
资产总计(万元),53601,54354,54490,54064,54200,58727,72359,62056,55415,57326,52019,50333,47547,47199,47452,50445,53958,48179,48078,43705,44882,44827,48722,45129,48222,49645,52665,63493,58553,54079,53800,57773,55272,56113,58605,60712,60629,65024,64002,60228,60599,62031,62636,68350,72872,80031,81895,91683,90589,108396,111219,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1410,1510,1510,6320,6420,6970,7370,9400,11450,13750,15850,18030,18500,21028,21358,21553,22085,22185,22185,22226,24456,30795,30795,31157,31276,34402,38573,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,--,--,--,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付账款(万元),1624,--,1614,--,7605,6028,20651,11299,1932,1634,2552,3752,143,104,159,1960,5483,277,329,992,1467,1416,1291,1269,1603,1943,3088,284,843,817,1075,574,178,359,521,677,404,426,452,357,189,601,702,1350,1280,515,1699,2763,2089,4055,3588,
预收账款(万元),8621,8624,8622,1121,1121,2282,1143,1488,3236,2791,48,1567,1539,1467,1472,1469,1459,1201,1396,2020,2840,1801,5425,2054,2191,3230,2858,19800,14106,4231,1439,13,13,4,4,90,6,17,57,591,209,66,207,212,192,182,165,357,124,933,1525,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付职工薪酬(万元),186,144,137,148,134,112,79,42,40,37,41,44,45,43,45,42,33,40,48,49,53,55,57,65,63,59,73,63,67,50,77,110,104,123,132,113,178,89,267,202,212,178,238,334,307,499,495,426,478,632,780,
应交税费(万元),2439,2419,2399,2374,2362,2342,2332,2307,3383,3463,3397,924,1303,1217,1280,800,757,3830,3716,2299,2709,3938,3554,3842,3928,4060,4478,340,433,346,440,367,307,546,666,830,774,876,841,644,466,598,498,344,373,437,519,-209,-311,305,401,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1558,1492,1376,4193,4008,3805,3582,8180,7505,7155,6764,5808,5295,5171,4668,3829,3476,2947,2464,1943,2043,1771,1242,--,0,--,139,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
其他应付款(万元),4122,--,4673,4248,4118,8911,8842,7230,6849,8703,5520,4774,4902,4906,4716,4603,4516,4877,4894,1221,715,737,1715,1074,753,1008,3282,1275,635,5151,6412,8901,4891,3937,3459,605,565,2422,762,696,801,947,1132,508,1482,1442,1134,3511,2860,3385,2263,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
一年内到期的非流动负债(万元),1,3,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,0,--,10,0,0,--,--,--,0,--,--,--,0,--,0,
流动负债合计(万元),16995,17538,17450,15486,15339,19674,33047,22366,15440,16628,11558,11060,7932,7735,7672,8874,12247,10226,10383,6581,7784,7947,12042,8304,11506,13303,16664,32274,26512,21370,20396,27545,24448,25874,27405,26153,25722,30028,28415,27872,27436,27522,27426,26916,30133,35640,36049,38005,36515,43712,47270,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,492,492,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,7,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,50,50,50,0,0,--,--,--,0,--,--,--,0,--,0,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,542,50,50,0,0,--,--,--,0,--,--,--,0,7,0,
负债合计(万元),16995,17538,17450,15486,15339,19674,33047,22366,15440,16628,11558,11060,7932,7735,7672,8874,12247,10226,10383,6581,7784,7947,12042,8304,11506,13303,16664,32274,26512,21370,20396,27545,24448,25874,27405,26695,26264,30078,28465,27872,27436,27522,27426,26916,30133,35640,36049,38005,36515,43719,47270,
实收资本(或股本)(万元),31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,31860,
资本公积(万元),5230,5230,5230,5230,5230,5230,5230,5230,5230,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,4860,4860,5213,5213,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,8604,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
未分配利润(万元),-12210,-12001,-11784,-11214,-10945,-10700,-10445,-10184,-9809,-9050,-9010,-10027,-9664,-9583,-9233,-7108,-6869,-8148,-8408,-8982,-9008,-9226,-9427,-9286,-9397,-9773,-10115,-14899,-14079,-13416,-12722,-15902,-15304,-15801,-14860,-12202,-11876,-11322,-10742,-13960,-13161,-11816,-11114,-4982,-3681,-2001,-558,7256,7644,7361,7413,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,--,0,
归属于母公司股东权益合计(万元),33484,33693,33910,34480,34749,34994,35249,35510,35885,36626,36667,35650,36013,36094,36444,38569,38807,37529,37269,36694,36669,36450,36250,36391,36280,35904,35561,30777,31598,32261,32955,29775,30373,29876,30816,33474,33801,34354,34935,31716,32516,33860,34562,40695,41996,43675,45119,52580,52967,53038,53089,
少数股东权益(万元),3122,3123,3130,4098,4112,4059,4063,4179,4090,4072,3794,3623,3603,3369,3336,3003,2903,424,426,429,429,430,430,434,436,438,440,442,444,448,450,453,452,363,384,542,564,592,602,640,647,649,649,739,743,716,727,1098,1107,11639,10860,
