报告日期,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
其他应收款(万元),52,53,47,12502,487,479,531,530,1569,521,9608,9668,10552,8632,7315,7306,7426,7280,9224,4188,3478,4178,5265,4997,11882,5680,9054,5643,4148,4148,1495,2427,8430,2309,2819,3089,2212,2292,4515,4347,4488,3780,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
存货(万元),--,--,--,--,--,--,--,--,--,--,2573,3250,702,512,789,1382,822,1058,1538,--,--,--,--,--,--,--,--,--,--,0,12418,13020,12798,12704,12723,10214,3737,5319,3529,4043,4302,4112,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
其他流动资产(万元),334,331,324,312,376,376,363,363,363,363,--,837,312,637,316,316,435,329,--,--,--,--,--,--,--,--,--,--,--,0,--,169,--,169,--,--,--,84,--,--,--,35,
流动资产合计(万元),408,403,376,24480,877,869,2466,2465,2993,1948,52618,53901,54238,50932,53425,53923,54472,49144,49392,39733,38222,38947,43648,48745,11887,5682,9206,5649,5552,5553,29198,30500,34932,35424,35700,35279,34383,32202,12306,12997,12989,11302,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
可供出售金融资产(万元),165,165,165,165,4465,4465,4465,4465,4465,4465,165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
长期股权投资(万元),--,--,--,4584,94461,94461,4940,4940,5941,5941,9040,9235,9265,9265,9684,9717,9740,9768,9549,11376,11538,11577,12756,12871,10912,10991,5293,5292,5405,4330,5675,5741,755,755,764,764,25367,23175,28791,29135,28837,28809,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
固定资产原值(万元),--,--,--,--,--,27,--,21,--,21,--,436,--,493,--,448,--,480,--,19,--,19,--,18,--,17,--,2833,--,2833,--,7410,--,17350,--,17381,--,23044,--,18118,--,18127,
累计折旧(万元),--,--,--,--,--,18,--,18,--,17,--,259,--,327,--,316,--,333,--,8,--,6,--,5,--,3,--,531,--,520,--,1859,--,7103,--,6778,--,9395,--,8761,--,8234,
固定资产净值(万元),--,--,--,--,--,9,--,3,--,4,--,178,--,166,--,132,--,147,--,11,--,12,--,13,--,14,--,2302,--,2312,--,5551,--,10247,--,10602,--,13649,--,9357,--,9892,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,1665,--,843,--,844,--,844,--,844,
固定资产(万元),6,6,5,29,9,9,3,3,4,4,179,178,153,166,160,132,138,147,139,11,12,12,13,13,13,14,2299,2302,2304,2312,5441,5551,5761,8582,9906,9759,12488,12805,8512,8513,8766,9048,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,57,57,57,29,--,--,--,--,--,--,--,--,--,--,0,16,16,16,16,16,15,15,14,129,507,486,395,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
无形资产(万元),--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1916,1926,1937,1947,1960,1968,22689,25500,26959,28111,30746,30776,2666,2681,2716,2751,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
长期待摊费用(万元),--,--,--,--,35,35,49,62,88,88,110,123,137,151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,1,3,5,7,9,31,33,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,192,192,192,192,117,117,117,117,208,--,--,--,--,--,--,--,--,--,--,0,43,43,43,43,--,--,--,0,2202,2202,2202,0,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
非流动资产合计(万元),171,171,170,4778,98970,98970,9456,9470,10499,10498,9686,9729,9747,9774,10018,10022,10052,10089,9925,11387,11549,11590,12769,12884,10925,11004,9507,9520,9646,8589,13135,13320,29264,34896,37645,38650,68619,66775,42305,43046,43037,41037,
资产总计(万元),579,574,546,29258,99846,99839,11922,11935,13492,12447,62304,63630,63985,60705,63442,63945,64524,59233,59317,51120,49771,50537,56418,61630,22812,16686,18714,15169,15199,14142,42333,43819,64197,70320,73345,73929,103002,98977,54612,56043,56026,52338,
短期借款(万元),18632,18632,18632,18632,18632,18632,18632,18632,18632,18632,19612,19612,19612,18654,18932,18932,18932,18932,19932,18932,18932,18932,22058,29032,29032,29032,32032,32032,32032,32032,32032,32032,32032,32032,35281,35281,35281,34281,37739,41789,41839,43298,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,2567,3863,2509,2155,2568,3384,3528,2666,3215,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,70,60,240,
应付账款(万元),--,--,--,803,--,--,--,--,--,--,699,707,648,674,362,308,303,255,328,53,441,441,495,495,441,441,1763,1969,1969,1969,1226,1340,1581,1786,2303,3034,5375,5075,5115,5511,5325,4440,
预收账款(万元),35,35,35,35,35,35,35,35,35,35,35,39,58,36,2875,2817,3160,234,341,--,--,--,--,--,--,--,174,514,514,514,421,501,483,429,1723,1330,1306,1019,671,717,427,226,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付职工薪酬(万元),59,50,54,52,353,348,339,336,345,334,332,331,330,330,329,327,327,327,327,327,326,364,392,407,407,417,471,653,536,536,444,330,441,511,1118,1016,1361,1670,155,196,144,1227,
应交税费(万元),332,332,335,1553,700,702,683,683,699,696,504,363,834,977,726,594,741,887,619,464,402,402,399,400,400,400,1943,2167,2167,2167,4056,4094,3640,4223,3798,4112,5647,5783,467,465,539,731,
应付利息(万元),32284,31899,31128,28527,25872,25486,23822,23437,22666,22666,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付股利(万元),193,193,193,193,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,243,93,93,168,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
其他应付款(万元),14452,14133,12930,23734,8309,8150,7979,7855,8927,7258,28866,28334,29651,26843,27041,26290,25917,24469,24130,23925,22818,23030,22408,19901,18683,21715,18319,16589,15869,15336,10890,11321,10751,13920,11743,11562,24823,23944,21692,16615,15819,11614,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,900,900,900,900,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,321,321,331,--,1017,1017,686,876,867,829,1224,1224,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,1585,
流动负债合计(万元),65987,65274,63307,73530,54068,53521,51657,51145,51472,49788,53105,53738,54143,50838,54019,53837,53761,48814,49927,44697,44312,44561,45921,50404,49132,52173,54871,54093,53255,52723,49237,49786,49097,53069,56135,56505,73961,71941,66980,66357,65147,64429,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,1000,1000,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1514,1464,1413,1363,479,565,736,736,2236,2236,2236,2236,--,0,--,--,--,--,--,0,--,--,0,0,
长期递延收益(万元),--,--,--,--,321,321,--,--,321,321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,463,488,860,761,2541,2541,--,--,0,0,
其他非流动负债(万元),--,--,--,--,--,--,321,321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
非流动负债合计(万元),0,0,0,0,321,321,321,321,321,321,0,0,0,0,1000,1000,1000,1000,1514,1464,1413,1363,479,565,736,736,2236,2236,2236,2236,--,0,463,488,860,761,2541,2541,--,--,0,0,
负债合计(万元),65987,65274,63307,73530,54389,53842,51978,51466,51793,50109,53105,53738,54143,50838,55019,54837,54761,49814,51441,46161,45726,45924,46400,50968,49868,52909,57107,56329,55491,54959,49237,49786,49560,53557,56995,57266,76502,74482,66980,66357,65147,64429,
实收资本(或股本)(万元),19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,19034,15008,15008,15008,15008,15008,15008,
资本公积(万元),110376,110376,110376,110376,105480,105480,19593,19593,19593,19593,56670,56670,56670,56670,56670,56672,56670,56670,56670,56670,56670,56670,56970,56970,18385,8485,7406,4406,4406,4114,6876,6876,6876,6876,6001,4256,8282,8282,8410,8410,8417,8332,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
盈余公积(万元),634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,3305,3305,5774,634,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
未分配利润(万元),-195063,-194401,-192531,-174668,-80164,-79624,-79318,-78793,-78043,-77423,-69155,-68512,-68667,-68689,-70130,-69515,-69480,-69901,-71323,-71379,-72293,-71725,-66621,-65977,-65109,-64376,-66949,-66675,-65848,-65868,-39263,-38379,-20435,-18579,-18290,-19029,-22172,-23188,-39412,-37420,-38701,-36333,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
归属于母公司股东权益合计(万元),-65019,-64357,-62487,-44624,44984,45524,-40056,-39531,-38782,-38161,7184,7826,7671,7649,6208,6825,6858,6437,5015,4959,4045,4613,10017,10661,-27056,-36223,-39875,-42601,-41774,-42086,-12719,-11835,6109,7965,7379,4895,1753,736,-12688,-10696,-9502,-12359,
少数股东权益(万元),-389,-343,-273,352,473,473,--,--,481,499,2016,2066,2171,2219,2216,2283,2904,2982,2861,--,--,--,--,--,--,--,1483,1441,1482,1269,5815,5868,8528,8798,8972,11768,24747,23759,319,382,381,268,
所有者权益(或股东权益)合计(万元),-65408,-64700,-62761,-44272,45457,45997,-40056,-39531,-38301,-37663,9199,9892,9842,9868,8424,9108,9762,9419,7876,4959,4045,4613,10017,10661,-27056,-36223,-38393,-41160,-40293,-40816,-6904,-5967,14637,16762,16351,16663,26499,24496,-12369,-10315,-9121,-12090,
负债和所有者权益(或股东权益)总计(万元),579,574,546,29258,99846,99839,11922,11935,13492,12447,62304,63630,63985,60705,63442,63945,64524,59233,59317,51120,49771,50537,56418,61630,22812,16686,18714,15169,15199,14142,42333,43819,64197,70320,73345,73929,103002,98977,54612,56043,56026,52338,		
  
