报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
其他流动资产(万元),22354,32083,33831,2127,2783,1768,4416,4,10004,20904,21787,--,--,--,1715,--,--,--,821,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,--,32,194,332,--,--,--,--,--,--,317,331,290,0,
流动资产合计(万元),277005,251892,269449,259349,243109,235018,222937,327028,324352,337511,276248,286099,273124,271834,256387,257320,252684,317268,289721,305633,307875,312490,248682,288235,299334,298120,315778,315136,339141,325680,311663,274774,269206,285065,261107,243807,255578,282388,213111,202553,243383,87028,93665,105654,66251,69444,63282,65915,57633,50227,45182,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),29,29,29,62764,62764,62764,62764,29,29,29,29,29,29,29,29,11,11,11,11,525,422,493,486,303,290,380,340,313,380,411,307,418,467,549,487,418,339,410,365,255,299,0,0,0,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,49024,49024,49024,49024,49024,49024,49024,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期股权投资(万元),66937,67162,66259,835,821,829,829,66057,25599,26071,25278,24813,24397,26539,26209,25765,25451,25074,24675,24252,23945,772,772,702,681,679,679,20369,18564,22753,21193,19749,18348,22948,21292,19072,17324,22380,21001,19718,22861,21202,19807,19814,17947,18226,16639,16210,18613,21979,22286,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),3043,3059,3076,3159,3175,3192,3209,2409,2426,2434,2459,1145,1162,1178,1195,1211,1227,1244,1261,1277,1294,1621,1638,962,975,982,994,1007,1020,1738,1754,1508,1522,1542,1550,383,388,392,396,1068,1080,1091,1103,1114,1125,1137,1148,--,--,--,1193,
固定资产原值(万元),419045,--,418844,--,416107,--,416302,--,415517,--,417638,--,411615,--,411586,--,485788,--,485896,--,471235,--,475455,--,460088,--,460513,--,452074,--,451537,--,449379,--,447701,--,445858,--,443854,--,446132,--,271445,--,250738,--,250553,--,235746,--,101668,
累计折旧(万元),200252,--,193294,--,185218,--,178404,--,170018,--,164790,--,156873,--,149981,--,190469,--,185557,--,176393,--,171324,--,160590,--,154939,--,143294,--,136373,--,129130,--,124146,--,118505,--,111135,--,143746,--,51872,--,46886,--,42080,--,38234,--,35738,
固定资产净值(万元),218792,--,225550,--,230888,--,237898,--,245499,--,252847,--,254742,--,261605,--,295319,--,300339,--,294842,--,304131,--,299497,--,305574,--,308780,--,315164,--,320249,--,323554,--,327353,--,332720,--,302385,--,219573,--,203852,--,208472,--,197512,--,65930,
固定资产减值准备(万元),7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7668,--,7809,--,7809,--,7809,--,7809,--,7589,--,7589,--,20,--,20,--,20,--,20,--,20,--,20,
固定资产(万元),211124,--,217882,220240,223220,226674,230230,234332,237831,241392,245179,244334,247074,251582,253937,280811,287651,285763,292671,284556,287174,289776,296463,290821,291829,294979,297906,301244,300971,304109,307356,310479,312441,313293,315745,317237,319765,318513,325131,299530,302365,217455,219553,204527,203831,205558,208452,196683,197492,64564,65910,
在建工程(万元),4497,--,3874,4827,4948,4378,3932,4144,3241,3053,2393,6177,5203,2938,2831,23430,18064,20886,15421,23140,20708,17457,11387,14041,11696,9632,7916,5985,3801,2633,1273,663,1280,3134,1790,3172,942,3013,426,813,1349,1246,118,4712,5840,3853,3942,11551,13293,141409,137854,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,1363,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,-8,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,0,--,--,--,-5,--,--,--,--,--,-0,-0,--,0,-0,0,--,--,1,--,1,--,-1,1,-0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
无形资产(万元),12556,12883,13191,11663,11970,13663,13972,13254,13037,12978,12827,12927,12420,11964,10805,13683,13994,12486,12926,12159,12343,12992,11721,13523,13568,14579,14413,10024,8110,8788,9045,9151,9502,9514,9691,10444,10684,10880,11084,48512,48586,6239,6278,6310,6346,6384,6422,5603,5510,3737,3759,
开发支出(万元),775,775,775,578,278,--,--,640,717,649,405,563,--,--,--,1256,1256,1256,1256,1255,1255,1255,1255,615,404,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1282,1246,1230,775,--,--,--,--,--,--,--,0,
商誉(万元),1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,913,1155,913,913,913,913,913,913,913,913,913,913,913,913,1821,1807,--,--,--,--,--,--,--,--,--,0,
长期待摊费用(万元),388,431,476,247,280,293,326,276,273,303,330,271,255,275,290,241,37,144,51,191,178,71,93,450,482,539,78,642,652,263,100,0,--,--,--,394,425,1427,631,931,1094,1041,690,761,687,608,509,263,274,279,219,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),3155,3155,3155,2756,2759,2759,2759,2433,2433,2433,2433,3351,3351,3321,3321,3525,3525,3525,3525,3674,3674,3674,3674,3347,3347,3621,3650,3554,3547,3547,3586,3474,3168,3474,3474,2213,2486,1436,2486,434,434,559,559,417,417,417,417,376,376,376,376,
其他非流动资产(万元),49,124,150,68,81,58,524,--,--,--,515,0,--,--,752,741,741,--,741,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,45,39,--,0,
非流动资产合计(万元),303708,307396,310020,308290,311452,315767,319700,324728,335757,339521,342026,343788,344070,348004,349547,351828,353113,351545,353692,352184,352148,329268,328645,325919,324426,326303,327130,344051,337957,345150,345526,346355,347641,355367,354943,354245,353265,359363,362433,374363,381120,250064,248881,237656,236193,236183,238892,230728,235598,232344,231597,
资产总计(万元),580713,559289,579469,567639,554561,550785,542637,651756,660110,677033,618274,629887,617194,619838,605934,609148,605796,668813,643413,657817,660023,641759,577327,614154,623760,624423,642908,659187,677099,670830,657189,621129,616847,640432,616050,598052,608843,641752,575544,576916,624503,337091,342546,343311,302444,305628,302174,296643,293231,282570,276779,
短期借款(万元),144188,86555,86278,86172,77677,84092,89743,107095,123840,131360,82190,95516,112920,114207,91272,111503,131828,177380,113027,107526,112542,106725,74652,80457,77290,82398,121216,208168,216384,209822,174314,137441,138313,143875,108223,120529,143020,170883,178489,157771,161367,68984,61749,57479,62040,58084,48184,44729,43044,39328,32751,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,105,640,239,55,--,--,--,--,--,--,21,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),22031,--,31060,--,14981,3739,853,14468,11090,22486,21738,10343,2180,6416,12756,7392,3619,3472,6844,22551,11515,777,721,7258,6906,5423,2144,1544,7188,1538,8628,10166,1740,7897,21327,9118,1183,--,554,22958,35075,10730,5451,3961,500,--,916,2142,2749,2154,1896,
应付账款(万元),34860,--,46464,--,31048,48641,34125,31504,30636,26405,38338,48539,34880,34181,36556,34199,34820,53285,44283,54192,49899,65166,30534,53002,72442,65304,32651,45347,59805,65425,56271,61475,67262,77181,60698,51972,58834,71961,48210,36033,40208,11624,26448,22048,20793,12965,19569,15026,12629,17288,20449,
预收账款(万元),1358,2319,3343,2449,2711,2989,2177,3968,5079,5724,3980,5372,2416,1965,982,1254,1675,1626,2323,2040,2535,3480,4164,5336,4072,3341,2899,6023,2602,7910,11424,1442,2253,959,1515,1801,3514,6623,1824,130,12346,0,1373,161,799,329,2020,--,--,--,502,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),2562,3021,4482,1657,2090,2079,2926,1811,1841,2727,2833,1721,1677,3063,3339,2081,1719,2871,3232,1774,1842,3008,3905,1677,1127,2805,2213,1390,1094,2179,3142,2057,1625,2674,3767,1571,1575,2261,2651,1684,942,355,1111,478,251,271,403,--,-14,0,0,
应交税费(万元),1442,6375,4129,2794,1866,-294,2140,931,-2809,-951,3609,3086,-24,524,3757,-1577,923,794,2202,-3143,-3947,-2968,2019,926,-277,614,8954,205,-3504,-3724,-1903,1303,-2700,1740,1118,-3314,-4757,-6974,-751,-91,-462,-1597,-3214,-845,600,433,-248,-858,-2335,-449,-1412,
应付利息(万元),335,396,632,--,1875,1260,787,4212,4021,2322,1145,4103,3734,2284,1068,4045,3439,2559,2982,6335,4553,2788,2877,1507,971,860,2504,1399,1745,865,2516,2127,1469,975,2281,2623,2334,888,158,398,2918,1985,1168,315,32,209,139,--,--,--,26,
应付股利(万元),2590,1759,2508,--,2991,1212,1212,1475,984,347,347,3677,4942,3451,1102,1396,1859,17,17,17,17,973,973,5602,2315,4234,6056,11004,10104,13,13,13,13,13,13,1134,13,13,13,13,13,13,13,13,13,13,13,--,--,--,11,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),7343,--,14834,16932,9349,3346,3083,2804,2415,1954,1843,2293,3832,3112,2476,4157,3555,2066,2126,4435,21353,6104,2565,9647,3739,12380,3126,31042,19153,4152,9327,9761,12322,17222,9115,12873,21651,19758,20422,38641,9676,1863,2266,2874,4759,1151,3629,13748,19506,46423,44109,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,20000,--,19999,19990,19983,79936,79891,79846,79807,--,--,--,--,--,--,--,41875,41875,41875,--,--,--,--,--,--,--,9900,16900,23000,22000,25000,17000,36000,24000,24000,8000,14000,--,0,--,--,13499,16499,25561,25848,9000,9000,11500,11500,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,6708,56044,49917,49867,50000,--,41717,41291,41754,40960,335,0,
流动负债合计(万元),216710,195311,213730,176641,164693,167695,157267,248259,256988,272220,235829,174649,166556,169204,153330,164452,183437,244071,218910,237602,242185,186054,122410,165414,168586,177358,181763,306123,324471,305081,286732,247785,247298,269536,244058,222306,251368,273414,265572,264246,318129,143873,146231,149983,106286,140732,141764,125541,125539,116579,109833,
长期借款(万元),10000,10000,10000,30000,30000,20000,20000,20000,20000,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5500,5500,5500,5500,12500,12500,19500,25500,31500,19000,86000,36000,44000,44000,44000,44000,45505,49027,21027,17933,33908,33127,33127,33997,
应付债券(万元),--,--,--,--,--,--,--,19974,19966,19959,19952,99702,99652,99602,99559,99526,79569,79528,79491,79450,79410,79371,79333,83277,81920,80700,79648,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期应付款(万元),--,--,--,1600,1600,1662,1683,1914,1914,1914,314,705,714,718,763,1051,1051,1051,1051,3753,3753,44815,46146,44815,44815,41875,52940,50610,50631,50000,50000,50000,50000,50000,50000,50000,51121,1121,8348,8348,8348,--,--,--,--,--,--,--,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,115,115,115,115,
预计非流动负债(万元),151,151,151,137,137,137,137,169,169,169,212,176,176,176,176,743,743,743,743,715,715,715,715,297,297,241,297,180,180,--,180,863,863,863,863,2079,2079,2079,2050,1409,1409,--,--,--,--,--,--,--,--,--,0,
长期递延收益(万元),2774,2853,3031,3082,3160,3001,3077,1619,1687,1755,1823,915,952,1014,920,662,663,--,665,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),213,213,213,224,224,224,224,254,273,273,273,288,288,288,288,281,281,280,281,338,323,333,332,479,477,607,545,160,80,34,18,35,42,54,45,35,23,27,27,1885,1894,--,--,--,--,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,664,--,881,881,881,881,460,460,502,264,169,169,169,169,389,389,389,389,132,132,132,132,132,132,132,132,132,132,132,132,--,--,--,0,
非流动负债合计(万元),13139,13217,13395,35043,35121,25024,25120,43930,44009,44069,22573,101785,101780,101797,101705,102262,82306,82266,82230,85137,85082,126115,127407,129328,127968,123925,133693,56619,56560,55703,55867,63787,63794,70806,76797,83746,72355,89359,46557,55774,55783,44132,44132,45637,49159,21159,18065,34023,33242,33242,34111,
负债合计(万元),229849,208529,227124,211684,199814,192719,182388,292189,300997,316289,258402,276434,268337,271001,255035,266714,265743,326337,301141,322739,327267,312169,249817,294741,296554,301283,315456,362742,381031,360784,342599,311572,311092,340342,320855,306052,323723,362772,312129,320020,373912,188005,190363,195619,155444,161891,159830,159564,158781,149821,143944,
实收资本(或股本)(万元),50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,50543,43950,43950,43950,
资本公积(万元),25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25759,25722,25748,25745,23796,26169,27812,26209,28264,26223,26234,26197,26237,26254,26284,26262,28420,28392,28420,25078,25053,25053,25376,25376,25376,25376,25376,25376,25376,25376,25376,25376,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),19640,19640,19640,19265,19265,19265,19265,19028,19028,19028,19028,18728,18728,18728,18728,18728,18728,18728,18728,17924,17924,17924,17924,17034,17034,15241,17034,15241,15241,13399,13399,12924,12924,12924,12924,12527,12527,12527,12527,12527,12527,12527,12527,11923,11923,11923,11923,11123,11123,11123,11048,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61948,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
