报告日期,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
固定资产(万元),11456,11787,12117,12438,11694,12013,12372,12763,13406,13822,14237,14636,15028,15270,15669,16066,15942,16348,16732,17163,6684,6883,7084,7282,6935,7128,7295,7489,7739,7931,7687,7869,62855,63847,64840,65781,66272,67209,68178,69686,
在建工程(万元),2347,2186,1927,1571,--,2198,2113,1783,1534,1314,1221,1114,846,597,597,473,1041,761,711,585,12427,16503,137338,134769,129912,128412,119786,118339,105363,93316,85680,80991,36631,18119,12527,10455,8833,7273,5366,4197,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,1,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
无形资产(万元),122321,125954,129642,133293,137432,141202,144823,148474,152124,156014,159665,163315,162592,166000,169902,173806,177489,181389,185298,189175,193548,192077,65482,66576,67672,68753,69846,70831,71857,72944,73967,74964,15981,16122,16281,16406,15748,15880,16013,16972,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
商誉(万元),2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,1421,1421,1421,1421,1907,1891,0,1421,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,1,2,4,3,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,21,21,25,0,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
非流动资产合计(万元),138389,142191,145951,149567,153900,157677,161573,165284,169329,173415,177387,181330,180730,184131,188433,192609,196737,200763,205005,209187,214923,217727,212169,210892,206783,206558,199192,198923,187223,176454,169599,166089,116887,99509,95069,94062,92901,92277,91593,92279,
资产总计(万元),178541,178459,182537,181260,183031,186103,189901,188451,187431,187307,196302,195022,202665,203687,204437,203786,210931,212893,215640,219077,229862,228174,217892,217505,213229,213145,210220,208660,199173,198919,187324,178927,125626,114749,113357,118857,107353,106274,97352,97483,
短期借款(万元),5300,5000,5000,5000,5000,5000,5000,5000,5000,5000,5915,5915,5915,7950,6200,6200,6200,12400,13200,13200,18200,18200,18200,18200,14700,14700,14700,14700,8200,15200,10200,10200,13150,2000,1000,1000,10800,9800,500,7800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
应付账款(万元),17229,17351,17272,17373,17275,17247,17242,17329,17145,17788,17764,17630,2014,1861,1882,1809,1677,1752,1715,1864,1765,1763,1635,1509,2362,2724,2843,2836,2387,1708,1246,1368,1402,1448,1368,1529,1741,1952,2364,3985,
预收账款(万元),131,131,135,340,104,104,107,293,--,0,107,293,--,104,107,293,--,348,348,455,440,348,348,442,467,348,348,567,378,378,379,378,451,562,545,539,418,508,476,610,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
应付职工薪酬(万元),245,185,116,46,143,198,283,159,141,154,85,16,161,172,68,143,81,101,216,237,73,122,257,303,118,129,219,256,174,200,237,384,101,120,164,328,192,0,342,460,
应交税费(万元),508,1195,1140,1557,928,473,1301,1550,1849,1652,2137,2094,392,346,251,395,324,293,679,427,321,390,183,223,11,-22,189,149,81,84,155,98,114,75,184,198,40,126,209,348,
应付利息(万元),78,72,78,81,115,114,116,115,153,132,150,137,189,174,172,178,215,213,217,229,238,220,214,214,232,209,201,194,134,108,88,154,177,676,635,71,--,0,0,86,
应付股利(万元),--,--,--,--,--,1590,--,--,--,978,--,--,--,--,--,--,88,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
其他应付款(万元),179,188,252,444,494,1035,893,770,616,774,725,629,5254,5456,780,750,5269,662,384,713,725,712,754,673,308,386,380,399,275,397,387,377,229,330,177,365,1820,1712,1934,979,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
一年内到期的非流动负债(万元),6496,6496,12496,12496,4996,5396,9896,9896,4045,4045,8927,9297,5927,5927,13455,13455,--,10,10,4995,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,4000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,291,291,291,291,358,358,358,358,399,399,399,399,441,441,441,441,500,500,500,500,--,--,0,0,--,0,0,0,
流动负债合计(万元),30166,30617,36490,37337,29055,31157,34838,35112,28949,30522,35810,36011,20143,22281,23207,23513,14212,16137,17127,22477,22162,22155,21990,21965,18640,18914,19321,19542,12129,18575,13192,13459,15625,5212,4072,4029,15012,14368,5824,18268,
长期借款(万元),39000,39000,39000,39000,51780,51380,51380,51380,60780,60780,61120,60780,77000,77000,77600,77600,96639,96639,98889,98889,109779,109779,111729,111429,110024,110024,106999,105399,102999,96339,89789,81509,31109,31109,31109,37171,42700,42700,42700,30000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
长期应付款(万元),909,909,909,909,1364,1364,1364,1364,1818,2083,2083,2083,2537,2537,2537,2537,3446,3446,3446,2992,3901,3901,3901,3901,4355,4355,4355,4355,4810,4810,4810,4810,5265,5265,5265,5265,5265,5265,5182,5276,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
预计非流动负债(万元),5125,5177,5156,5182,5968,6037,6062,6050,6111,6156,6121,6116,17024,16871,16813,16655,17133,17720,18035,18057,18538,17485,6623,6638,6439,6503,6493,6543,6626,6696,6753,6758,948,948,948,948,--,0,199,919,
长期递延收益(万元),125,125,125,125,--,167,167,167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,713,713,713,713,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
其他非流动负债(万元),--,--,--,--,149,--,--,--,250,250,250,250,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
非流动负债合计(万元),45160,45212,45190,45216,59260,58948,58972,58961,68959,69268,69573,69228,97275,97121,97664,97506,117219,117806,120371,119938,132218,131165,122253,121968,120819,120883,117848,116297,114435,107845,101352,93077,37321,37321,37321,43383,47965,47965,48081,36195,
负债合计(万元),75326,75828,81680,82553,88315,90105,93810,94073,97908,99791,105383,105239,117418,119402,120870,121019,131431,133942,137498,142415,154380,153319,144243,143933,139459,139797,137169,135839,126564,126420,114544,106535,52946,42533,41393,47412,62977,62333,53905,54463,
实收资本(或股本)(万元),24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,24460,
资本公积(万元),14314,14314,14314,14314,14314,14314,14314,14314,14372,14372,14372,14372,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,14405,13305,13305,13305,13305,6289,6289,6289,6289,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
盈余公积(万元),2335,2335,2335,2335,2258,2258,2258,2258,2037,2037,2037,2037,2026,2026,2026,2026,1941,1941,1941,1941,1913,1913,1913,1913,1845,1845,1845,1845,1773,1773,1773,1773,1762,1762,1762,1762,1887,1871,1887,1621,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
未分配利润(万元),23635,23516,22686,21608,19936,19398,20399,19622,16482,15692,16297,15751,13198,12651,12445,12031,10467,10303,9897,8748,7970,7732,7076,7017,7008,6779,6587,6402,6421,6267,6582,6249,7104,6682,6568,6165,5967,5561,5132,4996,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,0,0,--,0,--,0,
归属于母公司股东权益合计(万元),64744,64625,63795,62717,60967,60430,61430,60653,57350,56561,57165,56619,54088,53541,53335,52922,51273,51109,50703,49554,48747,48509,47853,47794,47718,47489,47297,47112,47059,46904,47219,46887,46630,46208,46094,45691,38603,38181,37768,37366,
少数股东权益(万元),38471,38006,37062,35989,33749,35568,34661,33725,32172,30955,33754,33164,31159,30743,30231,29845,28227,27842,27439,27107,26735,26346,25796,25777,26052,25858,25754,25709,25550,25594,25560,25506,26050,26007,25870,25754,5773,5760,5679,5654,
所有者权益(或股东权益)合计(万元),103215,102631,100857,98706,94716,95998,96091,94378,89522,87516,90919,89783,85247,84284,83567,82767,79500,78951,78142,76662,75482,74855,73649,73572,73770,73347,73051,72821,72609,72499,72779,72392,72680,72216,71964,71445,44376,43941,43447,43020,
负债和所有者权益(或股东权益)总计(万元),178541,178459,182537,181260,183031,186103,189901,188451,187431,187307,196302,195022,202665,203687,204437,203786,210931,212893,215640,219077,229862,228174,217892,217505,213229,213145,210220,208660,199173,198919,187324,178927,125626,114749,113357,118857,107353,106274,97352,97483,		
  
