报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1100,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
其他应收款(万元),601,--,241,1236,1529,1541,774,909,814,782,858,19449,16414,5995,25781,1674,1857,1561,1562,2433,2353,2678,2395,2073,3141,3175,3613,2547,2098,2267,2081,4645,4985,3328,3209,1227,2422,4216,3769,7190,848,13163,18702,3691,3263,2233,2007,1216,2501,2608,2041,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
存货(万元),16817,17671,17757,18387,19010,18201,17621,15410,15469,17003,20121,15798,15414,17244,14635,23820,28209,29346,27761,27274,28516,28609,29919,30739,32130,30192,29098,28437,33188,30722,32765,25235,27842,25906,30050,25052,27861,29074,24419,22133,20694,28505,19689,29325,31345,30335,30107,31456,29167,27726,24501,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
其他流动资产(万元),410,374,429,435,587,206,326,324,184,168,173,96,129,425,543,1602,1639,1659,2010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,22,16,15,--,9,5,9,0,
流动资产合计(万元),64312,72653,85494,83943,87624,79963,74841,76394,78593,82210,100732,96110,99822,80162,98633,106108,99251,97558,83012,94166,107259,101592,113734,126914,124818,131571,119698,112064,123085,104267,104312,94439,101174,133927,155076,167802,242622,225931,200112,185732,190418,151416,141146,143607,149142,132273,163284,184928,174205,161157,135661,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,523,520,551,552,324,470,242,135,0,0,--,--,81,81,81,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
长期股权投资(万元),24697,18346,18721,10476,10413,8214,8459,8415,8125,8017,8318,8229,8120,8057,8338,67409,66333,66233,68611,68034,67113,68991,68924,68844,68227,67630,68356,67751,66510,67121,66111,66530,65499,63536,63174,63696,64370,61989,60582,59522,58935,58467,58515,53853,53641,52456,52376,48462,47497,47044,46613,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
投资性房地产(万元),3441,3483,4570,5376,5441,10948,11065,11217,11299,--,11533,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
固定资产原值(万元),79360,--,81416,--,85419,--,79765,--,73374,--,74717,--,85859,--,81428,--,154889,--,156116,--,156684,--,155717,--,156993,--,156846,--,149918,--,149582,--,147821,--,146822,--,130800,--,124864,--,108662,--,109049,--,104656,--,110801,--,111167,--,110777,
累计折旧(万元),43942,--,44544,--,47596,--,44883,--,41868,--,42132,--,43475,--,41831,--,85328,--,84523,--,82381,--,79346,--,77085,--,74287,--,71240,--,68065,--,63973,--,61263,--,58231,--,53946,--,55486,--,53314,--,70911,--,77551,--,76428,--,73836,
固定资产净值(万元),35417,--,36872,--,37823,--,34882,--,31506,--,32584,--,42383,--,39598,--,69561,--,71593,--,74303,--,76371,--,79909,--,82558,--,78678,--,81517,--,83848,--,85560,--,72569,--,70918,--,53176,--,55735,--,33745,--,33250,--,34739,--,36941,
固定资产减值准备(万元),2094,--,2686,--,1411,--,1411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68,--,68,--,68,--,68,--,68,--,68,--,68,--,68,
固定资产(万元),33324,--,34186,35051,36412,32600,33471,31130,31506,42055,32584,41777,42383,38873,39598,68207,69561,71078,71593,72891,74303,75312,76371,79205,79909,80903,82558,77491,78678,80171,81517,82483,83848,84774,85560,71947,72501,69849,70850,51726,53108,54522,55667,34291,33677,32683,33182,33419,34671,35699,36873,
在建工程(万元),21,--,--,508,503,480,480,418,418,417,244,244,1310,4979,4044,841,889,868,1632,1301,1214,1277,1101,1903,2295,1920,1564,414,298,152,64,102,81,61,104,5120,1891,997,187,16470,11427,3104,2393,6126,5854,2112,955,294,135,135,135,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,2,2,--,--,--,--,--,--,2,2,2,--,--,--,--,--,--,--,--,--,26,26,0,0,--,0,--,--,--,0,--,--,0,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
无形资产(万元),2315,2332,2348,1612,1617,1131,1138,1146,1154,2736,1170,2772,2791,2809,2827,8105,8486,8868,9249,9177,9595,9978,10361,10962,11261,12561,11812,10866,11006,11103,11417,8518,8655,8793,9019,8578,8684,8790,8896,8656,8723,9373,9407,565,587,338,340,341,343,345,347,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4062,3930,3820,3669,3898,3488,3119,2760,4448,3855,3535,3064,4827,4522,4319,4064,5233,5070,4814,4637,4768,4331,3959,3624,3948,3742,3533,3286,2962,2495,2250,1850,1169,0,--,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,326,326,--,0,
长期待摊费用(万元),257,262,191,222,91,112,133,154,174,211,247,284,320,356,393,891,742,777,780,877,877,863,793,892,911,988,1071,1002,1084,1116,1196,1114,1160,1346,1281,1321,1360,1436,1502,1639,1711,1675,986,937,998,894,903,908,906,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
递延所得税资产(万元),485,485,485,183,183,183,183,182,182,182,182,182,178,182,182,376,376,376,376,356,356,356,356,312,312,312,312,370,370,370,370,914,950,874,874,1094,1094,1119,1119,422,422,615,615,232,232,208,208,803,901,812,258,
其他非流动资产(万元),648,391,182,484,390,479,454,656,691,712,924,2432,1679,1048,1048,--,--,--,--,20,20,41,41,82,61,82,82,122,102,122,122,163,143,163,163,184,184,204,204,245,224,245,245,--,265,286,286,0,0,--,326,
非流动资产合计(万元),65189,59620,60683,53912,55050,54147,55383,53318,53548,54329,55201,55920,56780,56305,56429,149893,150319,152020,155909,156555,156967,159937,160708,166649,166833,167933,168819,162842,162570,164475,164860,165057,165406,164361,164812,157256,154961,148894,147514,142949,138763,131777,131250,98967,97749,91225,90098,85803,84860,84115,84552,
资产总计(万元),129500,132274,146177,137855,142674,134110,130224,129712,132141,136539,155933,152030,156602,136467,155062,256001,249570,249578,238921,250721,264226,261529,274442,293563,291651,299504,288517,274906,285655,268742,269172,259496,266580,298289,319888,325058,397583,374826,347626,328681,329181,283192,272396,242574,246891,223498,253382,270730,259064,245272,220213,
短期借款(万元),25200,25200,26200,26200,26200,26200,31200,29450,28450,28450,22450,18200,21200,26500,21700,64630,57680,69550,80350,74546,68515,83671,89681,82280,79967,80243,75612,78664,79776,97088,88643,86688,75022,82967,41561,36945,58520,42840,58265,60340,73540,68880,59083,60655,69918,62514,55294,60135,59003,65382,66259,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,--,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付票据(万元),51284,--,62756,--,47228,43998,41141,42708,42571,42571,71856,71856,74856,63428,76056,103386,96397,80285,56001,75251,90162,70537,74270,98684,80366,87879,76898,55240,58531,19101,18205,11384,18429,51183,119218,140221,182171,177618,144208,130080,124610,93983,92863,99510,85055,62755,91995,110970,100485,82272,58368,
应付账款(万元),24845,--,23780,--,26930,27608,17975,16720,19002,22002,19337,18816,21260,7718,7589,59159,59330,60024,58822,55569,56269,57425,53655,50063,57713,54597,50211,41676,44431,43040,49304,35845,45523,45286,48375,39959,52732,53302,51202,52020,45615,45572,48840,36262,40819,36323,48436,45154,47942,42127,42207,
预收账款(万元),142,125,198,169,230,140,232,283,253,383,913,281,316,396,140,2905,2195,1503,1988,2709,3353,3344,2918,4309,4705,5066,9076,5036,5716,7854,9085,7805,4990,7621,8159,9554,12179,13351,18072,11345,12385,10864,7181,709,5084,7504,6141,3705,2528,4035,2961,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付职工薪酬(万元),538,497,316,321,410,432,368,346,380,302,263,458,212,275,165,665,428,383,307,281,244,276,262,252,201,170,201,96,42,93,130,277,130,142,259,250,225,336,361,161,207,197,267,231,239,243,319,335,306,360,400,
应交税费(万元),1425,1696,1948,1618,1532,2003,1566,1772,1644,1868,1616,1723,1959,1763,1686,13298,13610,13720,13650,11641,11699,12177,12437,12513,11635,12166,11520,12495,12034,12990,12205,12717,12009,12915,13029,12406,11814,12188,12624,11869,12453,12631,12327,11346,11280,11368,11871,10618,10247,11326,11912,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
其他应付款(万元),424,--,1499,4811,3992,2315,4440,3532,3928,4741,4069,4979,1334,1503,1687,1177,2093,738,2489,2587,2191,4466,3254,2493,3383,3806,2657,3177,3497,2671,4499,2574,3020,1725,3875,8527,8827,5306,3010,5618,5779,3663,2952,3631,4393,7722,4066,4213,2819,4333,4212,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,171,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
一年内到期的非流动负债(万元),--,150,150,750,1269,2779,4709,5689,5340,5340,3610,1110,1110,1550,7500,8050,7500,7900,11100,8050,5200,4950,9800,24300,29300,29770,23150,24840,27340,18090,11540,6945,6250,6250,6250,--,0,--,0,--,0,--,--,--,0,6000,6000,6000,6000,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,308,0,--,0,
流动负债合计(万元),103859,104514,116847,103130,107790,105475,101631,100501,101569,105657,124114,117424,122245,103132,116523,253270,239233,234103,224708,230634,237633,236847,246277,274893,267270,273697,249324,221223,231367,200927,193611,164234,165373,208091,240726,247862,326468,304942,287742,271433,274590,235790,223513,212344,216788,194430,224122,241439,229500,209834,186319,
长期借款(万元),--,--,--,--,--,150,150,750,2449,2929,4859,7589,7789,7199,12849,14499,15300,15050,12100,14500,17000,12900,12900,10250,13080,12950,24620,30750,28700,38870,46670,52085,53130,42200,31200,29450,22450,22450,13250,12250,8000,--,--,--,0,--,--,0,0,6000,6000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74,74,74,74,74,74,74,74,74,74,74,74,261,261,227,227,234,199,199,183,164,834,2966,4598,432,132,88,438,38,400,440,455,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,323,323,323,323,323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,50,50,50,64,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97,96,104,104,--,0,--,--,374,374,277,277,0,0,--,10,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
非流动负债合计(万元),0,0,0,0,0,150,150,750,2449,2929,4859,7589,7789,7199,12849,14499,15623,15373,12423,14896,17396,12974,12974,10324,13154,13024,24694,30824,28774,38944,46744,52346,53391,42427,31427,29781,22746,22753,13537,12414,8834,2966,4598,806,506,366,715,87,450,6490,6528,
负债合计(万元),103859,104514,116847,103130,107790,105625,101781,101251,104018,108586,128973,125013,130034,110331,129372,267769,254856,249476,237130,245531,255029,249821,259250,285217,280424,286721,274018,252047,260141,239871,240354,216581,218765,250518,272153,277643,349213,327695,301279,283846,283424,238756,228111,213150,217295,194796,224837,241526,229949,216323,192847,
实收资本(或股本)(万元),11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,11938,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,47750,
资本公积(万元),95857,95858,95857,95858,95858,95858,95857,95858,95858,95858,95857,95858,95858,95858,95857,96052,96052,96052,96051,96052,96052,96052,96052,96052,60289,60288,60288,60318,60318,60318,60318,60318,60318,60318,60318,60849,60857,60880,60130,59068,59403,59125,59018,59018,59018,59018,59018,59018,58998,58998,58998,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12574,12574,12574,12569,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
未分配利润(万元),-94722,-92604,-91033,-85639,-85480,-92082,-92088,-92065,-92383,-92543,-93525,-93470,-93902,-94312,-94752,-132406,-125914,-120516,-118826,-115428,-111415,-108894,-105419,-112511,-109675,-108100,-106362,-98028,-95361,-91939,-91990,-77903,-73009,-73061,-73146,-73993,-73002,-74280,-74341,-74838,-74275,-75344,-75394,-90218,-90091,-91004,-91127,-90437,-90533,-90707,-92333,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
