报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收股利(万元),125,125,125,--,--,--,--,--,--,--,--,--,--,--,24,--,--,--,24,--,0,24,24,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
其他应收款(万元),2950,--,9101,2244,2548,1998,2190,2588,3252,2020,1971,2577,2334,3211,2146,3003,2714,2693,1921,2655,2260,2570,2973,2393,3053,2275,1989,1833,1699,1885,1553,1618,1795,1473,1757,1766,1566,1512,1272,1782,2152,1245,1069,873,1042,1156,1060,1755,1556,1439,970,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
存货(万元),76087,73999,74751,73420,71247,71966,69384,75813,76789,80487,84243,95079,102325,103957,107528,104229,111422,113412,116635,115882,112665,115000,119673,112216,119196,119597,115657,109650,111211,113729,119654,123390,121550,121314,116055,107195,106302,101752,102744,95624,94501,103060,107225,102830,91569,90189,91317,90022,88877,88748,82714,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,181,109,14,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
其他流动资产(万元),1358,1217,1418,61,75,396,539,492,482,529,720,954,651,666,897,1377,1748,1186,2453,278,297,263,277,212,189,295,267,327,286,348,573,30,31,29,24,16,21,36,22,31,16,33,31,55,29,27,37,--,0,0,14,
流动资产合计(万元),232105,233073,235862,224533,222901,221345,218210,231257,241578,245605,242891,241224,242744,243134,234938,238373,251296,268101,272162,269167,278664,267991,258281,262028,271758,271261,250501,245804,253769,247519,245552,245034,249004,243140,218305,206270,213620,213839,201557,195555,198110,195219,198110,203987,196087,189056,177570,179578,191967,182140,171925,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
可供出售金融资产(万元),200,200,200,257,257,200,200,200,200,200,200,200,200,200,200,200,200,200,200,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,11189,11053,10856,10827,10607,10223,10052,9719,9671,9506,9342,9249,9840,9650,9318,9020,8372,8737,8420,8056,7363,7082,8032,7881,9120,8747,8458,8071,7933,7800,7479,8526,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
投资性房地产(万元),12610,12769,12927,13062,13218,13387,13687,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
固定资产原值(万元),173648,--,174817,--,170972,--,170683,--,177173,--,176918,--,177078,--,182153,--,175078,--,175084,--,156102,--,155308,--,155066,--,153527,--,145456,--,143153,--,143055,--,141668,--,141787,--,141347,--,131806,--,129019,--,126682,--,122729,--,106255,--,104234,
累计折旧(万元),111703,--,108632,--,104352,--,99632,--,103086,--,98358,--,115294,--,112497,--,109112,--,105350,--,101565,--,97785,--,94837,--,91206,--,88130,--,84658,--,84326,--,82062,--,80734,--,76969,--,73858,--,71248,--,68199,--,66248,--,65218,--,62824,
固定资产净值(万元),61946,--,66185,--,66620,--,71050,--,74087,--,78559,--,61784,--,69656,--,65966,--,69734,--,54537,--,57523,--,60229,--,62321,--,57326,--,58495,--,58729,--,59606,--,61053,--,64378,--,57948,--,57771,--,58483,--,56481,--,41036,--,41410,
固定资产减值准备(万元),23,--,26,--,26,--,26,--,3,--,3,--,143,--,144,--,114,--,152,--,274,--,274,--,274,--,320,--,346,--,348,--,367,--,410,--,417,--,417,--,434,--,434,--,142,--,142,--,194,--,195,
固定资产(万元),61923,--,66160,64462,66594,68815,71025,72375,74084,76481,78557,60151,61641,70243,69513,63779,65852,67942,69582,52973,54264,55808,57249,58535,59955,60073,62001,56850,56980,56377,58146,56551,58362,59783,59196,58749,60636,62828,63960,55863,57514,57911,57337,54984,58341,55158,56339,38822,40842,41102,41215,
在建工程(万元),4432,--,4816,8801,8434,8205,8269,19049,20513,19539,19444,34814,32874,30708,32963,39609,38738,37473,36340,36956,35355,33227,30317,26729,24514,24727,24052,28312,27685,27804,26198,24774,18688,13415,10067,6365,8726,4228,3973,10931,8360,7423,7149,10670,8824,9141,8489,23019,18847,16886,12467,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
无形资产(万元),8408,8487,8567,8651,8731,8811,8753,12760,12875,12989,13088,13203,13315,13426,13537,13665,13788,13912,14036,13612,13726,13841,13956,14072,14172,14294,14400,12940,12983,13091,13198,13305,13412,13521,13614,13720,13828,13935,14043,14151,14260,14370,14479,14589,14689,14798,14892,14999,15093,17054,17062,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
长期待摊费用(万元),104,112,121,73,64,67,70,73,77,50,52,54,56,57,61,65,69,70,77,81,85,89,72,74,76,78,79,81,83,84,87,93,100,105,111,117,123,130,147,165,183,209,228,246,265,283,302,255,256,183,133,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
递延所得税资产(万元),1164,1164,1164,1163,1163,1163,1163,1163,1163,1163,1163,1185,1185,1185,1185,1185,1185,1185,1185,1076,1076,1076,1076,1083,1083,1083,1083,949,949,949,949,1601,1601,1601,1601,1581,1581,1581,1581,1696,1696,1696,1793,751,751,759,887,969,969,1399,969,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
非流动资产合计(万元),89833,91893,93954,96468,98460,100647,103167,105620,108911,110422,112504,109607,109270,115820,117459,118503,119833,120782,121420,115887,115559,114897,113499,111100,110023,110307,111335,108803,108186,107647,107827,106164,101813,97743,93608,88904,93631,91122,91762,90169,89095,89641,88867,90361,91618,88597,88979,85997,83806,84103,80372,
资产总计(万元),321938,324966,329817,321001,321361,321993,321377,336877,350490,356027,355395,350831,352014,358954,352397,356875,371129,388883,393582,385054,394223,382888,371780,373128,381781,381568,361836,354607,361956,355166,353380,351198,350817,340882,311913,295174,307252,304961,293319,285723,287206,284860,286977,294349,287704,277653,266549,265575,275773,266243,252297,
短期借款(万元),61500,57000,62000,53500,61500,70500,64800,62700,65490,56490,54990,49300,46800,53500,38500,23500,30500,49800,49800,49800,40800,40800,41800,43800,46000,49800,58800,66059,65359,61359,52359,52359,50378,50378,50378,51111,51111,51216,55016,47016,38016,37216,32539,34250,23642,23648,23347,37257,56657,50711,48387,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应付票据(万元),42833,--,34364,--,36497,27337,29948,26656,30820,33026,42551,24831,28052,29061,32747,31981,20439,18166,20687,27109,24980,17693,9325,7058,10844,20632,22149,17694,19571,19450,9410,23298,15168,16905,14029,6484,9160,10829,9665,10550,14855,12230,11533,15163,13255,9500,10219,12969,7410,4130,2780,
应付账款(万元),60830,--,71444,--,67940,69192,63083,86172,90278,93999,83390,100793,98799,95297,97349,126925,144539,142392,138842,122668,126194,121247,116647,117590,131017,115932,96824,95095,98559,93809,103930,95582,100606,88979,69842,60138,72307,70041,61413,52833,50492,53239,63258,53638,53996,53976,49277,47576,53907,56811,49647,
预收账款(万元),2364,1577,2129,2886,2251,2148,3163,2237,2854,2627,2696,2855,3209,2952,4484,4342,4151,5100,4856,4276,6291,7367,7443,4219,2616,4193,4745,4125,4224,4262,5041,3235,4200,5782,4576,5734,5442,4898,4952,3718,3861,5705,2934,4165,3656,3909,3075,3670,3610,2384,2290,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应付职工薪酬(万元),1192,1213,1225,1223,1589,1633,1666,1686,1703,1711,1726,1766,1856,1882,1944,1919,1893,1855,2028,1721,1746,1840,1965,2040,2080,2145,2196,1979,2404,2861,2951,2942,2915,2863,2747,3010,3362,2682,2842,2772,2753,2906,2987,4196,4192,4191,4638,3461,4037,3347,5988,
应交税费(万元),631,788,724,553,529,639,1385,737,949,448,1914,1520,509,512,607,445,494,510,368,501,556,857,576,1180,642,1183,-41,690,1736,845,192,924,1988,1759,541,1479,749,2184,2074,2134,1634,2429,-40,2038,2764,2001,1002,646,225,687,681,
应付利息(万元),17,17,75,--,16,--,119,--,42,105,93,215,163,113,140,693,1090,1028,594,--,--,--,173,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,1,0,--,0,0,0,--,55,--,0,0,0,
应付股利(万元),36,36,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,130,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
其他应付款(万元),7202,--,13075,9079,7899,7536,9212,9265,10463,10680,11179,12116,14114,12267,13383,15720,16150,16002,18329,14252,15414,14538,13667,15464,14272,14050,14393,12678,12364,11873,11624,8493,9322,10346,8918,6369,6101,8804,9484,9323,9715,8756,8780,13926,12465,11973,10666,10879,13579,14239,10908,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,372,280,83,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,5000,5000,5000,9000,9000,--,--,5000,5000,5000,9000,9000,9000,6000,15000,15000,15000,--,--,--,--,--,800,4800,13800,--,2000,2000,2000,2000,2000,2000,2000,5000,14000,14000,19000,0,10000,10000,10000,11750,1750,1750,1750,
其他流动负债(万元),492,492,492,397,397,397,397,415,434,452,470,465,465,441,441,441,441,441,476,401,401,401,401,--,--,-0,--,--,0,--,--,--,--,--,--,4,7,1,0,--,1,4,3,95,53,60,12,--,2138,1093,1097,
流动负债合计(万元),177098,180499,185563,179757,178618,179383,178774,194869,208032,208538,208009,193862,193967,201025,194595,210966,228698,244295,244979,226729,231382,219742,206998,191351,207472,207933,199066,198319,205018,199260,199307,186834,186577,179013,153031,136329,150239,152656,147445,133346,135328,136485,140995,127471,124022,119258,112291,128580,143593,135235,123659,
长期借款(万元),--,40,--,--,--,--,--,--,--,5000,5000,23000,23000,18000,18000,9000,5000,5000,5000,9000,9000,9000,9000,24000,15000,15000,6000,--,0,--,--,13800,13800,13800,13800,13800,13800,13600,9800,14950,14950,14950,14950,33950,33950,33950,33950,19950,15150,15150,15150,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
长期应付款(万元),10,--,10,189,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,
专项应付款(万元),30,--,30,--,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,28,31,31,32,22,22,22,22,757,22,22,22,20,20,20,20,20,20,20,20,37,19,19,20,43,45,21,20,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
长期递延收益(万元),5937,6033,6128,3489,3585,3680,3775,3892,3977,4073,4168,4189,4312,4557,4665,4783,4900,5003,5112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),84,84,84,89,89,89,89,94,94,94,94,99,99,99,99,114,114,114,114,--,--,--,--,39,39,39,39,25,25,25,25,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,95,95,95,95,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4950,5048,5146,5243,5244,5352,4999,5095,4781,4867,5039,5039,516,516,516,516,1460,1485,590,590,1063,1063,1063,663,0,0,--,--,--,0,0,0,
非流动负债合计(万元),6061,6156,6252,3767,3863,3958,4054,4175,4261,9356,9452,27479,27603,22848,22956,14089,10206,10309,10418,13992,14090,14188,14286,29321,20432,20080,11177,4838,4924,5096,5096,15083,14348,14348,14348,15290,15316,14220,10420,16043,16043,16043,15643,33998,33979,33979,33980,20098,15300,15276,15275,
负债合计(万元),183158,186656,191814,183524,182480,183341,182828,199044,212293,217894,217461,221341,221570,223873,217550,225055,238903,254604,255397,240721,245472,233930,221283,220672,227904,228013,210243,203158,209942,204356,204404,201917,200925,193361,167379,151619,165554,166876,157865,149390,151371,152529,156639,161469,158001,153236,146272,148678,158893,150511,138934,
实收资本(或股本)(万元),40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,40260,
资本公积(万元),48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48881,48881,48881,48881,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48569,48543,48543,48543,48543,48543,48543,48543,48543,48543,48543,48543,48543,47797,47800,48952,48952,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
专项储备(万元),1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),13677,13677,13677,13428,13428,13428,13428,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,12929,12929,12929,12929,12397,12397,12397,12397,11673,11673,11673,11673,10814,10814,10814,10814,10140,10140,10140,10140,6845,6845,6845,6845,5715,5715,5245,5962,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
未分配利润(万元),36273,35803,35496,35220,36624,36395,36293,35860,36224,36160,35960,27516,28471,33107,32873,29847,30252,32305,36211,42048,46467,46673,48212,50698,52118,51797,49835,50223,50787,49584,47750,48779,49390,47020,44032,43721,41859,38245,35611,37170,36666,33387,31134,37000,33781,28487,24366,22775,22758,20927,17837,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,
