报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收利息(万元),--,0,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
其他应收款(万元),2,--,2,4,2,3,2,8,8,8,8,11,11,11,10,154,269,269,622,893,990,987,1187,1514,1509,1510,2673,16,13,15,12,22,128,24,20,106,108,108,105,48,127,88,85,33,260,272,254,274,375,898,1387,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
存货(万元),0,1,1,1,27,14,66,59,92,88,198,138,133,133,93,94,34,7,1,1,1,1,1,18,46,46,1,43,43,43,54,62,63,63,55,193,154,249,252,412,459,473,534,1185,971,1490,1605,2481,2821,3371,3124,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
其他流动资产(万元),--,--,2225,4700,4700,4300,2000,3800,3500,3500,30,3000,3000,2700,14,2400,2400,2000,1800,1600,1500,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
流动资产合计(万元),6252,6090,5956,5649,5494,5332,5037,4790,4560,4439,4128,3997,3570,3435,3072,3008,3033,2779,2754,2725,2700,2641,2792,1880,1952,2874,2891,321,270,321,537,1006,396,364,1012,2724,1190,1510,1215,1911,1621,1615,1679,3711,3654,4322,5076,6191,6211,7774,7780,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,--,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1100,1000,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
长期股权投资(万元),2071,2010,2136,2194,2266,2336,2522,2493,2548,2455,2682,2456,2313,2230,2309,2141,1950,1805,1921,1765,1720,1595,1646,1765,1703,1639,1726,1675,1133,1105,1234,1268,1263,1315,1492,2428,2604,2572,2648,2692,2586,2531,2578,1460,1429,1388,1380,1285,1194,1107,1251,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
投资性房地产(万元),784,787,838,883,934,985,1036,1087,1138,1189,1240,1291,1342,1393,1444,1495,1546,1597,1648,1740,1833,1925,2017,2109,2202,2294,2386,2478,2571,2663,2756,2068,2150,2232,2315,1702,1744,1785,1827,--,0,0,--,--,0,0,0,--,0,--,--,
固定资产原值(万元),975,--,974,--,970,--,969,--,969,--,969,--,969,--,968,--,1512,--,1512,--,1490,--,1490,--,1489,--,1487,--,1512,--,1511,--,3811,--,3809,--,3931,--,3931,--,12488,--,12520,--,15959,--,16780,--,30086,--,32655,
累计折旧(万元),841,--,833,--,839,--,832,--,826,--,818,--,810,--,801,--,1240,--,1220,--,1201,--,1183,--,1165,--,1146,--,1159,--,1140,--,2270,--,2232,--,2292,--,2255,--,5764,--,5667,--,7269,--,7722,--,13127,--,14269,
固定资产净值(万元),134,--,141,--,131,--,136,--,143,--,150,--,159,--,167,--,272,--,292,--,289,--,307,--,324,--,341,--,353,--,371,--,1541,--,1577,--,1640,--,1676,--,6724,--,6854,--,8690,--,9059,--,16959,--,18385,
固定资产减值准备(万元),71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,71,--,442,--,442,--,373,--,373,--,3733,--,3733,--,4488,--,4488,--,5659,--,6528,
固定资产(万元),63,--,70,74,60,62,65,69,72,76,80,83,88,92,96,191,201,211,221,210,218,227,236,244,253,262,270,281,283,291,300,1080,1099,1117,1135,1230,1267,1286,1303,2940,2991,3046,3121,4081,4202,4477,4570,7142,11300,11501,11857,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,397,365,46,0,46,21,0,0,--,0,0,0,--,0,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,-22,0,-26,-26,-24,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,--,0,--,525,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
无形资产(万元),870,886,902,919,935,951,968,984,1000,1017,1033,1049,1066,1082,1098,1115,1131,1148,1164,1180,1197,1213,1229,1246,1262,1278,1295,4547,4606,4666,4726,4785,4845,4905,4964,5024,5084,5143,5203,5263,4829,4886,4943,4857,4914,4970,5026,5084,5142,5243,5257,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,1,2,3,5,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,525,525,525,--,
非流动资产合计(万元),3787,3748,3946,4070,4195,4334,4591,4633,4759,4737,5034,4880,4808,4797,4948,4943,4829,4761,4954,4895,4967,4960,5128,6464,6419,5472,5677,9506,9117,9250,9540,9726,9882,10094,10431,11306,11588,11358,11505,11466,10951,10988,11166,10924,11069,11338,11502,14010,18136,18354,18895,
资产总计(万元),10039,9838,9902,9718,9689,9666,9628,9423,9319,9176,9163,8877,8378,8232,8020,7951,7862,7540,7708,7621,7666,7602,7920,8344,8371,8347,8568,9827,9387,9571,10078,10732,10278,10458,11442,14030,12779,12868,12720,13377,12573,12602,12845,14635,14724,15660,16577,20200,24347,26129,26675,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,1500,1500,1500,--,1500,1500,1500,1500,1300,1300,1300,1300,0,0,--,--,0,2300,3380,4180,6180,7130,7450,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,--,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付账款(万元),342,--,342,--,342,353,353,345,345,345,343,374,374,374,360,341,341,365,368,394,462,461,466,430,473,469,413,460,460,460,463,462,462,467,477,495,501,597,1351,1282,1390,1529,1697,1979,1992,1292,2090,3065,2903,3084,2743,
预收账款(万元),326,326,326,326,326,371,358,359,328,326,326,519,326,326,350,340,326,326,326,327,322,322,322,327,349,349,327,378,396,378,374,398,346,374,394,421,424,516,475,785,589,432,484,662,662,1085,1198,1226,1204,1399,1024,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付职工薪酬(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,45,47,47,48,49,51,209,211,211,211,212,213,213,213,210,219,218,222,97,96,113,343,
应交税费(万元),719,711,790,736,679,683,699,690,684,663,730,696,704,697,704,683,692,701,706,706,705,708,708,708,702,703,717,648,646,650,650,639,629,628,641,625,628,628,626,534,551,641,631,526,556,566,560,537,493,498,687,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,6,6,--,0,--,47,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
其他应付款(万元),667,--,709,663,658,659,622,585,578,626,621,579,576,620,615,592,747,651,738,637,658,694,964,653,675,698,857,823,980,1121,1414,3294,1659,1918,3264,6340,5989,5827,4833,4508,4808,4581,4370,3855,3991,2732,1341,4612,6928,6803,6696,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
流动负债合计(万元),2054,2086,2167,2067,2005,2067,2033,1979,1935,1961,2020,2169,1980,2018,2029,1957,2106,2043,2138,2064,2148,2185,2461,2118,2198,2219,2314,3809,3984,4154,4447,4841,4643,4937,6327,9590,9054,9080,8796,8621,7551,7395,7395,7233,7419,8200,8796,13718,17804,19027,18990,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
预计非流动负债(万元),22,22,23,23,23,23,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,154,154,154,154,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
非流动负债合计(万元),125,125,126,126,126,126,126,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,256,256,256,256,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,
负债合计(万元),2179,2211,2293,2193,2131,2193,2159,2082,2038,2063,2123,2271,2083,2120,2132,2060,2209,2146,2241,2167,2251,2288,2564,2220,2301,2322,2417,3912,4086,4256,4550,5097,4899,5193,6583,9692,9156,9183,8899,8724,7653,7498,7498,7336,7521,8303,8899,13821,17907,19130,19093,
实收资本(或股本)(万元),18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,18150,
资本公积(万元),6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6492,6692,6692,6692,6692,6692,6692,6692,6692,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1811,1910,1910,1910,1811,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
未分配利润(万元),-18014,-19514,-19535,-19620,-19584,-19666,-19671,-19801,-19863,-20034,-20107,-20419,-20730,-20916,-21142,-21143,-21381,-21639,-21568,-21570,-21608,-21711,-21668,-20959,-21013,-21057,-20933,-20931,-21546,-21532,-21319,-21206,-21458,-21554,-21892,-22326,-22976,-22914,-22779,-21897,-21634,-21450,-21207,-19697,-19786,-19614,-19299,-20943,-20905,-20367,-19710,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,--,0,--,--,
归属于母公司股东权益合计(万元),7522,7289,7270,7185,7218,7132,7127,6998,6936,6765,6692,6272,5961,5775,5549,5548,5310,5051,5123,5121,5082,4980,5023,5732,5678,5633,5758,5522,4907,4921,5134,5248,4996,4899,4561,4127,3477,3539,3674,4557,4819,5004,5246,6956,6867,7039,7354,5809,5846,6385,6943,
少数股东权益(万元),339,339,339,340,340,341,341,343,345,348,348,334,335,337,339,343,343,343,343,333,333,334,334,392,392,392,393,393,393,394,394,387,383,366,298,210,145,146,147,96,100,101,102,343,335,319,324,571,594,613,639,
所有者权益(或股东权益)合计(万元),7861,7627,7609,7525,7558,7473,7469,7341,7281,7112,7040,6606,6296,6111,5888,5890,5653,5394,5466,5454,5416,5314,5357,6124,6070,6025,6151,5915,5301,5315,5527,5635,5379,5265,4859,4337,3623,3685,3821,4653,4919,5104,5348,7299,7202,7358,7679,6380,6441,6998,7582,
负债和所有者权益(或股东权益)总计(万元),10039,9838,9902,9718,9689,9666,9628,9423,9319,9176,9163,8877,8378,8232,8020,7951,7862,7540,7708,7621,7666,7602,7920,8344,8371,8347,8568,9827,9387,9571,10078,10732,10278,10458,11442,14030,12779,12868,12720,13377,12573,12602,12845,14635,14724,15660,16577,20200,24347,26129,26675,		
  
