报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32218,32218,31269,31267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32218,32218,31269,31267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),4611,4980,5538,4634,4546,4531,4283,3409,3138,2935,3206,1035,1033,4184,4551,272205,296108,281826,280576,253642,251793,249469,247420,244963,243091,240987,238788,236594,232548,230299,228074,225531,223068,218977,216689,213537,211051,208734,206407,203717,201113,198668,
实收资本(或股本)(万元),36756,36756,36756,36756,36756,36756,36756,36756,36756,36756,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,25800,
资本公积(万元),31388,31388,31388,31388,31388,31388,31388,31388,31388,31388,42344,42344,42344,42344,42344,42344,23337,23337,23337,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
盈余公积(万元),1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,-3787,-3787,-3787,
未分配利润(万元),-71501,-71770,-71641,-68435,-68338,-68129,-67908,-66057,-65725,-65486,-65816,-68112,-68160,-68112,-67974,-338416,-337500,-329872,-328334,-285543,-283146,-280780,-278439,-275008,-272588,-270048,-267709,-264355,-259851,-257320,-254736,-252021,-249293,-244297,-241678,-239153,-236560,-233811,-231128,-223931,-221276,-218592,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),-1832,-2100,-1972,1235,1331,1540,1761,3612,3944,4183,3853,1557,1509,1557,1696,-268746,-286838,-279210,-277672,-232104,-229707,-227342,-225000,-221570,-219149,-216610,-214271,-210916,-206412,-203882,-201297,-198582,-195854,-190859,-188240,-185714,-183121,-180373,-177689,-174279,-171625,-168941,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),-1832,-2100,-1972,1235,1331,1540,1761,3612,3944,4183,3853,1557,1509,1557,1696,-268746,-286838,-279210,-277672,-232104,-229707,-227342,-225000,-221570,-219149,-216610,-214271,-210916,-206412,-203882,-201297,-198582,-195854,-190859,-188240,-185714,-183121,-180373,-177689,-174279,-171625,-168941,
负债和所有者权益(或股东权益)总计(万元),2779,2880,3566,5869,5876,6071,6043,7021,7082,7118,7059,5741,2542,5741,6247,3458,9269,2616,2904,21538,22086,22127,22420,23393,23941,24377,24517,25677,26136,26417,26777,26949,27213,28118,28449,27823,27930,28361,28718,29438,29488,29727,		
  
