报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),222278,223909,218812,218808,205563,207922,209258,215704,205267,187537,190154,218011,223568,210737,182687,223823,205670,180913,159407,202569,178338,173298,152266,163984,171336,152045,145129,165717,165311,175307,146514,162931,156419,147208,116896,130523,117483,112054,100910,114408,127815,130308,119264,115161,116988,100933,76455,80519,73415,67045,52042,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48500,16000,31500,2000,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他流动资产(万元),6512,78135,118875,122953,133227,117747,90443,105151,77307,64227,86302,81197,56742,52371,42720,51158,43290,25151,38207,51204,36006,37606,31865,12000,47029,45500,15072,248,401,61,566,10,--,22,9,10,0,4,11,5,27,8,24,--,--,--,--,16,17,18,9,
流动资产合计(万元),774561,780739,769866,796576,769319,759652,710028,710476,686681,646419,624270,632489,633791,611398,594712,620864,610105,602816,587754,591025,612618,616215,601439,617567,633537,605025,590858,560365,531747,549988,503438,503561,488959,485308,441085,432636,415030,392148,364772,375359,357579,363917,344887,341963,348628,308368,263587,249874,205786,188521,172141,
发放贷款及垫款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),0,--,213008,225039,224833,229117,241778,288145,301011,327505,306087,54885,50941,50941,50941,50941,50497,50497,49899,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期股权投资(万元),1026,958,822,580,580,580,580,--,--,--,--,--,--,--,--,--,--,--,--,49173,47235,47235,47235,47971,47591,46209,46209,46209,46209,46209,46209,49709,44209,40709,40259,40236,40259,40259,40259,40809,40809,40809,40809,42429,26608,28155,29409,28715,28715,28715,28715,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
固定资产原值(万元),189168,--,188389,--,160219,--,159368,--,159386,--,157103,--,154957,--,153008,--,149427,--,148702,--,135181,--,134955,--,130734,--,131001,--,155390,--,155424,--,144899,--,136010,--,101336,--,99166,--,93886,--,92718,--,82448,--,81869,--,76674,--,74697,
累计折旧(万元),112389,--,109349,--,105496,--,102031,--,98573,--,94845,--,92191,--,88114,--,84391,--,80220,--,76907,--,72770,--,68895,--,65034,--,65028,--,60236,--,56539,--,52363,--,48841,--,45518,--,42686,--,39553,--,37175,--,34521,--,32344,--,30477,
固定资产净值(万元),76778,--,79039,--,54723,--,57336,--,60813,--,62257,--,62766,--,64894,--,65036,--,68482,--,58273,--,62185,--,61840,--,65967,--,90362,--,95187,--,88361,--,83647,--,52494,--,53648,--,51200,--,53164,--,45273,--,47348,--,44331,--,44221,
固定资产减值准备(万元),618,--,665,--,665,--,665,--,665,--,665,--,678,--,678,--,678,--,678,--,678,--,1243,--,692,--,692,--,694,--,694,--,815,--,815,--,817,--,817,--,817,--,817,--,818,--,818,--,832,--,832,
固定资产(万元),76160,--,78374,52692,54057,55611,56671,58155,60147,61975,61592,59892,62088,62184,64216,63204,64358,66023,67803,55759,57595,59329,60943,59767,61148,62853,65275,89366,89668,92648,94493,89585,87546,81000,82832,50385,51677,52496,52832,48841,50383,51438,52348,44127,44455,45461,46530,42667,43499,42091,43389,
在建工程(万元),65959,--,45477,47216,40014,34498,25592,17410,15607,13550,15374,18958,17339,12392,11919,10796,10618,9465,8947,19849,18288,17528,16690,13293,9604,9034,10825,7688,6694,6567,5600,5748,4243,10145,9853,21336,18106,15412,13399,8998,6664,3677,3708,10387,11143,6829,5649,6498,4831,5885,4480,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,40,80,123,--,84,41,22,0,--,0,--,--,--,--,--,--,1225,1120,513,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
生产性生物资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
无形资产(万元),27610,27893,27974,28257,28338,28426,28567,29297,29438,29509,29741,29915,30090,30266,30495,30696,30851,30256,30410,30769,30822,30630,22556,8794,8783,8156,21019,26177,26679,27848,27692,30164,30626,28196,28470,17397,16014,15354,14144,7305,7306,10141,10260,7375,7375,6766,6884,7249,7273,7370,6141,
开发支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
商誉(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,19,19,19,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期待摊费用(万元),--,--,--,37,13,25,25,111,130,136,143,176,182,189,203,143,104,104,104,4,4,4,4,135,135,135,262,552,556,504,496,574,639,862,594,1094,972,922,809,1013,1014,1036,1037,12,13,14,15,34,--,--,3,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),21479,21350,21396,20148,19396,19356,19818,18827,18154,17602,17883,17935,17287,15796,15892,11203,10705,10468,10289,10162,9484,8836,9048,8142,8068,7646,9304,8637,8699,8872,8830,6521,6214,6262,6141,5310,5271,4717,4862,3734,3721,3871,3912,4762,4923,4718,4903,3277,3277,3277,4519,
其他非流动资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6650,--,--,1020,1020,--,2500,2500,2500,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
非流动资产合计(万元),431894,422787,387051,373970,367232,367614,373032,411945,424488,450278,430820,181761,177927,171767,173666,166983,167133,166813,167452,165715,163427,163562,163126,138103,135330,135052,153914,178629,181005,185148,185820,182841,173556,167297,168149,135861,132358,129202,126306,110701,109897,110973,112074,109092,94518,91944,93389,89665,88715,87850,87246,
资产总计(万元),1206456,1203526,1156917,1170547,1136552,1127266,1083060,1122421,1111168,1096697,1055090,814250,811718,783166,768378,787847,777238,769629,755206,756741,776045,779778,764565,755670,768867,740077,744772,738994,712752,735136,689258,686402,662515,652605,609233,568497,547388,521350,491077,486059,467475,474889,456961,451055,443146,400311,356977,339538,294501,276371,259387,
短期借款(万元),9750,11950,13960,13960,14000,11570,11550,19750,19770,18900,17300,7300,8125,5525,8535,19320,19330,19340,19860,21690,29690,37690,37690,11850,11850,13350,25040,26040,29672,24932,27932,42932,38300,32600,22600,21100,19500,26100,13600,27100,21600,18100,18100,13100,12000,2000,--,--,--,--,0,
向中央银行借款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),23787,--,26390,--,26468,22340,21541,19542,15147,10394,14301,22111,19807,17993,19423,13888,12391,13578,15076,9226,7218,13011,16875,19936,12793,11771,13351,13353,10318,10595,13981,12498,12292,12722,9564,6954,7000,10023,10366,12814,19849,28872,29820,31781,37175,33315,32231,31526,19710,9925,8265,
应付账款(万元),118833,--,108669,--,106909,101951,88272,110517,109806,98513,85345,110294,105919,102394,81042,101167,96211,88963,76309,96857,94492,86350,77844,95099,99751,76981,60813,83778,79100,87091,59076,79588,84956,72372,52298,48163,53627,44388,32077,37313,39596,39012,28386,49577,52258,43537,33278,36131,31317,30289,24012,
预收账款(万元),255552,252389,258223,269514,260025,270746,241975,239663,219727,193838,182796,196722,201595,174093,173682,176534,165659,149948,137474,152948,149730,158582,148059,166348,180238,186356,163286,152981,155449,175108,157402,163170,150821,156219,149398,151391,138743,123834,123388,124990,119673,135787,149736,144313,149876,125128,104682,103602,87638,76687,74298,
卖出回购金融资产款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),6514,6614,8639,9865,9430,6398,7953,7580,6107,5724,7122,7484,5228,4972,7026,5302,4156,4700,6567,7400,6448,4573,6340,4889,4117,2914,2738,4755,3736,3709,2915,9777,4296,2224,2917,11169,3575,1995,2324,10850,12298,2168,1995,9307,4117,4551,1636,4580,3578,2833,2049,
应交税费(万元),2293,9053,6241,4798,8278,4264,3492,1856,3049,4450,9024,3424,2105,2007,3601,1767,1962,4153,12609,2882,7956,5811,10796,6882,4403,7767,8518,9024,4655,5773,9071,3863,3521,8975,10541,1708,7669,6362,8948,4274,3750,6108,2236,5763,5246,6688,10850,5480,5489,8357,10480,
应付利息(万元),10,10,44,--,10,3,27,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,3,3,20,26,--,--,--,29,--,0,--,20,--,0,--,11,--,--,--,--,--,--,--,0,
应付股利(万元),0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15080,--,--,--,31645,--,980,900,900,6784,--,--,1370,834,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),3751,--,3647,2973,3453,2990,2786,3064,2903,2803,3082,2954,2485,3392,2971,3011,2636,3035,2960,3360,3376,4591,4694,2518,2301,2362,25943,26254,26374,23039,22730,6033,9061,6783,8029,7732,8803,2628,2423,4966,5050,4184,3617,3393,3363,2392,2841,2799,4143,4101,2629,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),10010,10010,10010,0,--,0,490,1820,1830,1840,1850,10,20,--,30,--,--,--,--,--,--,--,--,--,--,--,10000,1000,1000,1000,1000,--,--,5700,15700,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他流动负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,100,--,1470,--,--,--,--,--,--,--,0,
流动负债合计(万元),430499,442312,435822,443331,428573,420262,378085,403792,378338,336462,320834,350299,345284,310405,296309,320990,302344,283717,270855,294363,313990,310609,302298,307522,347097,301502,310692,318087,311208,338051,294133,317862,304617,298429,271077,248218,238917,215330,193146,222306,221916,234230,235373,257235,264036,217610,185518,184119,151877,132191,121733,
长期借款(万元),2260,2270,2270,12280,12280,12280,10000,490,490,490,490,12340,12340,12340,12340,2370,2370,2370,1850,--,--,--,--,--,--,--,--,12500,12500,12500,12500,13500,14800,14800,7346,26046,26046,24746,24746,14746,14746,9046,--,--,--,--,--,--,--,--,0,
应付债券(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期应付款(万元),20833,--,20960,51589,20833,20963,20963,20833,20833,20833,20836,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2588,2777,4506,4482,33,33,33,33,33,33,33,33,33,33,33,33,143,113,63,33,--,--,--,33,
专项应付款(万元),57734,--,26528,--,23766,23766,23766,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,333,--,71,--,--,0,--,0,--,18,8,--,--,--,--,--,561,538,480,351,
预计非流动负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期递延收益(万元),4277,4345,4468,406,406,410,406,936,723,585,542,1362,1011,1030,680,740,711,742,825,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),28213,29352,24417,26126,26540,27123,27822,34813,37493,41467,37826,102,102,102,102,102,102,102,102,102,102,102,102,104,104,104,104,104,104,104,104,122,122,122,122,123,123,123,123,123,123,123,123,778,778,953,778,200,200,200,200,
其他非流动负债(万元),--,--,--,0,--,--,--,--,--,121,--,21,--,15,--,--,508,506,--,985,997,1137,970,1490,1169,1261,1115,2373,2419,2179,1731,2041,2086,1875,505,812,800,735,332,1012,766,766,652,395,395,355,382,--,--,--,198,
非流动负债合计(万元),113317,83297,78642,90401,83825,84542,82957,57072,59539,63495,59694,13858,13486,13519,13155,3245,3724,3752,2810,1120,1131,1271,1105,1627,1306,1398,1252,17565,17800,19289,18817,16029,17041,16901,8006,27014,27002,25637,25234,15914,15686,9976,808,1317,1287,1372,1193,761,738,681,782,
负债合计(万元),543816,525609,514464,533732,512398,504804,461042,460863,437877,399958,380528,364157,358770,323925,309464,324235,306068,287470,273665,295484,315121,311880,303403,309149,348403,302900,311943,335653,329008,357340,312950,333891,321658,315330,279083,275231,265919,240967,218380,238220,237602,244206,236181,258551,265323,218982,186711,184880,152615,132872,122515,
实收资本(或股本)(万元),75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,75401,62834,62834,62834,62834,48334,48334,48334,48334,37180,37180,37180,37180,37180,37180,37180,37180,37180,37180,37180,28600,28600,28600,
资本公积(万元),15168,15168,15168,13955,13955,13955,13955,13954,13959,13959,13959,13959,13959,13959,13959,13959,13959,13959,13959,13959,13959,13959,13959,13895,13895,13836,13959,13959,13959,13959,13959,13959,13959,13959,13959,13895,13895,13895,13895,13893,13893,13895,13895,13895,13895,13895,13895,13675,13675,13675,13620,
减:库存股(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
专项储备(万元),2024,2070,2102,2425,2452,2476,2537,2705,2741,2749,2755,3120,3159,3169,3176,2490,2495,2466,2460,1717,1753,1720,1728,1034,1023,990,1029,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,62111,58382,58382,58382,58382,51854,51854,51854,51854,45318,45318,45318,45318,38936,38936,38936,38936,32793,32793,32793,32793,27921,27921,27921,27921,23367,23367,23367,23367,21525,21525,21525,20286,
一般风险准备(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
未分配利润(万元),309207,316042,308254,302854,286523,281346,277442,276966,274966,272242,270567,261337,264246,268033,267371,274724,282624,291962,291192,276997,278217,280410,273680,261211,238041,254227,244972,228905,211725,216776,209415,193654,184229,196904,185592,161561,149299,159281,149742,135566,120141,120805,111135,89811,77752,82596,73196,62795,61699,64974,61149,
