报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,10,--,--,153,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),49,--,41,127,92,67,278,1573,57,328,33,190,177,169,144,326,292,611,439,1007,685,376,293,9841,9040,292,277,1343,3520,753,753,1053,1154,970,1167,2012,1988,11575,6489,14570,11690,11422,11405,4955,5893,7165,7201,12145,12422,25752,28171,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2414,2012,2775,2662,2052,1774,3054,2378,7272,8872,7593,6794,6245,2606,2859,6168,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1582,1897,2303,2599,2900,3717,4930,4292,4727,5150,5527,5809,6178,6763,6856,585,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,6,16,20,--,
流动资产合计(万元),21845,20789,20296,21106,21164,21540,19752,26070,23033,35001,34296,35577,36079,19519,14976,6127,3980,11100,10696,7449,2466,3719,7282,19310,19439,1129,1185,2065,4569,799,852,1070,1165,1510,1807,8932,6663,19785,20774,18636,19701,19819,18897,14235,19533,18655,17314,19959,18839,31349,35556,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),27332,26876,26384,25685,25230,24863,24434,23671,23489,23366,23054,22556,22387,22120,21942,21978,21776,21484,21412,21178,20924,20367,20313,19854,19788,37516,37551,37828,37861,41354,41787,45099,45984,46844,46974,39642,39619,23062,23549,24805,24677,24581,25050,26689,26554,26370,26291,27052,26892,8007,7905,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),60102,--,60093,--,60065,--,60065,--,60059,--,60078,--,60037,--,60037,--,67252,--,663,--,663,--,642,--,520,--,691,--,691,--,691,--,724,--,724,--,21146,--,21069,--,21025,--,20861,--,21262,--,21262,--,21157,--,21065,
累计折旧(万元),11457,--,9716,--,7884,--,6229,--,5070,--,3919,--,2799,--,1653,--,314,--,293,--,270,--,251,--,239,--,288,--,274,--,257,--,275,--,258,--,4753,--,4180,--,3553,--,2942,--,2419,--,1800,--,1187,--,657,
固定资产净值(万元),48645,--,50378,--,52182,--,53836,--,54989,--,56159,--,57237,--,58384,--,66938,--,369,--,392,--,391,--,281,--,402,--,417,--,433,--,450,--,466,--,16393,--,16889,--,17472,--,17919,--,18843,--,19463,--,19970,--,20408,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,0,
固定资产(万元),48645,--,50378,51371,52182,53009,53836,54418,54989,55583,56159,56682,57237,57810,58384,66288,66938,362,369,377,392,405,391,275,281,395,402,409,417,425,433,442,450,458,466,16089,16393,16705,16889,17161,17472,17642,17919,17808,18843,19172,19463,19609,19970,20048,20408,
在建工程(万元),212,--,159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50814,49802,12695,10883,10133,9405,--,--,--,--,--,--,--,--,--,--,--,--,13264,9707,9248,9055,7821,7911,8239,8232,7590,7424,6501,5853,4439,1692,387,303,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128,--,--,--,--,--,--,--,--,--,--,--,--,--,132,151,151,151,845,139,139,117,700,639,936,912,512,426,389,389,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,4707,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),582,589,583,590,597,604,611,616,623,630,637,628,631,644,644,662,662,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,3597,9933,6373,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
商誉(万元),72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2493,2613,2732,2856,2981,3110,3239,3373,3507,2846,2285,2310,2446,2090,1230,26,26,--,--,--,--,--,--,--,2,3,5,7,9,10,12,14,15,17,19,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),116,96,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,14,--,0,--,0,--,--,--,--,--,--,5,5,5,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,6,--,4314,795,--,12675,6378,18550,5925,4219,2081,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,4707,
非流动资产合计(万元),79452,79918,80404,80574,81061,81658,82191,82149,82680,82497,82207,82248,82779,82736,86587,89820,89473,85408,78033,52872,38196,35323,32262,20130,20070,37915,37959,38244,38287,41789,42233,45555,46449,47319,47460,69141,65884,49166,49645,50633,50199,50602,51318,52787,53460,52979,52518,51617,52582,43478,40085,
资产总计(万元),101297,100707,100700,101680,102225,103198,101943,108219,105713,117498,116503,117825,118858,102255,101562,95947,93453,96509,88729,60322,40662,39042,39543,39439,39509,39043,39143,40309,42856,42588,43084,46625,47615,48829,49267,78073,72547,68952,70419,69269,69899,70421,70215,67022,72993,71634,69832,71576,71421,74827,75641,
短期借款(万元),5268,5268,5268,5268,5676,5676,5676,6676,6771,13491,12991,7220,7220,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12800,12810,13500,14300,13800,14600,14600,14600,13800,13800,13000,12000,16300,16200,18520,19448,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,6000,6000,6000,6000,--,--,1000,2500,9044,9035,3456,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,1000,1000,--,--,
应付账款(万元),317,--,392,--,379,507,525,685,789,703,850,1192,2137,2268,3791,3992,15084,11308,11761,797,799,799,911,132,126,157,191,242,88,88,88,88,88,88,88,6585,2764,3071,3276,3121,3387,3637,3558,3565,5054,4788,4898,5126,5337,5555,5666,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,404,427,40,--,--,--,--,102,60,--,--,--,--,--,--,--,--,--,4126,1145,2005,2275,1504,1122,1822,526,412,958,583,1382,1388,1539,771,224,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),6,5,5,9,9,9,9,9,9,9,19,17,8,30,30,7,12,10,10,10,6,10,6,6,3,8,5,3,5,5,5,5,5,6,6,62,55,58,58,24,36,99,42,80,68,63,39,93,125,61,62,
应交税费(万元),8,38,3,4,62,67,2,2,2,1,2,2,2,2,2,-6837,-6944,-6868,-6933,-1601,-1585,-1531,-1515,-1,-10,-12,-4,-56,1,0,1,0,1,1,1,143,766,160,221,200,-154,-109,-173,-0,-142,187,-48,126,153,131,101,
应付利息(万元),--,--,87,--,--,--,92,--,89,--,101,--,--,--,100,--,--,--,95,--,--,--,--,--,--,--,--,10,9,10,10,11,14,11,10,23,23,29,29,--,0,--,--,--,4,--,--,--,--,--,--,
应付股利(万元),357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,--,--,357,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),142,--,113,--,205,151,150,3114,1024,375,153,150,149,151,149,299,3555,3492,3201,6744,1815,514,606,179,179,377,380,377,377,1777,1438,1396,1157,279,381,4735,5349,1199,1772,1599,2662,1613,2205,5563,8953,8760,7572,3632,3732,6115,6175,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),2380,2400,3400,1200,1200,3400,3400,2200,2200,3900,3900,1200,2200,4400,4400,--,--,--,--,--,--,--,--,--,--,--,--,--,250,400,600,450,600,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),676,392,37,726,829,501,48,71,71,47,47,10,45,55,65,10,45,55,55,10,10,45,273,110,110,45,55,10,10,45,55,10,20,45,45,--,0,14,49,58,58,40,74,--,--,--,--,270,459,545,--,
流动负债合计(万元),9155,8923,9661,8068,8716,10668,10259,13114,11312,24883,24421,16148,18118,7263,8895,-1172,14608,17802,18008,9812,1401,194,638,784,868,992,984,943,1097,2681,2554,2317,2241,786,887,28830,23268,20394,22337,20661,22069,22059,21189,23777,29051,27737,26200,28294,28545,31699,32033,
长期借款(万元),45886,45886,45886,49300,49300,49300,49300,53900,53900,52700,52700,62371,61600,53600,51600,56000,38000,38000,30000,9900,--,--,--,--,--,--,--,1200,3100,3100,3100,3350,3350,4900,4900,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,260,260,260,260,--,0,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),45886,45886,45886,49300,49300,49300,49300,53900,53900,52700,52700,62371,61600,53600,51600,56000,38000,38000,30000,9900,0,0,0,0,0,0,--,1200,3100,3100,3100,3350,3350,4900,4900,260,260,260,260,--,0,--,--,--,--,--,--,--,--,--,--,
负债合计(万元),55041,54809,55547,57368,58016,59968,59559,67014,65212,77583,77121,78519,79718,60863,60495,54828,52608,55802,48008,19712,1401,194,638,784,868,992,984,2143,4197,5781,5654,5667,5591,5686,5787,29090,23528,20654,22597,20661,22069,22059,21189,23777,29051,27737,26200,28294,28545,31699,32033,
实收资本(或股本)(万元),34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,
资本公积(万元),19455,19455,19455,19455,19455,19455,19455,19455,19455,19455,19455,19455,19455,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,20178,19881,19881,19881,19881,19085,19085,19085,19085,14486,14486,14486,14486,19085,19085,19085,14486,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
未分配利润(万元),-8171,-8529,-9274,-10117,-10220,-11200,-12044,-13224,-13928,-14515,-15048,-15125,-15291,-15027,-15339,-15286,-15551,-15690,-15675,-15789,-15941,-16356,-16302,-16520,-16533,-17127,-17020,-16974,-16511,-18364,-17741,-14213,-13147,-12035,-11697,-12081,-11986,-12376,-12563,-10662,-11030,-10694,-10291,-12009,-11582,-11608,-11692,-16241,-16427,-17108,-11926,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),46184,45825,45081,44238,44134,43155,42310,41130,40426,39840,39307,39230,39064,40051,39739,39792,39527,39388,39403,39289,39137,38722,38776,38558,38545,37951,38058,38104,38567,36714,37338,40865,41931,43043,43381,42700,42795,42405,42218,43322,42954,43290,43694,37377,37804,37778,37694,37744,37558,36877,37460,
少数股东权益(万元),72,72,72,74,74,75,74,75,75,75,75,76,77,1341,1329,1327,1318,1318,1318,1320,123,126,130,97,96,100,101,62,93,93,93,93,93,99,99,6283,6225,5893,5605,5285,4877,5071,5332,5868,6138,6119,5937,5539,5317,6251,6148,
所有者权益(或股东权益)合计(万元),46256,45898,45153,44312,44209,43230,42384,41205,40501,39915,39383,39306,39140,41393,41068,41120,40845,40707,40721,40609,39261,38848,38906,38655,38641,38051,38159,38166,38659,36807,37430,40957,42024,43142,43480,48983,49020,48298,47822,48607,47831,48362,49026,43245,43942,43897,43632,43282,42875,43128,43608,
