报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
存货(万元),48694,47055,52900,42257,44210,59433,54731,40411,37881,40755,38527,36845,32309,--,40725,37825,38640,40867,43225,29483,39201,52624,52898,41096,33287,49132,47229,38038,34855,47213,44883,33168,31863,46339,36232,34581,32176,19049,21617,25580,21027,18615,19618,23495,25673,18733,23866,22052,20527,19726,20502,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),5855,7668,6509,6746,6748,8024,8273,6472,7084,7991,7830,8652,7440,9316,8640,8890,8122,3691,3750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,97,97,97,--,7,17,0,0,
流动资产合计(万元),343262,332187,330194,326619,323141,304866,310781,289186,302375,255769,267148,273164,257370,254102,279178,273421,290478,283055,297014,311203,312857,304556,292797,307140,316955,266775,273341,265274,255125,261309,256411,193860,197247,211445,192294,191267,187910,189960,175874,175497,162282,158517,122209,120505,130097,131613,118724,127448,122785,113314,101509,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期股权投资(万元),1425,1236,1205,845,821,803,790,860,868,872,881,679,687,705,703,493,498,559,535,524,534,545,558,8565,8575,8562,8594,8206,8262,8324,8389,8464,8514,8569,8569,8595,6169,5869,5569,5569,5569,5569,5569,5569,5569,5569,2757,2,2,2,1,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),297,301,305,309,313,318,322,326,330,334,338,342,346,353,355,361,365,369,371,316,345,370,388,390,395,399,404,408,412,417,421,425,429,433,437,441,585,625,594,600,607,613,619,631,642,654,665,689,691,708,711,
固定资产原值(万元),242780,--,235257,--,234456,--,234322,--,235907,--,233036,--,225092,--,219192,--,188855,--,145925,--,137253,--,134637,--,144750,--,142511,--,146418,--,141978,--,120554,--,113307,--,97439,--,98913,--,90302,--,88624,--,71598,--,59893,--,54665,--,52986,
累计折旧(万元),109483,--,102534,--,96394,--,90521,--,87877,--,81178,--,77015,--,69564,--,64780,--,59665,--,56903,--,52983,--,57603,--,52776,--,53301,--,47414,--,44096,--,40640,--,39028,--,37002,--,34556,--,32003,--,30064,--,28549,--,27286,--,25995,
固定资产净值(万元),133297,--,132724,--,138062,--,143801,--,148030,--,151858,--,148077,--,149628,--,124075,--,86259,--,80350,--,81654,--,87146,--,89736,--,93117,--,94564,--,76458,--,72666,--,58411,--,61910,--,55745,--,56621,--,41534,--,31344,--,27379,--,26991,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,355,--,355,--,0,--,0,--,0,--,0,--,--,--,0,
固定资产(万元),133297,--,132724,134802,138062,140703,143801,146532,148030,148289,151858,147771,148077,149861,149628,128002,124075,87289,86259,84802,80350,80162,81654,82371,87146,89123,89736,91666,93117,94410,94564,77037,76458,74487,72666,58135,58057,58919,61556,58936,55745,56367,56621,41957,41534,31647,31344,28658,27379,26820,26991,
在建工程(万元),1906,--,7401,5063,2265,215,95,394,672,2092,1566,5036,6684,5138,3324,20358,16441,24317,22062,6407,4484,1958,1403,910,717,440,270,2540,2496,1177,35,20457,20307,16964,19588,11594,8894,4114,3335,4271,4411,4079,2783,18666,15764,15316,14701,7219,5120,4264,4099,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78,78,78,78,78,78,78,78,269,283,60,232,37,37,37,39,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,3,1,1,--,0,--,--,--,--,3,--,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
无形资产(万元),12499,12573,12687,12752,12737,12784,12514,12586,12664,12311,12302,10929,10465,10490,9398,9429,9443,7205,7243,7447,7497,7530,7574,7647,7694,7616,7663,7628,7683,7723,7775,4200,4230,4497,4277,4042,8811,8836,8880,9824,9835,9981,10031,10051,10120,9702,9768,9858,9904,9981,10046,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,5,5,5,5,5,5,5,5,5,3,3,3,5,
长期待摊费用(万元),516,460,532,691,769,814,780,880,938,986,911,1026,1066,1198,1079,918,874,881,773,684,130,118,103,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),134,112,112,115,104,116,115,133,129,110,104,454,491,450,450,489,551,466,451,730,781,718,690,856,906,776,790,802,825,740,740,756,817,756,756,537,537,537,544,497,497,380,380,797,797,841,841,1761,1761,986,986,
其他非流动资产(万元),960,960,960,960,960,960,960,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,1,1,1,0,
非流动资产合计(万元),151034,153648,155925,155538,156032,156713,159377,161710,163631,164994,167959,166238,167818,168197,164936,160050,152246,121085,117695,100910,94121,91401,92370,100739,105432,106915,107457,111250,112796,112791,111923,111339,110754,105707,106294,83425,83134,78979,80561,79780,76746,77072,76085,77944,74713,63797,60314,48229,44899,42802,42878,
资产总计(万元),494296,485835,486119,482157,479173,461578,470159,450896,466006,420763,435107,439402,425188,422299,444113,433471,442724,404141,414709,412114,406978,395958,385168,407879,422387,373691,380799,376524,367920,374100,368334,305198,308001,317152,298587,274692,271045,268939,256435,255276,239028,235589,198294,198449,204810,195410,179038,175677,167684,156117,144387,
短期借款(万元),78386,91137,83841,92822,97390,88548,81538,58448,73189,70443,58793,51507,72172,65721,62969,60057,66784,74017,77863,85972,72905,76052,68251,83457,87153,79722,62469,77478,84368,99629,93667,101953,87194,79042,62240,51802,60301,54475,48988,59848,50798,47198,41948,45858,52158,53895,32853,33903,28788,32983,27383,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),102410,--,101435,--,83890,80328,100598,97067,92644,85167,97351,98367,81223,80430,110708,104035,76244,102698,105751,81157,87071,66070,73627,76976,94776,71069,85127,80663,84330,71999,78169,65803,62275,62299,68614,80459,56661,69383,68861,74281,76317,77526,53629,50952,53966,50945,55307,57255,46724,43632,38852,
应付账款(万元),88070,--,75162,--,77051,77269,73835,73583,84837,52459,66462,80009,72627,78383,74502,81285,104477,68634,71514,88063,88569,100882,94027,97684,93306,81157,90293,97336,82189,85764,81923,32778,44136,64339,59550,42066,51981,40361,47250,38619,33089,32934,28198,29169,35247,22319,24788,24158,32050,23347,25067,
预收账款(万元),2063,2181,1373,3059,2705,3345,1853,5667,3673,5390,4984,1610,1862,2193,1762,2950,2682,1761,1409,3304,1498,1912,1476,12717,12899,12751,11505,1485,1618,1343,1628,948,1082,710,906,3933,4810,4260,6216,1821,65,2086,2475,2779,522,1504,2796,2,720,504,1152,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付职工薪酬(万元),1243,1096,3171,1650,1190,692,2466,2402,1024,788,2520,1206,1576,1133,2330,1889,1821,2144,2675,3135,2333,2218,4211,1924,1954,1865,3828,2506,2180,2338,2120,2446,1981,1425,3027,2596,2588,2194,2592,1127,1060,966,706,1408,1268,1184,1086,1011,900,865,841,
应交税费(万元),1465,3392,2695,2807,2887,2870,2911,3573,2939,3038,2837,2673,2696,3112,2661,3272,2907,2536,2572,1151,3622,2748,2951,2603,3093,2581,3449,2476,2031,2400,622,1403,726,-351,-4107,482,576,6042,2580,2313,4044,3306,968,1367,426,2392,2914,2031,2932,1939,1484,
应付利息(万元),49,89,75,311,452,297,165,740,450,217,510,1044,504,--,533,--,--,--,--,--,--,--,96,--,--,--,108,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付股利(万元),--,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1101,1073,--,--,--,--,1182,1182,1166,1179,1179,1179,--,--,--,--,--,--,--,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),16400,--,14842,--,16992,13678,14321,17662,13730,15562,14344,17092,12469,13420,14850,15249,19502,17641,20575,18215,20895,18317,19006,15487,16270,13836,13952,9439,8958,8250,8351,9748,8575,9589,9016,3469,6579,6074,5939,2326,3201,2821,2479,2694,3449,5335,2741,2889,4189,2469,2325,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,3070,1359,1282,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
一年内到期的非流动负债(万元),6482,7045,7045,1872,1872,3745,3745,3819,4193,3182,3182,--,--,--,--,--,--,--,--,--,12000,--,--,246,252,12252,12252,756,756,756,756,--,12000,12000,12000,--,2000,2000,2000,--,8000,8000,8000,--,--,--,--,--,--,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,8462,0,--,--,--,--,400,--,--,--,0,0,
流动负债合计(万元),296569,289162,290639,285445,285429,271772,282433,263963,277681,237248,251983,254509,246129,245394,271316,269738,275418,270431,283360,281998,289893,269200,264647,292096,310705,276233,283983,273142,267432,273579,268309,215079,217969,229053,211246,185988,186676,185956,185603,189976,177753,174837,138404,134227,147036,137974,122483,124320,117661,107020,97103,
长期借款(万元),22860,24170,25070,28814,28814,28814,28814,31249,31249,33121,33121,41444,38144,38144,35644,35144,42144,12144,12144,12144,144,12144,12144,12144,12144,144,144,12144,12144,12144,12144,2984,2984,2969,2969,12144,12337,12337,337,2337,2337,2337,2337,10337,2637,2637,2639,641,641,1269,1260,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期应付款(万元),--,--,--,3300,--,--,--,--,--,1363,1709,2049,2384,2814,3037,3460,3766,4073,4264,7049,7359,7582,2078,1935,1963,1990,2017,1526,1566,1588,1608,950,950,950,950,--,0,--,310,100,100,136,100,147,100,375,100,294,20,276,20,
专项应付款(万元),--,--,--,--,3300,3300,3300,3300,3300,3300,3300,--,--,--,--,--,--,--,--,500,500,500,500,500,500,500,500,--,--,--,--,--,--,--,--,20,20,20,20,20,20,20,20,20,20,20,20,10,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期递延收益(万元),14759,14753,15388,14748,14410,14553,14427,14497,15089,11357,11558,11496,11125,11525,10810,3600,3657,2895,3067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,--,10,10,10,10,26,23,15,15,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
非流动负债合计(万元),37619,38922,40458,46862,46524,46667,46541,49046,49638,49141,49688,54989,51653,52484,49491,42205,49567,19111,19475,19693,8003,20226,14722,14579,14607,2634,2661,13670,13710,13732,13752,3934,3934,3919,3919,12164,12357,12357,667,2457,2457,2492,2457,10513,2766,3041,2769,972,684,1560,1296,
负债合计(万元),334187,328084,331097,332307,331953,318439,328975,313009,327318,286389,301671,309498,297783,297878,320807,311943,324985,289542,302835,301691,297896,289426,279369,306675,325311,278867,286645,286811,281142,287311,282060,219013,221903,232972,215164,198152,199032,198312,186270,192432,180210,177330,140860,144740,149802,141016,125252,125293,118345,108580,98398,
实收资本(或股本)(万元),23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,
资本公积(万元),19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,19011,17358,17371,9061,9061,9061,9061,9061,9061,9061,9111,9111,9113,9113,9113,9113,9113,9113,9113,9113,9113,9119,9113,9113,9113,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6503,6503,6503,5526,5526,5526,5526,4967,4967,4967,4967,4589,4589,4589,4589,4354,4354,4354,4354,3794,3794,3794,3794,3601,3601,3601,3601,3371,3371,3371,3371,3006,3006,3006,3006,2925,2925,2925,2925,2324,2324,2324,2324,2173,2173,2173,2173,1816,1816,1816,1776,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
未分配利润(万元),80525,78840,76633,73492,71421,68207,66601,64360,65330,61797,61169,58627,56681,53808,53244,51774,49243,46984,46500,46253,45953,44087,43457,39440,36674,34810,34268,32634,30267,28971,28560,27329,28269,27038,26668,24198,20602,19114,18825,16485,14033,13291,12807,11163,12868,12602,12019,10098,9115,7992,6975,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
