报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他应收款(万元),112,--,2,0,0,0,6,8,7,10,8,2,2,12,2,13,13,66,12,85,77,39,58,34,28,34,38,45,49,65,54,155,114,28,23,12,20,24,170,174,138,135,4531,216,257,227,140,174,27,518,86,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
存货(万元),2232,1313,1652,3165,2551,3441,4286,6008,2852,7615,1484,4875,4749,4291,2674,5903,3998,4417,2809,10907,8810,16953,7072,2762,4281,8903,5583,4708,6295,5812,4860,3282,2731,2225,6512,1513,3081,1218,1427,1194,1000,983,985,2045,1125,1450,1180,940,2342,1877,1924,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他流动资产(万元),382,348,298,68,--,--,191,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
流动资产合计(万元),16940,18948,16991,20798,19949,21432,29415,31004,23629,26724,22815,22444,21378,19917,21762,25148,24611,24976,20964,37742,31494,53450,35007,22033,25724,26311,18808,21694,22275,18870,10648,10835,10364,16841,16119,7655,15037,19078,9122,5937,5090,5118,12297,8218,8615,18317,26627,34930,40917,44925,44826,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
长期应收款(万元),1600,1600,1600,1600,1600,1600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
固定资产原值(万元),96312,--,96300,--,95881,--,95868,--,95726,--,95694,--,94971,--,94970,--,94104,--,94153,--,92308,--,98104,--,94877,--,94876,--,94323,--,94240,--,100317,--,100323,--,89188,0,6786,0,7285,--,7285,--,79149,--,79177,--,79168,--,79623,
累计折旧(万元),43033,--,40632,--,38212,--,35830,--,33454,--,31095,--,28789,--,26352,--,24030,--,21751,--,19464,--,22156,--,19921,--,17685,--,15449,--,13238,--,11252,--,8852,--,6702,0,5674,0,6132,--,6123,--,60878,--,60437,--,59656,--,58605,
固定资产净值(万元),53278,--,55668,--,57669,--,60038,--,62273,--,64599,--,66182,--,68618,--,70074,--,72402,--,72844,--,75949,--,74955,--,77191,--,78874,--,81002,--,89065,--,91471,--,82486,0,1112,0,1153,--,1162,--,18271,--,18740,--,19512,--,21018,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,880,--,880,--,893,--,893,
固定资产(万元),53278,--,55668,56478,57669,58855,60038,61085,62273,63412,64599,65014,66182,67457,68618,68913,70074,71258,72402,71766,72844,74836,75949,73840,74955,76082,77191,77769,78874,79802,81002,87866,89065,90445,91471,81464,82486,1110,1112,1117,1153,1158,1162,17163,17391,17620,17860,17966,18619,20444,20125,
在建工程(万元),--,--,--,419,414,413,373,127,94,89,46,671,671,380,73,359,382,361,369,2105,2061,2037,1991,1806,1542,1142,986,1280,504,439,314,106,--,--,--,9963,9406,90179,86659,72770,66915,60329,53785,32227,31742,28555,23783,13784,9383,4071,2665,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
无形资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
非流动资产合计(万元),54878,56069,57268,58496,59683,60868,60412,61212,62366,63501,64645,65685,66853,67837,68692,69273,70456,71620,72771,73871,74906,76872,77940,75646,76497,77223,78177,79049,79378,80241,81316,87972,89065,90445,91471,91427,91891,91289,87771,73886,68069,61487,54946,49390,49133,46175,41643,31750,28001,24515,22789,
资产总计(万元),71819,75017,74259,79294,79632,82300,89827,92216,85996,90224,87459,88129,88230,87754,90454,94421,95066,96595,93735,111613,106400,130322,112947,97679,102221,103534,96985,100743,101653,99111,91964,98808,99429,107286,107590,99082,106928,110368,96893,79823,73159,66604,67243,57608,57747,64492,68270,66680,68918,69440,67615,
短期借款(万元),19617,19617,19617,19617,19617,16617,16617,16617,16617,16617,16617,16617,16617,10617,10617,10617,10860,10860,6860,11860,14400,12400,7400,12400,12400,12400,7400,12400,13000,11000,11000,11000,11000,11000,11000,11000,11000,11000,6815,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
应付票据(万元),3693,--,3695,--,7400,13400,17800,13400,13400,15900,13400,13400,12400,20400,20400,25400,25400,25400,21000,22000,22000,36000,36000,26000,22000,16000,16000,--,--,100,100,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应付账款(万元),26550,--,22473,--,16067,11830,23820,26792,25984,23955,28345,28000,29189,24918,21255,17132,19532,16767,19081,32972,33292,44898,33754,8846,10468,17677,9459,27391,26424,23180,13079,18192,20502,20383,19345,20109,18679,25397,9559,14568,10231,8827,10565,9203,3692,11167,9574,7740,8031,8886,9528,
预收账款(万元),2815,3537,2406,5752,5673,8176,6776,13960,8920,12231,10610,5070,4018,8351,11116,8769,5608,8612,8386,5081,5394,6814,3875,9771,10244,6673,9420,11511,3933,5909,8604,2663,3494,1992,3045,2114,1394,594,902,303,306,306,306,2133,3019,2477,2713,2245,2278,2021,2054,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应付职工薪酬(万元),32,792,1812,1113,356,101,44,17,8,82,41,38,46,98,43,29,201,43,41,175,87,56,149,201,251,325,432,650,1031,1330,1781,2643,2652,2281,2962,3195,3310,3633,3943,803,849,892,1049,1210,1196,1274,1249,631,645,603,1246,
应交税费(万元),107,118,96,31,26,152,1,118,115,106,101,-209,27,-246,91,-1541,-1712,-2312,-2343,-4120,-4035,-4482,-4135,-5063,-4594,-4108,-3868,-3390,-3024,-2371,-2473,-2206,-2277,-2321,-3182,-2945,-2973,-2085,-1362,-1150,-973,-929,-866,-632,15,-279,-463,-300,-144,-496,-1087,
应付利息(万元),2923,2379,2106,259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49,49,--,--,41,41,146,0,0,19,0,0,--,--,--,0,0,0,0,0,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
其他应付款(万元),5936,--,5478,--,2364,2071,2589,2085,2005,2066,2047,3629,3586,2718,1909,486,1618,1153,1743,8842,27929,25736,26364,29092,29094,29376,30837,23986,23983,23822,23895,29868,29957,40107,39487,28127,32944,25797,30485,23866,20148,13701,11132,4773,5702,5492,10818,15389,16501,16543,13126,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
一年内到期的非流动负债(万元),3553,3553,3553,--,--,--,--,--,--,--,--,--,--,--,--,1000,2000,3250,4500,5000,5000,5000,5000,5000,5000,5000,5000,--,5000,5000,5000,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
流动负债合计(万元),65226,66237,61236,54040,51502,52347,67648,72990,67050,70956,71162,66545,65883,66857,65431,61892,63507,63773,59269,81811,104068,126421,108407,86248,84864,83342,74679,72548,70348,68020,61036,62159,65328,73483,72699,61746,64355,64336,50361,44391,36561,28798,28186,22687,19624,26131,29890,31705,33310,33558,30867,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5000,5000,5000,5000,10000,10000,10000,10000,15000,15000,15000,15000,15000,15000,15000,15000,0,0,--,--,--,0,0,0,0,0,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
长期应付款(万元),7708,--,7708,13600,13600,13600,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
非流动负债合计(万元),7708,7708,7708,13600,13600,13600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,5000,5000,10000,10000,10000,10000,15000,15000,15000,15000,15000,15000,15000,15000,0,0,--,--,--,0,0,0,0,0,--,--,
负债合计(万元),72934,73945,68944,67640,65102,65947,70648,72990,67050,70956,71162,66545,65883,66857,65431,61892,63507,63773,59269,81811,104068,126421,108407,91248,89864,88342,79679,82548,80348,78020,71036,77159,80328,88483,87699,76746,79355,79336,65361,44391,36561,28798,28186,22687,19624,26131,29890,31705,33310,33558,30867,
实收资本(或股本)(万元),27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,
资本公积(万元),51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,51941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,22941,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
专项储备(万元),112,--,--,300,148,132,--,344,237,123,--,24,17,2,--,21,21,142,--,137,258,128,--,389,264,148,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
未分配利润(万元),-82207,-79909,-75666,-69627,-66600,-64760,-61802,-62099,-62273,-61835,-64683,-59422,-58650,-60086,-55959,-48473,-49443,-48300,-46514,-51315,-49907,-48209,-47441,-45940,-39888,-36937,-34676,-33786,-30676,-30890,-31053,-30333,-32880,-33179,-32090,-29645,-24407,-20949,-20449,-16549,-15383,-14174,-12923,-17060,-13857,-13620,-13601,-17006,-16373,-16099,-15233,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
归属于母公司股东权益合计(万元),-1115,1072,5315,11654,14530,16353,19179,19226,18946,19268,16298,21583,22348,20897,25022,32528,31559,32822,34467,29803,2332,3901,4540,6430,12358,15192,17305,18195,21305,21091,20928,21648,19100,18802,19891,22336,27574,31032,31532,35432,36598,37807,39058,34921,38124,38361,38380,34975,35608,35882,36748,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,--,
